"タイトル","コメント","URL","親リストタイトル","親リストURL","一覧抽出方法","座標","国","面積","総人口","人口密度","地方","都道府県","市町村コード","法人番号","隣接自治体","市長","所在地","外部リンク","市の花","市の木","市の鳥","特記事項","他のシンボル","市の歌","市の花木"
"岡谷市","[562長野県20204岡谷市85.158922.726.7%2,20457.867.9%] 岡谷市 （おかやし）は、 長野県 南信地方 の 市 で、 諏訪湖 に隣接する工業都市である。 計量特定市 。 諏訪地域 の3市2町1村からなる 諏訪広域連合 の構成自治体である。","https://ja.wikipedia.org/wiki/岡谷市","日本の市の面積一覧","https://ja.wikipedia.org/wiki/日本の市の面積一覧","表形式","北緯36度4分1.6秒東経138度2分57.5秒","日本","85.10km2（境界未定部分あり）","47,269人（推計人口、2021年6月1日）","555人/km2","中部地方、甲信越地方、信越地方","長野県","20204-5","2000020202045","松本市、塩尻市、諏訪市、諏訪郡下諏訪町、上伊那郡辰野町","今井竜五","〒394-8510長野県岡谷市幸町8番1号北緯36度4分1.6秒東経138度2分57.5秒﻿ / ﻿北緯36.067111度 東経138.049306度﻿ /36.067111; 138.049306座標:北緯36度4分1.6秒東経138度2分57.5秒﻿ / ﻿北緯36.067111度 東経138.049306度﻿ /36.067111; 138.049306市庁舎位置","公式ウェブサイト","ツツジ","イチイ","","","","",""
"和泉市","[563大阪府27219和泉市85.02,19050.259.0%3,71032.237.8%] 和泉市 （いずみし）は、 大阪府 の 泉北 地域に位置する 市 。","https://ja.wikipedia.org/wiki/和泉市","日本の市の面積一覧","https://ja.wikipedia.org/wiki/日本の市の面積一覧","表形式","北緯34度29分0.9秒東経135度25分24.9秒","日本","84.98km2","184,046人（推計人口、2021年6月1日）","2,166人/km2","近畿地方","大阪府","27219-1","6000020272191","堺市、岸和田市、河内長野市、高石市、泉大津市、泉北郡忠岡町和歌山県伊都郡かつらぎ町","辻宏康","〒594-8501大阪府和泉市府中町2丁目7番5号北緯34度29分0.9秒東経135度25分24.9秒﻿ / ﻿北緯34.483583度 東経135.423583度﻿ /34.483583; 135.423583座標:北緯34度29分0.9秒東経135度25分24.9秒﻿ / ﻿北緯34.483583度 東経135.423583度﻿ /34.483583; 135.423583旧市庁舎 本館（1958年竣工）市庁舎位置","公式ウェブサイト","スイセン","クスノキ","","","","",""
"鯖江市","[564福井県18207鯖江市84.680753.262.8%1,28431.437.1%] 鯖江市 （さばえし）は、 福井県 にある 市 。 嶺北 地方中央部に位置する。 鎌倉時代 に 誠照寺 の 門前町 として発展し、 江戸時代 には 間部氏 鯖江藩 5万 石 （のち4万石）の 鯖江陣屋 を中心とした陣屋町となった。","https://ja.wikipedia.org/wiki/鯖江市","日本の市の面積一覧","https://ja.wikipedia.org/wiki/日本の市の面積一覧","表形式","北緯35度57分23.3秒東経136度11分3.4秒","日本","84.59km2","68,405人（推計人口、2021年6月1日）","809人/km2","中部地方、北陸地方","福井県","18207-9","4000020182079","福井市、越前市、今立郡池田町、丹生郡越前町","佐々木勝久","〒916-8666福井県鯖江市西山町13番1号北緯35度57分23.3秒東経136度11分3.4秒﻿ / ﻿北緯35.956472度 東経136.184278度﻿ /35.956472; 136.184278座標:北緯35度57分23.3秒東経136度11分3.4秒﻿ / ﻿北緯35.956472度 東経136.184278度﻿ /35.956472; 136.184278","公式ウェブサイト","つつじ","さくら","おしどり","","","",""
"銚子市","[565千葉県12202銚子市84.276569.482.4%92814.617.4%] 銚子市 （ちょうしし）は、 千葉県 の北東部に位置する 市 。","https://ja.wikipedia.org/wiki/銚子市","日本の市の面積一覧","https://ja.wikipedia.org/wiki/日本の市の面積一覧","表形式","北緯35度44分4.7秒東経140度49分36.4秒","日本","84.20km2","56,995人（推計人口、2021年6月1日）","677人/km2","関東地方","千葉県","12202-5","6000020122025","旭市香取郡：東庄町茨城県：神栖市","越川信一","〒288-8601千葉県銚子市若宮町1番地1北緯35度44分4.7秒東経140度49分36.4秒﻿ / ﻿北緯35.734639度 東経140.826778度﻿ /35.734639; 140.826778","公式ウェブサイト","オオマツヨイグサ","サザンカ","","","","",""
"能美市","[566石川県17211能美市84.158148.557.6%1,00835.642.4%] 能美市 （のみし）は、 石川県 の南部、 加賀地方 に位置する 市 である。","https://ja.wikipedia.org/wiki/能美市","日本の市の面積一覧","https://ja.wikipedia.org/wiki/日本の市の面積一覧","表形式","北緯36度26分49.2秒東経136度33分14.7秒","日本","84.14km2","48,438人（推計人口、2021年6月1日）","576人/km2","中部地方、北陸地方","石川県","17211-1","6000020172111","小松市、白山市、能美郡川北町","井出敏朗","〒923-1297石川県能美市来丸町1110番地北緯36度26分49.2秒東経136度33分14.7秒﻿ / ﻿北緯36.447000度 東経136.554083度﻿ /36.447000; 136.554083座標:北緯36度26分49.2秒東経136度33分14.7秒﻿ / ﻿北緯36.447000度 東経136.554083度﻿ /36.447000; 136.554083","公式ウェブサイト","-","-","","","","",""
"島原市","[567長崎県42203島原市83.054846.756.3%97235.242.4%] 島原市 （しまばらし）は、 長崎県 南東部の 島原半島 にある 市 。島原半島の中心都市。 島原城 や武家屋敷など旧城下町の街並みが残り、市内に湧水群のある観光都市である。 有明海 （ 島原湾 ）を介して、フェリーや高速船で結ばれている対岸の 熊本市 や 大牟田市 などとの関係も深い。旧 南高来郡 。","https://ja.wikipedia.org/wiki/島原市","日本の市の面積一覧","https://ja.wikipedia.org/wiki/日本の市の面積一覧","表形式","北緯32度47分17.3秒東経130度22分12.9秒","日本","82.97km2","42,502人（推計人口、2021年6月1日）","512人/km2","九州地方","長崎県","42203-7","5000020422037","雲仙市、南島原市（海を隔てて）熊本県熊本市","古川隆三郎","〒855-8555長崎県島原市上の町537北緯32度47分17.3秒東経130度22分12.9秒﻿ / ﻿北緯32.788139度 東経130.370250度﻿ /32.788139; 130.370250座標:北緯32度47分17.3秒東経130度22分12.9秒﻿ / ﻿北緯32.788139度 東経130.370250度﻿ /32.788139; 130.370250","公式ウェブサイト","ウメ","くすの木","","","なし","",""
"久喜市","[568埼玉県11232久喜市82.41,84882.299.7%1,8530.20.3%] 久喜市 （くきし）は、 埼玉県 の東部に位置する 市 。","https://ja.wikipedia.org/wiki/久喜市","日本の市の面積一覧","https://ja.wikipedia.org/wiki/日本の市の面積一覧","表形式","北緯36度3分43.5秒東経139度40分0.5秒","日本","82.41km2","149,872人（推計人口、2021年6月1日）","1,819人/km2","関東地方","埼玉県","11232-1","8000020112321","加須市、幸手市、桶川市、鴻巣市、蓮田市、白岡市、北葛飾郡杉戸町、南埼玉郡宮代町茨城県：古河市、猿島郡五霞町","梅田修一","〒346-8501埼玉県久喜市下早見85-3北緯36度3分43.5秒東経139度40分0.5秒﻿ / ﻿北緯36.062083度 東経139.666806度﻿ /36.062083; 139.666806","公式ウェブサイト","コスモス","イチョウ","","市外局番:0480（市内全域・久喜MA）","","",""
"羽咋市","[569石川県17207羽咋市81.926652.764.4%41229.135.6%] 羽咋市 （はくいし）は、 石川県 能登地方 に属する 市 である。","https://ja.wikipedia.org/wiki/羽咋市","日本の市の面積一覧","https://ja.wikipedia.org/wiki/日本の市の面積一覧","表形式","北緯36度53分37秒東経136度46分44.3秒","日本","81.85km2","20,126人（推計人口、2021年6月1日）","246人/km2","中部地方、北陸地方","石川県","17207-3","2000020172073","羽咋郡志賀町、宝達志水町、鹿島郡中能登町富山県氷見市","岸博一","〒925-8501石川県羽咋市旭町ア200番地北緯36度53分37秒東経136度46分44.3秒﻿ / ﻿北緯36.89361度 東経136.778972度﻿ /36.89361; 136.778972","公式ウェブサイト","サツキ","クロマツ","ハクチョウ","","","",""
"大牟田市","[570福岡県40202大牟田市81.51,44163.978.5%1,83617.521.5%] 大牟田市 （おおむたし）は、 福岡県 の最南端にある 市 である。","https://ja.wikipedia.org/wiki/大牟田市","日本の市の面積一覧","https://ja.wikipedia.org/wiki/日本の市の面積一覧","表形式","北緯33度1分49秒東経130度26分45.5秒","日本","81.45km2","110,054人（推計人口、2020年9月1日）","1,351人/km2","九州地方","福岡県","40202-8","8000020402028","みやま市熊本県：荒尾市、玉名郡南関町","関好孝","〒836-8666福岡県大牟田市有明町二丁目3番地北緯33度1分49秒東経130度26分45.5秒﻿ / ﻿北緯33.03028度 東経130.445972度﻿ /33.03028; 130.445972座標:北緯33度1分49秒東経130度26分45.5秒﻿ / ﻿北緯33.03028度 東経130.445972度﻿ /33.03028; 130.445972市庁舎位置","大牟田市公式サイト","ヤブツバキ","クヌギ","","","","",""
"下妻市","[572茨城県08210下妻市80.953577.195.3%5623.84.7%] 下妻市 （しもつまし）は、 茨城県 西部 の県西地域に位置する 市 である。旧 常陸国 真壁郡 ・ 筑波郡 と 千葉県 より移管された旧 下総国 結城郡 （旧 豊田郡 ・旧 岡田郡 ）で構成される。","https://ja.wikipedia.org/wiki/下妻市","日本の市の面積一覧","https://ja.wikipedia.org/wiki/日本の市の面積一覧","表形式","北緯36度11分3.9秒東経139度58分2.9秒","日本","80.88km2","41,350人（推計人口、2021年6月1日）","511人/km2","関東地方","茨城県","08210-4","6000020082104","つくば市、筑西市、常総市、結城郡八千代町","菊池博","〒304-8501茨城県下妻市本城町二丁目22番地北緯36度11分3.9秒東経139度58分2.9秒﻿ / ﻿北緯36.184417度 東経139.967472度﻿ /36.184417; 139.967472","公式ウェブサイト","キク","マツ","なし","なし","","",""
"室蘭市","[571北海道01205室蘭市80.91,09543.353.5%2,04725.131.0%] 室蘭市 （むろらんし）は、 北海道 中南部（ 道央地方 ）にある 市 。 胆振総合振興局 の振興局所在地。 計量特定市 。","https://ja.wikipedia.org/wiki/室蘭市","日本の市の面積一覧","https://ja.wikipedia.org/wiki/日本の市の面積一覧","表形式","北緯42度18分54.9秒東経140度58分26.5秒","日本","80.88km2","80,709人（住民基本台帳人口、2021年5月31日）","998人/km2","北海道地方","北海道（胆振総合振興局）","01205-0","8000020012050","胆振総合振興局:登別市、伊達市","青山剛","〒051-8511北海道室蘭市幸町1-2北緯42度18分54.9秒東経140度58分26.5秒﻿ / ﻿北緯42.315250度 東経140.974028度﻿ /42.315250; 140.974028","公式ウェブサイト","ツツジ","ナナカマド","","","市の鳥：ヒガラ市の魚：クロソイ","",""
"野洲市","[573滋賀県25210野洲市80.162348.059.9%1,03812.515.5%] 野洲市 （やすし）は、 近畿地方 北東部、 滋賀県 南部にある 市 。 琵琶湖 の南岸に位置する。","https://ja.wikipedia.org/wiki/野洲市","日本の市の面積一覧","https://ja.wikipedia.org/wiki/日本の市の面積一覧","表形式","北緯35度4分2.9秒東経136度1分33秒","日本","80.14km2","49,871人（推計人口、2021年6月1日）","622人/km2","近畿地方","滋賀県","25210-7","2000020252107","守山市、栗東市、湖南市、近江八幡市、蒲生郡竜王町","栢木進","〒520-2395滋賀県野洲市小篠原2100番地1北緯35度4分2.9秒東経136度1分33秒﻿ / ﻿北緯35.067472度 東経136.02583度﻿ /35.067472; 136.02583座標:北緯35度4分2.9秒東経136度1分33秒﻿ / ﻿北緯35.067472度 東経136.02583度﻿ /35.067472; 136.02583","公式ウェブサイト","","","","","","",""
"津久見市","[574大分県44207津久見市79.522630.037.7%60049.562.3%] 津久見市 （つくみし）は、 大分県 の東海岸に位置する 市 である。大分県の市の中では、最も人口が少ないが、人口密度は、 別府市 、 大分市 に次いで3番目に高い  。","https://ja.wikipedia.org/wiki/津久見市","日本の市の面積一覧","https://ja.wikipedia.org/wiki/日本の市の面積一覧","表形式","北緯33度4分19.8秒東経131度51分40.5秒","日本","79.48km2","15,518人（推計人口、2021年6月1日）","195人/km2","九州地方","大分県","44207-1","1000020442071","佐伯市、臼杵市","川野幸男","〒879-2435大分県津久見市宮本町20番15号北緯33度4分19.8秒東経131度51分40.5秒﻿ / ﻿北緯33.072167度 東経131.861250度﻿ /33.072167; 131.861250座標:北緯33度4分19.8秒東経131度51分40.5秒﻿ / ﻿北緯33.072167度 東経131.861250度﻿ /33.072167; 131.861250","公式ウェブサイト","タチバナ","ウバメガシ","","","","",""
"稲沢市","[575愛知県23220稲沢市79.41,72579.4100.0%1,7250.00.0%] 稲沢市 （いなざわし）は、 愛知県 の北西部に位置する 市 。","https://ja.wikipedia.org/wiki/稲沢市","日本の市の面積一覧","https://ja.wikipedia.org/wiki/日本の市の面積一覧","表形式","北緯35度14分53秒東経136度46分48.9秒","日本","79.35km2","134,646人（推計人口、2021年5月1日）","1,697人/km2","中部地方、東海地方","愛知県","23220-3","7000020232203","一宮市、愛西市、清須市、あま市岐阜県：羽島市、海津市","加藤錠司郎","〒492-8269愛知県稲沢市稲府町1番地北緯35度14分53秒東経136度46分48.9秒﻿ / ﻿北緯35.24806度 東経136.780250度﻿ /35.24806; 136.780250座標:北緯35度14分53秒東経136度46分48.9秒﻿ / ﻿北緯35.24806度 東経136.780250度﻿ /35.24806; 136.780250","公式ウェブサイト","キク","マツ","","","","",""
"つくばみらい市","[576茨城県08235つくばみらい市79.262173.392.6%6705.77.2%] つくばみらい市 （つくばみらいし）は、 茨城県 南部 の県南地域に位置する 市 である。 東京都市圏 （東京通勤圏）。","https://ja.wikipedia.org/wiki/つくばみらい市","日本の市の面積一覧","https://ja.wikipedia.org/wiki/日本の市の面積一覧","表形式","北緯35度57分47秒東経140度2分13.3秒","日本","79.16km2","51,177人（推計人口、2021年6月1日）","647人/km2","関東地方","茨城県","08235-0","7000020082350","つくば市、守谷市、取手市、常総市、龍ケ崎市","小田川浩","〒300-2395茨城県つくばみらい市福田195番地北緯35度57分47秒東経140度2分13.3秒﻿ / ﻿北緯35.96306度 東経140.037028度﻿ /35.96306; 140.037028","公式ウェブサイト","なのはな","さくら","ひばり","19,219世帯(2015年10月1日)","","",""
"砂川市","[577北海道01226砂川市78.722549.462.7%35828.936.7%] 砂川市 （すながわし）は、 北海道 中部（ 道央地方 ）に位置し、 空知総合振興局 管内に属する 市 。","https://ja.wikipedia.org/wiki/砂川市","日本の市の面積一覧","https://ja.wikipedia.org/wiki/日本の市の面積一覧","表形式","北緯43度29分41.4秒東経141度54分12.5秒","日本","78.68km2","16,325人（住民基本台帳人口、2021年5月31日）","207人/km2","北海道地方","北海道（空知総合振興局）","01226-2","2000020012262","滝川市、赤平市、歌志内市、空知郡上砂川町、奈井江町、樺戸郡新十津川町","善岡雅文","〒073-0195北海道砂川市西6条北3丁目1-1北緯43度29分41.4秒東経141度54分12.5秒﻿ / ﻿北緯43.494833度 東経141.903472度﻿ /43.494833; 141.903472","公式ウェブサイト","スズラン","ナナカマド","","","なし","",""
