"タイトル","コメント","URL","親リストタイトル","親リストURL","一覧抽出方法","座標","所在地","国","種類","管理者","統計年度","発着数","面積","開港","公式サイト","旅客数","貨物取扱量","最高標高","所在海域","海岸線長","所属諸島","都道府県","係留施設数","最高峰","コンテナ数"
"坂出港","[坂出港] 坂出港 （さかいでこう）は、 香川県 坂出市 にある 重要港湾 。港湾管理は坂出市。 関税法 による開港場、 港湾法 上の 重要港湾 、 港則法 上の 特定港 に指定されている。","https://ja.wikipedia.org/wiki/坂出港","日本の港湾一覧","https://ja.wikipedia.org/wiki/日本の港湾一覧","参照,制限あり","北緯34度19分50秒東経133度51分12秒","香川県坂出市","日本","重要港湾、特定港","坂出市","","","","","坂出市みなと課","","","","","","","","","",""
"高松港","[高松港] 高松港 （たかまつこう）は、 香川県 高松市 にある 港湾 で、本州や離島との海上交通の要衝の位置を活かした商港・観光港であるとともに、臨海部の工業地帯開発と相まって、工業港の性格をもつ港湾である。港湾管理者は香川県。 港湾法 上の 重要港湾 、 港則法 上の 特定港 に指定されている。","https://ja.wikipedia.org/wiki/高松港","日本の港湾一覧","https://ja.wikipedia.org/wiki/日本の港湾一覧","参照,制限あり","北緯34度22分東経134度3分","香川県高松市","日本","重要港湾、特定港","香川県","2006年","7万1287隻（全国第3位）","31km2","11世紀頃","香川県高松港湾管理事務所","220万521人（全国第5位）","5100万2203トン（全国第19位）","","","","","","","","3万5859TEU"
"引田港","[引田港] 引田港 （ひけたこう）は 香川県 東かがわ市 の 引田 にある 地方港湾 。港湾管理者は香川県。","https://ja.wikipedia.org/wiki/引田港","日本の港湾一覧","https://ja.wikipedia.org/wiki/日本の港湾一覧","参照,制限あり","北緯34度13分38.7秒東経134度24分31.2秒","香川県東かがわ市引田","日本","地方港湾","香川県","","","","1952年9月","香川県","","","","","","","","","",""
"三本松港 (存在しないページ)","[三本松港]","https://ja.wikipedia.org/w/index.php?title=三本松港&amp;action=edit&amp;redlink=1","日本の港湾一覧","https://ja.wikipedia.org/wiki/日本の港湾一覧","参照,制限あり","","","","","","","","","","","","","","","","","","","",""
"津田港 (存在しないページ)","[津田港]","https://ja.wikipedia.org/w/index.php?title=津田港&amp;action=edit&amp;redlink=1","日本の港湾一覧","https://ja.wikipedia.org/wiki/日本の港湾一覧","参照,制限あり","","","","","","","","","","","","","","","","","","","",""
"志度","[志度港] 志度 （しど）は、 香川県 さぬき市 の 大字 。世帯数は5,114世帯、 人口 は12,258人（ 2012年 （平成24年） 3月31日 現在）  。 郵便番号 は769-2101（ 長尾郵便局 管区）。","https://ja.wikipedia.org/wiki/志度","日本の港湾一覧","https://ja.wikipedia.org/wiki/日本の港湾一覧","参照,制限あり","北緯34度18分56秒 東経134度10分37秒","","日本","","","","","","","","","","","","","","香川県","","",""
"宇多津港 (存在しないページ)","[宇多津港]","https://ja.wikipedia.org/w/index.php?title=宇多津港&amp;action=edit&amp;redlink=1","日本の港湾一覧","https://ja.wikipedia.org/wiki/日本の港湾一覧","参照,制限あり","","","","","","","","","","","","","","","","","","","",""
"丸亀港","[丸亀港] 丸亀港 （まるがめこう）は、 香川県 の 丸亀市 にある 地方港湾 である。","https://ja.wikipedia.org/wiki/丸亀港","日本の港湾一覧","https://ja.wikipedia.org/wiki/日本の港湾一覧","参照,制限あり","北緯34度18分15秒 東経133度47分20秒","","","","","","","","","","","","","","","","","","",""
"多度津港","[多度津港] 多度津港 （たどつこう）は、 香川県 仲多度郡 多度津町 にある 地方港湾 。 港湾管理者 は香川県  。","https://ja.wikipedia.org/wiki/多度津港","日本の港湾一覧","https://ja.wikipedia.org/wiki/日本の港湾一覧","参照,制限あり","北緯34度16分29.4秒東経133度44分39.8秒","香川県仲多度郡多度津町","日本","地方港湾","香川県","","","","","","","","","","","","","","",""
"詫間港","[詫間港] 詫間港 （たくまこう）は、 香川県 三豊市 にある 港湾 。港湾管理者は香川県  。 地方港湾 。","https://ja.wikipedia.org/wiki/詫間港","日本の港湾一覧","https://ja.wikipedia.org/wiki/日本の港湾一覧","参照,制限あり","北緯34度14分8.3秒東経133度40分59.5秒","香川県三豊市","日本","地方港湾","香川県","","","","","","","","","","","","","","",""
"仁尾港","[仁尾港] 仁尾港 （におこう）は、 香川県 三豊市 仁尾町 にある 港湾 。管理者は香川県  。 地方港湾 。","https://ja.wikipedia.org/wiki/仁尾港","日本の港湾一覧","https://ja.wikipedia.org/wiki/日本の港湾一覧","参照,制限あり","北緯34度12分3秒東経133度38分5秒","香川県三豊市仁尾町","日本","地方港湾","香川県","","","","","www.pref.kagawa.lg.jp/kowan/ports/nio.html","","","","","","","","","",""
"豊浜港 (存在しないページ)","[豊浜港]","https://ja.wikipedia.org/w/index.php?title=豊浜港&amp;action=edit&amp;redlink=1","日本の港湾一覧","https://ja.wikipedia.org/wiki/日本の港湾一覧","参照,制限あり","","","","","","","","","","","","","","","","","","","",""
"池田港 (香川県)","[池田港] 池田港 （いけだこう）は 香川県 小豆島町 にある 港 。 フェリー 定期便が発着する 小豆島 の主要港湾の一つで、小豆島の南海岸は池田湾に突き出た飛岬と沖の鼻の間に位置する。港の西側はフェリーターミナルと 公園 で、東側は小型船舶の係留場となっている。","https://ja.wikipedia.org/wiki/池田港_(香川県)","日本の港湾一覧","https://ja.wikipedia.org/wiki/日本の港湾一覧","参照,制限あり","北緯34度28分38.4秒東経134度13分40.7秒","香川県小豆郡小豆島町池田","日本","","","","","","","","","","","","","","","","",""
"直島港","[直島港] 本村港 （ほんむらこう）は 香川県 香川郡直島町 にある港湾。正式名称は 直島港 （なおしまこう）だが、本村地区にあることから 本村港 や 直島（本村）港 と呼ばれることが多い。 香川県 が管理する 地方港湾 である  。","https://ja.wikipedia.org/wiki/直島港","日本の港湾一覧","https://ja.wikipedia.org/wiki/日本の港湾一覧","参照,制限あり","34.461583, 133.998100","香川県香川郡直島町843","","地方港湾","香川県","","","","","","","","","","","","","","",""
"白鳥港 (存在しないページ)","[白鳥港]","https://ja.wikipedia.org/w/index.php?title=白鳥港&amp;action=edit&amp;redlink=1","日本の港湾一覧","https://ja.wikipedia.org/wiki/日本の港湾一覧","参照,制限あり","","","","","","","","","","","","","","","","","","","",""
"土庄港","[土庄港] 土庄港 （とのしょうこう）は、 香川県 小豆郡 土庄町 にある、 地方港湾 。港湾管理者は香川県。","https://ja.wikipedia.org/wiki/土庄港","日本の港湾一覧","https://ja.wikipedia.org/wiki/日本の港湾一覧","参照,制限あり","北緯34度29分30秒 東経134度10分19秒","香川県小豆郡土庄町","日本","地方港湾","香川県","","","","","香川県土木部港湾課","","","","","","","","","",""
"牟礼港 (存在しないページ)","[牟礼港]","https://ja.wikipedia.org/w/index.php?title=牟礼港&amp;action=edit&amp;redlink=1","日本の港湾一覧","https://ja.wikipedia.org/wiki/日本の港湾一覧","参照,制限あり","","","","","","","","","","","","","","","","","","","",""
"坂手港","[坂手港] 坂手港 （さかてこう）は、 香川県 小豆郡 小豆島町 （ 小豆島 ）にある 港湾 。田ノ浦半島の基部に位置する。 地方港湾 であり、 港則法 による適用港。港湾管理者は香川県。","https://ja.wikipedia.org/wiki/坂手港","日本の港湾一覧","https://ja.wikipedia.org/wiki/日本の港湾一覧","参照,制限あり","北緯34度27分20秒東経134度19分10秒","香川県小豆郡小豆島町坂手","日本","地方港湾","香川県","","","","","","175,124人乗込人数：86,958人上陸人数：88,166人","618,110トン移出：340,015トン移入：278,095トン","","","","","","4 バース　大型公共けい留施設：386平方メートル　小型公共けい留施設：129平方メートル）","",""
"大部港 (存在しないページ)","[大部港]","https://ja.wikipedia.org/w/index.php?title=大部港&amp;action=edit&amp;redlink=1","日本の港湾一覧","https://ja.wikipedia.org/wiki/日本の港湾一覧","参照,制限あり","","","","","","","","","","","","","","","","","","","",""
"内海港 (存在しないページ)","[内海港]","https://ja.wikipedia.org/w/index.php?title=内海港&amp;action=edit&amp;redlink=1","日本の港湾一覧","https://ja.wikipedia.org/wiki/日本の港湾一覧","参照,制限あり","","","","","","","","","","","","","","","","","","","",""
"観音寺港 (存在しないページ)","[観音寺港]","https://ja.wikipedia.org/w/index.php?title=観音寺港&amp;action=edit&amp;redlink=1","日本の港湾一覧","https://ja.wikipedia.org/wiki/日本の港湾一覧","参照,制限あり","","","","","","","","","","","","","","","","","","","",""
"土庄東港 (存在しないページ)","[土庄東港]","https://ja.wikipedia.org/w/index.php?title=土庄東港&amp;action=edit&amp;redlink=1","日本の港湾一覧","https://ja.wikipedia.org/wiki/日本の港湾一覧","参照,制限あり","","","","","","","","","","","","","","","","","","","",""
"家浦港 (存在しないページ)","[家浦港]","https://ja.wikipedia.org/w/index.php?title=家浦港&amp;action=edit&amp;redlink=1","日本の港湾一覧","https://ja.wikipedia.org/wiki/日本の港湾一覧","参照,制限あり","","","","","","","","","","","","","","","","","","","",""
"宮浦港 (直島町)","[宮浦港] 宮浦港 （みやのうらこう）は、 香川県 香川郡 直島町 にある 地方港湾 。港湾管理者は香川県。   。","https://ja.wikipedia.org/wiki/宮浦港_(直島町)","日本の港湾一覧","https://ja.wikipedia.org/wiki/日本の港湾一覧","参照,制限あり","北緯34度27分25.1秒東経133度58分26.7秒","香川県香川郡直島町","日本","地方港湾","香川県","","","","","","","","","","","","","","",""
"安戸港 (存在しないページ)","[安戸港]","https://ja.wikipedia.org/w/index.php?title=安戸港&amp;action=edit&amp;redlink=1","日本の港湾一覧","https://ja.wikipedia.org/wiki/日本の港湾一覧","参照,制限あり","","","","","","","","","","","","","","","","","","","",""
"猪塚港 (存在しないページ)","[猪塚港]","https://ja.wikipedia.org/w/index.php?title=猪塚港&amp;action=edit&amp;redlink=1","日本の港湾一覧","https://ja.wikipedia.org/wiki/日本の港湾一覧","参照,制限あり","","","","","","","","","","","","","","","","","","","",""
"葛原港 (存在しないページ)","[葛原港]","https://ja.wikipedia.org/w/index.php?title=葛原港&amp;action=edit&amp;redlink=1","日本の港湾一覧","https://ja.wikipedia.org/wiki/日本の港湾一覧","参照,制限あり","","","","","","","","","","","","","","","","","","","",""
"大島港 (存在しないページ)","[大島港]","https://ja.wikipedia.org/w/index.php?title=大島港&amp;action=edit&amp;redlink=1","日本の港湾一覧","https://ja.wikipedia.org/wiki/日本の港湾一覧","参照,制限あり","","","","","","","","","","","","","","","","","","","",""
"庵治港 (存在しないページ)","[庵治港]","https://ja.wikipedia.org/w/index.php?title=庵治港&amp;action=edit&amp;redlink=1","日本の港湾一覧","https://ja.wikipedia.org/wiki/日本の港湾一覧","参照,制限あり","","","","","","","","","","","","","","","","","","","",""
"久通港 (存在しないページ)","[久通港]","https://ja.wikipedia.org/w/index.php?title=久通港&amp;action=edit&amp;redlink=1","日本の港湾一覧","https://ja.wikipedia.org/wiki/日本の港湾一覧","参照,制限あり","","","","","","","","","","","","","","","","","","","",""
"女木島","[女木港] 女木島 （めぎじま）は、 瀬戸内海 にある 島 。 香川県 高松市 女木町に属する。 郵便番号 は760-0092（ 高松中央郵便局 管区）。また、女木島は「 雌 」、 男木島 は「 雄 」を指し、両者で 雌雄島 （しゆうじま）を成す  。","https://ja.wikipedia.org/wiki/女木島","日本の港湾一覧","https://ja.wikipedia.org/wiki/日本の港湾一覧","参照,制限あり","北緯34度23分43秒東経134度3分0秒","日本（香川県高松市）","","","","","","2.62km²","","","","","216.0m","瀬戸内海（備讃瀬戸）","8.9km","","","","タカト山",""
"男木島","[男木港] 男木島 （おぎじま、おぎしま  ）は 瀬戸内海 中部の 備讃瀬戸 に位置する、面積1.34 km 2 の島である。2019年（令和元年）現在で109世帯168人   。行政上は 香川県 高松市 男木町に属する。 郵便番号 は760-0091（ 高松中央郵便局 管区）。隣島である 女木島 とは、 雌雄島 （しゆうじま）の関係にある  。","https://ja.wikipedia.org/wiki/男木島","日本の港湾一覧","https://ja.wikipedia.org/wiki/日本の港湾一覧","参照,制限あり","北緯34度25分42.2566秒東経134度3分39.6547秒","日本（香川県高松市）","","","","","","1.34km²","","","","","212.8m","瀬戸内海（備讃瀬戸）","7.29km","","","","コミ山",""
