"タイトル","コメント","URL","親リストタイトル","親リストURL","一覧抽出方法","座標","位置","所在地","地図","指定文化財","城郭構造","遺構","築城年","廃城年","築城主","主な城主","別名","天守構造","再建造物","時代","主な改修者","文化財","標高","種類","形状"
"日向洞窟","[日向洞窟（ひなたどうくつ）〔高畠町〕1977年2月17日] 日向洞窟 （ひなたどうくつ）は、 山形県 東置賜郡 高畠町 にある 洞窟 の 遺跡 。国の 史跡 に指定されている  。","https://ja.wikipedia.org/wiki/日向洞窟","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","北緯38度01分55.9秒 東経140度12分14.2秒","","","","","","","","","","","","","","","","","","",""
"火箱岩洞窟","[火箱岩洞窟（ひばこいわどうくつ）〔高畠町〕1983年4月26日] 大師森山の南斜面にある凝灰岩の巨岩が侵食・風化して火箱岩洞窟になり、上洞（ 縄文時代 前期から 古墳時代 の住居）と下洞（縄文時代草創期〜古墳時代の住居）に別れた。1960年に、 安彦好重 らが調査、1961年から1963年に 発掘調査 された  。下洞から 隆起線文土器 、 爪形文土器 、 押圧縄文土器 など、あらゆる種類の土器が見つかっている。","https://ja.wikipedia.org/wiki/火箱岩洞窟","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","北緯38度03分02秒 東経140度12分56秒","","","","","","","","","","","","","","","","","","",""
"稲荷森古墳","[稲荷森古墳（いなりもりこふん）〔南陽市〕1980年5月24日] 稲荷森古墳 （いなりもりこふん）は、 山形県 南陽市 長岡にある 古墳 。形状は 前方後円墳 。国の 史跡 に指定されている。","https://ja.wikipedia.org/wiki/稲荷森古墳","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","北緯38度2分22.76秒東経140度9分26.06秒","北緯38度2分22.76秒東経140度9分26.06秒﻿ / ﻿北緯38.0396556度 東経140.1572389度﻿ /38.0396556; 140.1572389座標:北緯38度2分22.76秒東経140度9分26.06秒﻿ / ﻿北緯38.0396556度 東経140.1572389度﻿ /38.0396556; 140.1572389","山形県南陽市長岡字稲荷森","稲荷森古墳","","","","","","","","","","","","","","","","前方後円墳"
"楢下宿","[楢下宿（ならげしゅく）] 楢下宿 （ならげしゅく）  は、 山形県 上山市 にある 宿場町 。 江戸時代 に 羽州街道 の宿場町として栄え、東北の13藩が 参勤交代 の折に利用した。往時の町並みがそのまま保存されており、 1995年 （ 平成 7年）に 歴史国道 、 1996年 （平成8年）に 歴史の道百選 に選定されている。また、 1997年 （ 平成 9年）には、羽州街道 楢下宿・金山越の名称で国の史跡にも指定された   。","https://ja.wikipedia.org/wiki/楢下宿","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"金山越 (存在しないページ)","[金山越（かなやまごえ）]","https://ja.wikipedia.org/w/index.php?title=金山越&amp;action=edit&amp;redlink=1","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"嶋遺跡","[嶋遺跡（しまいせき）〔山形市〕1966年12月19日] 嶋遺跡 （しまいせき）は、 山形県 山形市 嶋北2丁目3にある 古墳時代 後期の 集落 遺跡 である。 1966年 （昭和41年） 12月19日 に国の 史跡 に指定され、現在は 嶋遺跡公園 として整備されている   。","https://ja.wikipedia.org/wiki/嶋遺跡","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","北緯38度17分03秒 東経140度19分08秒","","","","","","","","","","","","","","","","","","",""
"山形城","[山形城跡（やまがたじょうあと）〔山形市〕1986年5月28日] 山形城 （やまがたじょう）は、 山形県 山形市 霞城町にあった 日本の城 。別名は 霞城 （かじょう）、 霞ヶ城 （かすみがじょう）と呼ばれる。また、吉字城とも呼ばれた  。国の 史跡 に指定され、 日本100名城 に選定されている  。","https://ja.wikipedia.org/wiki/山形城","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","北緯38度15分20秒東経140度19分41秒","北緯38度15分20秒東経140度19分41秒﻿ / ﻿北緯38.25556度 東経140.32806度﻿ /38.25556; 140.32806","","山形城山形市街の地図を表示山形城山形県の地図を表示","国の史跡","輪郭式平城","石垣、堀、移築門、移築御殿","1356年（南朝：正平11年、北朝：延文元年）","1871年（明治4年）","斯波兼頼","最上氏、鳥居氏、堀田氏秋元氏他","霞城、霞ヶ城、吉字城","なし（御三階櫓）","二の丸東大手門、大手橋","","最上義光、鳥居忠政","","","",""
"立石寺","[山寺（やまでら）〔山形市〕1932年3月25日※名勝史跡] 立石寺 （りっしゃくじ）は、 山形県 山形市 にある 天台宗 の 仏教 寺院 。 山寺 （やまでら）の通称で知られ、古くは「りゅうしゃくじ  」と称した。詳しくは 宝珠山  阿所川院   立石寺 （ほうじゅさんあそかわいんりっしゃくじ）と称する。 本尊 は 薬師如来 。","https://ja.wikipedia.org/wiki/立石寺","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","北緯38度18分45.2秒東経140度26分14.6秒","北緯38度18分45.2秒東経140度26分14.6秒﻿ / ﻿北緯38.312556度 東経140.437389度﻿ /38.312556; 140.437389座標:北緯38度18分45.2秒東経140度26分14.6秒﻿ / ﻿北緯38.312556度 東経140.437389度﻿ /38.312556; 140.437389","山形県山形市大字山寺4456-1","","","","","","","","","","","","","","根本中堂、木造薬師如来坐像、天養元年如法経所碑、三重小塔、木造慈覚大師頭部 1箇・木棺 1合（重要文化財）山寺（国の名勝・史跡）","","",""
"左沢楯山城","[左沢楯山城跡（あてらざわたてやまじょうあと）〔西村山郡大江町〕2009年2月12日] 左沢楯山城 （あてらざわたてやまじょう）は、 出羽国 村山郡 寒河江荘 左沢 （ 山形県 西村山郡 大江町 ）にあった 日本の城 である。 城跡 は国の 史跡 である  。","https://ja.wikipedia.org/wiki/左沢楯山城","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","北緯38度23分15.5秒東経140度12分55.2秒","北緯38度23分15.5秒東経140度12分55.2秒﻿ / ﻿北緯38.387639度 東経140.215333度﻿ /38.387639; 140.215333","","左沢楯山城","国の史跡","山城","曲輪、堀切","南北朝時代～戦国時代","寛永年間（1624年～1645年）","大江元時","左沢氏、酒井氏","","","","","","","","",""
"西沼田遺跡","[西沼田遺跡（にしぬまたいせき）〔天童市）1987年1月26日] 西沼田遺跡 （にしぬまたいせき）は、 山形県 天童市 にある 古墳時代 後期の遺跡である。国の 史跡 に指定されている  。","https://ja.wikipedia.org/wiki/西沼田遺跡","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","北緯38度21分35.5秒 東経140度20分32.1秒","","","","","","","","","","","","","","","","","","",""
"慈恩寺 (寒河江市)","[慈恩寺旧境内（じおんじきゅうけいだい）〔寒河江市〕　2014年10月6日] 慈恩寺 （じおんじ）は、 山形県 寒河江市 にある 仏教 寺院 で、現在は 慈恩宗 の 本山 。 山号 は瑞宝山。 宗教法人 としての登録名は「本山慈恩寺」。","https://ja.wikipedia.org/wiki/慈恩寺_(寒河江市)","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","北緯38度24分36.9秒東経140度15分3.2秒","北緯38度24分36.9秒東経140度15分3.2秒﻿ / ﻿北緯38.410250度 東経140.250889度﻿ /38.410250; 140.250889","山形県寒河江市","","","","","","","","","","","","","","境内（国の史跡）木造弥勒菩薩及諸尊像、木造釈迦如来及諸尊像、木造薬師如来及両脇侍像、木造聖徳太子立像、木造十二神将立像（重要文化財）ほか","","",""
"延沢銀山","[延沢銀山遺跡（のべさわぎんざんいせき）〔尾花沢市〕1985年12月21日-延沢城] 延沢銀山 （のべさわぎんざん）は、 室町時代 から採掘された銀山で、かつての 出羽国 に在した銀山。現在は延沢銀山遺跡（ 山形県 尾花沢市 ）として残る。","https://ja.wikipedia.org/wiki/延沢銀山","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"新庄藩主戸沢家墓所","[新庄藩主戸沢家墓所（しんじょうはんしゅとざわけぼしょ）〔新庄市〕1987年5月12日] 新庄藩主戸沢家墓所 （しんじょうはんしゅとざわけぼしょ）は、 山形県 新庄市 十日町にある、 江戸時代 に最上地方を治めた 戸沢家 の歴代の墓所である  。1987年5月12日、 国史跡 に指定された   。新庄に入部してから 廃藩置県 がなされるまで、11代もの藩主がここを治めている。この墓所は、藩主のみならず、正室や側室、子供などの墓も一緒に安置されている全国的にも非常に稀な墓所である。墓所は、新庄市瑞雲院と桂嶽寺の2ヶ所にある。10人の藩主が瑞雲院に埋葬されているが、2代藩主正誠だけは桂嶽寺に埋葬された。","https://ja.wikipedia.org/wiki/新庄藩主戸沢家墓所","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","北緯38度46分49秒 東経140度18分24秒","","","","","","","","","","","","","","","","","","",""
"出羽仙台街道","[出羽仙台街道中山越（でわせんだいかいどうなかやまごえ）〔宮城県大崎市・山形県最上郡最上町〕1990年2月22日] 現在では特に「 出羽仙台街道中山越 」として史跡指定されている県境の区間、すなわち、宮城県 大崎市 鳴子 の尿前番所（ 地図 ）から山形県最上郡 最上町 の笹森番所（ 地図 ）までの区間 (4.2 km ) を指すことが多い。","https://ja.wikipedia.org/wiki/出羽仙台街道","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"城輪柵","[城輪柵跡（きのわさくあと）〔酒田市〕1932年4月26日] 城輪柵 （きのわのき/きのわのさく）は、現在の 山形県 酒田市 城輪にあった日本の古代 城柵 。国の 史跡 に指定されている（指定名称は「城輪柵跡」）。","https://ja.wikipedia.org/wiki/城輪柵","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","北緯38度57分49.0秒 東経139度54分33.2秒","","","城輪柵","国の史跡「城輪柵跡」","古代城柵","政庁跡など","不明","不明","大和朝廷","","","","南門、東門、築地塀（一部）","","","","","",""
"旧鐙屋","[旧鐙屋（きゅうあぶみや）〔酒田市〕1984年5月25日] 旧鐙屋 （きゅうあぶみや）は、 山形県 酒田市 にある酒田三十六人衆の一人・鐙屋惣左衛門の屋敷。国の 史跡 に指定。","https://ja.wikipedia.org/wiki/旧鐙屋","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","","","山形県酒田市中町一丁目14-20","","","","","","","","","","","","","","国の史跡","","",""
"堂の前遺跡","[堂の前遺跡（どうのまえいせき）〔酒田市〕1979年10月23日] 堂の前遺跡 （どうのまえいせき）は、 山形県 酒田市 法連寺 にある 平安時代 の 城柵 や 官衙 に関連すると見られる 遺跡 。 1979年 （昭和54年）10月23日に国の 史跡 に指定された  。","https://ja.wikipedia.org/wiki/堂の前遺跡","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","北緯38度57分43秒東経139度55分35秒","","日本山形県酒田市","","","","","","","","","","","","平安時代","","","15 m (49 ft)","",""
