"タイトル","コメント","URL","親リストタイトル","親リストURL","一覧抽出方法","座標","所属路線","キロ程","所属事業者","開業年月日","駅構造","ホーム","所在地","備考","電報略号","駅番号","乗車人員,-統計年度-","乗降人員,-統計年度-","乗換","乗降人員,-統計年次-","通称","種別","起終点","駅数","開業"
"上栄町駅","上栄町駅（かみさかえまちえき）","https://ja.wikipedia.org/wiki/上栄町駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯35度00分19.2秒東経135度51分36.39秒","▲京津線","6.7 km（御陵起点）","京阪電気鉄道","1912年（大正元年）8月15日","地上駅","2面2線","滋賀県大津市札の辻1番7号北緯35度00分19.2秒東経135度51分36.39秒﻿ / ﻿北緯35.005333度 東経135.8601083度﻿ /35.005333; 135.8601083座標:北緯35度00分19.2秒東経135度51分36.39秒﻿ / ﻿北緯35.005333度 東経135.8601083度﻿ /35.005333; 135.8601083","1959年に長等公園下駅から改称","","OT  35","713人/日（降車客含まず）-2019年-","1,653人/日-2019年-","東海道線大津駅","","","","","",""
"上沢駅","上沢駅（かみさわえき・神戸市営地下鉄西神・山手線）","https://ja.wikipedia.org/wiki/上沢駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯34度40分23.70秒東経135度9分29.99秒","西神・山手線（正式には山手線）","2.3km（新長田起点）谷上から12.8 km","神戸市交通局（神戸市営地下鉄）","1983年（昭和58年）6月17日[1]","地下駅[1]","島式 1面2線[1]","神戸市兵庫区上沢通8-2[1]北緯34度40分23.70秒東経135度9分29.99秒﻿ / ﻿北緯34.6732500度 東経135.1583306度﻿ /34.6732500; 135.1583306﻿ (上沢駅)座標:北緯34度40分23.70秒東経135度9分29.99秒﻿ / ﻿北緯34.6732500度 東経135.1583306度﻿ /34.6732500; 135.1583306﻿ (上沢駅)","",""," S07 ","3,886人/日（降車客含まず）-2019年-","","","","","","","",""
"神沢駅","神沢駅（かみさわえき・名古屋市営地下鉄桜通線）","https://ja.wikipedia.org/wiki/神沢駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯35度5分54.66秒東経136度59分22.34秒","桜通線","18.3 km（中村区役所起点）","名古屋市交通局（名古屋市営地下鉄）","2011年（平成23年）3月27日","地下駅","1面2線","名古屋市緑区神沢一丁目303北緯35度5分54.66秒東経136度59分22.34秒﻿ / ﻿北緯35.0985167度 東経136.9895389度﻿ /35.0985167; 136.9895389﻿ (神沢駅)座標:北緯35度5分54.66秒東経136度59分22.34秒﻿ / ﻿北緯35.0985167度 東経136.9895389度﻿ /35.0985167; 136.9895389﻿ (神沢駅)","","","S20","3,257人/日（降車客含まず）-2019年-","6,388[1]人/日-2019年-","","","","","","",""
"上塩屋停留場","上塩屋停留場（かみしおやていりゅうじょう）","https://ja.wikipedia.org/wiki/上塩屋停留場","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯31度32分4.52秒東経130度31分43.17秒","鹿児島市電谷山線（1系統）","5.6km（武之橋起点）鹿児島駅前から8.6 km","鹿児島市交通局","1912年12月1日","地上駅","2面2線","鹿児島県鹿児島市東谷山一丁目北緯31度32分4.52秒東経130度31分43.17秒﻿ / ﻿北緯31.5345889度 東経130.5286583度﻿ /31.5345889; 130.5286583﻿ (上塩屋停留場)","","","●I24","","1,240人/日-2015年-","","","","","","",""
"上鹿折駅","上鹿折駅（かみししおりえき）","https://ja.wikipedia.org/wiki/上鹿折駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯38度57分36.7秒東経141度34分0.1秒","■大船渡線BRT","7.5 km（気仙沼起点）一ノ関から69.5 km","東日本旅客鉄道（JR東日本）","2013年（平成25年）3月2日*","地上駅","","宮城県気仙沼市字上東側根北緯38度57分36.7秒東経141度34分0.1秒座標:北緯38度57分36.7秒 東経141度34分0.1秒","無人駅","","","","","","","","","","",""
"上島駅 (静岡県)","上島駅（かみじまえき）","https://ja.wikipedia.org/wiki/上島駅_(静岡県)","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯34度44分28.66秒東経137度44分43.45秒","鉄道線","4.5 km（新浜松駅起点）","遠州鉄道","1909年（明治42年）12月6日","高架駅","2面2線","浜松市中区上島三丁目40-1北緯34度44分28.66秒東経137度44分43.45秒﻿ / ﻿北緯34.7412944度 東経137.7454028度﻿ /34.7412944; 137.7454028座標:北緯34度44分28.66秒東経137度44分43.45秒﻿ / ﻿北緯34.7412944度 東経137.7454028度﻿ /34.7412944; 137.7454028","* 1909年上島駅→1923年遠州上島駅→2012年上島駅**1日当たりの乗車人員は、年間の乗車人員を日数で除することにより算出した。",""," 07 ","**1,776人/日（降車客含まず）-2019年-","**3,494人/日-2019年-","","","","","","",""
"上石神井駅","上石神井駅（かみしゃくじいえき）","https://ja.wikipedia.org/wiki/上石神井駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯35度43分34.5秒東経139度35分31.5秒","■新宿線","12.8 km（西武新宿起点）","西武鉄道","1927年（昭和2年）4月16日","地上駅（橋上駅）","2面3線","東京都練馬区上石神井一丁目2-45北緯35度43分34.5秒東経139度35分31.5秒﻿ / ﻿北緯35.726250度 東経139.592083度﻿ /35.726250; 139.592083座標:北緯35度43分34.5秒東経139度35分31.5秒﻿ / ﻿北緯35.726250度 東経139.592083度﻿ /35.726250; 139.592083","ホーム有効長は10両編成分。","","SS13","","44,893人/日-2019年-","","","","","","",""
"上条駅 (新潟県)","上条駅 (新潟県)（かみじょうえき・東日本旅客鉄道只見線）","https://ja.wikipedia.org/wiki/上条駅_(新潟県)","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","","■只見線","118.7 km（会津若松起点）","東日本旅客鉄道（JR東日本）","1951年（昭和26年）10月1日[1]*","地上駅","1面1線","","無人駅","カウ","","","","","","","","","",""
"上条駅 (長野県)","上条駅 (長野県)（かみじょうえき・長野電鉄長野線）","https://ja.wikipedia.org/wiki/上条駅_(長野県)","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","","長野線","31.8 km（長野起点）","長野電鉄","1927年（昭和2年）4月28日[1]","地上駅","1面1線[1]","","終日駅員無配置駅","カシ[1]","N23","24人/日（降車客含まず）-2017年-","","","","","","","",""
"神城駅","神城駅（かみしろえき）","https://ja.wikipedia.org/wiki/神城駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯36度39分29.28秒東経137度50分47.83秒","■大糸線","55.2 km（松本起点）","東日本旅客鉄道（JR東日本）","1930年（昭和5年）10月25日[3]","地上駅","2面3線[2]","長野県北安曇郡白馬村大字神城[1]北緯36度39分29.28秒東経137度50分47.83秒﻿ / ﻿北緯36.6581333度 東経137.8466194度﻿ /36.6581333; 137.8466194座標:北緯36度39分29.28秒東経137度50分47.83秒﻿ / ﻿北緯36.6581333度 東経137.8466194度﻿ /36.6581333; 137.8466194","簡易委託駅[1]標高：746.2m[1]","シロ[1]","□15[報道 1]","40人/日（降車客含まず）-2019年-","","","","","","","",""
"上新庄駅","上新庄駅（かみしんじょうえき）","https://ja.wikipedia.org/wiki/上新庄駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯34度45分4秒東経135度31分59.46秒","■京都本線","6.3 km（十三起点）大阪梅田から8.7 km","阪急電鉄","1928年（昭和3年）1月16日","高架駅","2面2線","大阪市東淀川区上新庄二丁目24番5号[1]北緯34度45分4秒東経135度31分59.46秒﻿ / ﻿北緯34.75111度 東経135.5331833度﻿ /34.75111; 135.5331833座標:北緯34度45分4秒東経135度31分59.46秒﻿ / ﻿北緯34.75111度 東経135.5331833度﻿ /34.75111; 135.5331833","","","HK64","","（特定日）53,917人/日-2019年-","","（通年平均）47,593人/日-2019年-","","","","",""
"神栖駅","神栖駅（かみすえき）","https://ja.wikipedia.org/wiki/神栖駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯35度54分39.5秒東経140度39分25.7秒","鹿島臨港線","10.1 km（鹿島サッカースタジアム起点）","鹿島臨海鉄道","1970年（昭和45年）7月21日","地上駅","","茨城県神栖市東深芝22-1北緯35度54分39.5秒東経140度39分25.7秒座標:北緯35度54分39.5秒 東経140度39分25.7秒","直営駅（貨物専用駅）","","","","","","","","","","",""
"上菅谷駅","上菅谷駅（かみすがやえき）","https://ja.wikipedia.org/wiki/上菅谷駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯36度27分19.3秒東経140度29分33.5秒","■水郡線（本線）","10.1 km（水戸起点）","東日本旅客鉄道（JR東日本）","1897年（明治30年）11月16日","地上駅","2面3線","茨城県那珂市菅谷4496北緯36度27分19.3秒東経140度29分33.5秒座標:北緯36度27分19.3秒 東経140度29分33.5秒","直営駅（管理駅）みどりの窓口有","スヤ","","734人/日（降車客含まず）-2019年-","","","","","","","",""
"神杉駅","神杉駅（かみすぎえき・西日本旅客鉄道芸備線）","https://ja.wikipedia.org/wiki/神杉駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯34度46分51.7秒東経132度54分9.22秒","P芸備線（Z福塩線直通含む）","84.7km（備中神代起点）新見から91.1 km","西日本旅客鉄道（JR西日本）","1922年（大正11年）6月7日","地上駅","1面2線","広島県三次市高杉町1241北緯34度46分51.7秒東経132度54分9.22秒﻿ / ﻿北緯34.781028度 東経132.9025611度﻿ /34.781028; 132.9025611座標:北緯34度46分51.7秒東経132度54分9.22秒﻿ / ﻿北緯34.781028度 東経132.9025611度﻿ /34.781028; 132.9025611","無人駅*1934年に塩町駅から改称。","ミス","","10人/日（降車客含まず）-2018年-","","","","","","","",""
"上杉駅","上杉駅（かみすぎえき・秋田内陸縦貫鉄道秋田内陸線）","https://ja.wikipedia.org/wiki/上杉駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯40度8分47.44秒東経140度20分58.24秒","■秋田内陸線","12.1 km（鷹巣起点）","秋田内陸縦貫鉄道","1965年（昭和40年）11月21日","地上駅","1面1線","秋田県北秋田市上杉字相染岱北緯40度8分47.44秒東経140度20分58.24秒﻿ / ﻿北緯40.1465111度 東経140.3495111度﻿ /40.1465111; 140.3495111座標:北緯40度8分47.44秒東経140度20分58.24秒﻿ / ﻿北緯40.1465111度 東経140.3495111度﻿ /40.1465111; 140.3495111","無人駅","カス","","","18人/日-2018年-","","","","","","",""
"上菅駅","上菅駅（かみすげえき）","https://ja.wikipedia.org/wiki/上菅駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯35度11分36.66秒東経133度20分30.41秒","V伯備線","98.9km（倉敷起点）岡山から114.8 km","西日本旅客鉄道（JR西日本）","1925年（大正14年）4月1日","地上駅","1面2線","鳥取県日野郡日野町上菅字内原714北緯35度11分36.66秒東経133度20分30.41秒﻿ / ﻿北緯35.1935167度 東経133.3417806度﻿ /35.1935167; 133.3417806﻿ (上菅駅)","無人駅","カス","","","12人/日-2018年-","","","","","","",""
"上諏訪駅","上諏訪駅（かみすわえき）","https://ja.wikipedia.org/wiki/上諏訪駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯36度2分48.33秒東経138度6分59.27秒","■中央本線","201.9 km（東京起点）","東日本旅客鉄道（JR東日本）","1905年（明治38年）11月25日[1]","地上駅","2面3線[1]","長野県諏訪市諏訪一丁目[1]北緯36度2分48.33秒東経138度6分59.27秒座標:北緯36度2分48.33秒 東経138度6分59.27秒","直営駅みどりの窓口有[1]標高：761.9m[1]","スワ[1]","","4,269人/日（降車客含まず）-2019年-","","","","","","","",""
"上川内駅","上川内駅（かみせんだいえき）","https://ja.wikipedia.org/wiki/上川内駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯31度50分7.33秒東経130度17分32.66秒","肥薩おれんじ鉄道線","113.7km（八代起点）346.0 km（門司港起点）","肥薩おれんじ鉄道","1922年（大正11年）7月1日","地上駅","相対式 2面2線","鹿児島県薩摩川内市御陵下町3251番地北緯31度50分7.33秒東経130度17分32.66秒﻿ / ﻿北緯31.8353694度 東経130.2924056度﻿ /31.8353694; 130.2924056座標:北緯31度50分7.33秒東経130度17分32.66秒﻿ / ﻿北緯31.8353694度 東経130.2924056度﻿ /31.8353694; 130.2924056","無人駅駅舎内に電気治療院がある。","オレカミ","OR27","126人/日（降車客含まず）-2018年-","257人/日-2018年-","","","","","","",""
"上滝駅","上滝駅（かみだきえき）","https://ja.wikipedia.org/wiki/上滝駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯36度36分34.49秒東経137度17分46.77秒","■上滝線","10.1 km（南富山起点）","富山地方鉄道","1921年（大正10年）4月25日","地上駅","単式1面1線","富山県富山市中滝260-1北緯36度36分34.49秒東経137度17分46.77秒﻿ / ﻿北緯36.6095806度 東経137.2963250度﻿ /36.6095806; 137.2963250﻿ (上滝駅)座標:北緯36度36分34.49秒東経137度17分46.77秒﻿ / ﻿北緯36.6095806度 東経137.2963250度﻿ /36.6095806; 137.2963250﻿ (上滝駅)","土・休日無人駅","","T69","177人/日（降車客含まず）-2019年-","344人/日-2019年-","","","","","","",""
"上田浦駅","上田浦駅（かみたのうらえき）","https://ja.wikipedia.org/wiki/上田浦駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯32度23分34秒東経130度31分6.7秒","肥薩おれんじ鉄道線","18.0km（八代起点）250.3 km（門司港起点）","肥薩おれんじ鉄道","1952年（昭和27年）10月10日","地上駅","1面2線","熊本県葦北郡芦北町大字井牟田北緯32度23分34秒東経130度31分6.7秒﻿ / ﻿北緯32.39278度 東経130.518528度﻿ /32.39278; 130.518528座標:北緯32度23分34秒東経130度31分6.7秒﻿ / ﻿北緯32.39278度 東経130.518528度﻿ /32.39278; 130.518528","無人駅","オレカタ","OR05","","20[1]人/日-2014年-","","","","","","",""
"上戸手駅","上戸手駅（かみとでえき）","https://ja.wikipedia.org/wiki/上戸手駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯34度33分5.96秒東経133度16分54.79秒","Z福塩線","18.8 km（福山起点）","西日本旅客鉄道（JR西日本）","1914年（大正3年）7月21日","地上駅","1面1線","広島県福山市新市町大字戸手261-2北緯34度33分5.96秒東経133度16分54.79秒﻿ / ﻿北緯34.5516556度 東経133.2818861度﻿ /34.5516556; 133.2818861﻿ (上戸手駅*)","無人駅（自動券売機 有）*1933年に両備天王駅から改称。","カト","","501人/日（降車客含まず）-2018年-","","","","","","","",""
