"タイトル","コメント","URL","親リストタイトル","親リストURL","一覧抽出方法","座標","所属路線","キロ程","所属事業者","開業年月日","駅構造","ホーム","所在地","備考","電報略号","乗車人員,-統計年度-","駅番号","乗降人員,-統計年度-","乗換","乗降人員,-統計年次-","路線記号","乗車人員,-統計年次-","種類","市場情報","本社所在地"
"横屋駅","横屋駅（よこやえき）","https://ja.wikipedia.org/wiki/横屋駅","日本の鉄道駅一覧_や-わ行","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_や-わ行","箇条書き,制限あり","北緯35度23分13.73秒東経136度39分34.06秒","樽見線","4.5 km（大垣起点）","樽見鉄道","1960年（昭和35年）2月15日","地上駅","1面1線","岐阜県瑞穂市横屋北緯35度23分13.73秒東経136度39分34.06秒﻿ / ﻿北緯35.3871472度 東経136.6594611度﻿ /35.3871472; 136.6594611座標:北緯35度23分13.73秒東経136度39分34.06秒﻿ / ﻿北緯35.3871472度 東経136.6594611度﻿ /35.3871472; 136.6594611","","","","","94人/日-2018年[瑞穂市統計 1]-","","","","","","",""
"横山駅 (石川県)","横山駅 (石川県)（よこやまえき・西日本旅客鉄道七尾線）","https://ja.wikipedia.org/wiki/横山駅_(石川県)","日本の鉄道駅一覧_や-わ行","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_や-わ行","箇条書き,制限あり","北緯36度44分51.31秒東経136度43分0.64秒","■七尾線","11.8 km（津幡起点）金沢から23.3 km","西日本旅客鉄道（JR西日本）","1901年（明治34年）6月15日[1]","地上駅","2面2線[1]","石川県かほく市横山井77北緯36度44分51.31秒東経136度43分0.64秒﻿ / ﻿北緯36.7475861度 東経136.7168444度﻿ /36.7475861; 136.7168444座標:北緯36度44分51.31秒東経136度43分0.64秒﻿ / ﻿北緯36.7475861度 東経136.7168444度﻿ /36.7475861; 136.7168444","無人駅[1]（自動券売機 有）","ヨコ","","","","","","","","","",""
"横山駅 (兵庫県)","横山駅 (兵庫県)（よこやまえき・神戸電鉄三田線・公園都市線）","https://ja.wikipedia.org/wiki/横山駅_(兵庫県)","日本の鉄道駅一覧_や-わ行","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_や-わ行","箇条書き,制限あり","","三田線","10.0km（有馬口起点）湊川から30.0km新開地から30.4 km","神戸電鉄","1928年（昭和3年）12月18日[1][3]","地上駅[1]","1面2線[1]","","*1988年に電鉄横山駅から改称[1]** 全列車が三田駅まで乗り入れ","","2,397人/日（降車客含まず）-2019年-","○KB27","3,708[2]人/日-2019年-","","","","","","",""
"与謝野駅","与謝野駅（よさのえき）","https://ja.wikipedia.org/wiki/与謝野駅","日本の鉄道駅一覧_や-わ行","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_や-わ行","箇条書き,制限あり","","宮津線（宮豊線）**","35.7 km（西舞鶴起点）","WILLER TRAINS（京都丹後鉄道）","1925年（大正14年）7月31日[1]","地上駅","2面3線","","有人駅（簡易委託駅）","","219人/日（降車客含まず）-2019年-","T17","","","","","","","",""
"吉井駅 (群馬県)","吉井駅 (群馬県)（よしいえき・上信電鉄上信線）","https://ja.wikipedia.org/wiki/吉井駅_(群馬県)","日本の鉄道駅一覧_や-わ行","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_や-わ行","箇条書き,制限あり","北緯36度15分21.48秒東経138度59分4.57秒","上信線","11.7 km（高崎起点）","上信電鉄","1897年（明治30年）5月5日","地上駅","島式　1面2線","群馬県高崎市吉井町吉井219北緯36度15分21.48秒東経138度59分4.57秒座標:北緯36度15分21.48秒 東経138度59分4.57秒","","","337人/日（降車客含まず）-2019年-","","","","","","","","",""
"吉井駅 (長崎県)","吉井駅 (長崎県)（よしいえき・松浦鉄道西九州線）","https://ja.wikipedia.org/wiki/吉井駅_(長崎県)","日本の鉄道駅一覧_や-わ行","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_や-わ行","箇条書き,制限あり","北緯33度15分59.30秒東経129度41分6.72秒","■西九州線","68.8 km（有田起点）","松浦鉄道","1933年（昭和8年）10月24日1988年（昭和63年）4月1日（転換）","地上駅","2面2線","長崎県佐世保市吉井町大渡北緯33度15分59.30秒東経129度41分6.72秒","","ヒヨ（改称前）","","","160人/日-2018年-","","","","","","",""
"葭池温泉前駅","葭池温泉前駅（よしいけおんせんまええき）","https://ja.wikipedia.org/wiki/葭池温泉前駅","日本の鉄道駅一覧_や-わ行","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_や-わ行","箇条書き,制限あり","北緯35度30分7.01秒東経138度48分43.23秒","■大月線","20.2 km（大月起点）","富士急行","1930年（昭和5年）1月21日","地上駅","1面1線","山梨県富士吉田市富士見四丁目8番24号北緯35度30分7.01秒東経138度48分43.23秒座標:北緯35度30分7.01秒 東経138度48分43.23秒","標高：739m無人駅*1939年までに尾垂鉱泉前駅から改称","","","FJ13","132人/日-2017年度-","","","","","","",""
"吉浦駅","吉浦駅（よしうらえき）","https://ja.wikipedia.org/wiki/吉浦駅","日本の鉄道駅一覧_や-わ行","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_や-わ行","箇条書き,制限あり","北緯34度15分28.44秒東経132度31分37.79秒","Y呉線","71.0 km（三原起点）","西日本旅客鉄道（JR西日本）","1903年（明治36年）12月27日","地上駅","2面2線","広島県呉市吉浦本町一丁目1-1北緯34度15分28.44秒東経132度31分37.79秒﻿ / ﻿北緯34.2579000度 東経132.5271639度﻿ /34.2579000; 132.5271639座標:北緯34度15分28.44秒東経132度31分37.79秒﻿ / ﻿北緯34.2579000度 東経132.5271639度﻿ /34.2579000; 132.5271639","業務委託駅みどりの窓口有","ヨラ","1,206人/日（降車客含まず）-2019年-","JR-Y12","","","","","","","",""
"吉尾駅","吉尾駅（よしおえき）","https://ja.wikipedia.org/wiki/吉尾駅","日本の鉄道駅一覧_や-わ行","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_や-わ行","箇条書き,制限あり","北緯32度19分51.1秒東経130度36分1.07秒","肥薩線","26.7 km（八代起点）","九州旅客鉄道（JR九州）","1952年（昭和27年）6月1日[1]","地上駅","1面1線","熊本県葦北郡芦北町大字箙瀬495北緯32度19分51.1秒東経130度36分1.07秒﻿ / ﻿北緯32.330861度 東経130.6002972度﻿ /32.330861; 130.6002972﻿ (吉尾駅)","無人駅","ヨシ","","","","","","","","","",""
"よしかわ駅","よしかわ駅（土佐くろしお鉄道阿佐線）","https://ja.wikipedia.org/wiki/よしかわ駅","日本の鉄道駅一覧_や-わ行","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_や-わ行","箇条書き,制限あり","北緯33度32分45.98秒東経133度42分36.64秒","■ごめん・なはり線","8.0 km（後免起点）","土佐くろしお鉄道（TKT）","2002年（平成14年）7月1日","高架駅","単式 1面1線","高知県香南市吉川町古川字九六山北緯33度32分45.98秒東経133度42分36.64秒﻿ / ﻿北緯33.5461056度 東経133.7101778度﻿ /33.5461056; 133.7101778座標:北緯33度32分45.98秒東経133度42分36.64秒﻿ / ﻿北緯33.5461056度 東経133.7101778度﻿ /33.5461056; 133.7101778","無人駅","ヨシ","","○GN36","13[1]人/日-2019年-","","","","","","",""
"吉川駅","吉川駅（よしかわえき・東日本旅客鉄道武蔵野線）","https://ja.wikipedia.org/wiki/吉川駅","日本の鉄道駅一覧_や-わ行","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_や-わ行","箇条書き,制限あり","北緯35度52分35.57秒東経139度50分37.47秒","■武蔵野線","77.0 km（鶴見起点）府中本町から48.2 km","東日本旅客鉄道（JR東日本）","1973年（昭和48年）4月1日[1]","高架駅[2]","2面2線[2]","埼玉県吉川市木売一丁目[1]6-1北緯35度52分35.57秒東経139度50分37.47秒﻿ / ﻿北緯35.8765472度 東経139.8437417度﻿ /35.8765472; 139.8437417﻿ (吉川駅)座標:北緯35度52分35.57秒東経139度50分37.47秒﻿ / ﻿北緯35.8765472度 東経139.8437417度﻿ /35.8765472; 139.8437417﻿ (吉川駅)","業務委託駅","ヨカ","17,986人/日（降車客含まず）-2019年-","JM20","","","","","","","",""
"良川駅","良川駅（よしかわえき・西日本旅客鉄道七尾線）","https://ja.wikipedia.org/wiki/良川駅","日本の鉄道駅一覧_や-わ行","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_や-わ行","箇条書き,制限あり","北緯36度58分35.94秒東経136度53分40.35秒","■七尾線","43.9 km（津幡起点）金沢から55.4 km","西日本旅客鉄道（JR西日本）","1901年（明治34年）6月15日[1]","地上駅","2面2線[1]","石川県鹿島郡中能登町良川17部3-1北緯36度58分35.94秒東経136度53分40.35秒﻿ / ﻿北緯36.9766500度 東経136.8945417度﻿ /36.9766500; 136.8945417座標:北緯36度58分35.94秒東経136度53分40.35秒﻿ / ﻿北緯36.9766500度 東経136.8945417度﻿ /36.9766500; 136.8945417","無人駅[2]","ヨシ","321人/日（降車客含まず）-2019年-","","","","","","","","",""
"葭川公園駅","葭川公園駅（よしかわこうえんえき）","https://ja.wikipedia.org/wiki/葭川公園駅","日本の鉄道駅一覧_や-わ行","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_や-わ行","箇条書き,制限あり","北緯35度36分32秒東経140度7分12.3秒","■1号線","2.5 km（千葉みなと起点）","千葉都市モノレール","1999年（平成11年）3月24日[1]","高架駅","島式、1面2線","千葉市中央区中央二丁目1北緯35度36分32秒東経140度7分12.3秒座標:北緯35度36分32秒 東経140度7分12.3秒","無人駅","","955人/日（降車客含まず）-2018年-","CM17","","","","","","","",""
"吉川美南駅","吉川美南駅（よしかわみなみえき）","https://ja.wikipedia.org/wiki/吉川美南駅","日本の鉄道駅一覧_や-わ行","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_や-わ行","箇条書き,制限あり","北緯35度52分5秒東経139度51分29.4秒","■武蔵野線","78.6 km（鶴見起点）府中本町から49.8 km","東日本旅客鉄道（JR東日本）","2012年（平成24年）3月17日","地上駅（橋上駅）","2面3線","埼玉県吉川市美南二丁目34北緯35度52分5秒東経139度51分29.4秒﻿ / ﻿北緯35.86806度 東経139.858167度﻿ /35.86806; 139.858167座標:北緯35度52分5秒東経139度51分29.4秒﻿ / ﻿北緯35.86806度 東経139.858167度﻿ /35.86806; 139.858167","直営駅（管理駅）","ミミ","5,523人/日（降車客含まず）-2019年-","JM19","","","","","","","",""
"吉沢駅","吉沢駅（よしざわえき）","https://ja.wikipedia.org/wiki/吉沢駅","日本の鉄道駅一覧_や-わ行","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_や-わ行","箇条書き,制限あり","北緯39度16分6.39秒東経140度6分54.36秒","鳥海山ろく線","17.1 km（羽後本荘起点）","由利高原鉄道","1989年（平成元年）10月29日[1]","地上駅","1面1線","秋田県由利本荘市吉沢北緯39度16分6.39秒東経140度6分54.36秒﻿ / ﻿北緯39.2684417度 東経140.1151000度﻿ /39.2684417; 140.1151000座標:北緯39度16分6.39秒東経140度6分54.36秒﻿ / ﻿北緯39.2684417度 東経140.1151000度﻿ /39.2684417; 140.1151000","","ヨシ","","","19人/日-2018年-","","","","","","",""
"吉田駅 (大阪府)","吉田駅 (大阪府)（よしたえき・近鉄けいはんな線）","https://ja.wikipedia.org/wiki/吉田駅_(大阪府)","日本の鉄道駅一覧_や-わ行","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_や-わ行","箇条書き,制限あり","北緯34度40分49.05秒東経135度37分26.9秒","Cけいはんな線","3.0km（長田起点）コスモスクエアから20.9 km","近畿日本鉄道（近鉄）","1986年（昭和61年）10月1日","高架駅","2面2線","大阪府東大阪市今米一丁目1-6北緯34度40分49.05秒東経135度37分26.9秒﻿ / ﻿北緯34.6802917度 東経135.624139度﻿ /34.6802917; 135.624139﻿ (吉田駅)座標:北緯34度40分49.05秒東経135度37分26.9秒﻿ / ﻿北緯34.6802917度 東経135.624139度﻿ /34.6802917; 135.624139﻿ (吉田駅)","","ヨシタ",""," C25 ","15,369人/日-2018年-","","","","","","",""
"吉田駅 (新潟県)","吉田駅 (新潟県)（よしだえき・東日本旅客鉄道越後線）","https://ja.wikipedia.org/wiki/吉田駅_(新潟県)","日本の鉄道駅一覧_や-わ行","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_や-わ行","箇条書き,制限あり","北緯37度41分13.40秒東経138度52分41.97秒","■越後線","49.8 km（柏崎起点）","東日本旅客鉄道（JR東日本）","1912年（大正元年）8月25日[1]","地上駅","3面5線[1]","新潟県燕市吉田堤町[1]1-1北緯37度41分13.40秒東経138度52分41.97秒","直営駅（管理駅）みどりの窓口有[1]","ヨシニシ（西吉田駅時代）","1,430人/日（降車客含まず）-2019年-","","","","","","","","",""
"吉田口駅","吉田口駅（よしだぐちえき）","https://ja.wikipedia.org/wiki/吉田口駅","日本の鉄道駅一覧_や-わ行","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_や-わ行","箇条書き,制限あり","北緯34度39分53.17秒東経132度44分44.35秒","P芸備線","109.9km（備中神代起点）三次から19.6 km","西日本旅客鉄道（JR西日本）","1915年（大正4年）4月28日","地上駅","1面2線","広島県安芸高田市甲田町下小原240北緯34度39分53.17秒東経132度44分44.35秒﻿ / ﻿北緯34.6647694度 東経132.7456528度﻿ /34.6647694; 132.7456528座標:北緯34度39分53.17秒東経132度44分44.35秒﻿ / ﻿北緯34.6647694度 東経132.7456528度﻿ /34.6647694; 132.7456528","簡易委託駅","ヨチ","52人/日（降車客含まず）-2017年-","","","","","","","","",""
"吉塚駅","吉塚駅（よしづかえき）","https://ja.wikipedia.org/wiki/吉塚駅","日本の鉄道駅一覧_や-わ行","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_や-わ行","箇条書き,制限あり","北緯33度36分25.78秒東経130度25分26.06秒","JA鹿児島本線","76.4 km（門司港起点）","九州旅客鉄道（JR九州）","1904年（明治37年）6月19日[1]","高架駅","3面5線","福岡市博多区吉塚本町13-28北緯33度36分25.78秒東経130度25分26.06秒﻿ / ﻿北緯33.6071611度 東経130.4239056度﻿ /33.6071611; 130.4239056﻿ (吉塚駅)","業務委託駅みどりの窓口有福岡市内駅","ヨシ","15,206人/日（降車客含まず）-2019年-","JA  01 ","","","","","","","",""
"吉富駅 (京都府)","吉富駅 (京都府)（よしとみえき・西日本旅客鉄道山陰本線）","https://ja.wikipedia.org/wiki/吉富駅_(京都府)","日本の鉄道駅一覧_や-わ行","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_や-わ行","箇条書き,制限あり","北緯35度5分31.86秒東経135度29分55.41秒","E山陰本線（嵯峨野線）","32.3 km（京都起点）","西日本旅客鉄道（JR西日本）","1935年（昭和10年）7月20日","地上駅","2面2線","京都府南丹市八木町木原ヒジカ坪16北緯35度5分31.86秒東経135度29分55.41秒﻿ / ﻿北緯35.0921833度 東経135.4987250度﻿ /35.0921833; 135.4987250座標:北緯35度5分31.86秒東経135度29分55.41秒﻿ / ﻿北緯35.0921833度 東経135.4987250度﻿ /35.0921833; 135.4987250","無人駅（自動券売機 有）","ヨシ","500人/日（降車客含まず）-2019年-","JR-E15","","","","","","","",""
"吉富駅 (福岡県)","吉富駅 (福岡県)（よしとみえき・九州旅客鉄道日豊本線）","https://ja.wikipedia.org/wiki/吉富駅_(福岡県)","日本の鉄道駅一覧_や-わ行","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_や-わ行","箇条書き,制限あり","北緯33度36分17.41秒東経131度10分25.68秒","■日豊本線","50.0 km（小倉起点）","九州旅客鉄道（JR九州）","1995年（平成7年）4月20日[1][2]","地上駅（盛土上）[1]","2面2線[1]","福岡県築上郡吉富町大字広津[1]351-2北緯33度36分17.41秒東経131度10分25.68秒","無人駅（自動券売機 有）","ヨト","355人/日（降車客含まず）-2019年-","","","","","","","","",""
