"タイトル","コメント","URL","親リストタイトル","親リストURL","一覧抽出方法","座標","築城主","城郭構造","築城年","遺構","主な城主","指定文化財","廃城年","位置","地図","別名","天守構造","主な改修者","再建造物","所在地","登録文化財","埋蔵文化財,包蔵地番号","宗派","本尊","創建年"
"犬山城","[犬山城（白帝城）] 犬山城 （いぬやまじょう）は、 尾張国 と 美濃国 の境、木曽川南岸の地「犬山」にあった 日本の城 である。現在の場所で言えば 愛知県 犬山市 にあり、 天守 のみが現存し、 江戸時代 までに建造された「 現存天守 12城」のひとつである。また天守が 国宝 指定された5城のうちの一つである（他は 姫路城 、 松本城 、 彦根城 、 松江城 ）。 城跡 は「犬山城跡」として、国の 史跡 に指定されている   。 日本で最後まで 個人が所有していた城（ 2004年 まで個人所有）である。","https://ja.wikipedia.org/wiki/犬山城","日本の城一覧","https://ja.wikipedia.org/wiki/日本の城一覧","箇条書き,制限あり","北緯35度23分17.96秒東経136度56分21.34秒","織田信康","平山城","1537年（天文6年）","現存天守、石垣、土塁","織田氏、豊臣氏、石川氏、平岩氏、成瀬氏","国宝（天守）国の史跡","1871年（明治4年）","北緯35度23分17.96秒東経136度56分21.34秒﻿ / ﻿北緯35.3883222度 東経136.9392611度﻿ /35.3883222; 136.9392611座標:北緯35度23分17.96秒東経136度56分21.34秒﻿ / ﻿北緯35.3883222度 東経136.9392611度﻿ /35.3883222; 136.9392611","犬山城","白帝城","複合式望楼型 3層4階地下2階（1620年改）","成瀬正成","櫓、門（模擬）","","","","","",""
"今村城 (尾張国)","[今村城] 今村城 （いまむらじょう）は 尾張国 春日井郡 （現在の 愛知県 瀬戸市 ）に存在した 日本の城 （ 平城 ）。","https://ja.wikipedia.org/wiki/今村城_(尾張国)","日本の城一覧","https://ja.wikipedia.org/wiki/日本の城一覧","箇条書き,制限あり","北緯35度13分5.8秒東経137度4分21.5秒","松原吉之丞","平城","寛正年間（1460年-1466年）","石碑、堀、お鶴の井戸","松原広長","なし","文明14年（1482年）以降","北緯35度13分5.8秒東経137度4分21.5秒﻿ / ﻿北緯35.218278度 東経137.072639度﻿ /35.218278; 137.072639座標:北緯35度13分5.8秒東経137度4分21.5秒﻿ / ﻿北緯35.218278度 東経137.072639度﻿ /35.218278; 137.072639","今村城","松原廣長公城、松原城、松原館","","","なし","","","","","",""
"入尾城","[入尾城] 入尾城 （いりおじょう）は 愛知県 瀬戸市 に存在した 日本の城 （ 平城 ）である。","https://ja.wikipedia.org/wiki/入尾城","日本の城一覧","https://ja.wikipedia.org/wiki/日本の城一覧","箇条書き,制限あり","","平景貞","平城","平安時代後期","","水野氏 (桓武平氏)","","応永年間","","","入尾城","","","","","","","","",""
"岩倉城 (尾張国)","[岩倉城] 岩倉城 （いわくらじょう）は、 尾張国 丹羽郡 岩倉、現在の 愛知県 岩倉市 下本町にあった 日本の城 。岩倉市指定 史跡  。","https://ja.wikipedia.org/wiki/岩倉城_(尾張国)","日本の城一覧","https://ja.wikipedia.org/wiki/日本の城一覧","箇条書き,制限あり","北緯35度16分30.8秒東経136度52分38.16秒","織田敏広（織田信安?）","　平城","文明11年（1479年）ごろ","堀址、石碑","織田敏広、寛広、信安、信賢","岩倉市指定史跡","永禄2年（1559年）","北緯35度16分30.8秒東経136度52分38.16秒﻿ / ﻿北緯35.275222度 東経136.8772667度﻿ /35.275222; 136.8772667座標:北緯35度16分30.8秒東経136度52分38.16秒﻿ / ﻿北緯35.275222度 東経136.8772667度﻿ /35.275222; 136.8772667北緯35度16分30.8秒東経136度52分38.16秒﻿ / ﻿北緯35.275222度 東経136.8772667度﻿ /35.275222; 136.8772667座標:北緯35度16分30.8秒東経136度52分38.16秒﻿ / ﻿北緯35.275222度 東経136.8772667度﻿ /35.275222; 136.8772667{{#coordinates:}}: 各ページで primary のタグは複数指定できません","岩倉城","","なし","","","","","","","",""
"岩崎城 (尾張国)","[岩崎城] 岩崎城 （いわさきじょう）は、 尾張国 山田郡  (のち 愛知郡 ）岩崎（現在の 愛知県 日進市 岩崎町 ）に存在した 戦国時代 の 日本の城 （ 平山城 ）である。室町時代末期（15世紀末から16世紀前葉ころ）に築城され 慶長 5年（ 1600年 ）に廃城となった   。もっとも古い記録によると尾張国 勝幡城 （現・愛知県 愛西市 ）主・ 織田信秀 （ 織田信長 の父）の支城だった。","https://ja.wikipedia.org/wiki/岩崎城_(尾張国)","日本の城一覧","https://ja.wikipedia.org/wiki/日本の城一覧","箇条書き,制限あり","北緯35度08分42.3秒東経137度02分33.3秒","不明（織田信秀？）","平山城","室町時代末期","曲輪・空堀・土塁・土橋・建造物跡・井戸跡など","織田氏・松平氏・丹羽氏","未指定","1600年","北緯35度08分42.3秒東経137度02分33.3秒﻿ / ﻿北緯35.145083度 東経137.042583度﻿ /35.145083; 137.042583座標:北緯35度08分42.3秒東経137度02分33.3秒﻿ / ﻿北緯35.145083度 東経137.042583度﻿ /35.145083; 137.042583","岩崎城","","なし望楼型3層4階、（RC造り）模擬","丹羽氏清","","","","","","",""
"大草城 (尾張国知多郡)","[大草城〈現・知多市〉] 大草城 （おおくさじょう）は、 尾張国 知多郡 大草（現在の 愛知県 知多市 大草）にあった 日本の城 。","https://ja.wikipedia.org/wiki/大草城_(尾張国知多郡)","日本の城一覧","https://ja.wikipedia.org/wiki/日本の城一覧","箇条書き,制限あり","北緯34度56分23.9秒東経136度49分49.6秒","織田長益","","","堀、曲輪、土塁","織田氏・山澄氏","なし","","北緯34度56分23.9秒東経136度49分49.6秒﻿ / ﻿北緯34.939972度 東経136.830444度﻿ /34.939972; 136.830444","大草城","","","","模擬天守","","","","","",""
"大草城 (尾張国春日井郡)","[大草城〈現・小牧市〉] 大草城 （おおくさじょう）は、 愛知県 小牧市 にかつて存在した 日本の城 である。 16世紀 中頃に廃城となった。西尾式部道永と言う人物によって築城されたとされているため、「 西尾城 」とも呼ばれる。現在城のあった場所は 竹藪 となっており、 曲輪 や 土塁 の跡はあるが、建物はまったく残っていない。本丸跡に小さな 神社 がある他、 大正 時代に作られた 石 灯籠 や、近年設置された城についての説明が記載された立て札などがある。","https://ja.wikipedia.org/wiki/大草城_(尾張国春日井郡)","日本の城一覧","https://ja.wikipedia.org/wiki/日本の城一覧","箇条書き,制限あり","北緯35度17分28.7秒東経136度59分25.6秒","西尾道永","","1444年（文安元年）","曲輪、土塁、掘","西尾氏","なし","1548年","北緯35度17分28.7秒東経136度59分25.6秒﻿ / ﻿北緯35.291306度 東経136.990444度﻿ /35.291306; 136.990444","大草城","西尾城","","","","","","","","",""
"大高城","[大高城] 大高城 （おおだかじょう）は、尾張国 知多郡 大高村（現・ 名古屋市 緑区 大高町）にあった 日本の城 。","https://ja.wikipedia.org/wiki/大高城","日本の城一覧","https://ja.wikipedia.org/wiki/日本の城一覧","箇条書き,制限あり","北緯35度3分51.8秒東経136度56分10.2秒","","平山城","","本丸・二の丸の曲輪跡、土橋・空堀","","国の史跡","","北緯35度3分51.8秒東経136度56分10.2秒﻿ / ﻿北緯35.064389度 東経136.936167度﻿ /35.064389; 136.936167座標:北緯35度3分51.8秒東経136度56分10.2秒﻿ / ﻿北緯35.064389度 東経136.936167度﻿ /35.064389; 136.936167","大高城","","","","","","","","","",""
"大留城","[大留城] 大留城 （おおどめじょう） は、 愛知県 春日井市 に存在した 室町時代 の 平城 である。","https://ja.wikipedia.org/wiki/大留城","日本の城一覧","https://ja.wikipedia.org/wiki/日本の城一覧","箇条書き,制限あり","北緯35度15分32.7秒東経137度1分37.4秒","村瀬作左衛門","平城","天文15年（1546年）","空堀、石碑","村瀬氏","","天正12年（1584年）","北緯35度15分32.7秒東経137度1分37.4秒﻿ / ﻿北緯35.259083度 東経137.027056度﻿ /35.259083; 137.027056座標:北緯35度15分32.7秒東経137度1分37.4秒﻿ / ﻿北緯35.259083度 東経137.027056度﻿ /35.259083; 137.027056","","","","","","","","","","",""
"大野城 (尾張国知多郡)","[大野城〈現・常滑市〉] 大野城 （おおのじょう）は、 尾張国 知多郡 矢田村金山（現在の 愛知県 常滑市 金山）の 伊勢湾 を望む小高い丘陵（青海山）にあった 日本の城 。織田氏が新たに築いた 大草城 とは矢田川を挟んで南に位置する。 常滑市指定 史跡  。「 宮山城 （みややまじょう）」とも呼称される。","https://ja.wikipedia.org/wiki/大野城_(尾張国知多郡)","日本の城一覧","https://ja.wikipedia.org/wiki/日本の城一覧","箇条書き,制限あり","北緯34度55分42.6秒東経136度50分01.3秒","一色範光","平山城","不明","堀、曲輪","佐治氏","常滑市指定史跡","","北緯34度55分42.6秒東経136度50分01.3秒﻿ / ﻿北緯34.928500度 東経136.833694度﻿ /34.928500; 136.833694座標:北緯34度55分42.6秒東経136度50分01.3秒﻿ / ﻿北緯34.928500度 東経136.833694度﻿ /34.928500; 136.833694","大野城","宮山城","不明","","模擬天守2重3階1980年RC造模擬","","","","","",""
"大野城 (尾張国葉栗郡)","[大野城〈現・一宮市〉] 大野城 （おおのじょう）は、かつての 尾張国 葉栗郡 （現在の 愛知県 一宮市 浅井町 ）にあった 日本の城 である。","https://ja.wikipedia.org/wiki/大野城_(尾張国葉栗郡)","日本の城一覧","https://ja.wikipedia.org/wiki/日本の城一覧","箇条書き,制限あり","北緯35度21分16.75秒東経136度49分27.95秒","大野治定","平城","","なし（埋没?）","大野治定","未指定","","北緯35度21分16.75秒東経136度49分27.95秒﻿ / ﻿北緯35.3546528度 東経136.8244306度﻿ /35.3546528; 136.8244306北緯35度21分16.75秒東経136度49分27.95秒﻿ / ﻿北緯35.3546528度 東経136.8244306度﻿ /35.3546528; 136.8244306座標:北緯35度21分16.75秒東経136度49分27.95秒﻿ / ﻿北緯35.3546528度 東経136.8244306度﻿ /35.3546528; 136.8244306","大野城","","","","","","","","","",""
"大野城 (尾張国海部郡)","[大野城〈現・愛西市〉] 大野城 （おおのじょう）は、かつて 尾張国 海部郡 （現在の 愛知県 愛西市 ）にあった 日本の城 である。愛西市指定 史跡 。","https://ja.wikipedia.org/wiki/大野城_(尾張国海部郡)","日本の城一覧","https://ja.wikipedia.org/wiki/日本の城一覧","箇条書き,制限あり","北緯35度7分46秒東経136度46分19.4秒","佐久間正勝","平城","1584年","なし（埋没?）","","愛西市指定史跡","1586年頃?","北緯35度7分46秒東経136度46分19.4秒﻿ / ﻿北緯35.12944度 東経136.772056度﻿ /35.12944; 136.772056座標:北緯35度7分46秒東経136度46分19.4秒﻿ / ﻿北緯35.12944度 東経136.772056度﻿ /35.12944; 136.772056","大野城","大野砦","","","石碑","","","","","",""
"緒川城","[緒川城] 緒川城 （おがわじょう）は、現在の 愛知県 知多郡 東浦町 緒川にあたる 尾張国 知多郡 小河に所在する 城 。 城跡 は「緒川城址」として東浦町指定の 史跡 となっている  。","https://ja.wikipedia.org/wiki/緒川城","日本の城一覧","https://ja.wikipedia.org/wiki/日本の城一覧","箇条書き,制限あり","北緯34度58分44.2秒東経136度58分00.5秒","水野貞守","平山城","文明年間（1469年-1487年）","曲輪、土塁、乾坤院総門","水野忠政、水野信元","町指定史跡","慶長7年（1606年）","北緯34度58分44.2秒東経136度58分00.5秒﻿ / ﻿北緯34.978944度 東経136.966806度﻿ /34.978944; 136.966806","緒川城","緒川古城、高薮城、緒川新城","なし","","","","","","","",""
"奥城 (尾張国)","[奥城] 奥城 （おくじょう）は、現在の 愛知県 一宮市 奥町 に存在した 日本の城 （ 平城 ）である。","https://ja.wikipedia.org/wiki/奥城_(尾張国)","日本の城一覧","https://ja.wikipedia.org/wiki/日本の城一覧","箇条書き,制限あり","北緯35度19分38.8秒東経136度45分14.7秒","梶川高盛","平城","戦国時代","石碑","梶川高盛、徳川家康、織田信雄","なし","天正12年（1584年）頃","北緯35度19分38.8秒東経136度45分14.7秒﻿ / ﻿北緯35.327444度 東経136.754083度﻿ /35.327444; 136.754083","","江松城","なし","","なし","","","","","",""
"小田井城","[小田井城] 小田井城 （おたいじょう）は、現在の 愛知県 清須市 西枇杷島町 の古城交差点にあった、 室町時代 中期の 日本の城 （ 平城 ）である。 今ある城跡公園は、交差点を作る際に石碑を移築したものである。","https://ja.wikipedia.org/wiki/小田井城","日本の城一覧","https://ja.wikipedia.org/wiki/日本の城一覧","箇条書き,制限あり","北緯35度12分22秒東経136度52分7.5秒","織田敏定","平城","応永年間（1394年-1428年）","石碑","織田敏定、織田寛故、織田信張、織田信直、織田忠辰","","天正12年（1584年）頃","北緯35度12分22秒東経136度52分7.5秒﻿ / ﻿北緯35.20611度 東経136.868750度﻿ /35.20611; 136.868750座標:北緯35度12分22秒東経136度52分7.5秒﻿ / ﻿北緯35.20611度 東経136.868750度﻿ /35.20611; 136.868750（座標は現在の古城交差点を示す）","小田井城","","","","","","","","","",""
"楽田城","[楽田城] 楽田城 （がくでんじょう）は、 尾張国 丹羽郡 楽田（現在の 愛知県 犬山市 楽田）にあった 日本の城 である。","https://ja.wikipedia.org/wiki/楽田城","日本の城一覧","https://ja.wikipedia.org/wiki/日本の城一覧","箇条書き,制限あり","北緯35度19分41.5秒東経136度57分1.9秒","織田久長","平城","永正年間","土塁","織田氏","未指定","1584年（天正12年）以降","北緯35度19分41.5秒東経136度57分1.9秒﻿ / ﻿北緯35.328194度 東経136.950528度﻿ /35.328194; 136.950528北緯35度19分41.5秒東経136度57分1.9秒﻿ / ﻿北緯35.328194度 東経136.950528度﻿ /35.328194; 136.950528座標:北緯35度19分41.5秒東経136度57分1.9秒﻿ / ﻿北緯35.328194度 東経136.950528度﻿ /35.328194; 136.950528","楽田城","","あり","","石碑、説明板","","","","","",""
