"タイトル","コメント","URL","親リストタイトル","親リストURL","一覧抽出方法","座標","所在地","位置","地図","規模","築造時期","史跡","形状","法人番号","文化財","出土品","山号","宗派","埋葬施設","本尊","別名","創建年","城郭構造","築城主","遺構"
"高橋至時","[高橋至時墓（たかはしよしときのはか）〔台東区〕] 高橋 至時 （たかはし よしとき、 明和 元年 11月30日 （ 1764年 12月22日 ） - 享和 4年 1月5日 （ 1804年 2月15日 ）は、 江戸時代 後期の 天文学者 。 天文方 に任命され、 寛政暦 への改暦作業において、 間重富 とともに中心的な役割を果たした。また、 伊能忠敬 の師としても知られる。子に天文学者で伊能忠敬の没後「 大日本沿海輿地全図 」を完成させた 高橋景保 、天保改暦を主導した 渋川景佑 がいる。","https://ja.wikipedia.org/wiki/高橋至時","関東地方の史跡一覧","https://ja.wikipedia.org/wiki/関東地方の史跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"平賀源内","[平賀源内墓（ひらがげんないのはか）〔台東区〕] 平賀 源内 （ひらが げんない、 享保 13年（ 1728年 ） - 安永 8年 12月18日 （ 1780年 1月24日 ））は、 江戸時代 中頃の人物。 本草学者 、 地質学者 、 蘭学者 、 医者 、 殖産事業家 、 戯作者 、 浄瑠璃作者 、 俳人 、 蘭画家 、 発明家 。","https://ja.wikipedia.org/wiki/平賀源内","関東地方の史跡一覧","https://ja.wikipedia.org/wiki/関東地方の史跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"横山大観旧宅及び庭園","[横山大観旧宅及び庭園（よこやまたいかんきゅうたくおよびていえん）〔台東区〕2017年2月9日（名勝）] 横山大観記念館 （よこやまたいかんきねんかん）は、 東京都 台東区 池之端 にある 記念館 。近代 日本画 の巨匠として知られる 横山大観 を記念して、1976年（昭和51年）に開設された  。子孫が理事を務める公益財団法人横山大観記念館が運営している  。","https://ja.wikipedia.org/wiki/横山大観旧宅及び庭園","関東地方の史跡一覧","https://ja.wikipedia.org/wiki/関東地方の史跡一覧","箇条書き,制限あり","北緯35度42分43.8秒東経139度46分5.7秒","〒110-0008東京都台東区池之端1-4-24","北緯35度42分43.8秒東経139度46分5.7秒﻿ / ﻿北緯35.712167度 東経139.768250度﻿ /35.712167; 139.768250座標:北緯35度42分43.8秒東経139度46分5.7秒﻿ / ﻿北緯35.712167度 東経139.768250度﻿ /35.712167; 139.768250","","","","","","","","","","","","","","","","",""
"大塚先儒墓所","[大塚先儒墓所（おおつかせんじゅぼしょ）〔文京区〕] 大塚先儒墓所 （おおつか せんじゅ ぼしょ）は 東京都 文京区 にある 墓地 。 江戸時代 の 儒学者 が儒葬（ 儒教 式の葬式と祭祀）された。","https://ja.wikipedia.org/wiki/大塚先儒墓所","関東地方の史跡一覧","https://ja.wikipedia.org/wiki/関東地方の史跡一覧","箇条書き,制限あり","北緯35度43分23.0秒 東経139度43分43.5秒","","","","","","","","","","","","","","","","","","",""
"小石川植物園","[小石川植物園（御薬園跡および養生所跡）（こいしかわしょくぶつえん おやくえんあとおよびようじょうしょあと）〔文京区〕] 元々は東京大学が開設した施設ではなく、 江戸幕府 によって開園された 小石川御薬園 （こいしかわおやくえん）であった。幕府は、人口が増加しつつあった江戸で暮らす人々の薬になる植物（ 薬草 ）を育てる目的で、 1638年 （ 寛永 15年）に 麻布 と 大塚 に南北の薬園を設置したが、やがて大塚の薬園は廃止され、 1684年 （ 貞享 元年）、麻布の薬園を5代 将軍 徳川綱吉 の小石川にあった別邸に移設したものがこの御薬園である  。その後、8代 徳川吉宗 の時代になり敷地全部が薬草園として使われるようになる。1722年（ 享保 7年）、将軍への直訴制度として設置された 目安箱 に町医師 小川笙船 の投書で、江戸の貧病人のための「施薬院」設置が請願されると、下層民対策にも取り組んでいた吉宗は 江戸町奉行 の 大岡忠相 に命じて検討させ、当御薬園内に診療所を設けた。これが 小石川養生所 であり、 山本周五郎 の連作短編小説『 赤ひげ診療譚 』や、この作品を 映画 化した 黒澤明 監督 作品の『 赤ひげ 』は、養生所を舞台とした医師の物語である。のちに、養生所は江戸時代の 七分積金 をもとにした 東京市養育院 の設立（明治5年）につながった  。なお、御薬園は、忠相が庇護した 青木昆陽 が飢饉対策作物として享保20年に甘藷（ サツマイモ ）の試験栽培を行った所としても有名である。","https://ja.wikipedia.org/wiki/小石川植物園","関東地方の史跡一覧","https://ja.wikipedia.org/wiki/関東地方の史跡一覧","箇条書き,制限あり","北緯35度43分3秒東経139度44分47.5秒","〒112-0001東京都文京区白山三丁目7番1号","北緯35度43分3秒東経139度44分47.5秒﻿ / ﻿北緯35.71750度 東経139.746528度﻿ /35.71750; 139.746528座標:北緯35度43分3秒東経139度44分47.5秒﻿ / ﻿北緯35.71750度 東経139.746528度﻿ /35.71750; 139.746528","","","","","","","","","","","","","","","","",""
"高島秋帆","[高島秋帆墓（たかしましゅうはんのはか）〔文京区〕] 高島 秋帆 （たかしま しゅうはん）は、 江戸時代 後期から末期の 砲術 家。高島流砲術の創始者（流祖）。「火技之中興洋兵之開祖」と号すことを認められた。","https://ja.wikipedia.org/wiki/高島秋帆","関東地方の史跡一覧","https://ja.wikipedia.org/wiki/関東地方の史跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","糾之丞、四郎大夫、喜平（通称）、舜臣、子厚（号）、秋帆（号）","","","",""
"弥生 (文京区)","[弥生二丁目遺跡（やよいにちょうめいせき）〔文京区〕] 弥生 （やよい）は、 東京都 文京区 の 町名  。現行行政地名は弥生一丁目および弥生二丁目。 郵便番号 は113-0032  。","https://ja.wikipedia.org/wiki/弥生_(文京区)","関東地方の史跡一覧","https://ja.wikipedia.org/wiki/関東地方の史跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"湯島聖堂","[湯島聖堂（ゆしませいどう）〔文京区〕] 湯島聖堂 （ゆしませいどう）は、 東京都 文京区 湯島 一丁目にある史跡。江戸時代の 元禄 3年（1690年）、 江戸幕府 5代 将軍 徳川綱吉 によって建てられた 孔子廟 であり、後に幕府直轄の学問所となった。 JR 中央線 の 御茶ノ水駅 聖橋口からでて、 聖橋 を渡り右手の森の中にあり、「 日本の学校教育発祥の地 」の掲示がある。","https://ja.wikipedia.org/wiki/湯島聖堂","関東地方の史跡一覧","https://ja.wikipedia.org/wiki/関東地方の史跡一覧","箇条書き,制限あり","北緯35度42分2.8秒東経139度45分59.1秒","","","","","","","","","国の史跡","","","","","","","","","",""
"向島百花園","[向島百花園（むこうじまひゃっかえん）〔墨田区〕] 向島百花園 （むこうじまひゃっかえん）は、 東京都 墨田区 東向島 三丁目にある 都立庭園 で、 江戸時代 に発祥をもつ花園である。みどころは早春の 梅 と秋の 萩 である。 隅田川七福神 の発祥の地であり 佐原鞠塢 が所有していた、ともいわれる「 福禄寿 」が祭られている。","https://ja.wikipedia.org/wiki/向島百花園","関東地方の史跡一覧","https://ja.wikipedia.org/wiki/関東地方の史跡一覧","箇条書き,制限あり","北緯35度43分27.1秒東経139度48分55.6秒","東京都墨田区東向島三丁目","","","","","","","","","","","","","","","","","",""
"松平定信","[松平定信墓（まつだいらさだのぶのはか）〔江東区〕] 松平 定信 （まつだいら さだのぶ）は、 江戸時代 中期の 大名 、 老中 。 陸奥国 白河藩 3代藩主。 定綱 系久松松平家9代当主。 江戸幕府 8代 将軍 ・ 徳川吉宗 の孫に当たる。1787年から1793年まで 寛政の改革 を行った。定信は田沼の政策の経済政策をことごとく覆したとしばしば言われるが、しかし近年ではむしろ寛政の改革の政治は田沼時代のものと連続面があると重視され  、田沼時代の政策を継承しているとされる。","https://ja.wikipedia.org/wiki/松平定信","関東地方の史跡一覧","https://ja.wikipedia.org/wiki/関東地方の史跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","楽翁、花月翁、風月翁（号）、白河楽翁、たそがれの少将","","","",""
"常盤橋 (日本橋川)","[常盤橋門跡（ときわばしもんあと）〔千代田区・中央区〕] 常盤橋 （ときわばし）は、 東京都 千代田区 大手町 と 中央区 日本橋本石町 との間の 日本橋川 にかかる橋。常盤橋は２つあり、 江戸城 常盤橋門に通じる歩行者専用の石橋と 関東大震災 後の復興計画で建設された道路橋である。この2つの橋は共に2連アーチの構造を持ち70mほど離れて架けられている。区別するため石橋の方の「磐」の字は「般」に「 石 」が使われることがある。","https://ja.wikipedia.org/wiki/常盤橋_(日本橋川)","関東地方の史跡一覧","https://ja.wikipedia.org/wiki/関東地方の史跡一覧","箇条書き,制限あり","北緯35度41分7秒東経139度46分15秒","東京都千代田区-中央区間","","","","","","","","","","","","","","","","","",""
"江戸城","[江戸城外堀跡（えどじょうそとぼりあと）〔港区・新宿区・千代田区〕] 江戸城 （えどじょう）は、 武蔵国 豊嶋郡 江戸 （現在の 東京都 千代田区 千代田 ）にあった 日本の城 である。現在は 皇居 となっている  。","https://ja.wikipedia.org/wiki/江戸城","関東地方の史跡一覧","https://ja.wikipedia.org/wiki/関東地方の史跡一覧","箇条書き,制限あり","北緯35度41分17.97秒東経139度45分15.72秒","","北緯35度41分17.97秒東経139度45分15.72秒﻿ / ﻿北緯35.6883250度 東経139.7543667度﻿ /35.6883250; 139.7543667","江戸城","","","","","","","","","","","","千代田城","","輪郭式平城または平山城","太田道灌","現存櫓・門、石垣・土塁・堀"
"浅野長矩","[浅野長矩墓および赤穂義士墓（あさのながのりのはかおよびあこうぎしのはか）〔港区〕] 浅野 長矩 （あさの ながのり）は、 播磨 赤穂藩 の第3代藩主。 官位 は 従五位下 ・ 内匠頭 。 官名 から 浅野内匠頭 （あさの たくみのかみ）と呼称されることが多い。 江戸城 本丸大廊下（通称 松の廊下 ）にての刃傷とそれに続く 赤穂事件 で広く知られる。","https://ja.wikipedia.org/wiki/浅野長矩","関東地方の史跡一覧","https://ja.wikipedia.org/wiki/関東地方の史跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","又一郎、又市郎（通称）","","","",""
"荻生徂徠墓","[荻生徂徠墓（おぎゅうそらいのはか）〔港区〕] 荻生徂徠墓 （おぎゅうそらいはか）は 東京都 港区 三田四丁目 にある 荻生徂徠 の墓で、国の 史跡 。荻生徂徠は、 江戸時代 中期の儒学者・思想家・文献学者で、 徳川吉宗 に重用され、 古文辞学 を提唱して護園学派の祖となった人物である。","https://ja.wikipedia.org/wiki/荻生徂徠墓","関東地方の史跡一覧","https://ja.wikipedia.org/wiki/関東地方の史跡一覧","箇条書き,制限あり","北緯35度38分38.4秒 東経139度44分16.2秒","","","","","","","","","","","","","","","","","","",""
"国立科学博物館附属自然教育園","[旧白金御料地（きゅうしろがねごりょうち）〔港区〕（天然記念物）] 国立科学博物館附属 自然教育園 （こくりつかがくはくぶつかんふぞく しぜんきょういくえん）は、 東京都 港区 白金台 五丁目に存在する 国立科学博物館 附属の自然緑地である。","https://ja.wikipedia.org/wiki/国立科学博物館附属自然教育園","関東地方の史跡一覧","https://ja.wikipedia.org/wiki/関東地方の史跡一覧","箇条書き,制限あり","北緯35度38分17秒東経139度43分10秒","〒108-0071東京都港区白金台五丁目21番5号","北緯35度38分17秒東経139度43分10秒﻿ / ﻿北緯35.63806度 東経139.71944度﻿ /35.63806; 139.71944座標:北緯35度38分17秒東経139度43分10秒﻿ / ﻿北緯35.63806度 東経139.71944度﻿ /35.63806; 139.71944","","","","","","","","","","","","","","","","",""
"汐留駅 (国鉄)","[旧新橋停車場跡（きゅうしんばしていしゃじょうあと）〔港区〕] 汐留駅 （しおどめえき）は、 東京都 港区 東新橋 1丁目にあった 日本国有鉄道 （国鉄）の 駅 である。 東海道本線 の貨物支線（ 東海道貨物線 ）上にあった。","https://ja.wikipedia.org/wiki/汐留駅_(国鉄)","関東地方の史跡一覧","https://ja.wikipedia.org/wiki/関東地方の史跡一覧","箇条書き,制限あり","北緯35度39分57秒東経139度45分41秒","東京都港区東新橋一丁目北緯35度39分57秒東経139度45分41秒﻿ / ﻿北緯35.66583度 東経139.76139度﻿ /35.66583; 139.76139座標:北緯35度39分57秒東経139度45分41秒﻿ / ﻿北緯35.66583度 東経139.76139度﻿ /35.66583; 139.76139","","","","","","","","","","","","","","","","","",""
