"タイトル","コメント","URL","親リストタイトル","親リストURL","一覧抽出方法","座標","所在地","主祭神","位置","社格,等","例祭","創建","本殿の,様式","地図","主な神事","別名","札所等","神体","法人番号","国","地方","面積","総人口","人口密度","外部リンク"
"稲毛浅間神社","[稲毛浅間神社（千葉県千葉市稲毛区）] 稻毛浅間神社 （いなげせんげんじんじゃ）は、 千葉県 千葉市 稲毛区 稲毛にある 浅間神社 。 旧社格 は村社。 登記 上の 宗教法人 名称は 浅間神社 （せんげんじんじゃ）。 ちば遺産100選 に選定されている。","https://ja.wikipedia.org/wiki/稲毛浅間神社","神社一覧","https://ja.wikipedia.org/wiki/神社一覧","箇条書き,制限あり","北緯35度38分11.39秒東経140度4分57.14秒","千葉県千葉市稲毛区稲毛1-15-10","木花咲耶姫命瓊々杵命猿田彦命","北緯35度38分11.39秒東経140度4分57.14秒﻿ / ﻿北緯35.6364972度 東経140.0825389度﻿ /35.6364972; 140.0825389﻿ (稲毛浅間神社)座標:北緯35度38分11.39秒東経140度4分57.14秒﻿ / ﻿北緯35.6364972度 東経140.0825389度﻿ /35.6364972; 140.0825389﻿ (稲毛浅間神社)","村社","7月15日","大同3年（808年）","","浅間神社","","稻毛浅間神社、稲毛浅間神社","","","","","","","","",""
"仙台東照宮","[仙台東照宮（宮城県仙台市）] 仙台東照宮 （せんだいとうしょうぐう）は、 宮城県 仙台市 青葉区 東照宮にある 徳川家康 をまつる 神社 。 承応 3年（ 1654年 ）に 仙台藩2代藩主伊達忠宗 が創建した。正式名称は 東照宮 。","https://ja.wikipedia.org/wiki/仙台東照宮","神社一覧","https://ja.wikipedia.org/wiki/神社一覧","箇条書き,制限あり","北緯38度16分48.7秒東経140度53分6.3秒","宮城県仙台市青葉区東照宮一丁目6-1","東照大権現","北緯38度16分48.7秒東経140度53分6.3秒﻿ / ﻿北緯38.280194度 東経140.885083度﻿ /38.280194; 140.885083﻿ (仙台東照宮)座標:北緯38度16分48.7秒東経140度53分6.3秒﻿ / ﻿北緯38.280194度 東経140.885083度﻿ /38.280194; 140.885083﻿ (仙台東照宮)","県社","例祭（4月17日）神楽奉納（4月第3土日）神輿渡御（5年ごと）ほか","承応3年（1654年）","入母屋造","仙台東照宮仙台市中心部の地図を表示仙台東照宮宮城県の地図を表示","","","","","","","","","","",""
"宗佐厄神八幡神社","[宗佐厄神八幡神社（兵庫県加古川市）] 宗佐厄神八幡神社 （そうさやくじんはちまんじんじゃ）は、 兵庫県 加古川市 八幡町 野村  にある 神社 である。正式名称は 八幡神社 。通称は 宗佐の厄神さん 。厄除の大神として広く知られる。旧 社格 は 郷社 。","https://ja.wikipedia.org/wiki/宗佐厄神八幡神社","神社一覧","https://ja.wikipedia.org/wiki/神社一覧","箇条書き,制限あり","北緯34度47分3.7秒東経134度55分25.3秒","兵庫県加古川市八幡町野村580","品陀別命息長足媛命仲姫命","北緯34度47分3.7秒東経134度55分25.3秒﻿ / ﻿北緯34.784361度 東経134.923694度﻿ /34.784361; 134.923694﻿ (宗佐厄神八幡神社)座標:北緯34度47分3.7秒東経134度55分25.3秒﻿ / ﻿北緯34.784361度 東経134.923694度﻿ /34.784361; 134.923694﻿ (宗佐厄神八幡神社)","旧郷社","秋祭（10月上旬）","伝・天平感宝元年（749年）","入母屋造","宗佐厄神八幡神社","厄除大祭（2月18日・19日）","宗佐の厄神さん（通称）","","","","","","","","",""
"田縣神社","[田縣神社（愛知県小牧市）] 田縣神社 （たがたじんじゃ）は、 愛知県 小牧市 にある 神社 である。 式内小社 で、旧 社格 は 郷社 。毎年3月に行なわれる 豊年祭 で知られる。「縣」（あがた、けん）は「県」の 旧字体 （ 異体字 とされることもある）であり、 田県神社 と表記されることもある。","https://ja.wikipedia.org/wiki/田縣神社","神社一覧","https://ja.wikipedia.org/wiki/神社一覧","箇条書き,制限あり","北緯35度18分57.03秒東経136度56分28.19秒","愛知県小牧市田県町152","御歳神玉姫命","北緯35度18分57.03秒東経136度56分28.19秒﻿ / ﻿北緯35.3158417度 東経136.9411639度﻿ /35.3158417; 136.9411639座標:北緯35度18分57.03秒東経136度56分28.19秒﻿ / ﻿北緯35.3158417度 東経136.9411639度﻿ /35.3158417; 136.9411639","式内社（小）旧郷社","3月15日（豊年祭）","不詳","流造銅板葺","","","","","","","","","","","",""
"高砂神社","[高砂神社（兵庫県高砂市）] 高砂神社 （たかさごじんじゃ）は、 兵庫県 高砂市 にある 神社 。 相生の松 で知られ、 能 ・ 謡曲 の『 高砂 』の舞台の一つとも言われている。 旧社格 は県社。","https://ja.wikipedia.org/wiki/高砂神社","神社一覧","https://ja.wikipedia.org/wiki/神社一覧","箇条書き,制限あり","北緯34度44分37.7秒東経134度48分12.8秒","兵庫県高砂市高砂町東宮町190","素盞嗚尊大己貴命奇稲田姫","北緯34度44分37.7秒東経134度48分12.8秒﻿ / ﻿北緯34.743806度 東経134.803556度﻿ /34.743806; 134.803556座標:北緯34度44分37.7秒東経134度48分12.8秒﻿ / ﻿北緯34.743806度 東経134.803556度﻿ /34.743806; 134.803556","県社","10月10日・11日","","","高砂神社高砂神社 (兵庫県)","お面かけ神事船渡御","","","","","","","","","",""
"多賀大社","[本社：多賀大社（滋賀県多賀町）] 多賀大社 （たがたいしゃ）は、 滋賀県 犬上郡 多賀町 多賀にある 神社 。 式内社 で、 旧社格 は 官幣大社 で、現在は 神社本庁 の 別表神社 。","https://ja.wikipedia.org/wiki/多賀大社","神社一覧","https://ja.wikipedia.org/wiki/神社一覧","箇条書き,制限あり","北緯35度13分32秒東経136度17分28秒","滋賀県犬上郡多賀町多賀604","伊邪那岐命伊邪那美命","北緯35度13分32秒東経136度17分28秒﻿ / ﻿北緯35.22556度 東経136.29111度﻿ /35.22556; 136.29111﻿ (多賀大社)座標:北緯35度13分32秒東経136度17分28秒﻿ / ﻿北緯35.22556度 東経136.29111度﻿ /35.22556; 136.29111﻿ (多賀大社)","式内社（小）旧官幣大社別表神社","4月22日","伝・上古","三間社流造","多賀大社滋賀県の地図を表示多賀大社日本の地図を表示","","","神仏霊場巡拝の道第133番（滋賀第1番）","","","","","","","",""
"多賀神社 (松本市)","[多賀神社（長野県松本市）] 多賀神社 （たがじんじゃ）は、 長野県 松本市 出川町 にある 神社 である。","https://ja.wikipedia.org/wiki/多賀神社_(松本市)","神社一覧","https://ja.wikipedia.org/wiki/神社一覧","箇条書き,制限あり","北緯36度12分36.86秒東経137度58分22.91秒","長野県松本市出川町9-1","伊邪那岐大神伊邪那美大神","北緯36度12分36.86秒東経137度58分22.91秒﻿ / ﻿北緯36.2102389度 東経137.9730306度﻿ /36.2102389; 137.9730306","","9月10日","","","","","","","","","","","","","",""
"高石神社","[高石神社（大阪府高石市）] 高石神社 （たかしのじんじゃ、たかいしじんじゃ）は、 大阪府 高石市 にある 神社 。 旧社格 は 郷社  。","https://ja.wikipedia.org/wiki/高石神社","神社一覧","https://ja.wikipedia.org/wiki/神社一覧","箇条書き,制限あり","北緯34度31分39.5秒東経135度25分57.2秒","大阪府高石市高師浜4-1-19","少名彦名命天照大神熊野坐神","北緯34度31分39.5秒東経135度25分57.2秒﻿ / ﻿北緯34.527639度 東経135.432556度﻿ /34.527639; 135.432556﻿ (高石神社)座標:北緯34度31分39.5秒東経135度25分57.2秒﻿ / ﻿北緯34.527639度 東経135.432556度﻿ /34.527639; 135.432556﻿ (高石神社)","式内社（小）旧郷社","10月6日","不詳 （白雉年間？）","","高石神社","","","","","","","","","","",""
"高忍日賣神社","[高忍日賣神社（愛媛県松前町）] 高忍日賣神社 （たかおしひめじんじゃ、高忍日売神社）とは 愛媛県 伊予郡 松前町 にある神社。『 延喜式神名帳 』の 伊予国 伊予郡 にその名が記載されている。全国で唯一、高忍日賣大神を奉斎する神社であり、 産婆 ・ 乳母 の祖神として、特に全国の 助産師 や教育関係者等の崇敬を集めている。境内には村松志保子助産師顕彰会が建立した「母子と助産師の碑」があり、毎年3月8日にイベントが行われる。神紋は「十六弁の菊」と「五七の桐」とを用いている。例祭日は毎年10月13日・14日・15日である。","https://ja.wikipedia.org/wiki/高忍日賣神社","神社一覧","https://ja.wikipedia.org/wiki/神社一覧","箇条書き,制限あり","北緯33度47分22.5秒東経132度45分37秒","愛媛県伊予郡松前町大字徳丸387番地","高忍日賣大神","北緯33度47分22.5秒東経132度45分37秒﻿ / ﻿北緯33.789583度 東経132.76028度﻿ /33.789583; 132.76028座標:北緯33度47分22.5秒東経132度45分37秒﻿ / ﻿北緯33.789583度 東経132.76028度﻿ /33.789583; 132.76028","式内社","毎年10月13・14・15日","不詳","三間社流造","","どんど焼き、虫干祭、御堂めぐり","高忍様、高押穂明神","","","","","","","","",""
"高鴨神社","[高鴨神社（奈良県御所市）] 高鴨神社 （たかかもじんじゃ）は、 奈良県 御所市 鴨神の 金剛山 東山麓にある 神社 。 式内社 （ 名神大社 ）。旧 社格 は県社。","https://ja.wikipedia.org/wiki/高鴨神社","神社一覧","https://ja.wikipedia.org/wiki/神社一覧","箇条書き,制限あり","北緯34度24分29.5秒東経135度42分27.4秒","奈良県御所市鴨神1110","阿遅志貴高日子根命","北緯34度24分29.5秒東経135度42分27.4秒﻿ / ﻿北緯34.408194度 東経135.707611度﻿ /34.408194; 135.707611﻿ (高鴨神社)座標:北緯34度24分29.5秒東経135度42分27.4秒﻿ / ﻿北緯34.408194度 東経135.707611度﻿ /34.408194; 135.707611﻿ (高鴨神社)","式内社（名神大4座）旧県社","4月15日","","三間社流造","高鴨神社","","上鴨社","","","","","","","","",""
"高倉神社 (存在しないページ)","[高倉神社（三重県）]","https://ja.wikipedia.org/w/index.php?title=高倉神社&amp;action=edit&amp;redlink=1","神社一覧","https://ja.wikipedia.org/wiki/神社一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"高座結御子神社","[高座結御子神社（愛知県名古屋市）] 高座結御子神社 （たかくらむすびみこじんじゃ）は、 愛知県 名古屋市 熱田区 高蔵町 にある 神社 。 式内社 （ 名神大社 ）で、 熱田神宮 境外摂社。","https://ja.wikipedia.org/wiki/高座結御子神社","神社一覧","https://ja.wikipedia.org/wiki/神社一覧","箇条書き,制限あり","北緯35度8分7.47秒東経136度54分16.03秒","愛知県名古屋市熱田区高蔵町9-9","高倉下命","北緯35度8分7.47秒東経136度54分16.03秒﻿ / ﻿北緯35.1354083度 東経136.9044528度﻿ /35.1354083; 136.9044528﻿ (高座結御子神社)座標:北緯35度8分7.47秒東経136度54分16.03秒﻿ / ﻿北緯35.1354083度 東経136.9044528度﻿ /35.1354083; 136.9044528﻿ (高座結御子神社)","式内社（名神大）熱田神宮境外摂社","6月1日","（伝）天武天皇年間（673年-686年）","尾張造","","","","","","","","","","","",""
"高須神社 (存在しないページ)","[高須神社（大阪府堺市堺区）]","https://ja.wikipedia.org/w/index.php?title=高須神社&amp;action=edit&amp;redlink=1","神社一覧","https://ja.wikipedia.org/wiki/神社一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"高瀬神社","[高瀬神社（富山県）] 髙瀬神社 （たかせじんじゃ）は、 富山県 南砺市 高瀬にある 神社 。 式内社 、 越中国 一宮 。 旧社格 は 国幣小社 で、現在は 神社本庁 の 別表神社 。","https://ja.wikipedia.org/wiki/高瀬神社","神社一覧","https://ja.wikipedia.org/wiki/神社一覧","箇条書き,制限あり","北緯36度34分18.70秒東経136度56分53.70秒","富山県南砺市高瀬291","大己貴命","北緯36度34分18.70秒東経136度56分53.70秒﻿ / ﻿北緯36.5718611度 東経136.9482500度﻿ /36.5718611; 136.9482500﻿ (高瀬神社)","式内社（小）越中国一宮旧国幣小社別表神社","9月13日","（伝）景行天皇年間","流造","","","","","","","","","","","",""
"高天彦神社","[高天彦神社（奈良県御所市）] 高天彦神社 （たかまひこじんじゃ）は、 奈良県 御所市 北窪にある 神社 。 式内社 （ 名神大社 ）で、 旧社格 は 村社 。","https://ja.wikipedia.org/wiki/高天彦神社","神社一覧","https://ja.wikipedia.org/wiki/神社一覧","箇条書き,制限あり","北緯34度25分5.02秒東経135度41分45.42秒","奈良県御所市北窪158","高皇産霊神市杵嶋姫命菅原道真公","北緯34度25分5.02秒東経135度41分45.42秒﻿ / ﻿北緯34.4180611度 東経135.6959500度﻿ /34.4180611; 135.6959500﻿ (高天彦神社)座標:北緯34度25分5.02秒東経135度41分45.42秒﻿ / ﻿北緯34.4180611度 東経135.6959500度﻿ /34.4180611; 135.6959500﻿ (高天彦神社)","式内社（名神大）旧村社","10月5日","不詳","流造","","","彦沢権現","","白雲岳（神体山）","","","","","","",""
"多久比禮志神社","[多久比禮志神社（富山県富山市）] 多久比禮志神社 （たくひれしじんじゃ）は、 富山県 富山市 塩にある 神社 である。旧 社格 は 郷社 。鎮座地名から 塩宮 （しおのみや）ともいう。","https://ja.wikipedia.org/wiki/多久比禮志神社","神社一覧","https://ja.wikipedia.org/wiki/神社一覧","箇条書き,制限あり","北緯36度35分46秒東経137度11分24秒","富山県富山市塩690","彦火火出見命豐玉姫命鹽土老翁","北緯36度35分46秒東経137度11分24秒﻿ / ﻿北緯36.59611度 東経137.19000度﻿ /36.59611; 137.19000","式内社（小）・郷社","","672年（白鳳元年）","","","","塩宮","","","","","","","","",""
"武井神社","[武井神社（長野県長野市）] 武井神社 （たけいじんじゃ）は、 長野県 長野市 東町 に鎮座し、 妻科神社 ・ 湯福神社 とともに 善光寺 三社と言われる。その創立は定かではなく、 持統 5年（ 692年 ）頃ではないかという口伝もある。相殿神二柱は、後に合祀されたものである。","https://ja.wikipedia.org/wiki/武井神社","神社一覧","https://ja.wikipedia.org/wiki/神社一覧","箇条書き,制限あり","北緯36度39分23.47秒東経138度11分22.40秒","長野県長野市長野東町191番地","主神：建御名方命相殿神：前八坂刀売命・彦神別神","北緯36度39分23.47秒東経138度11分22.40秒﻿ / ﻿北緯36.6565194度 東経138.1895556度﻿ /36.6565194; 138.1895556","村社","","","","","","","","","","","","","","",""
"竹駒神社","[竹駒神社（宮城県岩沼市）] 竹駒神社 （たけこまじんじゃ）は、 宮城県 岩沼市 中心部にある 稲荷神社 である。 旧社格 は県社で、 第二次大戦後 は 神社本庁 の 別表神社 となった。","https://ja.wikipedia.org/wiki/竹駒神社","神社一覧","https://ja.wikipedia.org/wiki/神社一覧","箇条書き,制限あり","北緯38度6分18秒東経140度51分44.4秒","宮城県岩沼市稲荷町1-1","倉稲魂神","北緯38度6分18秒東経140度51分44.4秒﻿ / ﻿北緯38.10500度 東経140.862333度﻿ /38.10500; 140.862333﻿ (竹駒神社)座標:北緯38度6分18秒東経140度51分44.4秒﻿ / ﻿北緯38.10500度 東経140.862333度﻿ /38.10500; 140.862333﻿ (竹駒神社)","県社・別表神社","3月21日","（伝）承和9年（842年）","三間社流造","竹駒神社","","竹駒稲荷（旧称）武隈明神","","","","","","","","",""
