"タイトル","コメント","URL","親リストタイトル","親リストURL","一覧抽出方法","座標","所在地","位置","法人番号","文化財","宗派","創建年","本尊","山号","面積","開基","札所等","正式名","寺格","分類","別称","運営者","公式サイト","開山","公式HP"
"普門寺 (高槻市)","[普門寺庭園（高槻市）] 普門寺 （ふもんじ）は、 大阪府 高槻市 富田町 にある 臨済宗妙心寺派 の寺院。","https://ja.wikipedia.org/wiki/普門寺_(高槻市)","日本国指定名勝の一覧","https://ja.wikipedia.org/wiki/日本国指定名勝の一覧","箇条書き,制限あり","北緯34度49分49.99秒東経135度35分34.41秒","大阪府高槻市富田町4-10-10","北緯34度49分49.99秒東経135度35分34.41秒﻿ / ﻿北緯34.8305528度 東経135.5928917度﻿ /34.8305528; 135.5928917﻿ (普門寺 (高槻市))座標:北緯34度49分49.99秒東経135度35分34.41秒﻿ / ﻿北緯34.8305528度 東経135.5928917度﻿ /34.8305528; 135.5928917﻿ (普門寺 (高槻市))","5120905002198","本堂（重要文化財）庭園（国の名勝）","臨済宗妙心寺派","1390年（明徳元年）","釈迦如来十一面千手観音菩薩","慈雲山","","","","慈雲山 普門寺","","","","","","設巌",""
"箕面山","[箕面山（箕面市）] 箕面山 （みのおやま、みのお の やま）は、 大阪府 箕面市 に位置する 山 である。 北摂山系 に属する。通称「箕面の山」。","https://ja.wikipedia.org/wiki/箕面山","日本国指定名勝の一覧","https://ja.wikipedia.org/wiki/日本国指定名勝の一覧","箇条書き,制限あり","北緯34度51分1秒東経135度28分7秒","日本大阪府箕面市","北緯34度51分1秒東経135度28分7秒﻿ / ﻿北緯34.85028度 東経135.46861度﻿ /34.85028; 135.46861座標:北緯34度51分1秒東経135度28分7秒﻿ / ﻿北緯34.85028度 東経135.46861度﻿ /34.85028; 135.46861","","","","","","","","","","","","","","","","",""
"龍泉寺 (富田林市)","[龍泉寺庭園（富田林市）] 龍泉寺 （りゅうせんじ）は、 大阪府 富田林市 にある 高野山真言宗 の寺院。千数百年の歴史のある名刹である。","https://ja.wikipedia.org/wiki/龍泉寺_(富田林市)","日本国指定名勝の一覧","https://ja.wikipedia.org/wiki/日本国指定名勝の一覧","箇条書き,制限あり","北緯34度27分43.6秒東経135度35分51.6秒","大阪府富田林市龍泉888","北緯34度27分43.6秒東経135度35分51.6秒﻿ / ﻿北緯34.462111度 東経135.597667度﻿ /34.462111; 135.597667座標:北緯34度27分43.6秒東経135度35分51.6秒﻿ / ﻿北緯34.462111度 東経135.597667度﻿ /34.462111; 135.597667","3120105004798","仁王門（重要文化財）金剛力士像・聖徳太子立像（府指定文化財）龍泉寺庭園（国の名勝）","高野山真言宗","（伝）推古天皇2年（594年）","薬師如来","牛頭山","","（伝）蘇我馬子","河内飛鳥古寺霊場第11番","牛頭山醫王院龍泉寺","","","","","","",""
"岸和田城","[岸和田城庭園（八陣の庭）（岸和田市）] 岸和田城 （きしわだじょう）は、 大阪府 岸和田市 岸城町 にあった 日本の城 である。別名 千亀利城 （ちきりじょう）。 江戸時代 には 岸和田藩 の藩庁が置かれた。本丸庭園は国の 名勝   、城跡は大阪府の史跡に指定されている。本丸および二の丸一帯の4.9 ha は千亀利公園として岸和田市が管理している。","https://ja.wikipedia.org/wiki/岸和田城","日本国指定名勝の一覧","https://ja.wikipedia.org/wiki/日本国指定名勝の一覧","箇条書き,制限あり","北緯34度27分31.74秒東経135度22分14.81秒","","北緯34度27分31.74秒東経135度22分14.81秒﻿ / ﻿北緯34.4588167度 東経135.3707806度﻿ /34.4588167; 135.3707806﻿ (岸和田城)座標:北緯34度27分31.74秒東経135度22分14.81秒﻿ / ﻿北緯34.4588167度 東経135.3707806度﻿ /34.4588167; 135.3707806﻿ (岸和田城)","","","","","","","","","","","","","","","","",""
"豊中市","[西山氏庭園（青龍庭）（豊中市）] ","https://ja.wikipedia.org/wiki/豊中市","日本国指定名勝の一覧","https://ja.wikipedia.org/wiki/日本国指定名勝の一覧","箇条書き,制限あり","北緯34度46分53.4秒東経135度28分10.7秒","〒561-8501大阪府豊中市中桜塚三丁目1番1号北緯34度46分53.4秒東経135度28分10.7秒﻿ / ﻿北緯34.781500度 東経135.469639度﻿ /34.781500; 135.469639﻿ (豊中市)座標:北緯34度46分53.4秒東経135度28分10.7秒﻿ / ﻿北緯34.781500度 東経135.469639度﻿ /34.781500; 135.469639﻿ (豊中市)","","6000020272035","","","","","","36.39km2（境界未定部分あり）","","","","","","","","","",""
"太山寺安養院庭園","[安養院庭園（神戸市西区）] 安養院庭園 （あんよういんていえん）は、 兵庫県 神戸市 西区 に所在する 日本庭園 。国の 名勝 （1980年2月19日指定）  。","https://ja.wikipedia.org/wiki/太山寺安養院庭園","日本国指定名勝の一覧","https://ja.wikipedia.org/wiki/日本国指定名勝の一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"香住海岸","[香住海岸（美方郡香美町）] 香住海岸 （かすみかいがん）は、 兵庫県 美方郡 香美町 にある岩礁海岸。 山陰海岸国立公園 に属する  。国の 名勝  。","https://ja.wikipedia.org/wiki/香住海岸","日本国指定名勝の一覧","https://ja.wikipedia.org/wiki/日本国指定名勝の一覧","箇条書き,制限あり","北緯35度38分31.5秒東経134度37分15.5秒","日本兵庫県美方郡香美町","","","","","","","","","","","","","岩礁海岸","","","香住海岸香住町","",""
"旧大岡寺庭園","[旧大岡寺庭園（豊岡市）] 旧大岡寺庭園 （きゅうおおおかじていえん）は 兵庫県 豊岡市 にある 日本庭園 。国の 名勝 に指定されている。","https://ja.wikipedia.org/wiki/旧大岡寺庭園","日本国指定名勝の一覧","https://ja.wikipedia.org/wiki/日本国指定名勝の一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"慶野松原","[慶野松原（南あわじ市）] 慶野松原 （けいのまつばら）は、 淡路島 の西側、 播磨灘 に面した兵庫県 南あわじ市 松帆古津路から松帆慶野にある 松原 である  。国指定の 名勝 。","https://ja.wikipedia.org/wiki/慶野松原","日本国指定名勝の一覧","https://ja.wikipedia.org/wiki/日本国指定名勝の一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"但馬御火浦","[但馬御火浦（美方郡新温泉町・同香美町）] 但馬御火浦 （たじまみほのうら）は、 兵庫県 美方郡 香美町 と 新温泉町 にある、 香住海岸 西端の 伊笹岬 から 浜坂海岸 東端の観音山の間の約8キロメートルの 岩礁海岸 。 御火浦 という地名は、 漁火 に由来するとされる。","https://ja.wikipedia.org/wiki/但馬御火浦","日本国指定名勝の一覧","https://ja.wikipedia.org/wiki/日本国指定名勝の一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"田淵氏庭園","[田淵氏庭園（赤穂市）] 田淵氏庭園 （たぶちしていえん）は 兵庫県 赤穂市 にある 日本庭園 。 1987年 に国の 名勝 に指定された。 隣地に 赤穂市立田淵記念館 が建つ。","https://ja.wikipedia.org/wiki/田淵氏庭園","日本国指定名勝の一覧","https://ja.wikipedia.org/wiki/日本国指定名勝の一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"再度公園","[再度公園・再度山永久植生保存地・神戸外国人墓地（神戸市北区）] 再度公園 （ふたたびこうえん）は 兵庫県 神戸市 の 六甲山地 ・ 再度山 頂上の北に位置する 都市公園 。国指定の 名勝 で、 瀬戸内海国立公園 に属する。 公園内にある修法ヶ原池の畔は六甲連山屈指の 紅葉 の名所として知られている。","https://ja.wikipedia.org/wiki/再度公園","日本国指定名勝の一覧","https://ja.wikipedia.org/wiki/日本国指定名勝の一覧","箇条書き,制限あり","","日本兵庫県神戸市北区山田町","","","","","","","","51.5ヘクタール（515,000m2）","","","","","都市公園","","神戸市","","",""
"旧益習館庭園","[旧益習館庭園（洲本市）] 旧益習館庭園 （きゅうえきしゅうかんていえん）は 兵庫県 洲本市 にある 日本庭園 。2019年2月26日付で 淡路島 の庭園としては初めて 日本国の名勝 に指定されている。 ","https://ja.wikipedia.org/wiki/旧益習館庭園","日本国指定名勝の一覧","https://ja.wikipedia.org/wiki/日本国指定名勝の一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"平城京左京三条二坊宮跡庭園","[平城京左京三条二坊宮跡庭園（奈良市）] 平城京左京三条二坊宮跡庭園 （へいじょうきょうさきょうさんじょうにぼうみやあとていえん）は、 奈良県 奈良市 三条大路にある庭園遺構。国の 特別史跡 ・ 特別名勝 に指定されている。","https://ja.wikipedia.org/wiki/平城京左京三条二坊宮跡庭園","日本国指定名勝の一覧","https://ja.wikipedia.org/wiki/日本国指定名勝の一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"平城宮","[平城宮東院庭園（奈良市）] 平城宮 （へいじょうきゅう、へいぜいきゅう）は、 平城京 の 大内裏 。 1998年 （ 平成 10年）12月、「 古都奈良の文化財 」として 東大寺 などと共に 世界遺産 に登録された（考古遺跡としては日本初）。","https://ja.wikipedia.org/wiki/平城宮","日本国指定名勝の一覧","https://ja.wikipedia.org/wiki/日本国指定名勝の一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"飛鳥京跡","[飛鳥京跡苑池（高市郡明日香村）] 飛鳥京跡 （あすかきょうあと）は、 奈良県 高市郡 明日香村 にある 飛鳥時代 の 遺跡 である。 飛鳥古京跡 （あすかこきょうあと）とも称する。 飛鳥京 、すなわち 都市 としての 飛鳥 における遺跡群の総称であり、 大王 および 天皇 の歴代の 宮 や 官衙 、 豪族 の 邸宅 や 寺院 など 大和朝廷 の支配拠点となる建造物、および 広場 、 道路 など都市関連遺跡の総体である。","https://ja.wikipedia.org/wiki/飛鳥京跡","日本国指定名勝の一覧","https://ja.wikipedia.org/wiki/日本国指定名勝の一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"依水園","[依水園（奈良市）] 依水園 （いすいえん）は 奈良県 奈良市 にある 池泉回遊式庭園 （ 日本庭園 ）。国の 名勝 に指定されている。","https://ja.wikipedia.org/wiki/依水園","日本国指定名勝の一覧","https://ja.wikipedia.org/wiki/日本国指定名勝の一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"円成寺","[円成寺庭園（奈良市）] 円成寺 （えんじょうじ）は、 奈良県 奈良市 忍辱山町（にんにくせんちょう）にある 真言宗御室派 の 寺院 。 山号 は忍辱山（にんにくせん）。 本尊 は 阿弥陀如来 。奈良市街東方の 柳生街道 沿いに位置する 古寺 で、 仏師 ・ 運慶 のもっとも初期の作品である 国宝 ・ 大日如来 像を所蔵する。","https://ja.wikipedia.org/wiki/円成寺","日本国指定名勝の一覧","https://ja.wikipedia.org/wiki/日本国指定名勝の一覧","箇条書き,制限あり","北緯34度41分44.98秒東経135度54分55.42秒","奈良県奈良市忍辱山町1273","北緯34度41分44.98秒東経135度54分55.42秒﻿ / ﻿北緯34.6958278度 東経135.9153944度﻿ /34.6958278; 135.9153944座標:北緯34度41分44.98秒東経135度54分55.42秒﻿ / ﻿北緯34.6958278度 東経135.9153944度﻿ /34.6958278; 135.9153944","1150005000054","春日堂、白山堂、木造大日如来坐像（国宝）本堂、楼門、宇賀神本殿、石造五輪塔、木造阿弥陀如来坐像、木造四天王立像（重要文化財）庭園（名勝）","真言宗御室派","伝・天平勝宝8年（756年）","阿弥陀如来（重要文化財）","忍辱山","","聖武・孝謙両天皇（勅願）","大和十三仏霊場第12番","忍辱山円成寺","","","","","","伝・虚瀧","忍辱山 円成寺"
"旧大乗院庭園","[旧大乗院庭園（奈良市）] 旧大乗院庭園 （きゅうだいじょういんていえん）は 奈良県 奈良市 高畑町 にある 日本庭園 。国の 名勝 。","https://ja.wikipedia.org/wiki/旧大乗院庭園","日本国指定名勝の一覧","https://ja.wikipedia.org/wiki/日本国指定名勝の一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"慈光院","[慈光院庭園（大和郡山市）] 慈光院 （じこういん）は、 奈良県 大和郡山市 小泉町にある 臨済宗大徳寺派 の寺院である。山号は円通山。本尊は 釈迦如来 。 石州流 茶道 の祖・ 小泉藩主 片桐石見守貞昌（石州） が創建した。","https://ja.wikipedia.org/wiki/慈光院","日本国指定名勝の一覧","https://ja.wikipedia.org/wiki/日本国指定名勝の一覧","箇条書き,制限あり","北緯34度37分55.3秒東経135度45分28.8秒","奈良県大和郡山市小泉町865","北緯34度37分55.3秒東経135度45分28.8秒﻿ / ﻿北緯34.632028度 東経135.758000度﻿ /34.632028; 135.758000座標:北緯34度37分55.3秒東経135度45分28.8秒﻿ / ﻿北緯34.632028度 東経135.758000度﻿ /34.632028; 135.758000","5150005002690","書院・茶室（国の重要文化財）庭園（国の名勝及び史跡）","大徳寺派","寛文3年（1663年）","釈迦如来","円通山","","片桐貞昌","","円通山慈光院","","","茶の湯の寺","","","玉舟",""
