"タイトル","コメント","URL","親リストタイトル","親リストURL","一覧抽出方法","座標","所属路線","キロ程","所属事業者","駅構造","開業年月日","ホーム","所在地","備考","電報略号","駅番号","乗車人員,-統計年度-","乗降人員,-統計年度-","乗換","乗降人員,-統計年次-","製造所","編成","電気方式","最高運転速度","車両定員"
"浅海井駅","[浅海井駅（あざむいえき）] 浅海井駅 （あざむいえき）は、 大分県 佐伯市 上浦大字浅海井浦にある、 九州旅客鉄道 （JR九州） 日豊本線 の 駅 である  。","https://ja.wikipedia.org/wiki/浅海井駅","日本の鉄道駅一覧 あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯33度2分37.4秒東経131度55分9.3秒","■日豊本線","188.2 km（小倉起点）","九州旅客鉄道（JR九州）","地上駅","1916年（大正5年）10月25日","1面2線","大分県佐伯市上浦大字浅海井浦北緯33度2分37.4秒東経131度55分9.3秒﻿ / ﻿北緯33.043722度 東経131.919250度﻿ /33.043722; 131.919250座標:北緯33度2分37.4秒東経131度55分9.3秒﻿ / ﻿北緯33.043722度 東経131.919250度﻿ /33.043722; 131.919250","無人駅","アム","","72人/日（降車客含まず）-2015年-","145人/日-2015年-","","","","","","",""
"浅虫温泉駅","[浅虫温泉駅（あさむしおんせんえき）] 浅虫温泉駅 （あさむしおんせんえき）は、 青森県 青森市 大字浅虫字螢谷（ほたるだに）にある、 青い森鉄道 青い森鉄道線 の 駅 である。","https://ja.wikipedia.org/wiki/浅虫温泉駅","日本の鉄道駅一覧 あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯40度53分27.56秒東経140度51分43.92秒","■青い森鉄道線","104.7km（目時起点）東京から722.0 km","青い森鉄道","地上駅","1891年（明治24年）9月1日","2面3線","青森県青森市大字浅虫字螢谷70北緯40度53分27.56秒東経140度51分43.92秒﻿ / ﻿北緯40.8909889度 東経140.8622000度﻿ /40.8909889; 140.8622000座標:北緯40度53分27.56秒東経140度51分43.92秒﻿ / ﻿北緯40.8909889度 東経140.8622000度﻿ /40.8909889; 140.8622000","直営駅*1986年に浅虫駅から改称。","ムシ","","","682人/日-2017年-","","","","","","",""
"朝里駅","[朝里駅（あさりえき・北海道旅客鉄道函館本線）] 朝里駅 （あさりえき）は、 北海道 小樽市 朝里 1丁目にある、 北海道旅客鉄道 （JR北海道） 函館本線 の 駅 である。 駅番号 は S12 。 電報略号 は アリ 。","https://ja.wikipedia.org/wiki/朝里駅","日本の鉄道駅一覧 あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯43度10分36.7秒東経141度3分51.8秒","■函館本線","259.3 km（函館起点）","北海道旅客鉄道（JR北海道）","地上駅","1880年（明治13年）11月28日","2面2線","北海道小樽市朝里1丁目北緯43度10分36.7秒東経141度3分51.8秒﻿ / ﻿北緯43.176861度 東経141.064389度﻿ /43.176861; 141.064389","無人駅","アリ","○S12","","620人/日-2014年-","","","","","","",""
"浅利駅","[浅利駅（あさりえき・西日本旅客鉄道山陰本線）] 浅利駅 （あさりえき）は、 島根県 江津市 浅利町にある、 西日本旅客鉄道 （JR西日本） 山陰本線 の 駅 。 快速列車については 益田駅 から 湯里駅 まで各駅に停車する上り1本のみが停車する。","https://ja.wikipedia.org/wiki/浅利駅","日本の鉄道駅一覧 あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯35度2分12.62秒東経132度16分29.63秒","D山陰本線","448.0 km（京都起点）","西日本旅客鉄道（JR西日本）","地上駅","1918年（大正7年）11月25日","1面1線","島根県江津市浅利町102北緯35度2分12.62秒東経132度16分29.63秒﻿ / ﻿北緯35.0368389度 東経132.2748972度﻿ /35.0368389; 132.2748972﻿ (浅利駅)","無人駅","サリ","","37人/日（降車客含まず）-2018年-","","","","","","","",""
"足尾駅","[足尾駅（あしおえき）] 足尾駅 （あしおえき）は、 栃木県 日光市 足尾町掛水にある わたらせ渓谷鐵道 わたらせ渓谷線 の 駅 である。 駅番号 は WK16 。","https://ja.wikipedia.org/wiki/足尾駅","日本の鉄道駅一覧 あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯36度38分29.99秒東経139度26分52.70秒","■わたらせ渓谷線","42.8 km（桐生起点）","わたらせ渓谷鐵道","地上駅","1912年（大正元年）12月31日","2面2線","栃木県日光市足尾町掛水6北緯36度38分29.99秒東経139度26分52.70秒﻿ / ﻿北緯36.6416639度 東経139.4479722度﻿ /36.6416639; 139.4479722座標:北緯36度38分29.99秒東経139度26分52.70秒﻿ / ﻿北緯36.6416639度 東経139.4479722度﻿ /36.6416639; 139.4479722","","アシ","WK16","","57人/日-2018年-","","","","","","",""
"味岡駅","[味岡駅（あじおかえき）] 味岡駅 （あじおかえき）は、 愛知県 小牧市 岩崎にある 名鉄 小牧線 の 駅 である。駅番号は KM04 。","https://ja.wikipedia.org/wiki/味岡駅","日本の鉄道駅一覧 あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯35度18分33.2秒東経136度56分25秒","小牧線","12.4 km（上飯田起点）","名古屋鉄道","高架駅","1931年（昭和6年）4月29日","1面1線","愛知県小牧市岩崎143北緯35度18分33.2秒東経136度56分25秒﻿ / ﻿北緯35.309222度 東経136.94028度﻿ /35.309222; 136.94028座標:北緯35度18分33.2秒東経136度56分25秒﻿ / ﻿北緯35.309222度 東経136.94028度﻿ /35.309222; 136.94028","無人駅（駅集中管理システム導入駅）*1987年高架化","","KM  04 ","","4,942人/日-2019年-","","","","","","",""
"阿字ヶ浦駅","[阿字ヶ浦駅（あじがうらえき）] 阿字ヶ浦駅 （あじがうらえき）は、 茨城県 ひたちなか市 阿字ヶ浦町にある ひたちなか海浜鉄道 湊線 の 駅 。同線の終着駅である。","https://ja.wikipedia.org/wiki/阿字ヶ浦駅","日本の鉄道駅一覧 あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯36度23分0.56秒東経140度36分44.78秒","湊線","14.3 km（勝田起点）","ひたちなか海浜鉄道","地上駅（終着駅）","1928年7月7日","1面2線*","茨城県ひたちなか市阿字ヶ浦町204-4北緯36度23分0.56秒東経140度36分44.78秒﻿ / ﻿北緯36.3834889度 東経140.6124389度﻿ /36.3834889; 140.6124389座標:北緯36度23分0.56秒東経140度36分44.78秒﻿ / ﻿北緯36.3834889度 東経140.6124389度﻿ /36.3834889; 140.6124389","*乗降は片側のみ。","","","","","","","","","","",""
"足利駅","[足利駅（あしかがえき）] 足利駅 （あしかがえき）は、 栃木県 足利市 伊勢町一丁目にある、 東日本旅客鉄道 （JR東日本） 両毛線 の 駅 である  。","https://ja.wikipedia.org/wiki/足利駅","日本の鉄道駅一覧 あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯36度19分55.39秒東経139度27分21.77秒","■両毛線","38.2 km（小山起点）","東日本旅客鉄道（JR東日本）","地上駅","1888年（明治21年）5月22日","2面2線","栃木県足利市伊勢町一丁目118北緯36度19分55.39秒東経139度27分21.77秒﻿ / ﻿北緯36.3320528度 東経139.4560472度﻿ /36.3320528; 139.4560472座標:北緯36度19分55.39秒東経139度27分21.77秒﻿ / ﻿北緯36.3320528度 東経139.4560472度﻿ /36.3320528; 139.4560472","直営駅（管理駅）","アカ","","2,326人/日（降車客含まず）-2020年-","","","","","","","",""
"足利市駅","[足利市駅（あしかがしえき）] ↑ 東武和泉駅","https://ja.wikipedia.org/wiki/足利市駅","日本の鉄道駅一覧 あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯36度19分46.14秒東経139度26分53.07秒","■伊勢崎線","86.8 km（浅草起点）","東武鉄道","高架駅","1907年（明治40年）8月27日","1面2線","栃木県足利市南町3694北緯36度19分46.14秒東経139度26分53.07秒﻿ / ﻿北緯36.3294833度 東経139.4480750度﻿ /36.3294833; 139.4480750﻿ (足利市駅*)座標:北緯36度19分46.14秒東経139度26分53.07秒﻿ / ﻿北緯36.3294833度 東経139.4480750度﻿ /36.3294833; 139.4480750﻿ (足利市駅*)","*1924年足利町駅から改称。業務委託駅","アシ","TI15","","6,010人/日-2019年-","","","","","","",""
"あしかがフラワーパーク駅","[あしかがフラワーパーク駅] あしかがフラワーパーク駅 （あしかがフラワーパークえき）は、 栃木県 足利市 迫間町字本郷にある、 東日本旅客鉄道 （JR東日本） 両毛線 の 駅 である   。 2018年 4月1日 に開業した   。","https://ja.wikipedia.org/wiki/あしかがフラワーパーク駅","日本の鉄道駅一覧 あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯36度18分54.6秒東経139度31分7秒","■両毛線","32.0 km（小山起点）","東日本旅客鉄道（JR東日本）","地上駅","2018年（平成30年）4月1日","1面1線","栃木県足利市迫間町字本郷533番北緯36度18分54.6秒東経139度31分7秒﻿ / ﻿北緯36.315167度 東経139.51861度﻿ /36.315167; 139.51861座標:北緯36度18分54.6秒東経139度31分7秒﻿ / ﻿北緯36.315167度 東経139.51861度﻿ /36.315167; 139.51861","無人駅（自動券売機 有）","アフ","","","","","","","","","",""
"芦ヶ久保駅","[芦ヶ久保駅（あしがくぼえき）] 芦ヶ久保駅 （あしがくぼえき）は、 埼玉県 秩父郡 横瀬町 芦ヶ久保にある、 西武鉄道 西武秩父線 の 駅 。駅番号は SI34 。","https://ja.wikipedia.org/wiki/芦ヶ久保駅","日本の鉄道駅一覧 あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯35度58分35.62秒東経139度8分9.55秒","■西武秩父線","12.4 km（吾野起点）池袋から70.2 km","西武鉄道","地上駅","1969年（昭和44年）10月14日","1面2線","埼玉県秩父郡横瀬町芦ヶ久保1925北緯35度58分35.62秒東経139度8分9.55秒﻿ / ﻿北緯35.9765611度 東経139.1359861度﻿ /35.9765611; 139.1359861﻿ (芦ヶ久保駅)座標:北緯35度58分35.62秒東経139度8分9.55秒﻿ / ﻿北緯35.9765611度 東経139.1359861度﻿ /35.9765611; 139.1359861﻿ (芦ヶ久保駅)","","","SI34","","340人/日-2019年-","","","","","","",""
"鰺ケ沢駅","[鰺ケ沢駅（あじがさわえき）] 鰺ケ沢駅 （あじがさわえき）は、 青森県 西津軽郡 鰺ヶ沢町 大字舞戸町（まいとまち）字下富田にある、 東日本旅客鉄道 （JR東日本） 五能線 の 駅 である  。","https://ja.wikipedia.org/wiki/鰺ケ沢駅","日本の鉄道駅一覧 あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯40度46分31.36秒 東経140度13分14.31秒","■五能線","103.8 km（東能代起点）","東日本旅客鉄道（JR東日本）","地上駅","1925年（大正14年）5月15日","2面2線","","業務委託駅みどりの窓口有","アチ","","254人/日（降車客含まず）-2019年-","","","","","","","",""
"海鹿島駅","[海鹿島駅（あしかじまえき）] 海鹿島駅 （あしかじまえき）は、 千葉県 銚子市 小畑新町にある、 銚子電気鉄道 銚子電気鉄道線 の 駅 である。 駅番号 は CD07 。千葉県及び 関東地方 の 最東端に位置する駅 である。","https://ja.wikipedia.org/wiki/海鹿島駅","日本の鉄道駅一覧 あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯35度43分18.4秒東経140度51分48.8秒","■銚子電気鉄道線","3.6 km（銚子起点）","銚子電気鉄道","地上駅","1923年（大正12年）7月5日","1面1線","千葉県銚子市小畑新町8505-1北緯35度43分18.4秒東経140度51分48.8秒﻿ / ﻿北緯35.721778度 東経140.863556度﻿ /35.721778; 140.863556座標:北緯35度43分18.4秒東経140度51分48.8秒﻿ / ﻿北緯35.721778度 東経140.863556度﻿ /35.721778; 140.863556","無人駅","","CD07","84人/日（降車客含まず）-2018年-","","","","","","","",""
"足ケ瀬駅","[足ケ瀬駅（あしがせえき）] 足ケ瀬駅 （あしがせえき）は、 岩手県 遠野市 上郷町細越にある、 東日本旅客鉄道 （JR東日本） 釜石線 の 駅 である。","https://ja.wikipedia.org/wiki/足ケ瀬駅","日本の鉄道駅一覧 あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯39度15分17.31秒東経141度38分44.48秒","■釜石線","61.2 km（花巻起点）","東日本旅客鉄道（JR東日本）","地上駅","1915年（大正4年）11月23日","1面2線","岩手県遠野市上郷町細越38北緯39度15分17.31秒東経141度38分44.48秒﻿ / ﻿北緯39.2548083度 東経141.6456889度﻿ /39.2548083; 141.6456889座標:北緯39度15分17.31秒東経141度38分44.48秒﻿ / ﻿北緯39.2548083度 東経141.6456889度﻿ /39.2548083; 141.6456889","無人駅","アセ","","","","","","","","","",""
"足柄駅 (神奈川県)","[足柄駅 (神奈川県)（あしがらえき・小田急小田原線）] 足柄駅 （あしがらえき）は、 神奈川県 小田原市 扇町三丁目にある、 小田急電鉄 小田原線 の 駅 である。駅番号は OH 46 。","https://ja.wikipedia.org/wiki/足柄駅_(神奈川県)","日本の鉄道駅一覧 あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯35度16分18秒東経139度9分16秒","小田原線","80.8 km（新宿起点）","小田急電鉄","地上駅","1927年（昭和2年）4月1日","2面3線","神奈川県小田原市扇町三丁目32-27北緯35度16分18秒東経139度9分16秒﻿ / ﻿北緯35.27167度 東経139.15444度﻿ /35.27167; 139.15444﻿ (足柄駅)座標:北緯35度16分18秒東経139度9分16秒﻿ / ﻿北緯35.27167度 東経139.15444度﻿ /35.27167; 139.15444﻿ (足柄駅)","","","OH46","","3,893人/日-2019年-","","","","","","",""
"足柄駅 (静岡県)","[足柄駅 (静岡県)（あしがらえき・東海旅客鉄道御殿場線）] 足柄駅 （あしがらえき）は、 静岡県 駿東郡 小山町 竹之下にある、 東海旅客鉄道 （JR東海） 御殿場線 の 駅 である。 駅番号 は CB09 。","https://ja.wikipedia.org/wiki/足柄駅_(静岡県)","日本の鉄道駅一覧 あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯35度19分58.99秒東経138度58分53.47秒","CB御殿場線","28.9 km（国府津起点）","東海旅客鉄道（JR東海）","地上駅","1947年（昭和22年）9月15日","1面2線","静岡県駿東郡小山町竹之下4011北緯35度19分58.99秒東経138度58分53.47秒﻿ / ﻿北緯35.3330528度 東経138.9815194度﻿ /35.3330528; 138.9815194座標:北緯35度19分58.99秒東経138度58分53.47秒﻿ / ﻿北緯35.3330528度 東経138.9815194度﻿ /35.3330528; 138.9815194","駅員無配置駅","アラ","CB  09 ","450人/日（降車客含まず）-2019年-","","","","","","","",""
"芦川駅 (山梨県)","[芦川駅（あしがわえき）] 芦川駅 （あしがわえき）は、 山梨県 西八代郡 市川三郷町 上野にある、 東海旅客鉄道 （JR東海） 身延線 の 駅 である。","https://ja.wikipedia.org/wiki/芦川駅_(山梨県)","日本の鉄道駅一覧 あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯35度33分46.32秒東経138度30分39.32秒","CC身延線","71.7 km（富士起点）","東海旅客鉄道（JR東海）","地上駅","1929年（昭和4年）2月11日","1面1線","山梨県西八代郡市川三郷町上野北緯35度33分46.32秒東経138度30分39.32秒﻿ / ﻿北緯35.5628667度 東経138.5109222度﻿ /35.5628667; 138.5109222座標:北緯35度33分46.32秒東経138度30分39.32秒﻿ / ﻿北緯35.5628667度 東経138.5109222度﻿ /35.5628667; 138.5109222","無人駅","アシ","","82人/日（降車客含まず）-2018年-","","","","","","","",""
