"タイトル","コメント","URL","親リストタイトル","親リストURL","一覧抽出方法","座標","所在地","位置","開館","管理運営","事業主体","専門分野","公式サイト","正式名称","アクセス","面積","愛称","種数","館長","前身","頭数","主な飼育動物","水槽総容量","最大水槽容量","来園者数"
"くるめウス (存在しないページ)","[くるめウス（福岡県久留米市）]","https://ja.wikipedia.org/w/index.php?title=くるめウス&amp;action=edit&amp;redlink=1","日本の水族館","https://ja.wikipedia.org/wiki/日本の水族館","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"やながわ有明海水族館 (存在しないページ)","[やながわ有明海水族館（旧・おきのはた水族館、福岡県柳川市）]","https://ja.wikipedia.org/w/index.php?title=やながわ有明海水族館&amp;action=edit&amp;redlink=1","日本の水族館","https://ja.wikipedia.org/wiki/日本の水族館","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"長崎ペンギン水族館","[長崎ペンギン水族館（旧・長崎水族館、長崎県長崎市）★] 長崎ペンギン水族館 （ながさきぺんぎんすいぞくかん）は、 長崎県 長崎市 宿町にある市立の 水族館 。 ペンギン 9種180羽とその他水族165種9,700点を飼育している。","https://ja.wikipedia.org/wiki/長崎ペンギン水族館","日本の水族館","https://ja.wikipedia.org/wiki/日本の水族館","箇条書き,制限あり","北緯32度45分29.3秒東経129度56分48.6秒","〒851-0121長崎県長崎市宿町3番地16","北緯32度45分29.3秒東経129度56分48.6秒﻿ / ﻿北緯32.758139度 東経129.946833度﻿ /32.758139; 129.946833座標:北緯32度45分29.3秒東経129度56分48.6秒﻿ / ﻿北緯32.758139度 東経129.946833度﻿ /32.758139; 129.946833","2001年4月22日","一般財団法人 長崎ロープウェイ・水族館（指定管理者）","長崎市","ペンギン","","長崎ペンギン水族館","","","","","","長崎水族館","","","","",""
"諫早ゆうゆうランド干拓の里 むつごろう水族館 (存在しないページ)","[諫早ゆうゆうランド干拓の里 むつごろう水族館（長崎県諫早市）]","https://ja.wikipedia.org/w/index.php?title=諫早ゆうゆうランド干拓の里_むつごろう水族館&amp;action=edit&amp;redlink=1","日本の水族館","https://ja.wikipedia.org/wiki/日本の水族館","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"九十九島パールシーリゾート","[九十九島パールシーリゾート（旧・西海パールシーリゾート、長崎県佐世保市）] 九十九島パールシーリゾート （くじゅうくしま Pearl sea resort）は、 長崎県 佐世保市 にある、佐世保市立の 水族館 ・ 遊覧船 ・ 飲食店 ・土産物店などの複合施設である。2014年4月1日に「西海パールシーリゾート」（さいかい- ）から名称変更された  。","https://ja.wikipedia.org/wiki/九十九島パールシーリゾート","日本の水族館","https://ja.wikipedia.org/wiki/日本の水族館","箇条書き,制限あり","","〒858-0922長崎県佐世保市鹿子前町1055番地","","1994年","させぼパール・シー株式会社（指定管理者）","佐世保市","佐世保近郊の自然","","九十九島パールシーリゾート西海国立公園九十九島水族館","","","海きらら","","","","","","","",""
"大分マリーンパレス水族館","[大分マリーンパレス水族館 うみたまご（旧・大分生態水族館マリーンパレス、大分県大分市）★] 大分マリーンパレス水族館 （おおいたマリーンパレスすいぞくかん）は、 大分県 大分市 の 高崎山 下海岸にある 水族館 である。通称は、 うみたまご 。","https://ja.wikipedia.org/wiki/大分マリーンパレス水族館","日本の水族館","https://ja.wikipedia.org/wiki/日本の水族館","箇条書き,制限あり","北緯33度15分31.6秒東経131度32分8.0秒","〒870-0872大分市大字神崎字ウト3078番地の22（高崎山下海岸）","北緯33度15分31.6秒東経131度32分8.0秒﻿ / ﻿北緯33.258778度 東経131.535556度﻿ /33.258778; 131.535556座標:北緯33度15分31.6秒東経131度32分8.0秒﻿ / ﻿北緯33.258778度 東経131.535556度﻿ /33.258778; 131.535556","2004年（平成16年）4月1日","","株式会社マリーンパレス","","","大分マリーンパレス水族館「うみたまご」","","","うみたまご","","","大分生態水族館 マリーンパレス","","","3,350t","1,250t",""
"うみたま体験パーク「つくみイルカ島」","[うみたま体験パーク「つくみイルカ島」（旧・津久見市仙水遊漁センター、大分県津久見市）] うみたま体験パーク「つくみイルカ島」 （うみたまたいけんパーク つくみイルカじま）は、 大分県 津久見市 大字四浦にある 水族館 である。 2011年 4月2日 にオープンした  。","https://ja.wikipedia.org/wiki/うみたま体験パーク「つくみイルカ島」","日本の水族館","https://ja.wikipedia.org/wiki/日本の水族館","箇条書き,制限あり","北緯33度04分13秒東経131度57分18秒","〒879-2683大分県津久見市大字四浦2218番地10","北緯33度04分13秒東経131度57分18秒﻿ / ﻿北緯33.07028度 東経131.95500度﻿ /33.07028; 131.95500座標:北緯33度04分13秒東経131度57分18秒﻿ / ﻿北緯33.07028度 東経131.95500度﻿ /33.07028; 131.95500","2011年4月2日","","株式会社マリーンパレス、津久見市","イルカ","","うみたま体験パーク「つくみイルカ島」","","","つくみイルカ島","","","","","","","",""
"道の駅やよい","[番匠おさかな館（大分県佐伯市、道の駅やよい内）] 道の駅やよい （みちのえき やよい）は、 大分県 佐伯市 弥生にある 国道10号 の 道の駅 である。","https://ja.wikipedia.org/wiki/道の駅やよい","日本の水族館","https://ja.wikipedia.org/wiki/日本の水族館","箇条書き,制限あり","北緯32度57分52秒東経131度50分19秒","〒876-0112大分県佐伯市弥生大字上小倉898-1","","","","","","","","","","","","","","","","","",""
"阿蘇ファームランド","[わくわく水族感アクア（熊本県阿蘇郡南阿蘇村、阿蘇ファームランド内）] 阿蘇ファームランド （あそファームランド）は、 熊本県 阿蘇郡 南阿蘇村 にある公園。園内には、癒・泊・動・栽・食・買の6つのテーマに分けた施設がある。 1995年 4月14日 に開業した。","https://ja.wikipedia.org/wiki/阿蘇ファームランド","日本の水族館","https://ja.wikipedia.org/wiki/日本の水族館","箇条書き,制限あり","北緯32度53分48.7秒東経131度0分19.4秒","〒869-1404熊本県阿蘇郡南阿蘇村河陽5579-3","北緯32度53分48.7秒東経131度0分19.4秒﻿ / ﻿北緯32.896861度 東経131.005389度﻿ /32.896861; 131.005389座標:北緯32度53分48.7秒東経131度0分19.4秒﻿ / ﻿北緯32.896861度 東経131.005389度﻿ /32.896861; 131.005389","","株式会社　阿蘇ファームランド","","","阿蘇ファームランド","","","","","","","","","","","",""
"わくわく海中水族館シードーナツ","[わくわく海中水族館シードーナツ（熊本県上天草市）] わくわく海中水族館シードーナツ （わくわくかいちゅうすいぞくかんしーどーなつ）は、 熊本県 上天草市 にある 天草パールセンター が運営する海中 水族館 。日本でも数少ない海に浮かべた船が水族館となっている   。ドーナッツ型の水族館内をめぐると、世界の海を1周できるような展示となっている  。","https://ja.wikipedia.org/wiki/わくわく海中水族館シードーナツ","日本の水族館","https://ja.wikipedia.org/wiki/日本の水族館","箇条書き,制限あり","北緯32度31分47.4秒東経130度25分42.1秒","熊本県上天草市海中水族館-地理院地図海中水族館-Google マップ","わくわく海中水族館シードーナツ熊本駅松橋IC熊本空港八代港熊本県地図北緯32度31分47.4秒東経130度25分42.1秒﻿ / ﻿北緯32.529833度 東経130.428361度﻿ /32.529833; 130.428361座標:北緯32度31分47.4秒東経130度25分42.1秒﻿ / ﻿北緯32.529833度 東経130.428361度﻿ /32.529833; 130.428361","","","","","わくわく海中水族館シードーナツ","","","","","","","","","","","",""
"高千穂峡淡水魚水族館 (存在しないページ)","[高千穂峡淡水魚水族館（宮崎県西臼杵郡高千穂町）]","https://ja.wikipedia.org/w/index.php?title=高千穂峡淡水魚水族館&amp;action=edit&amp;redlink=1","日本の水族館","https://ja.wikipedia.org/wiki/日本の水族館","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"須美江家族旅行村","[すみえファミリー水族館（宮崎県延岡市、須美江家族旅行村内）] 須美江家族旅行村 （すみえかぞくりょこうむら）は、 宮崎県 延岡市 須美江町にある 滞在型総合レジャー施設 である。","https://ja.wikipedia.org/wiki/須美江家族旅行村","日本の水族館","https://ja.wikipedia.org/wiki/日本の水族館","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"出の山淡水魚水族館 (存在しないページ)","[出の山淡水魚水族館（宮崎県小林市）]","https://ja.wikipedia.org/w/index.php?title=出の山淡水魚水族館&amp;action=edit&amp;redlink=1","日本の水族館","https://ja.wikipedia.org/wiki/日本の水族館","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"大淀川学習館","[大淀川学習館（宮崎県宮崎市、昆虫館併設）] 大淀川学習館 （おおよどがわがくしゅうかん）は、 宮崎県 宮崎市 下北方町にある 大淀川 流域の自然に関する展示を主とした 科学館 である。","https://ja.wikipedia.org/wiki/大淀川学習館","日本の水族館","https://ja.wikipedia.org/wiki/日本の水族館","箇条書き,制限あり","北緯31度56分55.881秒東経131度24分23.378秒","〒880-0035宮崎県宮崎市下北方町二反五瀬5348番地1","北緯31度56分55.881秒東経131度24分23.378秒﻿ / ﻿北緯31.94885583度 東経131.40649389度﻿ /31.94885583; 131.40649389座標:北緯31度56分55.881秒東経131度24分23.378秒﻿ / ﻿北緯31.94885583度 東経131.40649389度﻿ /31.94885583; 131.40649389","1995年3月28日","指定管理者公益財団法人宮崎文化振興協会","宮崎市","大淀川","","","","","","","","","","","","",""
"いおワールドかごしま水族館","[いおワールドかごしま水族館（鹿児島県鹿児島市）★] いおワールドかごしま水族館 （いおワールド かごしますいぞくかん）は、 鹿児島県 鹿児島市 本港新町 にある鹿児島市立の 水族館 である。市の条例による正式名称は かごしま水族館 である。水族館のコンセプトは「 黒潮 浪漫街道」  。「いおワールド」は愛称であり、公募の結果、9,656点の中から鹿児島市 皇徳寺台 の男性の案が採用された  。","https://ja.wikipedia.org/wiki/いおワールドかごしま水族館","日本の水族館","https://ja.wikipedia.org/wiki/日本の水族館","箇条書き,制限あり","北緯31度35分45.5秒東経130度33分52秒","〒892-0814鹿児島県鹿児島市本港新町3番地1","北緯31度35分45.5秒東経130度33分52秒﻿ / ﻿北緯31.595972度 東経130.56444度﻿ /31.595972; 130.56444座標:北緯31度35分45.5秒東経130度33分52秒﻿ / ﻿北緯31.595972度 東経130.56444度﻿ /31.595972; 130.56444","1997年5月30日","財団法人鹿児島市水族館公社（指定管理者）","鹿児島市","総合","","かごしま水族館","","","","","","","","","","",""
"奄美海洋展示館 (存在しないページ)","[奄美海洋展示館（鹿児島県奄美市）]","https://ja.wikipedia.org/w/index.php?title=奄美海洋展示館&amp;action=edit&amp;redlink=1","日本の水族館","https://ja.wikipedia.org/wiki/日本の水族館","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
