"タイトル","コメント","URL","親リストタイトル","親リストURL","一覧抽出方法","座標","所在地","種類","時代","面積","文化財指定","外部リンク","国","都道府県","標高","分類","運営者","公式サイト","一般公開","地方","市町村コード","法人番号","総人口","人口密度","隣接自治体"
"天白遺跡","[天白遺跡（松阪市）] 天白遺跡 （てんぱくいせき）は、 三重県 松阪市 嬉野釜生田町にある、 縄文時代 の 祭祀遺跡 である。2000年（平成12年）4月11日、国の 史跡 に指定された   。","https://ja.wikipedia.org/wiki/天白遺跡","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","北緯34度36分39秒 東経136度26分20秒","","","","","","","","","","","","","","","","","","",""
"大鼻遺跡 (存在しないページ)","[大鼻遺跡（亀山市）]","https://ja.wikipedia.org/w/index.php?title=大鼻遺跡&amp;action=edit&amp;redlink=1","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"坂倉遺跡 (存在しないページ)","[坂倉遺跡（多気町）]","https://ja.wikipedia.org/w/index.php?title=坂倉遺跡&amp;action=edit&amp;redlink=1","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"森添遺跡 (存在しないページ)","[森添遺跡（度会町）]","https://ja.wikipedia.org/w/index.php?title=森添遺跡&amp;action=edit&amp;redlink=1","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"葛籠尾崎湖底遺跡 (存在しないページ)","[葛籠尾崎湖底遺跡（長浜市）]","https://ja.wikipedia.org/w/index.php?title=葛籠尾崎湖底遺跡&amp;action=edit&amp;redlink=1","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"粟津湖底遺跡","[粟津湖底遺跡（大津市）] 粟津湖底遺跡 （あわづこていいせき）は、 滋賀県 大津市 晴嵐沖の 琵琶湖 湖底にある 縄文時代 の遺跡。","https://ja.wikipedia.org/wiki/粟津湖底遺跡","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"滋賀里遺跡 (存在しないページ)","[滋賀里遺跡（大津市）]","https://ja.wikipedia.org/w/index.php?title=滋賀里遺跡&amp;action=edit&amp;redlink=1","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"相谷熊原遺跡 (存在しないページ)","[相谷熊原遺跡（東近江市）]","https://ja.wikipedia.org/w/index.php?title=相谷熊原遺跡&amp;action=edit&amp;redlink=1","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"杉沢遺跡","[杉沢遺跡（米原市）] 杉沢遺跡 (すぎさわいせき)は、 滋賀県 米原市 杉沢にある 縄文時代 中期から晩期を主とする 遺跡 。","https://ja.wikipedia.org/wiki/杉沢遺跡","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"入江干拓","[入江内湖遺跡(米原市)] 入江干拓 （いりえかんたく）は、 滋賀県 米原市 入江にある 干拓 地帯。","https://ja.wikipedia.org/wiki/入江干拓","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"服部遺跡 (存在しないページ)","[服部遺跡（守山市）]","https://ja.wikipedia.org/w/index.php?title=服部遺跡&amp;action=edit&amp;redlink=1","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"赤野井湾遺跡 (存在しないページ)","[赤野井湾遺跡(守山市)]","https://ja.wikipedia.org/w/index.php?title=赤野井湾遺跡&amp;action=edit&amp;redlink=1","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"弘部野遺跡 (存在しないページ)","[弘部野遺跡（高島市）]","https://ja.wikipedia.org/w/index.php?title=弘部野遺跡&amp;action=edit&amp;redlink=1","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"北仰西海道遺跡 (存在しないページ)","[北仰西海道遺跡（高島市）]","https://ja.wikipedia.org/w/index.php?title=北仰西海道遺跡&amp;action=edit&amp;redlink=1","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"松原内湖遺跡 (存在しないページ)","[松原内湖遺跡(彦根市)]","https://ja.wikipedia.org/w/index.php?title=松原内湖遺跡&amp;action=edit&amp;redlink=1","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"大中湖","[大中の湖遺跡(近江八幡市)] 大中湖は 琵琶湖 中央部の東岸に位置し、沖合約2kmには琵琶湖最大の島である 沖島 が浮かんでいる。大中湖と琵琶湖は 砂州 で区切られており、湖面標高84mの琵琶湖に対して大中湖の湖面標高は81mだった。直径4kmのほぼ円形であり  、隣接して小中湖（伊庭内湖、安土内湖、西ノ湖の総称）があった  。湖底は平坦で浅く、水深は最大でも2.7mしかなかった  。面積は15.4km 2 であり、 諏訪湖 （長野県）よりもやや大きく、大中湖同様に干拓された 巨椋池 （京都府南部）の約2倍だった。周囲一帯は 内陸性気候 であり、冬期には他の 湖東地域 よりも積雪が多い  。","https://ja.wikipedia.org/wiki/大中湖","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","","滋賀県近江八幡市、蒲生郡安土町、神崎郡能登川町（現東近江市）","","","15.4kmkm2","","","","","","","","","","","","","","",""
"長命寺湖底遺跡 (存在しないページ)","[長命寺湖底遺跡(近江八幡市)]","https://ja.wikipedia.org/w/index.php?title=長命寺湖底遺跡&amp;action=edit&amp;redlink=1","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"浜詰遺跡","[浜詰遺跡（京丹後市）] 浜詰遺跡 （はまづめいせき）は、 京都府 京丹後市 網野町 浜詰 で 1958年 （ 昭和 33年）に発見された 縄文時代 の 遺跡 である  。遺跡の一部は1976年（昭和51年）に京丹後市の 史跡 指定を受け、 竪穴住居 1基が復元展示されている   。海岸近くの浜詰字クリ山と周辺の 洪積台地 に所在し、京都府で唯一、 貝塚 が発見されている   。","https://ja.wikipedia.org/wiki/浜詰遺跡","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","北緯35度39分35.8秒 東経134度58分01.4秒","","","","","","","","","","","","","","","","","","",""
"浦入遺跡 (存在しないページ)","[浦入遺跡（舞鶴市）]","https://ja.wikipedia.org/w/index.php?title=浦入遺跡&amp;action=edit&amp;redlink=1","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"桑飼下遺跡 (存在しないページ)","[桑飼下遺跡（舞鶴市）]","https://ja.wikipedia.org/w/index.php?title=桑飼下遺跡&amp;action=edit&amp;redlink=1","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"北白川","[北白川縄文遺跡群（京都市）] 北白川 （きたしらかわ）は、 京都府 京都市 左京区 の東部に存在する地域（広域地名）である。ここではおおよそ、左京区内の「北白川」を町名に冠する地区の総称として用いる。かつては 志賀越道 （山中越）の街道集落として栄え、 明治時代 からは 白川 の 水車 を利用した工業も発達する。その他特産品としては 花崗岩 およびその加工物としての 白川石 、 白川砂 が著名。またかつては花の栽培・行商も盛んであり、その行商人は「白川女」（しらかわめ）と呼ばれていた。現在は高級住宅地としての趣が強い。","https://ja.wikipedia.org/wiki/北白川#史跡・遺跡","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"上里遺跡 (存在しないページ)","[上里遺跡（京都市）]","https://ja.wikipedia.org/w/index.php?title=上里遺跡&amp;action=edit&amp;redlink=1","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"森山遺跡","[森山遺跡（城陽市）] 森山遺跡 （もりやまいせき）は、 京都府 城陽市 富野森山にある 縄文時代 の集落跡。1978年2月8日、 国史跡 に指定された。","https://ja.wikipedia.org/wiki/森山遺跡","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","北緯34度50分36秒 東経135度47分27秒","","","","","","","","","","","","","","","","","","",""
"森本遺跡 (存在しないページ)","[森本遺跡（向日市）]","https://ja.wikipedia.org/w/index.php?title=森本遺跡&amp;action=edit&amp;redlink=1","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"長原遺跡 (存在しないページ)","[長原遺跡（大阪市）]","https://ja.wikipedia.org/w/index.php?title=長原遺跡&amp;action=edit&amp;redlink=1","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"森ノ宮遺跡 (存在しないページ)","[森ノ宮遺跡（大阪市）]","https://ja.wikipedia.org/w/index.php?title=森ノ宮遺跡&amp;action=edit&amp;redlink=1","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"穂積遺跡","[穂積遺跡（豊中市）] 穂積遺跡 （ほづみいせき  ）は、 大阪府 豊中市 の阪急宝塚線服部天神駅西側に広がる約2キロ四方の弥生時代終末期〜古墳時代初頭・中世〜近世の集落跡である。 ","https://ja.wikipedia.org/wiki/穂積遺跡","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","","日本大阪府豊中市、服部西町","遺跡","縄文時代、弥生時代、平安時代　中世　近世等","（埋蔵文化財包蔵地）","","","","","","","","","","","","","","",""
"池島・福万寺遺跡","[池島・福万寺遺跡（東大阪市、八尾市）] 池島・福万寺遺跡 （いけしま・ふくまんじいせき）は、 大阪府 東大阪市 から大阪府 八尾市 域にまたがって所在する、 縄文時代 晩期から近代までの生産遺構を中心とする 遺跡 。","https://ja.wikipedia.org/wiki/池島・福万寺遺跡","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"久宝寺遺跡 (存在しないページ)","[久宝寺遺跡（八尾市）]","https://ja.wikipedia.org/w/index.php?title=久宝寺遺跡&amp;action=edit&amp;redlink=1","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"恩智遺跡","[恩智遺跡（八尾市）] 恩智神社 （おんじじんじゃ/おんぢじんじゃ/おんちじんじゃ）は、 大阪府 八尾市 恩智中町 にある 神社 。 式内社 （ 名神大社 ）で、 河内国 二宮 と伝わる。 旧社格 は 府社 。 神使 は 兎 と 龍 とされる。","https://ja.wikipedia.org/wiki/恩智遺跡","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","北緯34度36分23.47秒東経135度38分19.07秒","大阪府八尾市恩智中町5丁目10番地","","","","","","","","","","","","","","","","","",""
"亀井北遺跡 (存在しないページ)","[亀井北遺跡（八尾市、大阪市）]","https://ja.wikipedia.org/w/index.php?title=亀井北遺跡&amp;action=edit&amp;redlink=1","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"日下貝塚","[日下貝塚（東大阪市）] この記事には 複数の問題があります 。 改善 や ノートページ での議論にご協力ください。","https://ja.wikipedia.org/wiki/日下貝塚","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","北緯34度41分31.7秒 東経135度38分53.9秒","","","","","","","","","","","","","","","","","","",""
