"タイトル","コメント","URL","親リストタイトル","親リストURL","一覧抽出方法","座標","所在地","開館","位置","外部リンク","専門分野","正式名称","管理運営","事業主体","延床面積","館長","建物設計","収蔵作品数","来館者数","アクセス","愛称","前身","閉館","学芸員","公式サイト"
"軽井沢千住博美術館","[軽井沢千住博美術館（長野県）] 千住 博 （せんじゅ ひろし、 1958年 1月7日 - ）は、 日本 の 画家 。 学位 は 美術修士 （ 東京芸術大学 ・ 1984年 ）。 京都造形芸術大学 附属康耀堂美術館 館長 ・ 大学院 芸術研究科 教授 、 ヴァンクリーフ&アーペル芸術学校 委員 、 公益財団法人徳川ミュージアム 相談役 。","https://ja.wikipedia.org/wiki/軽井沢千住博美術館","美術館の一覧","https://ja.wikipedia.org/wiki/美術館の一覧","箇条書き,制限あり","北緯36度20分20秒 東経138度35分52秒","","","","","","","","","","","","","","","","","","","Hiroshi Senju Studio"
"安曇野ちひろ美術館","[安曇野ちひろ美術館（長野県）] 安曇野ちひろ美術館 （あずみのちひろびじゅつかん）は、 長野県 北安曇郡 松川村 にある絵本画家 いわさきちひろ と世界の絵本画家の作品を収蔵する世界最大規模の 絵本美術館 である。松川村営の 安曇野ちひろ公園 内に立地する。","https://ja.wikipedia.org/wiki/安曇野ちひろ美術館","美術館の一覧","https://ja.wikipedia.org/wiki/美術館の一覧","箇条書き,制限あり","北緯36度24分53.7秒東経137度50分39秒","長野県北安曇郡松川村西原3358-24","1997年4月","北緯36度24分53.7秒東経137度50分39秒﻿ / ﻿北緯36.414917度 東経137.84417度﻿ /36.414917; 137.84417座標:北緯36度24分53.7秒東経137度50分39秒﻿ / ﻿北緯36.414917度 東経137.84417度﻿ /36.414917; 137.84417","","いわさきちひろに関する美術館、その他、世界の絵本画家の作品を収蔵する美術館","安曇野ちひろ美術館","(財)いわさきちひろ記念事業団","","2,505㎡","黒柳徹子","内藤廣建築設計事務所","","","","","","","",""
"伊豆の長八美術館","[伊豆の長八美術館（静岡県）] 伊豆の長八美術館 （いずのちょうはちびじゅつかん）は、 静岡県 賀茂郡 松崎町 にある、 こて と漆喰の名人・ 入江長八 の業績や、伝統の左官技術のすばらしさを伝えることを目的とした 美術館 である。","https://ja.wikipedia.org/wiki/伊豆の長八美術館","美術館の一覧","https://ja.wikipedia.org/wiki/美術館の一覧","箇条書き,制限あり","北緯34度44分55.6秒東経138度46分35.9秒","〒410-3696日本静岡県賀茂郡松崎町松崎23","1984年（昭和59年）7月14日","北緯34度44分55.6秒東経138度46分35.9秒﻿ / ﻿北緯34.748778度 東経138.776639度﻿ /34.748778; 138.776639座標:北緯34度44分55.6秒東経138度46分35.9秒﻿ / ﻿北緯34.748778度 東経138.776639度﻿ /34.748778; 138.776639伊豆の長八美術館 (日本)日本の地図を表示伊豆の長八美術館 (静岡県)静岡県の地図を表示","","美術漆喰左官技術こて絵","伊豆の長八美術館","一般財団法人松崎町振興公社","","434.9m2","","石山修武ダムダン空間工作所","約50点","約11万人（開館年）","","","","","",""
"駿府博物館","[駿府博物館（静岡県）] 1971年 （ 昭和 46年）に 静岡新聞社 ・ 静岡放送 の創設者 大石光之助 によって設立し、現在は 公益財団法人 静岡新聞 ・静岡放送文化福祉事業団が運営している。","https://ja.wikipedia.org/wiki/駿府博物館","美術館の一覧","https://ja.wikipedia.org/wiki/美術館の一覧","箇条書き,制限あり","北緯34度57分35.8秒東経138度24分16.3秒","〒422-8033静岡県静岡市駿河区登呂3-1-1","午前10時","北緯34度57分35.8秒東経138度24分16.3秒﻿ / ﻿北緯34.959944度 東経138.404528度﻿ /34.959944; 138.404528座標:北緯34度57分35.8秒東経138度24分16.3秒﻿ / ﻿北緯34.959944度 東経138.404528度﻿ /34.959944; 138.404528","","美術","","公益財団法人静岡新聞・静岡放送文化福祉事業団","","","","","","","","","","午後5時","",""
"佐野美術館","[佐野美術館（静岡県）] 1966年 （ 昭和 41年）に 佐野隆一 の寄付によって設立し、現在は 公益財団法人 佐野美術館が運営している。","https://ja.wikipedia.org/wiki/佐野美術館","美術館の一覧","https://ja.wikipedia.org/wiki/美術館の一覧","箇条書き,制限あり","北緯35度6分53.8秒東経138度54分57.3秒","〒411-0838静岡県三島市中田町1-43","午前10時","北緯35度6分53.8秒東経138度54分57.3秒﻿ / ﻿北緯35.114944度 東経138.915917度﻿ /35.114944; 138.915917座標:北緯35度6分53.8秒東経138度54分57.3秒﻿ / ﻿北緯35.114944度 東経138.915917度﻿ /35.114944; 138.915917","","美術","","公益財団法人佐野美術館","","","","","","","","","","午後5時","",""
"常葉美術館 (存在しないページ)","[常葉美術館（静岡県）]","https://ja.wikipedia.org/w/index.php?title=常葉美術館&amp;action=edit&amp;redlink=1","美術館の一覧","https://ja.wikipedia.org/wiki/美術館の一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"フェルケール博物館","[フェルケール博物館（静岡県）] フェルケール博物館 （フェルケールはくぶつかん。Shimizu Port Terminal Museum of Art）は、 静岡県 静岡市 清水区 にある 美術館 である。","https://ja.wikipedia.org/wiki/フェルケール博物館","美術館の一覧","https://ja.wikipedia.org/wiki/美術館の一覧","箇条書き,制限あり","北緯35度00分27.3秒東経138度29分36.1秒","〒424-0943静岡県静岡市清水区港町2-8-11","午前9時30分","北緯35度00分27.3秒東経138度29分36.1秒﻿ / ﻿北緯35.007583度 東経138.493361度﻿ /35.007583; 138.493361座標:北緯35度00分27.3秒東経138度29分36.1秒﻿ / ﻿北緯35.007583度 東経138.493361度﻿ /35.007583; 138.493361","","美術","清水港湾博物館","","一般財団法人清水港湾博物館","","","","","","","フェルケール博物館","","午後6時30分","",""
"池田20世紀美術館","[池田20世紀美術館（静岡県）] 池田20世紀美術館 （いけだ20せいきびじゅつかん）は、 静岡県 伊東市 十足614にある、20世紀の現代美術を中心とする私立 美術館 である。","https://ja.wikipedia.org/wiki/池田20世紀美術館","美術館の一覧","https://ja.wikipedia.org/wiki/美術館の一覧","箇条書き,制限あり","北緯34度55分18秒東経139度6分20秒","〒414-0052静岡県伊東市十足614北緯34度55分18秒東経139度6分20秒﻿ / ﻿北緯34.92167度 東経139.10556度﻿ /34.92167; 139.10556","1975年5月","","","","","池田20世紀美術館","","","","","","","","","","","",""
"MOA美術館","[MOA美術館（静岡県）] MOA美術館 （エムオーエーびじゅつかん  、MOA Museum of Art） は、 静岡県 熱海市 にある私立 美術館 。 1982年 （ 昭和 57年） 1月11日 に開館   。","https://ja.wikipedia.org/wiki/MOA美術館","美術館の一覧","https://ja.wikipedia.org/wiki/美術館の一覧","箇条書き,制限あり","北緯35度6分33秒東経139度4分31秒","〒413-8511静岡県熱海市桃山町26番2号","午前9時30分","北緯35度6分33秒東経139度4分31秒﻿ / ﻿北緯35.10917度 東経139.07528度﻿ /35.10917; 139.07528座標:北緯35度6分33秒東経139度4分31秒﻿ / ﻿北緯35.10917度 東経139.07528度﻿ /35.10917; 139.07528","","美術","","公益財団法人岡田茂吉美術文化財団","","","","","約3500点","","","","熱海美術館","午後4時30分","",""
"富士美術館","[富士美術館（静岡県）] 富士美術館 （ふじびじゅつかん）は、 静岡県 富士宮市 にあった 美術館 である。 大石寺 に隣接し、同寺経蔵、 納骨堂 の北側にある。 現在は閉鎖され、建物は大石寺の所有となり宝物殿として転用されている。","https://ja.wikipedia.org/wiki/富士美術館","美術館の一覧","https://ja.wikipedia.org/wiki/美術館の一覧","箇条書き,制限あり","","〒418-0116静岡県富士宮市上条1954番地","1973年5月3日","","","美術","","財団法人富士美術館","","","","","","","","","","2008年5月11日","",""
"象牙と石の彫刻美術館-ジュエルピア- (存在しないページ)","[象牙と石の彫刻美術館-ジュエルピア-（静岡県）]","https://ja.wikipedia.org/w/index.php?title=象牙と石の彫刻美術館-ジュエルピア-&amp;action=edit&amp;redlink=1","美術館の一覧","https://ja.wikipedia.org/wiki/美術館の一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"静岡近代美術館 (存在しないページ)","[静岡近代美術館（静岡県）]","https://ja.wikipedia.org/w/index.php?title=静岡近代美術館&amp;action=edit&amp;redlink=1","美術館の一覧","https://ja.wikipedia.org/wiki/美術館の一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"資生堂アートハウス","[資生堂アートハウス（静岡県）] 資生堂アートハウス （しせいどうあーとはうす）は、 静岡県 掛川市 下俣にある 美術館 。","https://ja.wikipedia.org/wiki/資生堂アートハウス","美術館の一覧","https://ja.wikipedia.org/wiki/美術館の一覧","箇条書き,制限あり","北緯34度45分56.2秒東経137度59分57.1秒","〒436-0025静岡県掛川市下俣751-1","午前10時","北緯34度45分56.2秒東経137度59分57.1秒﻿ / ﻿北緯34.765611度 東経137.999194度﻿ /34.765611; 137.999194座標:北緯34度45分56.2秒東経137度59分57.1秒﻿ / ﻿北緯34.765611度 東経137.999194度﻿ /34.765611; 137.999194","","美術、絵画、彫刻、工芸品","","株式会社資生堂","","","","","","","","","","午後4時30分","",""
"大松美術館","[大松美術館（岐阜県）] 大松美術館 （おおまつびじゅつかん、Ohmatsu Art Museum）は、かつて 岐阜県 羽島郡 岐南町 に存在した、私立の 美術館 である。","https://ja.wikipedia.org/wiki/大松美術館","美術館の一覧","https://ja.wikipedia.org/wiki/美術館の一覧","箇条書き,制限あり","北緯35度23分28.1秒東経136度46分22.3秒","〒501-6001岐阜県羽島郡岐南町みやまち4-34-1","1991年（平成3年）6月","北緯35度23分28.1秒東経136度46分22.3秒﻿ / ﻿北緯35.391139度 東経136.772861度﻿ /35.391139; 136.772861座標:北緯35度23分28.1秒東経136度46分22.3秒﻿ / ﻿北緯35.391139度 東経136.772861度﻿ /35.391139; 136.772861","","絵画、茶道具、陶磁器","","リスのプラスチックグループ","","","大松節子","","","","","","","2009年（平成21年）3月29日","",""
"飛騨高山美術館","[飛騨高山美術館（岐阜県）] 飛騨高山美術館 （ひだたかやまびじゅつかん）は、かつて 岐阜県 高山市 に存在し ガラス工芸 の作品と家具の展示を中心としていた私立の 美術館 。株式会社紀文飛騨高山美術館が管理運営を行っていた。 1997年 開館。 2020年 5月31日 閉館。","https://ja.wikipedia.org/wiki/飛騨高山美術館","美術館の一覧","https://ja.wikipedia.org/wiki/美術館の一覧","箇条書き,制限あり","北緯36度8分13.06秒東経137度14分26.71秒","〒506-0055岐阜県高山市上岡本町1丁目124番地1","1997年（平成9年）4月","北緯36度8分13.06秒東経137度14分26.71秒﻿ / ﻿北緯36.1369611度 東経137.2407528度﻿ /36.1369611; 137.2407528座標:北緯36度8分13.06秒東経137度14分26.71秒﻿ / ﻿北緯36.1369611度 東経137.2407528度﻿ /36.1369611; 137.2407528","公式サイト","ガラス工芸（アール・ヌーヴォー、アール・デコ）","","株式会社紀文飛騨高山美術館","","3741m2","向井鉄也","KAJIMA DESIGN造園設計：プレイスメディア（宮城俊作,吉村純一）","","","","","","2020年（令和2年）5月31日","",""
"光記念館","[光記念館（岐阜県）] 光ミュージアム （ひかるミュージアム）、旧名称 光記念館 （ひかるきねんかん）は、 日本 岐阜県 高山市 中山町175にある総合 博物館 である。事業主体は 一般財団法人光ミュージアム 。公開承認施設  であり、県の登録博物館  である。","https://ja.wikipedia.org/wiki/光記念館","美術館の一覧","https://ja.wikipedia.org/wiki/美術館の一覧","箇条書き,制限あり","北緯36度9分22.75秒東経137度14分2.48秒","〒506-0051岐阜県高山市中山町175","1999年（平成11年）4月8日","北緯36度9分22.75秒東経137度14分2.48秒﻿ / ﻿北緯36.1563194度 東経137.2340222度﻿ /36.1563194; 137.2340222座標:北緯36度9分22.75秒東経137度14分2.48秒﻿ / ﻿北緯36.1563194度 東経137.2340222度﻿ /36.1563194; 137.2340222","公式サイト","古代文明、日本美術、西洋美術","一般財団法人　光ミュージアム","一般財団法人 光ミュージアム","一般財団法人 光ミュージアム","32,668.81m2","","","","","","光ミュージアム","","","",""
"徳川美術館","[徳川美術館（愛知県）] 徳川美術館 （とくがわびじゅつかん）は、 愛知県 名古屋市 東区 徳川町の 徳川園 に隣接する、 公益財団法人 徳川黎明会 が運営する私立 美術館 。 1935年 に開設された。収蔵品は 駿府御分物 （ 徳川家康 の遺品）など 尾張徳川家 伝来の大名道具や他の大名家の売立てでの購入品、名古屋の豪商らからの寄贈品など。2019年現在で、国宝9件、重要文化財59件を収蔵する。国宝・ 源氏物語絵巻 のほか、 西行物語絵巻 、 豊国祭図屏風 、「 初音の調度 」などの所蔵品で知られる。","https://ja.wikipedia.org/wiki/徳川美術館","美術館の一覧","https://ja.wikipedia.org/wiki/美術館の一覧","箇条書き,制限あり","北緯35度11分1.9秒東経136度55分59.6秒","〒461-0023愛知県名古屋市東区徳川町1017","1935(昭和10)年11月10日","北緯35度11分1.9秒東経136度55分59.6秒﻿ / ﻿北緯35.183861度 東経136.933222度﻿ /35.183861; 136.933222座標:北緯35度11分1.9秒東経136度55分59.6秒﻿ / ﻿北緯35.183861度 東経136.933222度﻿ /35.183861; 136.933222","公式ウェブサイト（日本語）","尾張徳川家伝来の道具類","","公益財団法人徳川黎明会","","","徳川義崇","吉本与志雄","1万件あまり","","","徳美 / とくび","","","",""
