"タイトル","コメント","URL","親リストタイトル","親リストURL","一覧抽出方法","座標","国","所在地","種類","管理者","漁港番号","開港","公式サイト","漁業協同組合"," • 合計","統計年度","都道府県","等時帯","郵便番号","市外局番","ナンバープレート","市町村","総陸揚量","陸揚金額","標高"
"恵比須浜漁港 (存在しないページ)","[恵比須浜漁港（えびすはま - ）海部郡美波町]","https://ja.wikipedia.org/w/index.php?title=恵比須浜漁港&amp;action=edit&amp;redlink=1","日本の漁港一覧","https://ja.wikipedia.org/wiki/日本の漁港一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"出羽島漁港 (存在しないページ)","[出羽島漁港（でばしま - ）海部郡牟岐町（出羽島）]","https://ja.wikipedia.org/w/index.php?title=出羽島漁港&amp;action=edit&amp;redlink=1","日本の漁港一覧","https://ja.wikipedia.org/wiki/日本の漁港一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"竹ヶ島漁港 (存在しないページ)","[竹ヶ島漁港（たけがしま - ）海部郡海陽町]","https://ja.wikipedia.org/w/index.php?title=竹ヶ島漁港&amp;action=edit&amp;redlink=1","日本の漁港一覧","https://ja.wikipedia.org/wiki/日本の漁港一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"伊島漁港 (存在しないページ)","[伊島漁港（いしま - ）阿南市（伊島）]","https://ja.wikipedia.org/w/index.php?title=伊島漁港&amp;action=edit&amp;redlink=1","日本の漁港一覧","https://ja.wikipedia.org/wiki/日本の漁港一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"引田漁港 (存在しないページ)","[引田漁港（ひけた - ）東かがわ市]","https://ja.wikipedia.org/w/index.php?title=引田漁港&amp;action=edit&amp;redlink=1","日本の漁港一覧","https://ja.wikipedia.org/wiki/日本の漁港一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"庵治漁港 (存在しないページ)","[庵治漁港（あじ - ）高松市]","https://ja.wikipedia.org/w/index.php?title=庵治漁港&amp;action=edit&amp;redlink=1","日本の漁港一覧","https://ja.wikipedia.org/wiki/日本の漁港一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"高松漁港 (存在しないページ)","[高松漁港（たかまつ - ）高松市]","https://ja.wikipedia.org/w/index.php?title=高松漁港&amp;action=edit&amp;redlink=1","日本の漁港一覧","https://ja.wikipedia.org/wiki/日本の漁港一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"四海漁港 (存在しないページ)","[四海漁港（しかい - ）小豆郡土庄町]","https://ja.wikipedia.org/w/index.php?title=四海漁港&amp;action=edit&amp;redlink=1","日本の漁港一覧","https://ja.wikipedia.org/wiki/日本の漁港一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"福田漁港 (小豆島町) (存在しないページ)","[福田(福田)漁港（ふくだ（ふくだ） - ）小豆郡小豆島町]","https://ja.wikipedia.org/w/index.php?title=福田漁港_(小豆島町)&amp;action=edit&amp;redlink=1","日本の漁港一覧","https://ja.wikipedia.org/wiki/日本の漁港一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"伊吹漁港 (存在しないページ)","[伊吹漁港（いぶき - ）観音寺市（伊吹島）]","https://ja.wikipedia.org/w/index.php?title=伊吹漁港&amp;action=edit&amp;redlink=1","日本の漁港一覧","https://ja.wikipedia.org/wiki/日本の漁港一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"相生漁港 (存在しないページ)","[相生漁港（あいおい - ）東かがわ市]","https://ja.wikipedia.org/w/index.php?title=相生漁港&amp;action=edit&amp;redlink=1","日本の漁港一覧","https://ja.wikipedia.org/wiki/日本の漁港一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"馬宿漁港 (存在しないページ)","[馬宿漁港（うまやど - ）東かがわ市]","https://ja.wikipedia.org/w/index.php?title=馬宿漁港&amp;action=edit&amp;redlink=1","日本の漁港一覧","https://ja.wikipedia.org/wiki/日本の漁港一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"小磯漁港 (存在しないページ)","[小磯漁港（こいそ - ）東かがわ市]","https://ja.wikipedia.org/w/index.php?title=小磯漁港&amp;action=edit&amp;redlink=1","日本の漁港一覧","https://ja.wikipedia.org/wiki/日本の漁港一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"馬篠漁港 (存在しないページ)","[馬篠漁港（うましの - ）東かがわ市]","https://ja.wikipedia.org/w/index.php?title=馬篠漁港&amp;action=edit&amp;redlink=1","日本の漁港一覧","https://ja.wikipedia.org/wiki/日本の漁港一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"脇元漁港 (存在しないページ)","[脇元漁港（わきもと - ）さぬき市]","https://ja.wikipedia.org/w/index.php?title=脇元漁港&amp;action=edit&amp;redlink=1","日本の漁港一覧","https://ja.wikipedia.org/wiki/日本の漁港一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"吉見漁港 (存在しないページ)","[吉見漁港（よしみ - ）さぬき市]","https://ja.wikipedia.org/w/index.php?title=吉見漁港&amp;action=edit&amp;redlink=1","日本の漁港一覧","https://ja.wikipedia.org/wiki/日本の漁港一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"江泊漁港 (存在しないページ)","[江泊漁港（えどまり - ）さぬき市]","https://ja.wikipedia.org/w/index.php?title=江泊漁港&amp;action=edit&amp;redlink=1","日本の漁港一覧","https://ja.wikipedia.org/wiki/日本の漁港一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"小田漁港 (存在しないページ)","[小田漁港（おだ - ）さぬき市]","https://ja.wikipedia.org/w/index.php?title=小田漁港&amp;action=edit&amp;redlink=1","日本の漁港一覧","https://ja.wikipedia.org/wiki/日本の漁港一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"小田浦漁港 (存在しないページ)","[小田浦漁港（おだうら - ）さぬき市]","https://ja.wikipedia.org/w/index.php?title=小田浦漁港&amp;action=edit&amp;redlink=1","日本の漁港一覧","https://ja.wikipedia.org/wiki/日本の漁港一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"苫張漁港 (存在しないページ)","[苫張漁港（とまばり - ）さぬき市]","https://ja.wikipedia.org/w/index.php?title=苫張漁港&amp;action=edit&amp;redlink=1","日本の漁港一覧","https://ja.wikipedia.org/wiki/日本の漁港一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"長浜漁港 (さぬき市) (存在しないページ)","[長浜(鴨庄)漁港（ながはま（かもしょう） - ）さぬき市]","https://ja.wikipedia.org/w/index.php?title=長浜漁港_(さぬき市)&amp;action=edit&amp;redlink=1","日本の漁港一覧","https://ja.wikipedia.org/wiki/日本の漁港一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"新開漁港 (存在しないページ)","[新開(鴨庄)漁港（しんがい（かもしょう） - ）さぬき市]","https://ja.wikipedia.org/w/index.php?title=新開漁港&amp;action=edit&amp;redlink=1","日本の漁港一覧","https://ja.wikipedia.org/wiki/日本の漁港一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"白方漁港 (さぬき市) (存在しないページ)","[白方(鴨庄)漁港（しらかた（かもしょう） - ）さぬき市]","https://ja.wikipedia.org/w/index.php?title=白方漁港_(さぬき市)&amp;action=edit&amp;redlink=1","日本の漁港一覧","https://ja.wikipedia.org/wiki/日本の漁港一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"室沖漁港 (存在しないページ)","[室沖漁港（むろおき - ）さぬき市]","https://ja.wikipedia.org/w/index.php?title=室沖漁港&amp;action=edit&amp;redlink=1","日本の漁港一覧","https://ja.wikipedia.org/wiki/日本の漁港一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"泊漁港 (香川県) (存在しないページ)","[泊漁港（とまり - ）さぬき市]","https://ja.wikipedia.org/w/index.php?title=泊漁港_(香川県)&amp;action=edit&amp;redlink=1","日本の漁港一覧","https://ja.wikipedia.org/wiki/日本の漁港一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"房前漁港 (存在しないページ)","[房前漁港（ふさざき - ）高松市]","https://ja.wikipedia.org/w/index.php?title=房前漁港&amp;action=edit&amp;redlink=1","日本の漁港一覧","https://ja.wikipedia.org/wiki/日本の漁港一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"高尻漁港 (存在しないページ)","[高尻漁港（こうじり - ）高松市]","https://ja.wikipedia.org/w/index.php?title=高尻漁港&amp;action=edit&amp;redlink=1","日本の漁港一覧","https://ja.wikipedia.org/wiki/日本の漁港一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"篠尾漁港 (存在しないページ)","[篠尾漁港（しのお - ）高松市]","https://ja.wikipedia.org/w/index.php?title=篠尾漁港&amp;action=edit&amp;redlink=1","日本の漁港一覧","https://ja.wikipedia.org/wiki/日本の漁港一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"鎌野漁港 (存在しないページ)","[鎌野漁港（かまの - ）高松市]","https://ja.wikipedia.org/w/index.php?title=鎌野漁港&amp;action=edit&amp;redlink=1","日本の漁港一覧","https://ja.wikipedia.org/wiki/日本の漁港一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"竹居漁港 (存在しないページ)","[竹居漁港（たけい - ）高松市]","https://ja.wikipedia.org/w/index.php?title=竹居漁港&amp;action=edit&amp;redlink=1","日本の漁港一覧","https://ja.wikipedia.org/wiki/日本の漁港一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"江の浜漁港 (存在しないページ)","[江の浜漁港（えのはま - ）高松市]","https://ja.wikipedia.org/w/index.php?title=江の浜漁港&amp;action=edit&amp;redlink=1","日本の漁港一覧","https://ja.wikipedia.org/wiki/日本の漁港一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"浦生漁港 (存在しないページ)","[浦生漁港（うろ - ）高松市]","https://ja.wikipedia.org/w/index.php?title=浦生漁港&amp;action=edit&amp;redlink=1","日本の漁港一覧","https://ja.wikipedia.org/wiki/日本の漁港一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"男木漁港 (存在しないページ)","[男木漁港（おぎ - ）高松市（男木島）]","https://ja.wikipedia.org/w/index.php?title=男木漁港&amp;action=edit&amp;redlink=1","日本の漁港一覧","https://ja.wikipedia.org/wiki/日本の漁港一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"西浦漁港 (高松市) (存在しないページ)","[西浦(女木島)漁港（にしうら（めぎじま） - ）高松市（女木島）]","https://ja.wikipedia.org/w/index.php?title=西浦漁港_(高松市)&amp;action=edit&amp;redlink=1","日本の漁港一覧","https://ja.wikipedia.org/wiki/日本の漁港一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"亀水漁港 (存在しないページ)","[亀水漁港（たるみ - ）高松市]","https://ja.wikipedia.org/w/index.php?title=亀水漁港&amp;action=edit&amp;redlink=1","日本の漁港一覧","https://ja.wikipedia.org/wiki/日本の漁港一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"小部漁港 (存在しないページ)","[小部漁港（こべ - ）小豆郡土庄町]","https://ja.wikipedia.org/w/index.php?title=小部漁港&amp;action=edit&amp;redlink=1","日本の漁港一覧","https://ja.wikipedia.org/wiki/日本の漁港一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"田井漁港 (香川県) (存在しないページ)","[田井漁港（たい - ）小豆郡土庄町]","https://ja.wikipedia.org/w/index.php?title=田井漁港_(香川県)&amp;action=edit&amp;redlink=1","日本の漁港一覧","https://ja.wikipedia.org/wiki/日本の漁港一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"琴塚漁港 (存在しないページ)","[琴塚漁港（ことづか - ）小豆郡土庄町]","https://ja.wikipedia.org/w/index.php?title=琴塚漁港&amp;action=edit&amp;redlink=1","日本の漁港一覧","https://ja.wikipedia.org/wiki/日本の漁港一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"小海漁港 (存在しないページ)","[小海漁港（おみ - ）小豆郡土庄町]","https://ja.wikipedia.org/w/index.php?title=小海漁港&amp;action=edit&amp;redlink=1","日本の漁港一覧","https://ja.wikipedia.org/wiki/日本の漁港一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
