"タイトル","コメント","URL","親リストタイトル","親リストURL","一覧抽出方法","座標","所在地","開園","公式サイト","事業主体","位置","専門分野","管理運営","学校種別","設置者","本部所在地","学部","ウェブサイト","面積","研究科","正式名称","前身","キャンパス","分類","運営者"
"名古屋港ワイルドフラワーガーデン ブルーボネット","[名古屋港ワイルドフラワーガーデン ブルーボネット（愛知県名古屋市港区）] 名古屋港ワイルドフラワーガーデン ブルーボネット （なごやこうワイルドフラワーガーデン ブルーボネット）は、 愛知県 名古屋市 港区 潮見町 にある自然風 庭園 。","https://ja.wikipedia.org/wiki/名古屋港ワイルドフラワーガーデン_ブルーボネット","日本の植物園一覧","https://ja.wikipedia.org/wiki/日本の植物園一覧","箇条書き,制限あり","北緯35度4分14.98秒東経136度52分51.83秒","〒455-0028愛知県名古屋市港区潮見町42","2002年4月20日","名古屋港ワイルドフラワーガーデン ブルーボネット","中部電力","北緯35度4分14.98秒東経136度52分51.83秒﻿ / ﻿北緯35.0708278度 東経136.8810639度﻿ /35.0708278; 136.8810639座標:北緯35度4分14.98秒東経136度52分51.83秒﻿ / ﻿北緯35.0708278度 東経136.8810639度﻿ /35.0708278; 136.8810639","","","","","","","","","","","","","",""
"名古屋市農業文化園","[名古屋市農業文化園（愛知県名古屋市天白区）] 名古屋市農業文化園 （なごやし のうぎょうぶんかえん）は 愛知県 名古屋市 港区 にある名古屋市の施設。","https://ja.wikipedia.org/wiki/名古屋市農業文化園","日本の植物園一覧","https://ja.wikipedia.org/wiki/日本の植物園一覧","箇条書き,制限あり","北緯35度6分55.59秒 東経136度48分45.11秒","","","","","","","","","","","","","","","","","","",""
"東山動植物園","[東山動植物園（愛知県名古屋市千種区）] 東山動植物園 （ひがしやまどうしょくぶつえん）は、 愛知県 名古屋市 千種区 東山元町 の 東山公園 内にある市営動植物園。 1937年 （ 昭和 12年）に開園した。","https://ja.wikipedia.org/wiki/東山動植物園","日本の植物園一覧","https://ja.wikipedia.org/wiki/日本の植物園一覧","箇条書き,制限あり","北緯35度9分16.28秒東経136度58分52.97秒","〒464-0804愛知県名古屋市千種区東山元町3-70東山動植物園 (愛知県)愛知県の地図を表示東山動植物園 (名古屋市)名古屋市の地図を表示","1937年（昭和12年）3月","公式ウェブサイト（日本語）","","北緯35度9分16.28秒東経136度58分52.97秒﻿ / ﻿北緯35.1545222度 東経136.9813806度﻿ /35.1545222; 136.9813806座標:北緯35度9分16.28秒東経136度58分52.97秒﻿ / ﻿北緯35.1545222度 東経136.9813806度﻿ /35.1545222; 136.9813806","総合","名古屋市緑政土木局東山総合公園","","","","","","","","名古屋市東山公園 動植物園","名古屋市立鶴舞公園付属動物園","","",""
"名城公園フラワープラザ","[名城公園フラワープラザ（愛知県名古屋市北区）] 名城公園 （めいじょうこうえん）とは、 愛知県 名古屋市 の 名古屋城 を中心とした城址 公園 である。名古屋市 中区 二の丸 や 三の丸 から 北区 名城 にかけて所在する。1931年（昭和6年）に開園した  。面積は80.41ヘクタール  。管理は名古屋市で分類は 都市公園 （総合公園）。約2,800本の サクラ が植えられている。","https://ja.wikipedia.org/wiki/名城公園フラワープラザ","日本の植物園一覧","https://ja.wikipedia.org/wiki/日本の植物園一覧","箇条書き,制限あり","北緯35度11分21.5秒東経136度54分5.9秒","日本愛知県名古屋市北区名城1-2","1931年","名城公園（名古屋市HP）","","","","","","","","","","80.41ヘクタール","","","","","都市公園（総合公園）",""
"フラワーパーク江南","[フラワーパーク江南（愛知県江南市）] フラワーパーク江南 （フラワーパークこうなん）は、 国営木曽三川公園 三派川 地区の一角、 愛知県 江南市 の 木曽川 沿いにある国営木曽三川公園11番目の拠点。","https://ja.wikipedia.org/wiki/フラワーパーク江南","日本の植物園一覧","https://ja.wikipedia.org/wiki/日本の植物園一覧","箇条書き,制限あり","北緯35度21分54.7秒東経136度51分41.8秒","日本愛知県江南市小杁町一色","2007年10月5日","公式ウェブサイト","","","","","","","","","","13.4ha","","","","","","国土交通省"
"なばなの里","[なばなの里（三重県桑名市）] なばなの里 （なばなのさと）は、 三重県 桑名市 長島町駒江にある植物園である。 長島観光開発 株式会社の運営するナガシマリゾートの一施設である。","https://ja.wikipedia.org/wiki/なばなの里","日本の植物園一覧","https://ja.wikipedia.org/wiki/日本の植物園一覧","箇条書き,制限あり","北緯35度4分52秒東経136度42分12.8秒","日本三重県桑名市長島町駒江漆畑270","1998年7月12日","なばなの里","","","","","","","","","","","","","","","植物園","長島観光開発"
"清住コスモス園","[清住コスモス園] 清住コスモス畑 （きよずみコスモスばたけ）は 兵庫県 丹波市 氷上町清住 にある コスモス 畑である。","https://ja.wikipedia.org/wiki/清住コスモス園","日本の植物園一覧","https://ja.wikipedia.org/wiki/日本の植物園一覧","箇条書き,制限あり","北緯35度11分36.3秒東経134度59分37.5秒","日本兵庫県丹波市氷上町清住","1990年","","","","","","","","","","","","","","","","",""
"下賀茂熱帯植物園","[下賀茂熱帯植物園] 下賀茂熱帯植物園 （しもかもねったいしょくぶつえん）は、 静岡県 賀茂郡 南伊豆町 にある 植物園 。","https://ja.wikipedia.org/wiki/下賀茂熱帯植物園","日本の植物園一覧","https://ja.wikipedia.org/wiki/日本の植物園一覧","箇条書き,制限あり","北緯34度38分57.55秒 東経138度51分48.37秒","〒415-0303静岡県賀茂郡南伊豆町下賀茂255","1962年1月","下賀茂熱帯植物園","","","","","","","","","","","","","","","",""
"福知山市都市緑化植物園","[福知山市都市緑化植物園] 福知山市都市緑化植物園 （ふくちやましとしりょくかしょくぶつえん）は スモール・テラ （SMALLTERRA・小さな地球）の愛称で呼ばれる、 福知山市 三段池公園にある植物園である。","https://ja.wikipedia.org/wiki/福知山市都市緑化植物園","日本の植物園一覧","https://ja.wikipedia.org/wiki/日本の植物園一覧","箇条書き,制限あり","北緯35度18分42.9秒 東経135度8分13.2秒","","","","","","","","","","","","","","","","","","",""
"万博記念公園自然文化園","[万博記念公園自然文化園] 万博記念公園自然文化園 （ばんぱくきねんこうえんしぜんぶんかえん）は 大阪府 吹田市 の 万博記念公園 内にある 自然公園 及び 総合公園 。 1970年 に行われた 日本万国博覧会 の跡地に作られた公園である。","https://ja.wikipedia.org/wiki/万博記念公園自然文化園","日本の植物園一覧","https://ja.wikipedia.org/wiki/日本の植物園一覧","箇条書き,制限あり","北緯34度48分45.9秒東経135度31分34.2秒","日本大阪府吹田市千里万博公園1-1","","","","","","","","","","","","985,000m2","","","","","自然公園・総合公園",""
"天王寺公園","[天王寺公園植物温室（大阪府大阪市天王寺区）] 天王寺公園 （てんのうじこうえん）は、 大阪府 大阪市 天王寺区 茶臼山町にある市立 公園 。","https://ja.wikipedia.org/wiki/天王寺公園","日本の植物園一覧","https://ja.wikipedia.org/wiki/日本の植物園一覧","箇条書き,制限あり","北緯34度38分59.46秒東経135度30分40.003秒","日本大阪府大阪市天王寺区茶臼山町1-108","","","","","","","","","","","","28.2ha","","","","","動植物公園",""
"春日大社神苑・萬葉植物園","[春日大社神苑・萬葉植物園] 春日大社 （かすがたいしゃ）は、 奈良県 奈良市 春日野町にある 神社 。 式内社 （ 名神大社 ）、 二十二社 （上七社）の一社。 旧社格 は 官幣大社 で、現在は 神社本庁 の 別表神社 。旧称は「 春日社 」、神紋は「下がり藤」。","https://ja.wikipedia.org/wiki/春日大社神苑・萬葉植物園","日本の植物園一覧","https://ja.wikipedia.org/wiki/日本の植物園一覧","箇条書き,制限あり","北緯34度40分53秒東経135度50分54秒","奈良県奈良市春日野町160","","","","北緯34度40分53秒東経135度50分54秒﻿ / ﻿北緯34.68139度 東経135.84833度﻿ /34.68139; 135.84833﻿ (春日大社)座標:北緯34度40分53秒東経135度50分54秒﻿ / ﻿北緯34.68139度 東経135.84833度﻿ /34.68139; 135.84833﻿ (春日大社)","","","","","","","","","","","","","",""
"柳生花しょうぶ園","[柳生花しょうぶ園（奈良県奈良市）] 柳生花しょうぶ園 （やぎゅうはなしょうぶえん）は 奈良県 奈良市 柳生町 にある 庭園 。 1985年 （ 昭和 60年）に開園した。園の面積は約1.0ヘクタール、立地は山裾の谷間で、その細長い敷地の奥に アジサイ 園、麓に花しょうぶ園が設けられている。花しょうぶ園には80万本460品種の花しょうぶが植栽されており、毎年 ハナショウブ の開花時期（5月下旬から7月上旬）に合わせて一般公開される。","https://ja.wikipedia.org/wiki/柳生花しょうぶ園","日本の植物園一覧","https://ja.wikipedia.org/wiki/日本の植物園一覧","箇条書き,制限あり","北緯34度43分39.7秒東経135度57分6.7秒","日本奈良市","1985年（昭和60年）","","","","","","","","","","","1.0ヘクタール","","","","","個人私有地または法人経営における公園",""
"森野旧薬園","[森野旧薬園（奈良県宇陀市）] 森野旧薬園 （もりのきゅうやくえん）は、 奈良県 宇陀市 大宇陀区上新にある薬園。 日本 最古の民間の薬草園である。1926年2月24日に 国史跡 に指定され、1931年10月23日に追加指定が行われた。文化庁はこの薬園について、次のように解説している  。","https://ja.wikipedia.org/wiki/森野旧薬園","日本の植物園一覧","https://ja.wikipedia.org/wiki/日本の植物園一覧","箇条書き,制限あり","北緯34度28分41秒 東経135度55分58秒","","","","","","","","","","","","","","","","","","",""
"神戸花鳥園","[神戸花鳥園神戸どうぶつ王国（兵庫県神戸市中央区）] 神戸どうぶつ王国 （こうべどうぶつおうこく）は、 兵庫県 神戸市 中央区 の ポートアイランド にある 動植物園 である。 花 と 鳥 を中心に多数の展示植物が配置された 温室 などで数多くの鳥が放し飼いになっている。2014年のリニューアル以降は展示動物の種類が大幅に増え、その多くと直接触れあったり餌を与えたりすることができる。","https://ja.wikipedia.org/wiki/神戸花鳥園","日本の植物園一覧","https://ja.wikipedia.org/wiki/日本の植物園一覧","箇条書き,制限あり","北緯34度39分15秒東経135度13分23秒","〒650-0047神戸市中央区港島南町7-1-9","2006年3月15日","神戸どうぶつ王国","神戸どうぶつ王国","北緯34度39分15秒東経135度13分23秒﻿ / ﻿北緯34.65417度 東経135.22306度﻿ /34.65417; 135.22306座標:北緯34度39分15秒東経135度13分23秒﻿ / ﻿北緯34.65417度 東経135.22306度﻿ /34.65417; 135.22306","","神戸どうぶつ王国","","","","","","約20,000 m2","","","","","",""
