"タイトル","コメント","URL","親リストタイトル","親リストURL","一覧抽出方法","座標","所属路線","キロ程","所属事業者","駅構造","開業年月日","ホーム","所在地","備考","駅番号","電報略号","乗車人員,-統計年度-","乗降人員,-統計年度-","乗換","乗降人員,-統計年次-","標高","標高差","最長滑走距離","最大傾斜","コース数"
"羽ノ浦駅","羽ノ浦駅（はのうらえき）","https://ja.wikipedia.org/wiki/羽ノ浦駅","日本の鉄道駅一覧_は","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_は","箇条書き,制限あり","北緯33度57分28.34秒東経134度37分31.48秒","■牟岐線","17.7 km（徳島起点）","四国旅客鉄道（JR四国）","地上駅","1916年（大正5年）12月15日","1面2線","徳島県阿南市羽ノ浦町宮倉羽ノ浦居内61-5北緯33度57分28.34秒東経134度37分31.48秒﻿ / ﻿北緯33.9578722度 東経134.6254111度﻿ /33.9578722; 134.6254111座標:北緯33度57分28.34秒東経134度37分31.48秒﻿ / ﻿北緯33.9578722度 東経134.6254111度﻿ /33.9578722; 134.6254111","業務委託駅","○M09","ハノ","840人/日（降車客含まず）-2018年-","1,680人/日-2018年-","","","","","","",""
"羽場駅 (長野県)","羽場駅 (長野県)（はばえき・東海旅客鉄道飯田線）","https://ja.wikipedia.org/wiki/羽場駅_(長野県)","日本の鉄道駅一覧_は","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_は","箇条書き,制限あり","","CD飯田線","191.6 km（豊橋起点）","東海旅客鉄道（JR東海）","地上駅","1909年（明治42年）12月28日","2面2線[1]","","駅員無配置駅標高：[1]","","ハハ[1]","200人/日（降車客含まず）-2018年-","","","","","","","",""
"羽場駅 (岐阜県)","羽場駅 (岐阜県)（はばえき・名古屋鉄道各務原線）","https://ja.wikipedia.org/wiki/羽場駅_(岐阜県)","日本の鉄道駅一覧_は","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_は","箇条書き,制限あり","北緯35度24分4.43秒東経136度55分18.04秒","各務原線","15.5 km（名鉄岐阜起点）","名古屋鉄道","地上駅","1927年（昭和2年）9月20日","2面2線","岐阜県各務原市鵜沼羽場町六丁目176北緯35度24分4.43秒東経136度55分18.04秒﻿ / ﻿北緯35.4012306度 東経136.9216778度﻿ /35.4012306; 136.9216778﻿ (羽場駅)座標:北緯35度24分4.43秒東経136度55分18.04秒﻿ / ﻿北緯35.4012306度 東経136.9216778度﻿ /35.4012306; 136.9216778﻿ (羽場駅)","無人駅管理駅：名鉄岐阜","KG  02 ","","","1,058人/日-2019年-","","","","","","",""
"馬場崎町駅","馬場崎町駅（ばばさきちょうえき）","https://ja.wikipedia.org/wiki/馬場崎町駅","日本の鉄道駅一覧_は","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_は","箇条書き,制限あり","北緯35度32分19.27秒東経133度13分35.1秒","C境線","17.2 km（米子起点）","西日本旅客鉄道（JR西日本）","地上駅","1987年（昭和62年）11月1日[2][3]","1面1線[1]","鳥取県境港市馬場崎町303北緯35度32分19.27秒東経133度13分35.1秒座標:北緯35度32分19.27秒 東経133度13分35.1秒","無人駅[1]（自動券売機 有）","","ハサ","","460人/日-2018年-","","","","","","",""
"埴生駅","埴生駅（はぶえき）","https://ja.wikipedia.org/wiki/埴生駅","日本の鉄道駅一覧_は","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_は","箇条書き,制限あり","北緯34度2分57.02秒東経131度5分12.71秒","■山陽本線","502.6 km（神戸起点）","西日本旅客鉄道（JR西日本）","地上駅","1901年（明治34年）5月27日","2面3線","山口県山陽小野田市大字埴生字角野1467北緯34度2分57.02秒東経131度5分12.71秒﻿ / ﻿北緯34.0491722度 東経131.0868639度﻿ /34.0491722; 131.0868639座標:北緯34度2分57.02秒東経131度5分12.71秒﻿ / ﻿北緯34.0491722度 東経131.0868639度﻿ /34.0491722; 131.0868639","無人駅（自動券売機 有）","","ハフ","301人/日（降車客含まず）-2019年-","","","","","","","",""
"浜厚真駅","浜厚真駅（はまあつまえき）","https://ja.wikipedia.org/wiki/浜厚真駅","日本の鉄道駅一覧_は","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_は","箇条書き,制限あり","北緯42度36分24.30秒東経141度50分12.93秒","日高本線","22.7 km（苫小牧起点）","北海道旅客鉄道（JR北海道）","地上駅","1913年（大正2年）10月1日","1面1線","北海道勇払郡厚真町字浜厚真北緯42度36分24.30秒東経141度50分12.93秒","無人駅","","ハマ","","","","","","","","",""
"浜加積駅","浜加積駅（はまかづみえき）","https://ja.wikipedia.org/wiki/浜加積駅","日本の鉄道駅一覧_は","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_は","箇条書き,制限あり","北緯36度46分39.01秒東経137度21分42.03秒","■本線","23.2 km（電鉄富山起点）","富山地方鉄道","地上駅","1935年（昭和10年）12月14日","単式1面1線","富山県滑川市曲淵393-5北緯36度46分39.01秒東経137度21分42.03秒﻿ / ﻿北緯36.7775028度 東経137.3616750度﻿ /36.7775028; 137.3616750﻿ (浜加積駅)座標:北緯36度46分39.01秒東経137度21分42.03秒﻿ / ﻿北緯36.7775028度 東経137.3616750度﻿ /36.7775028; 137.3616750﻿ (浜加積駅)","","T19","","","89人/日-2018年-","","","","","","",""
"浜金谷駅","浜金谷駅（はまかなやえき）","https://ja.wikipedia.org/wiki/浜金谷駅","日本の鉄道駅一覧_は","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_は","箇条書き,制限あり","北緯35度10分5.2秒東経139度49分20.6秒","■内房線","64.0 km（蘇我起点）千葉から67.8 km","東日本旅客鉄道（JR東日本）","地上駅","1916年（大正5年）10月11日[1]","1面2線","千葉県富津市金谷2209北緯35度10分5.2秒東経139度49分20.6秒座標:北緯35度10分5.2秒 東経139度49分20.6秒","業務委託駅みどりの窓口有","","ハカ","237人/日（降車客含まず）-2019年-","","","","","","","",""
"浜川崎駅","浜川崎駅（はまかわさきえき）","https://ja.wikipedia.org/wiki/浜川崎駅","日本の鉄道駅一覧_は","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_は","箇条書き,制限あり","北緯35度30分37.5秒東経139度42分48.5秒","東海道貨物線*","20.0 km（浜松町起点）","東日本旅客鉄道（JR東日本）日本貨物鉄道（JR貨物）","地上駅","1918年（大正7年）5月1日[1]","2面3線","川崎市川崎区南渡田町1-2北緯35度30分37.5秒東経139度42分48.5秒﻿ / ﻿北緯35.510417度 東経139.713472度﻿ /35.510417; 139.713472﻿ (南武線 浜川崎駅)座標:北緯35度30分37.5秒東経139度42分48.5秒﻿ / ﻿北緯35.510417度 東経139.713472度﻿ /35.510417; 139.713472﻿ (南武線 浜川崎駅)（南武線）川崎市川崎区鋼管通五丁目9-1北緯35度30分35.3秒東経139度42分48.5秒﻿ / ﻿北緯35.509806度 東経139.713472度﻿ /35.509806; 139.713472﻿ (鶴見線 浜川崎駅)（鶴見線）","無人駅（自動券売機 有）横浜市内駅","JI08","ハサ","2,606人/日（降車客含まず）-2008年-","","","","","","","",""
"浜北駅","浜北駅（はまきたえき）","https://ja.wikipedia.org/wiki/浜北駅","日本の鉄道駅一覧_は","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_は","箇条書き,制限あり","北緯34度47分30.01秒東経137度47分4.30秒","鉄道線","11.2 km（新浜松駅起点）","遠州鉄道","地上駅","1909年（明治42年）12月6日","1面2線","浜松市浜北区沼54-1北緯34度47分30.01秒東経137度47分4.30秒﻿ / ﻿北緯34.7916694度 東経137.7845278度﻿ /34.7916694; 137.7845278座標:北緯34度47分30.01秒東経137度47分4.30秒﻿ / ﻿北緯34.7916694度 東経137.7845278度﻿ /34.7916694; 137.7845278","* 1909年貴布禰駅→1923年遠州貴布禰駅→1977年浜北駅** 1日当たりの乗車人員は、年間の乗車人員を日数で除することにより算出した。"," 13 ","","**1,727人/日（降車客含まず）-2019年-","**3,527人/日-2019年-","","","","","","",""
"浜五井駅","浜五井駅（はまごいえき）","https://ja.wikipedia.org/wiki/浜五井駅","日本の鉄道駅一覧_は","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_は","箇条書き,制限あり","北緯35度31分56.6秒東経140度5分10.0秒","■臨海本線","8.8 km（蘇我起点）","京葉臨海鉄道","地上駅","1963年（昭和38年）9月16日","","千葉県市原市五井海岸北緯35度31分56.6秒東経140度5分10.0秒﻿ / ﻿北緯35.532389度 東経140.086111度﻿ /35.532389; 140.086111座標:北緯35度31分56.6秒東経140度5分10.0秒﻿ / ﻿北緯35.532389度 東経140.086111度﻿ /35.532389; 140.086111","貨物駅","","","","","","","","","","",""
"浜河内駅","浜河内駅（はまごうちえき）","https://ja.wikipedia.org/wiki/浜河内駅","日本の鉄道駅一覧_は","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_は","箇条書き,制限あり","北緯33度57分1.39秒東経131度10分46.12秒","■小野田線（本山支線）","1.3 km（雀田起点）","西日本旅客鉄道（JR西日本）","地上駅","1957年（昭和32年）6月1日","1面1線","山口県山陽小野田市大字小野田字夏目3153北緯33度57分1.39秒東経131度10分46.12秒﻿ / ﻿北緯33.9503861度 東経131.1794778度﻿ /33.9503861; 131.1794778座標:北緯33度57分1.39秒東経131度10分46.12秒﻿ / ﻿北緯33.9503861度 東経131.1794778度﻿ /33.9503861; 131.1794778","無人駅","","マコ","10人/日（降車客含まず）-2019年-","","","","","","","",""
"浜小倉駅","浜小倉駅（はまこくらえき）","https://ja.wikipedia.org/wiki/浜小倉駅","日本の鉄道駅一覧_は","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_は","箇条書き,制限あり","北緯33度53分50秒東経130度51分18秒","鹿児島本線","13.4 km（門司港起点）","日本貨物鉄道（JR貨物）","地上駅","1969年（昭和44年）10月1日","","北九州市小倉北区西港町30北緯33度53分50秒東経130度51分18秒﻿ / ﻿北緯33.89722度 東経130.85500度﻿ /33.89722; 130.85500座標:北緯33度53分50秒東経130度51分18秒﻿ / ﻿北緯33.89722度 東経130.85500度﻿ /33.89722; 130.85500","貨物専用駅定期貨物列車の発着なし","","マコ","","","","","","","","",""
"浜小清水駅","浜小清水駅（はまこしみずえき）","https://ja.wikipedia.org/wiki/浜小清水駅","日本の鉄道駅一覧_は","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_は","箇条書き,制限あり","北緯43度56分2.36秒東経144度27分11.48秒","■釧網本線","20.1 km（網走起点）","北海道旅客鉄道（JR北海道）","地上駅","1925年（大正14年）11月10日","2面2線","北海道斜里郡小清水町字浜小清水474-7北緯43度56分2.36秒東経144度27分11.48秒座標:北緯43度56分2.36秒 東経144度27分11.48秒","無人駅","○B74","マコ","","62人/日-2014年-","","","","","","",""
"浜坂駅","浜坂駅（はまさかえき）","https://ja.wikipedia.org/wiki/浜坂駅","日本の鉄道駅一覧_は","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_は","箇条書き,制限あり","北緯35度37分15.25秒東経134度27分8.61秒","A山陰本線","197.9 km（京都起点）","西日本旅客鉄道（JR西日本）","地上駅[1]","1911年（明治44年）11月10日[1]","2面3線[1]","兵庫県美方郡新温泉町浜坂字東岡2330-1[1]北緯35度37分15.25秒東経134度27分8.61秒﻿ / ﻿北緯35.6209028度 東経134.4523917度﻿ /35.6209028; 134.4523917﻿ (浜坂駅)","業務委託駅[1]みどりの窓口有","","ハサ","263人/日（降車客含まず）-2016年-","","","","","","","",""
"浜崎駅","浜崎駅（はまさきえき）","https://ja.wikipedia.org/wiki/浜崎駅","日本の鉄道駅一覧_は","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_は","箇条書き,制限あり","北緯33度26分48.79秒東経130度2分12.45秒","JK筑肥線","35.4 km（姪浜起点）","九州旅客鉄道（JR九州）","地上駅","1923年（大正12年）12月5日","2面2線","佐賀県唐津市浜玉町浜崎108-3北緯33度26分48.79秒東経130度2分12.45秒﻿ / ﻿北緯33.4468861度 東経130.0367917度﻿ /33.4468861; 130.0367917﻿ (浜崎駅)","業務委託駅","JK  16 ","ハサ","612人/日（降車客含まず）-2019年-","","","","","","","",""
"浜田駅","浜田駅（はまだえき）","https://ja.wikipedia.org/wiki/浜田駅","日本の鉄道駅一覧_は","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_は","箇条書き,制限あり","北緯34度54分9.39秒東経132度5分19.88秒","D山陰本線","473.3 km（京都起点）","西日本旅客鉄道（JR西日本）","地上駅（橋上駅）","1921年（大正10年）9月1日","2面3線","島根県浜田市浅井町791-2北緯34度54分9.39秒東経132度5分19.88秒﻿ / ﻿北緯34.9026083度 東経132.0888556度﻿ /34.9026083; 132.0888556﻿ (浜田駅)","直営駅（管理駅）みどりの券売機プラス設置駅[1]","","ハマ","744人/日（降車客含まず）-2018年-","","","","","","","",""
"浜田浦駅","浜田浦駅（はまたうらえき）","https://ja.wikipedia.org/wiki/浜田浦駅","日本の鉄道駅一覧_は","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_は","箇条書き,制限あり","北緯42度35分26.38秒東経141度53分1.02秒","日高本線","27.0 km（苫小牧起点）","北海道旅客鉄道（JR北海道）","地上駅","1959年（昭和34年）12月18日","1面1線","北海道勇払郡むかわ町田浦北緯42度35分26.38秒東経141度53分1.02秒","無人駅","","ハウ","","","","","","","","",""
"浜田山駅","浜田山駅（はまだやまえき）","https://ja.wikipedia.org/wiki/浜田山駅","日本の鉄道駅一覧_は","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_は","箇条書き,制限あり","北緯35度40分53.9秒東経139度37分39秒","■井の頭線","7.5 km（渋谷起点）","京王電鉄","地上駅","1933年（昭和8年）8月1日","1面2線","東京都杉並区浜田山三丁目31番2号北緯35度40分53.9秒東経139度37分39秒﻿ / ﻿北緯35.681639度 東経139.62750度﻿ /35.681639; 139.62750﻿ (浜田山駅)座標:北緯35度40分53.9秒東経139度37分39秒﻿ / ﻿北緯35.681639度 東経139.62750度﻿ /35.681639; 139.62750﻿ (浜田山駅)","","IN11","","","30,158人/日-2019年-","","","","","","",""
"浜町駅","浜町駅（はまちょうえき）","https://ja.wikipedia.org/wiki/浜町駅","日本の鉄道駅一覧_は","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_は","箇条書き,制限あり","北緯35度41分18.5秒東経139度47分17.3秒","●[1]新宿線","8.7 km（新宿起点）","東京都交通局（都営地下鉄）","地下駅","1978年（昭和53年）12月21日","1面2線","東京都中央区日本橋浜町二丁目59-3北緯35度41分18.5秒東経139度47分17.3秒﻿ / ﻿北緯35.688472度 東経139.788139度﻿ /35.688472; 139.788139﻿ (浜町駅)座標:北緯35度41分18.5秒東経139度47分17.3秒﻿ / ﻿北緯35.688472度 東経139.788139度﻿ /35.688472; 139.788139﻿ (浜町駅)","業務委託駅","S10[1]","浜（駅名略称）","","23,188人/日-2019年-","","","","","","",""
"浜寺駅前停留場","浜寺駅前停留場（はまでらえきまえていりゅうじょう）","https://ja.wikipedia.org/wiki/浜寺駅前停留場","日本の鉄道駅一覧_は","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_は","箇条書き,制限あり","北緯34度32分28.7秒東経135度26分35.5秒","■阪堺線","14.1km（恵美須町起点）天王寺駅前から13.9 km","阪堺電気軌道","地上駅","1912年（明治45年）4月1日","単式 2面","堺市西区浜寺公園町2丁140北緯34度32分28.7秒東経135度26分35.5秒﻿ / ﻿北緯34.541306度 東経135.443194度﻿ /34.541306; 135.443194座標:北緯34度32分28.7秒東経135度26分35.5秒﻿ / ﻿北緯34.541306度 東経135.443194度﻿ /34.541306; 135.443194",""," HN31 ","","","","","","","","","",""
