"タイトル","コメント","URL","親リストタイトル","親リストURL","一覧抽出方法","座標","所属路線","キロ程","所属事業者","開業年月日","駅構造","ホーム","所在地","備考","電報略号","乗車人員,-統計年度-","駅番号","乗降人員,-統計年度-","乗換","乗車人員,-統計年次-","乗降人員,-統計年次-","住所","公式サイト","所有者","総支配人"
"肥前旭駅","肥前旭駅（ひぜんあさひえき）","https://ja.wikipedia.org/wiki/肥前旭駅","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯33度21分0.85秒東経130度29分45.53秒","JB鹿児島本線[1]","110.4 km（門司港起点）","九州旅客鉄道（JR九州）[1]","1934年（昭和9年）6月7日[2]","地上駅","2面2線[2]","佐賀県鳥栖市儀徳町[2]北緯33度21分0.85秒東経130度29分45.53秒﻿ / ﻿北緯33.3502361度 東経130.4959806度﻿ /33.3502361; 130.4959806﻿ (肥前旭駅)座標:北緯33度21分0.85秒東経130度29分45.53秒﻿ / ﻿北緯33.3502361度 東経130.4959806度﻿ /33.3502361; 130.4959806﻿ (肥前旭駅)","無人駅[1]","サヒ","740人/日（降車客含まず）-2019年-","JB  16 ","","","","","","","",""
"肥前飯田駅","肥前飯田駅（ひぜんいいだえき）","https://ja.wikipedia.org/wiki/肥前飯田駅","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯33度3分20.52秒東経130度9分31.51秒","■長崎本線","63.6 km（鳥栖起点）","九州旅客鉄道（JR九州）","1934年（昭和9年）4月16日","地上駅","1面2線","佐賀県鹿島市大字飯田33北緯33度3分20.52秒東経130度9分31.51秒﻿ / ﻿北緯33.0557000度 東経130.1587528度﻿ /33.0557000; 130.1587528﻿ (肥前飯田駅)座標:北緯33度3分20.52秒東経130度9分31.51秒﻿ / ﻿北緯33.0557000度 東経130.1587528度﻿ /33.0557000; 130.1587528﻿ (肥前飯田駅)","無人駅","イイ","48人/日（降車客含まず）-2016年-","","","","","","","","",""
"備前一宮駅","備前一宮駅（びぜんいちのみやえき）","https://ja.wikipedia.org/wiki/備前一宮駅","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯34度40分44.05秒東経133度51分50.82秒","U吉備線（桃太郎線）","6.5 km（岡山起点）","西日本旅客鉄道（JR西日本）","1904年（明治37年）11月15日","地上駅","1面1線","岡山市北区一宮553-19北緯34度40分44.05秒東経133度51分50.82秒﻿ / ﻿北緯34.6789028度 東経133.8641167度﻿ /34.6789028; 133.8641167﻿ (備前一宮駅*)","無人駅（自動券売機 有）","ノミ","1,026人/日（降車客含まず）-2019年-","JR-U04","","","","","","","",""
"肥前大浦駅","肥前大浦駅（ひぜんおおうらえき）","https://ja.wikipedia.org/wiki/肥前大浦駅","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯32度58分30.25秒東経130度12分26.01秒","■長崎本線","75.6 km（鳥栖起点）","九州旅客鉄道（JR九州）","1934年（昭和9年）12月1日","地上駅","1面2線","佐賀県藤津郡太良町大字大浦丙1632北緯32度58分30.25秒東経130度12分26.01秒﻿ / ﻿北緯32.9750694度 東経130.2072250度﻿ /32.9750694; 130.2072250﻿ (肥前大浦駅)","簡易委託駅（駅舎外発券）","オラ","145人/日（降車客含まず）-2016年-","","","","","","","","",""
"肥前鹿島駅","肥前鹿島駅（ひぜんかしまえき）","https://ja.wikipedia.org/wiki/肥前鹿島駅","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯33度6分51.97秒東経130度5分52.02秒","■長崎本線","54.6 km（鳥栖起点）","九州旅客鉄道（JR九州）","1930年（昭和5年）11月30日","地上駅","1面2線","佐賀県鹿島市大字高津原4111-2北緯33度6分51.97秒東経130度5分52.02秒﻿ / ﻿北緯33.1144361度 東経130.0977833度﻿ /33.1144361; 130.0977833﻿ (肥前鹿島駅)","業務委託駅みどりの窓口有","シマ","1,163人/日（降車客含まず）-2019年-","","","","","","","","",""
"備前片岡駅","備前片岡駅（びぜんかたおかえき）","https://ja.wikipedia.org/wiki/備前片岡駅","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯34度32分37.6秒東経133度51分43.33秒","L宇野線（宇野みなと線）","20.9km（岡山起点）茶屋町から6.0 km","西日本旅客鉄道（JR西日本）","1939年（昭和14年）1月1日","地上駅","2面2線","岡山市南区片岡字川西2360番地3北緯34度32分37.6秒東経133度51分43.33秒﻿ / ﻿北緯34.543778度 東経133.8620361度﻿ /34.543778; 133.8620361﻿ (備前片岡駅)","無人駅（自動券売機 有）","カタ","235人/日（降車客含まず）-2019年-","JR-L10","","","","","","","",""
"備前片上駅","備前片上駅（びぜんかたかみえき）","https://ja.wikipedia.org/wiki/備前片上駅","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯34度44分53.5秒東経134度11分49.4秒","N赤穂線","31.0km（相生起点）播州赤穂から20.5 km","西日本旅客鉄道（JR西日本）","1958年（昭和33年）3月25日","地上駅","2面3線","岡山県備前市東片上518北緯34度44分53.5秒東経134度11分49.4秒﻿ / ﻿北緯34.748194度 東経134.197056度﻿ /34.748194; 134.197056座標:北緯34度44分53.5秒東経134度11分49.4秒﻿ / ﻿北緯34.748194度 東経134.197056度﻿ /34.748194; 134.197056","無人駅","カミ","150人/日（降車客含まず）-2019年-","JR-N13","","","","","","","",""
"肥前久保駅","肥前久保駅（ひぜんくぼえき）","https://ja.wikipedia.org/wiki/肥前久保駅","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯33度21分20.9秒東経130度0分1.54秒","筑肥線","5.1 km（山本起点）","九州旅客鉄道（JR九州）","1935年（昭和10年）3月1日","地上駅","1面1線","佐賀県唐津市相知町久保北緯33度21分20.9秒東経130度0分1.54秒﻿ / ﻿北緯33.355806度 東経130.0004278度﻿ /33.355806; 130.0004278﻿ (肥前久保駅*)座標:北緯33度21分20.9秒東経130度0分1.54秒﻿ / ﻿北緯33.355806度 東経130.0004278度﻿ /33.355806; 130.0004278﻿ (肥前久保駅*)","無人駅*1937年に播随院駅から改称。","セク","12人/日（降車客含まず）-2016年-","","26人/日-2016年-","","","","","","",""
"肥前古賀駅","肥前古賀駅（ひぜんこがえき）","https://ja.wikipedia.org/wiki/肥前古賀駅","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯32度47分54秒東経129度57分6秒","■長崎本線[1]","112.3 km（鳥栖起点）","九州旅客鉄道（JR九州）[1]","1972年（昭和47年）10月2日","地上駅","1面1線","長崎県長崎市松原町2371北緯32度47分54秒東経129度57分6秒﻿ / ﻿北緯32.79833度 東経129.95167度﻿ /32.79833; 129.95167﻿ (肥前古賀駅)","無人駅[1]","セコ","345人/日（降車客含まず）-2019年-","","","","","","","","",""
"肥前白石駅","肥前白石駅（ひぜんしろいしえき）","https://ja.wikipedia.org/wiki/肥前白石駅","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯33度11分14.92秒東経130度8分9.48秒","■長崎本線","44.7 km（鳥栖起点）","九州旅客鉄道（JR九州）","1930年（昭和5年）3月9日","地上駅","2面2線","佐賀県杵島郡白石町大字福田1993-5北緯33度11分14.92秒東経130度8分9.48秒﻿ / ﻿北緯33.1874778度 東経130.1359667度﻿ /33.1874778; 130.1359667﻿ (肥前白石駅*)","無人駅*1930年に福治駅から改称。","シロ","699人/日（降車客含まず）-2019年-","","","","","","","","",""
"備前田井駅","備前田井駅（びぜんたいえき）","https://ja.wikipedia.org/wiki/備前田井駅","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯34度30分57秒東経133度56分36.59秒","L宇野線（宇野みなと線）","30.3km（岡山起点）茶屋町から15.4 km","西日本旅客鉄道（JR西日本）","1939年（昭和14年）1月1日","地上駅（盛土上）","2面2線","岡山県玉野市田井三丁目3番1号北緯34度30分57秒東経133度56分36.59秒﻿ / ﻿北緯34.51583度 東経133.9434972度﻿ /34.51583; 133.9434972﻿ (備前田井駅)","無人駅（自動券売機 有）","タイ","318人/日（降車客含まず）-2019年-","JR-L14","","","","","","","",""
"肥前長田駅","肥前長田駅（ひぜんながたえき）","https://ja.wikipedia.org/wiki/肥前長田駅","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯32度51分43.14秒東経130度4分48.13秒","■長崎本線","95.6 km（鳥栖起点）","九州旅客鉄道（JR九州）","1934年（昭和9年）3月24日","地上駅","2面2線","長崎県諫早市長田町2521北緯32度51分43.14秒東経130度4分48.13秒﻿ / ﻿北緯32.8619833度 東経130.0800361度﻿ /32.8619833; 130.0800361﻿ (肥前長田駅)","無人駅（自動券売機 有）","ヒナ","130人/日（降車客含まず）-2016年-","","","","","","","","",""
"肥前長野駅","肥前長野駅（ひぜんながのえき）","https://ja.wikipedia.org/wiki/肥前長野駅","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯33度17分43.8秒東経129度58分14.7秒","筑肥線","14.3 km（山本起点）","九州旅客鉄道（JR九州）","1935年（昭和10年）3月1日","地上駅","1面1線","佐賀県伊万里市大川町大川野1662北緯33度17分43.8秒東経129度58分14.7秒﻿ / ﻿北緯33.295500度 東経129.970750度﻿ /33.295500; 129.970750﻿ (肥前長野駅)","無人駅","ナノ","18人/日（降車客含まず）-2016年-","","36人/日-2016年-","","","","","","",""
"肥前七浦駅","肥前七浦駅（ひぜんななうらえき）","https://ja.wikipedia.org/wiki/肥前七浦駅","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯33度4分15.01秒東経130度8分43.09秒","■長崎本線","61.5 km（鳥栖起点）","九州旅客鉄道（JR九州）","1934年（昭和9年）4月16日","地上駅","2面2線","佐賀県鹿島市大字音成562北緯33度4分15.01秒東経130度8分43.09秒﻿ / ﻿北緯33.0708361度 東経130.1453028度﻿ /33.0708361; 130.1453028﻿ (肥前七浦駅)","無人駅","ナナ","47人/日（降車客含まず）-2016年-","","","","","","","","",""
"備前西市駅","備前西市駅（びぜんにしいちえき）","https://ja.wikipedia.org/wiki/備前西市駅","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯34度37分54.56秒東経133度54分0.65秒","L宇野線（宇野みなと線）（M瀬戸大橋線含む）","4.5 km（岡山起点）","西日本旅客鉄道（JR西日本）","1939年（昭和14年）1月1日","地上駅","2面2線","岡山市南区西市457番地4北緯34度37分54.56秒東経133度54分0.65秒﻿ / ﻿北緯34.6318222度 東経133.9001806度﻿ /34.6318222; 133.9001806座標:北緯34度37分54.56秒東経133度54分0.65秒﻿ / ﻿北緯34.6318222度 東経133.9001806度﻿ /34.6318222; 133.9001806","無人駅（自動券売機 有）","ニシ","1,813人/日（降車客含まず）-2019年-","JR-L03（宇野みなと線）JR-M03（瀬戸大橋線）","","","","","","","",""
"肥前浜駅","肥前浜駅（ひぜんはまえき）","https://ja.wikipedia.org/wiki/肥前浜駅","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯33度5分42.37秒東経130度7分1.48秒","■長崎本線","57.6 km（鳥栖起点）","九州旅客鉄道（JR九州）","1930年（昭和5年）11月30日","地上駅","2面3線","佐賀県鹿島市浜町933北緯33度5分42.37秒東経130度7分1.48秒﻿ / ﻿北緯33.0951028度 東経130.1170778度﻿ /33.0951028; 130.1170778﻿ (肥前浜駅)","簡易委託駅","ハマ","191人/日（降車客含まず）-2016年-","","","","","","","","",""
"備前原駅","備前原駅（びぜんはらえき）","https://ja.wikipedia.org/wiki/備前原駅","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯34度42分17.92秒東経133度56分41.62秒","T津山線","5.1 km（岡山起点）","西日本旅客鉄道（JR西日本）","1927年（昭和2年）4月1日**","地上駅","1面1線","岡山市北区原北緯34度42分17.92秒東経133度56分41.62秒","無人駅（乗車駅証明書発行機 有）","ヒハ","98人/日（降車客含まず）-2019年-","","","","","","","","",""
"備前福河駅","備前福河駅（びぜんふくかわえき）","https://ja.wikipedia.org/wiki/備前福河駅","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯34度44分48.42秒東経134度19分53.29秒","N赤穂線","16.4km（相生起点）播州赤穂から5.9 km","西日本旅客鉄道（JR西日本）","1955年（昭和30年）3月1日[1]","地上駅[1]","1面1線[1]","兵庫県赤穂市福浦[1]北緯34度44分48.42秒東経134度19分53.29秒﻿ / ﻿北緯34.7467833度 東経134.3314694度﻿ /34.7467833; 134.3314694座標:北緯34度44分48.42秒東経134度19分53.29秒﻿ / ﻿北緯34.7467833度 東経134.3314694度﻿ /34.7467833; 134.3314694","無人駅","フカ","30人/日（降車客含まず）-2019年-","","","","","","","","",""
"肥前麓駅","肥前麓駅（ひぜんふもとえき）","https://ja.wikipedia.org/wiki/肥前麓駅","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯33度21分57.56秒東経130度28分41.29秒","JH長崎本線[1]","4.2 km（鳥栖起点）","九州旅客鉄道（JR九州）[1]","1947年（昭和22年）3月1日[2]","地上駅","2面2線","佐賀県鳥栖市平田町1248北緯33度21分57.56秒東経130度28分41.29秒﻿ / ﻿北緯33.3659889度 東経130.4781361度﻿ /33.3659889; 130.4781361﻿ (肥前麓駅)","無人駅[1]","フモ","547人/日（降車客含まず）-2019年-","JH  03 ","","","","","","","",""
"備前三門駅","備前三門駅（びぜんみかどえき）","https://ja.wikipedia.org/wiki/備前三門駅","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯34度40分4.1秒東経133度54分1.56秒","U吉備線（桃太郎線）","1.9 km（岡山起点）","西日本旅客鉄道（JR西日本）","1904年（明治37年）11月15日","地上駅","1面1線","岡山市北区下伊福上町14-8北緯34度40分4.1秒東経133度54分1.56秒﻿ / ﻿北緯34.667806度 東経133.9004333度﻿ /34.667806; 133.9004333﻿ (備前三門駅*)","無人駅（自動券売機 有）*1944年に三門駅から改称。","ミカ","1,147人/日（降車客含まず）-2019年-","JR-U02","","","","","","","",""
"肥前山口駅","肥前山口駅（ひぜんやまぐちえき）","https://ja.wikipedia.org/wiki/肥前山口駅","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯33度13分8.77秒東経130度9分40.09秒","■長崎本線","39.6 km（鳥栖起点）","九州旅客鉄道（JR九州）","1895年（明治28年）5月5日","地上駅（橋上駅[1]）","3面5線","佐賀県杵島郡江北町大字山口1381-1北緯33度13分8.77秒東経130度9分40.09秒﻿ / ﻿北緯33.2191028度 東経130.1611361度﻿ /33.2191028; 130.1611361﻿ (肥前山口駅)","業務委託駅みどりの窓口有*1913年に山口駅から改称。","ヤマ","1,163人/日（降車客含まず）-2019年-","","","","","","","","",""
"肥前竜王駅","肥前竜王駅（ひぜんりゅうおうえき）","https://ja.wikipedia.org/wiki/肥前竜王駅","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯33度8分49.44秒東経130度7分14.28秒","■長崎本線","49.4 km（鳥栖起点）","九州旅客鉄道（JR九州）","1930年（昭和5年）3月9日","地上駅","2面2線","佐賀県杵島郡白石町大字坂田北緯33度8分49.44秒東経130度7分14.28秒﻿ / ﻿北緯33.1470667度 東経130.1206333度﻿ /33.1470667; 130.1206333﻿ (肥前竜王駅)","無人駅","リウ","154人/日（降車客含まず）-2016年-","","","","","","","","",""
