"タイトル","コメント","URL","親リストタイトル","親リストURL","一覧抽出方法","座標","所属路線","キロ程","所属事業者","所在地","駅構造","開業年月日","ホーム","備考","電報略号","駅番号","乗降人員,-統計年度-","乗車人員,-統計年度-","乗換","乗降人員,-統計年次-","外部リンク","種類","市場情報","本社所在地","設立"
"十府ヶ浦海岸駅","十府ヶ浦海岸駅（とふがうらかいがんえき）","https://ja.wikipedia.org/wiki/十府ヶ浦海岸駅","日本の鉄道駅一覧_と","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_と","箇条書き,制限あり","北緯40度05分48秒東経141度49分27秒","■リアス線","149.6 km（盛起点）","三陸鉄道","岩手県九戸郡野田村大字野田第10地割中沼10-3[1]北緯40度05分48秒東経141度49分27秒﻿ / ﻿北緯40.09661度 東経141.82419度﻿ /40.09661; 141.82419座標:北緯40度05分48秒東経141度49分27秒﻿ / ﻿北緯40.09661度 東経141.82419度﻿ /40.09661; 141.82419","地上駅","2017年（平成29年）3月25日[1]","1面1線","無人駅","","","6人/日-2018年-","","","","","","","",""
"都府楼前駅","都府楼前駅（とふろうまええき）","https://ja.wikipedia.org/wiki/都府楼前駅","日本の鉄道駅一覧_と","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_と","箇条書き,制限あり","北緯33度30分42.83秒東経130度30分27.41秒","■天神大牟田線","13.8 km（西鉄福岡（天神）起点）","西日本鉄道","福岡県太宰府市通古賀三丁目北緯33度30分42.83秒東経130度30分27.41秒﻿ / ﻿北緯33.5118972度 東経130.5076139度﻿ /33.5118972; 130.5076139座標:北緯33度30分42.83秒東経130度30分27.41秒﻿ / ﻿北緯33.5118972度 東経130.5076139度﻿ /33.5118972; 130.5076139","地上駅","1924年（大正13年）4月12日","2面2線","","","T  12 ","7,163人/日-2019年-","","","","","","","",""
"都府楼南駅","都府楼南駅（とふろうみなみえき）","https://ja.wikipedia.org/wiki/都府楼南駅","日本の鉄道駅一覧_と","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_と","箇条書き,制限あり","北緯33度30分11.33秒東経130度30分24.28秒","JB鹿児島本線","91.0 km（門司港起点）","九州旅客鉄道（JR九州）","福岡県太宰府市都府楼南三丁目21-1*北緯33度30分11.33秒東経130度30分24.28秒﻿ / ﻿北緯33.5031472度 東経130.5067444度﻿ /33.5031472; 130.5067444﻿ (都府楼南駅)","地上駅","1989年（平成元年）3月11日[1]","2面2線","業務委託駅","トロ","JB  07 ","","1,168人/日（降車客含まず）-2019年-","","","","","","",""
"戸部駅","戸部駅（とべえき）","https://ja.wikipedia.org/wiki/戸部駅","日本の鉄道駅一覧_と","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_と","箇条書き,制限あり","北緯35度27分24.3秒東経139度37分10.3秒","■本線","23.4 km（品川起点）","京浜急行電鉄","横浜市西区戸部本町48番11号北緯35度27分24.3秒東経139度37分10.3秒﻿ / ﻿北緯35.456750度 東経139.619528度﻿ /35.456750; 139.619528﻿ (戸部駅)座標:北緯35度27分24.3秒東経139度37分10.3秒﻿ / ﻿北緯35.456750度 東経139.619528度﻿ /35.456750; 139.619528﻿ (戸部駅)","高架駅","1931年（昭和6年）12月26日","1面2線","","","KK38","16,841人/日-2019年-","","","","","","","",""
"砥堀駅","砥堀駅（とほりえき）","https://ja.wikipedia.org/wiki/砥堀駅","日本の鉄道駅一覧_と","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_と","箇条書き,制限あり","北緯34度51分58.31秒東経134度43分28.37秒","J播但線","6.0 km（姫路起点）","西日本旅客鉄道（JR西日本）","兵庫県姫路市砥堀字高田32-2[1]北緯34度51分58.31秒東経134度43分28.37秒﻿ / ﻿北緯34.8661972度 東経134.7245472度﻿ /34.8661972; 134.7245472座標:北緯34度51分58.31秒東経134度43分28.37秒﻿ / ﻿北緯34.8661972度 東経134.7245472度﻿ /34.8661972; 134.7245472","地上駅[1]","1935年（昭和10年）11月20日[1]","2面2線[1]","無人駅（自動券売機 有）[1]","ホリ","","","679人/日（降車客含まず）-2016年-","","","","","","",""
"斗米駅","斗米駅（とまいえき）","https://ja.wikipedia.org/wiki/斗米駅","日本の鉄道駅一覧_と","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_と","箇条書き,制限あり","北緯40度17分6.57秒東経141度17分27.96秒","■いわて銀河鉄道線","73.7km（盛岡起点）東京から609.0 km","IGRいわて銀河鉄道","岩手県二戸市米沢字沢内176-2北緯40度17分6.57秒東経141度17分27.96秒座標:北緯40度17分6.57秒 東経141度17分27.96秒","地上駅","1966年（昭和41年）10月1日[1]","2面2線","無人駅","トイ","","136人/日-2019年-","","","","","","","",""
"苫小牧駅","苫小牧駅（とまこまいえき）","https://ja.wikipedia.org/wiki/苫小牧駅","日本の鉄道駅一覧_と","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_と","箇条書き,制限あり","北緯42度38分23.22秒東経141度35分48.38秒","■室蘭本線（■千歳線直通含む）","135.2 km（長万部起点）","北海道旅客鉄道（JR北海道）","北海道苫小牧市表町6丁目4番3号北緯42度38分23.22秒東経141度35分48.38秒﻿ / ﻿北緯42.6397833度 東経141.5967722度﻿ /42.6397833; 141.5967722﻿ (苫小牧駅)","地上駅（橋上駅）","1892年（明治25年）8月1日","2面4線","直営駅（管理駅）みどりの窓口有話せる券売機設置駅[1]","トマ","○H18","","3,468人/日（降車客含まず）-2019年-","","","","","","",""
"苫小牧貨物駅","苫小牧貨物駅（とまこまいかもつえき）","https://ja.wikipedia.org/wiki/苫小牧貨物駅","日本の鉄道駅一覧_と","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_と","箇条書き,制限あり","北緯42度39分0.59秒東経141度37分45.76秒","室蘭本線","138.6 km（長万部起点）","日本貨物鉄道（JR貨物）","北海道苫小牧市一本松町15北緯42度39分0.59秒東経141度37分45.76秒﻿ / ﻿北緯42.6501639度 東経141.6293778度﻿ /42.6501639; 141.6293778座標:北緯42度39分0.59秒東経141度37分45.76秒﻿ / ﻿北緯42.6501639度 東経141.6293778度﻿ /42.6501639; 141.6293778","地上駅","1892年（明治25年）8月1日","なし","貨物専用駅","トマカ","","","","","","","","","",""
"苫米地駅","苫米地駅（とまべちえき）","https://ja.wikipedia.org/wiki/苫米地駅","日本の鉄道駅一覧_と","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_と","箇条書き,制限あり","","■青い森鉄道線","18.2km（目時起点）盛岡から100.2km東京から635.5 km","青い森鉄道","","地上駅","1961年（昭和36年）8月15日","2面2線","無人駅（自動券売機 有）","トマ","","100人/日-2018年-","","","","","","","",""
"トマム駅","トマム駅","https://ja.wikipedia.org/wiki/トマム駅","日本の鉄道駅一覧_と","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_と","箇条書き,制限あり","北緯43度3分21.33秒東経142度36分39.24秒","■石勝線","98.6 km（南千歳起点）","北海道旅客鉄道（JR北海道）","北海道勇払郡占冠村字中トマム北緯43度3分21.33秒東経142度36分39.24秒﻿ / ﻿北緯43.0559250度 東経142.6109000度﻿ /43.0559250; 142.6109000座標:北緯43度3分21.33秒東経142度36分39.24秒﻿ / ﻿北緯43.0559250度 東経142.6109000度﻿ /43.0559250; 142.6109000","地上駅","1981年（昭和56年）10月1日[2]","2面2線","無人駅","トム（←セコ[1]）","○K22","40人/日-2014年-","","","","","","","",""
"泊駅 (富山県)","泊駅 (富山県)（とまりえき・あいの風とやま鉄道線）","https://ja.wikipedia.org/wiki/泊駅_(富山県)","日本の鉄道駅一覧_と","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_と","箇条書き,制限あり","北緯36度57分7.05秒東経137度33分20.73秒","■あいの風とやま鉄道線（■えちごトキめき鉄道日本海ひすいライン直通含む）","90.7 km（倶利伽羅起点）金沢から108.5 km米原から285.1 km","あいの風とやま鉄道[1]","富山県下新川郡朝日町平柳字阿原631北緯36度57分7.05秒東経137度33分20.73秒﻿ / ﻿北緯36.9519583度 東経137.5557583度﻿ /36.9519583; 137.5557583座標:北緯36度57分7.05秒東経137度33分20.73秒﻿ / ﻿北緯36.9519583度 東経137.5557583度﻿ /36.9519583; 137.5557583","地上駅","1910年（明治43年）4月16日","2面3線","直営駅みどりの窓口有","トマ","","","689人/日（降車客含まず）-2019年-","","","","","","",""
"泊駅 (鳥取県)","泊駅 (鳥取県)（とまりえき・西日本旅客鉄道山陰本線）","https://ja.wikipedia.org/wiki/泊駅_(鳥取県)","日本の鉄道駅一覧_と","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_と","箇条書き,制限あり","北緯35度30分33.67秒東経133度56分11.06秒","A山陰本線","258.9 km（京都起点）","西日本旅客鉄道（JR西日本）","鳥取県東伯郡湯梨浜町大字園字稲干場545北緯35度30分33.67秒東経133度56分11.06秒﻿ / ﻿北緯35.5093528度 東経133.9364056度﻿ /35.5093528; 133.9364056﻿ (泊駅)","地上駅","1905年（明治38年）5月15日","2面3線","無人駅","トマ","","204人/日-2018年-","","","","","","","",""
"泊駅 (三重県)","泊駅 (三重県)（とまりえき・四日市あすなろう鉄道内部線）","https://ja.wikipedia.org/wiki/泊駅_(三重県)","日本の鉄道駅一覧_と","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_と","箇条書き,制限あり","北緯34度56分24.55秒東経136度35分54.5秒","内部線","3.6 km（あすなろう四日市起点）","四日市あすなろう鉄道","三重県四日市市泊町3-20北緯34度56分24.55秒東経136度35分54.5秒﻿ / ﻿北緯34.9401528度 東経136.598472度﻿ /34.9401528; 136.598472座標:北緯34度56分24.55秒東経136度35分54.5秒﻿ / ﻿北緯34.9401528度 東経136.598472度﻿ /34.9401528; 136.598472","地上駅","1922年（大正11年）1月10日","1面2線","無人駅（自動券売機 有）","トマリ","","938[1]人/日-2019年-","522人/日（降車客含まず）-2019年-","","","","","","",""
"富合駅","富合駅（とみあいえき）","https://ja.wikipedia.org/wiki/富合駅","日本の鉄道駅一覧_と","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_と","箇条書き,制限あり","北緯32度42分49.17秒東経130度40分22.11秒","■鹿児島本線（■あまくさみすみ線含む）","205.3 km（門司港起点）","九州旅客鉄道（JR九州）","熊本市南区富合町志々水[1]北緯32度42分49.17秒東経130度40分22.11秒﻿ / ﻿北緯32.7136583度 東経130.6728083度﻿ /32.7136583; 130.6728083﻿ (富合駅)","地上駅","2011年（平成23年）3月12日[1]","2面2線[1]","無人駅[1]","トミ","","","615人/日（降車客含まず）-2019年-","","","","","","",""
"富浦駅 (北海道)","富浦駅 (北海道)（とみうらえき・北海道旅客鉄道室蘭本線）","https://ja.wikipedia.org/wiki/富浦駅_(北海道)","日本の鉄道駅一覧_と","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_と","箇条書き,制限あり","北緯42度26分30.93秒東経141度9分23.36秒","■室蘭本線","92.3 km（長万部起点）","北海道旅客鉄道（JR北海道）","北海道登別市富浦町2丁目北緯42度26分30.93秒東経141度9分23.36秒﻿ / ﻿北緯42.4419250度 東経141.1564889度﻿ /42.4419250; 141.1564889﻿ (富浦駅)","地上駅","1953年（昭和28年）12月20日","2面2線","無人駅","ミラ","○H29","8人/日-2014年-","","","","","","","",""
"富浦駅 (千葉県)","富浦駅 (千葉県)（とみうらえき・東日本旅客鉄道内房線）","https://ja.wikipedia.org/wiki/富浦駅_(千葉県)","日本の鉄道駅一覧_と","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_と","箇条書き,制限あり","北緯35度2分43.1秒東経139度50分16秒","■内房線","79.8 km（蘇我起点）千葉から83.6 km","東日本旅客鉄道（JR東日本）","千葉県南房総市富浦町原岡451北緯35度2分43.1秒東経139度50分16秒座標:北緯35度2分43.1秒 東経139度50分16秒","地上駅","1918年（大正7年）8月10日[1]","1面2線","業務委託駅POS端末設置","トミ","","","189人/日（降車客含まず）-2019年-","","","","","","",""
"富雄駅","富雄駅（とみおえき）","https://ja.wikipedia.org/wiki/富雄駅","日本の鉄道駅一覧_と","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_と","箇条書き,制限あり","北緯34度41分39.52秒東経135度44分6.44秒","A奈良線","17.7km（布施起点）大阪難波から23.8 km","近畿日本鉄道（近鉄）","奈良県奈良市富雄元町二丁目3-35北緯34度41分39.52秒東経135度44分6.44秒﻿ / ﻿北緯34.6943111度 東経135.7351222度﻿ /34.6943111; 135.7351222座標:北緯34度41分39.52秒東経135度44分6.44秒﻿ / ﻿北緯34.6943111度 東経135.7351222度﻿ /34.6943111; 135.7351222","高架駅","1914年（大正3年）4月30日","1面2線","*1941年 – 53年の間は鵄邑駅","トミオ"," A19 ","","（全日）14,661人/日（降車客含まず）-2019年-","","","","","","",""
"富岡駅","富岡駅（とみおかえき）","https://ja.wikipedia.org/wiki/富岡駅","日本の鉄道駅一覧_と","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_と","箇条書き,制限あり","","■常磐線","247.8 km（日暮里起点）","東日本旅客鉄道（JR東日本）","","地上駅","1898年（明治31年）8月23日[1]","2面3線[1]","無人駅（Smart Station for EXPRESS導入駅）[報道 1]話せる指定席券売機設置駅[報道 1]","トオ←トヲ","","","225人/日（降車客含まず）-2018年-","","","","","","",""
"富岡前駅","富岡前駅（とみおかまええき）","https://ja.wikipedia.org/wiki/富岡前駅","日本の鉄道駅一覧_と","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_と","箇条書き,制限あり","北緯35度22分46.5秒東経136度57分45秒","広見線","1.9 km（犬山起点）","名古屋鉄道","愛知県犬山市富岡株池127-3北緯35度22分46.5秒東経136度57分45秒﻿ / ﻿北緯35.379583度 東経136.96250度﻿ /35.379583; 136.96250座標:北緯35度22分46.5秒東経136度57分45秒﻿ / ﻿北緯35.379583度 東経136.96250度﻿ /35.379583; 136.96250","地上駅","1925年（大正14年）4月24日","2面2線","無人駅管理駅：犬山","","HM  01 ","965人/日-2019年-","","","","","","","",""
"富加駅","富加駅（とみかえき）","https://ja.wikipedia.org/wiki/富加駅","日本の鉄道駅一覧_と","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_と","箇条書き,制限あり","北緯35度28分31.19秒東経136度58分9.29秒","越美南線","5.9 km（美濃太田起点）","長良川鉄道","岐阜県加茂郡富加町羽生北緯35度28分31.19秒東経136度58分9.29秒﻿ / ﻿北緯35.4753306度 東経136.9692472度﻿ /35.4753306; 136.9692472座標:北緯35度28分31.19秒東経136度58分9.29秒﻿ / ﻿北緯35.4753306度 東経136.9692472度﻿ /35.4753306; 136.9692472","地上駅","1923年10月5日[1]","2面2線","委託駅","トミモノ（転換前）","3","","90人/日（降車客含まず）-2015年-","","","","","","",""
"富沢駅","富沢駅（とみざわえき）","https://ja.wikipedia.org/wiki/富沢駅","日本の鉄道駅一覧_と","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_と","箇条書き,制限あり","北緯38度12分51.85秒東経140度52分14.31秒","■南北線","14.8 km（泉中央起点）","仙台市交通局（仙台市地下鉄）","仙台市太白区富沢四丁目2-22先北緯38度12分51.85秒東経140度52分14.31秒﻿ / ﻿北緯38.2144028度 東経140.8706417度﻿ /38.2144028; 140.8706417﻿ (富沢駅)座標:北緯38度12分51.85秒東経140度52分14.31秒﻿ / ﻿北緯38.2144028度 東経140.8706417度﻿ /38.2144028; 140.8706417﻿ (富沢駅)","高架駅","1987年（昭和62年）7月15日","1面2線","","","○N17","15,228[1]人/日-2019年-","7,698人/日（降車客含まず）-2019年-","","","","","","",""
"富水駅","富水駅（とみずえき）","https://ja.wikipedia.org/wiki/富水駅","日本の鉄道駅一覧_と","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_と","箇条書き,制限あり","北緯35度17分47秒東経139度8分43秒","小田原線","77.8 km（新宿起点）","小田急電鉄","神奈川県小田原市堀ノ内242北緯35度17分47秒東経139度8分43秒﻿ / ﻿北緯35.29639度 東経139.14528度﻿ /35.29639; 139.14528﻿ (富水駅)座標:北緯35度17分47秒東経139度8分43秒﻿ / ﻿北緯35.29639度 東経139.14528度﻿ /35.29639; 139.14528﻿ (富水駅)","地上駅","1927年（昭和2年）4月1日","2面2線","","","OH44","6,796人/日-2019年-","","","","","","","",""
