"タイトル","コメント","URL","親リストタイトル","親リストURL","一覧抽出方法","座標","所属路線","キロ程","所属事業者","駅構造","開業年月日","ホーム","所在地","備考","電報略号","駅番号","乗車人員,-統計年度-","乗降人員,-統計年度-","乗換","乗降人員,-統計年次-","製造所","編成","電気方式","最高運転速度","車両定員"
"阿品東駅","阿品東駅（あじなひがしえき）","https://ja.wikipedia.org/wiki/阿品東駅","日本の鉄道駅一覧_あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯34度19分36.6秒東経132度19分6.55秒","■宮島線","13.9 km（広電西広島起点）","広島電鉄","地上駅","1931年（昭和6年）2月1日","2面2線","広島県廿日市市阿品一丁目10-1[1].mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap}北緯34度19分36.6秒東経132度19分6.55秒﻿ / ﻿北緯34.326833度 東経132.3184861度﻿ /34.326833; 132.3184861﻿ (阿品東駅)座標:北緯34度19分36.6秒東経132度19分6.55秒﻿ / ﻿北緯34.326833度 東経132.3184861度﻿ /34.326833; 132.3184861﻿ (阿品東駅)","","","●M37","","569人/日-2018年-","","","","","","",""
"芦野公園駅","芦野公園駅（あしのこうえんえき）","https://ja.wikipedia.org/wiki/芦野公園駅","日本の鉄道駅一覧_あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯40度54分44.14秒東経140度27分5.94秒","津軽鉄道線","14.3 km（津軽五所川原起点）","津軽鉄道","地上駅","1930年（昭和5年）7月15日","1面1線","青森県五所川原市金木町芦野84-171.mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap}北緯40度54分44.14秒東経140度27分5.94秒﻿ / ﻿北緯40.9122611度 東経140.4516500度﻿ /40.9122611; 140.4516500座標:北緯40度54分44.14秒東経140度27分5.94秒﻿ / ﻿北緯40.9122611度 東経140.4516500度﻿ /40.9122611; 140.4516500","","","","","77人/日-2019年-","","","","","","",""
"芦ノ牧温泉駅","芦ノ牧温泉駅（あしのまきおんせんえき）","https://ja.wikipedia.org/wiki/芦ノ牧温泉駅","日本の鉄道駅一覧_あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","","会津線","10.5 km（西若松起点）","会津鉄道","地上駅","1927年（昭和2年）11月1日","2面2線","","簡易委託駅","ミリ（転換前）、アシ","","99人/日（降車客含まず）-2016年-","","","","","","","",""
"芦ノ牧温泉南駅","芦ノ牧温泉南駅（あしのまきおんせんみなみえき）","https://ja.wikipedia.org/wiki/芦ノ牧温泉南駅","日本の鉄道駅一覧_あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","","会津線","17.7 km（西若松起点）","会津鉄道","地上駅","1932年（昭和7年）12月22日","1面1線","","","ワラ（転換前）、アナ","","3人/日（降車客含まず）-2016年-","","","","","","","",""
"芦原駅","芦原駅（あしはらえき）","https://ja.wikipedia.org/wiki/芦原駅","日本の鉄道駅一覧_あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯34度43分5.8秒東経137度22分47.8秒","渥美線","5.3 km（新豊橋起点）","豊橋鉄道","地上駅","1924年（大正13年）1月22日","2面2線","愛知県豊橋市芦原町字東.mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap}北緯34度43分5.8秒東経137度22分47.8秒﻿ / ﻿北緯34.718278度 東経137.379944度﻿ /34.718278; 137.379944座標:北緯34度43分5.8秒東経137度22分47.8秒﻿ / ﻿北緯34.718278度 東経137.379944度﻿ /34.718278; 137.379944","無人駅",""," 7 ","350人/日（降車客含まず）-2019年-","716人/日-2019年-","","","","","","",""
"芦原町駅","芦原町駅（あしはらちょうえき）","https://ja.wikipedia.org/wiki/芦原町駅","日本の鉄道駅一覧_あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯34度39分37.04秒東経135度29分11.48秒","■高野線（汐見橋線）","0.9 km（汐見橋起点）","南海電気鉄道","地上駅","1912年（大正元年）11月15日","2面2線","大阪市浪速区芦原二丁目5-31.mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap}北緯34度39分37.04秒東経135度29分11.48秒﻿ / ﻿北緯34.6602889度 東経135.4865222度﻿ /34.6602889; 135.4865222座標:北緯34度39分37.04秒東経135度29分11.48秒﻿ / ﻿北緯34.6602889度 東経135.4865222度﻿ /34.6602889; 135.4865222","無人駅","アシ","NK 06-4","","","芦原橋駅（JR大阪環状線）（南東約200m）","226人/日-2019年-","","","","",""
"芦原橋駅","芦原橋駅（あしはらばしえき）","https://ja.wikipedia.org/wiki/芦原橋駅","日本の鉄道駅一覧_あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯34度39分33.14秒東経135度29分20.04秒","O大阪環状線","8.2 km（大阪起点）","西日本旅客鉄道（JR西日本）","高架駅","1966年（昭和41年）4月1日","2面2線","大阪市浪速区浪速東一丁目3-22.mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap}北緯34度39分33.14秒東経135度29分20.04秒﻿ / ﻿北緯34.6592056度 東経135.4889000度﻿ /34.6592056; 135.4889000﻿ (芦原橋駅)","直営駅みどりの券売機プラス設置駅大阪市内駅","アラ","JR-O17","6,051人/日（降車客含まず）-2019年-","","芦原町駅（南海汐見橋線）","","","","","",""
"芦別駅","芦別駅（あしべつえき）","https://ja.wikipedia.org/wiki/芦別駅","日本の鉄道駅一覧_あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯43度30分59.93秒東経142度11分4.27秒","■根室本線","26.6 km（滝川起点）","北海道旅客鉄道（JR北海道）","地上駅","1913年（大正2年）11月10日","2面2線","北海道芦別市本町.mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap}北緯43度30分59.93秒東経142度11分4.27秒﻿ / ﻿北緯43.5166472度 東経142.1845194度﻿ /43.5166472; 142.1845194﻿ (芦別駅)","簡易委託駅","アシ","○T26","104人/日（降車客含まず）-2019年-","","","","","","","",""
"味鋺駅","味鋺駅（あじまえき）","https://ja.wikipedia.org/wiki/味鋺駅","日本の鉄道駅一覧_あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯35度13分22秒東経136度56分10.6秒","小牧線","2.3 km（上飯田起点）","名古屋鉄道","地上駅（橋上駅）","1931年（昭和6年）2月11日[2]","2面2線","名古屋市北区東味鋺二丁目123[1].mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap}北緯35度13分22秒東経136度56分10.6秒﻿ / ﻿北緯35.22278度 東経136.936278度﻿ /35.22278; 136.936278座標:北緯35度13分22秒東経136度56分10.6秒﻿ / ﻿北緯35.22278度 東経136.936278度﻿ /35.22278; 136.936278","無人駅（駅集中管理システム導入駅）","","KM  12 ","2,186人/日（降車客含まず）-2019年-","4,350人/日-2019年-","","","","","","",""
"足守駅","足守駅（あしもりえき）","https://ja.wikipedia.org/wiki/足守駅","日本の鉄道駅一覧_あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯34度41分53.53秒東経133度48分10.54秒","U吉備線（桃太郎線）","13.4 km（岡山起点）","西日本旅客鉄道（JR西日本）","地上駅","1904年（明治37年）11月15日","1面1線","岡山市北区福崎80-119.mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap}北緯34度41分53.53秒東経133度48分10.54秒﻿ / ﻿北緯34.6982028度 東経133.8029278度﻿ /34.6982028; 133.8029278﻿ (足守駅)","無人駅（自動券売機 有）","アモ","JR-U07","636人/日（降車客含まず）-2019年-","","","","","","","",""
"芦屋駅 (阪神)","芦屋駅 (阪神)（あしやえき・阪神本線）","https://ja.wikipedia.org/wiki/芦屋駅_(阪神)","日本の鉄道駅一覧_あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯34度43分41.02秒東経135度18分14.52秒","本線","20.2 km（大阪梅田起点）","阪神電気鉄道","地上駅[1]","1905年（明治38年）4月12日[1]","2面2線[1]","兵庫県芦屋市公光町11番10号.mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap}北緯34度43分41.02秒東経135度18分14.52秒﻿ / ﻿北緯34.7280611度 東経135.3040333度﻿ /34.7280611; 135.3040333﻿ (芦屋駅)座標:北緯34度43分41.02秒東経135度18分14.52秒﻿ / ﻿北緯34.7280611度 東経135.3040333度﻿ /34.7280611; 135.3040333﻿ (芦屋駅)","","","HS20","","（11月平均）28,275人/日-2017年-","","","","","","",""
"芦屋駅 (JR西日本)","芦屋駅 (JR西日本)（あしやえき・西日本旅客鉄道東海道本線）","https://ja.wikipedia.org/wiki/芦屋駅_(JR西日本)","日本の鉄道駅一覧_あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯34度44分3.27秒東経135度18分25.45秒","A東海道本線（JR神戸線）","575.6km（東京起点）大阪から19.2 km","西日本旅客鉄道（JR西日本）","地上駅（橋上駅）[1]","1913年（大正2年）8月1日[1]","2面4線[1]","兵庫県芦屋市船戸町1-30[1].mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap}北緯34度44分3.27秒東経135度18分25.45秒﻿ / ﻿北緯34.7342417度 東経135.3070694度﻿ /34.7342417; 135.3070694﻿ (芦屋駅)座標:北緯34度44分3.27秒東経135度18分25.45秒﻿ / ﻿北緯34.7342417度 東経135.3070694度﻿ /34.7342417; 135.3070694﻿ (芦屋駅)","直営駅[1]（管理駅）みどりの窓口有","アシ","JR-A54","27,135人/日（降車客含まず）-2019年-","","","","","","","",""
"芦屋川駅","芦屋川駅（あしやがわえき）","https://ja.wikipedia.org/wiki/芦屋川駅","日本の鉄道駅一覧_あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯34度44分11秒東経135度18分2.1秒","■神戸本線","21.0 km（大阪梅田起点）","阪急電鉄","地上駅[2]","1920年（大正9年）7月16日[2]","2面2線[2]","兵庫県芦屋市西山町1番10号[1][2].mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap}北緯34度44分11秒東経135度18分2.1秒﻿ / ﻿北緯34.73639度 東経135.300583度﻿ /34.73639; 135.300583座標:北緯34度44分11秒東経135度18分2.1秒﻿ / ﻿北緯34.73639度 東経135.300583度﻿ /34.73639; 135.300583","","","HK10","8,277人/日（降車客含まず）","","","（通年平均）15,527人/日-2017年-","","","","",""
"味美駅 (名鉄)","味美駅 (名鉄)（あじよしえき・名古屋鉄道小牧線）","https://ja.wikipedia.org/wiki/味美駅_(名鉄)","日本の鉄道駅一覧_あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯35度14分6.7秒東経136度56分13.7秒","小牧線","3.7 km（上飯田起点）","名古屋鉄道","地上駅","1931年（昭和6年）2月11日","2面2線","愛知県春日井市西本町一丁目16-1.mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap}北緯35度14分6.7秒東経136度56分13.7秒﻿ / ﻿北緯35.235194度 東経136.937139度﻿ /35.235194; 136.937139座標:北緯35度14分6.7秒東経136度56分13.7秒﻿ / ﻿北緯35.235194度 東経136.937139度﻿ /35.235194; 136.937139","無人駅（駅集中管理システム導入駅）","","KM  11 ","","5,020人/日-2019年[1]-","","","","","","",""
"味美駅 (東海交通事業)","味美駅 (東海交通事業)（あじよしえき・東海交通事業城北線）","https://ja.wikipedia.org/wiki/味美駅_(東海交通事業)","日本の鉄道駅一覧_あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯35度13分46.2秒東経136度55分56.1秒","城北線","1.8 km（勝川起点）","東海交通事業","高架駅","1991年（平成3年）12月1日","1面2線","愛知県春日井市中新町二丁目.mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap}北緯35度13分46.2秒東経136度55分56.1秒﻿ / ﻿北緯35.229500度 東経136.932250度﻿ /35.229500; 136.932250座標:北緯35度13分46.2秒東経136度55分56.1秒﻿ / ﻿北緯35.229500度 東経136.932250度﻿ /35.229500; 136.932250","無人駅","","","115人/日（降車客含まず）-2019年-","","","","","","","",""
"網代駅","網代駅（あじろえき）","https://ja.wikipedia.org/wiki/網代駅","日本の鉄道駅一覧_あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯35度2分36.53秒東経139度4分53.08秒","■伊東線[1][2]","8.7 km（熱海起点）東京から113.3 km","東日本旅客鉄道（JR東日本）","地上駅","1935年（昭和10年）3月30日","1面2線","静岡県熱海市下多賀171番地の4.mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap}北緯35度2分36.53秒東経139度4分53.08秒﻿ / ﻿北緯35.0434806度 東経139.0814111度﻿ /35.0434806; 139.0814111座標:北緯35度2分36.53秒東経139度4分53.08秒﻿ / ﻿北緯35.0434806度 東経139.0814111度﻿ /35.0434806; 139.0814111","無人駅[3]（伊東駅の被管理駅）","アロ","JT24","922人/日（降車客含まず）-2013年-","","","","","","","",""
"飛鳥駅","飛鳥駅（あすかえき）","https://ja.wikipedia.org/wiki/飛鳥駅","日本の鉄道駅一覧_あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯34度27分53.18秒東経135度47分53.46秒","F吉野線","2.2km（橿原神宮前起点）大阪阿部野橋から41.9 km","近畿日本鉄道（近鉄）","地上駅","1929年（昭和4年）3月31日","2面2線","奈良県高市郡明日香村越560.mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap}北緯34度27分53.18秒東経135度47分53.46秒﻿ / ﻿北緯34.4647722度 東経135.7981833度﻿ /34.4647722; 135.7981833座標:北緯34度27分53.18秒東経135度47分53.46秒﻿ / ﻿北緯34.4647722度 東経135.7981833度﻿ /34.4647722; 135.7981833","*1970年に橘寺駅から改称","アスカ"," F44 ","1,151人/日（降車客含まず）-2018年-","","","","","","","",""
