"タイトル","コメント","URL","親リストタイトル","親リストURL","一覧抽出方法","座標","所属路線","キロ程","所属事業者","開業年月日","駅構造","ホーム","所在地","備考","電報略号","駅番号","乗車人員,-統計年度-","乗降人員,-統計年度-","乗換","乗降人員,-統計年次-","乗車人員,-統計年次-","種類","本社所在地","設立","業種"
"桐原駅 (長野県)","桐原駅 (長野県)（きりはらえき・長野電鉄長野線）","https://ja.wikipedia.org/wiki/桐原駅_(長野県)","日本の鉄道駅一覧_き","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_き","箇条書き,制限あり","北緯36度39分56.5秒東経138度12分47.3秒","長野線","3.6 km（長野起点）","長野電鉄","1926年（大正15年）6月28日[1]","地上駅","2面2線[1]","長野県長野市桐原一丁目[1]24-21北緯36度39分56.5秒東経138度12分47.3秒﻿ / ﻿北緯36.665694度 東経138.213139度﻿ /36.665694; 138.213139座標:北緯36度39分56.5秒東経138度12分47.3秒﻿ / ﻿北緯36.665694度 東経138.213139度﻿ /36.665694; 138.213139","終日駅員配置駅[1]","キハ[1]","N6","1,011人/日（降車客含まず）-2018年-","","","","","","","",""
"切目駅","切目駅（きりめえき）","https://ja.wikipedia.org/wiki/切目駅","日本の鉄道駅一覧_き","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_き","箇条書き,制限あり","","W紀勢本線（きのくに線）","305.5km（亀山起点）新宮から125.3 km","西日本旅客鉄道（JR西日本）","1931年（昭和6年）9月21日[1]","地上駅","2面2線","","無人駅","キリ","","60人/日（降車客含まず）-2019年-","","","","","","","",""
"桐生駅","桐生駅（きりゅうえき）","https://ja.wikipedia.org/wiki/桐生駅","日本の鉄道駅一覧_き","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_き","箇条書き,制限あり","北緯36度24分40秒東経139度19分59秒","■両毛線（JR東日本）","52.9 km（小山起点）","東日本旅客鉄道（JR東日本）わたらせ渓谷鐵道","1888年（明治21年）11月15日[1]","高架駅[1]","2面4線[1]","群馬県桐生市末広町11-1北緯36度24分40秒東経139度19分59秒﻿ / ﻿北緯36.41111度 東経139.33306度﻿ /36.41111; 139.33306﻿ (桐生駅)座標:北緯36度24分40秒東経139度19分59秒﻿ / ﻿北緯36.41111度 東経139.33306度﻿ /36.41111; 139.33306﻿ (桐生駅)","共同使用駅（JR東日本の管轄駅）JR東日本：直営駅（管理駅）JR東日本：みどりの窓口有","キリ","WK01","（JR東日本） 3,749人/日（降車客含まず）-2019年-","","西桐生駅（上毛電気鉄道上毛線）","","","","","",""
"桐生球場前駅","桐生球場前駅（きりゅうきゅうじょうまええき）","https://ja.wikipedia.org/wiki/桐生球場前駅","日本の鉄道駅一覧_き","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_き","箇条書き,制限あり","北緯36度25分9.12秒東経139度17分53.31秒","■上毛線","21.8 km（中央前橋起点）","上毛電気鉄道","2006年（平成18年）10月1日","地上駅","1面1線","群馬県桐生市相生町二丁目532-3北緯36度25分9.12秒東経139度17分53.31秒﻿ / ﻿北緯36.4192000度 東経139.2981417度﻿ /36.4192000; 139.2981417﻿ (桐生球場前駅)座標:北緯36度25分9.12秒東経139度17分53.31秒﻿ / ﻿北緯36.4192000度 東経139.2981417度﻿ /36.4192000; 139.2981417﻿ (桐生球場前駅)","","","","","127人/日-2019年（令和元年）-","","","","","","",""
"吉礼駅","吉礼駅（きれえき）","https://ja.wikipedia.org/wiki/吉礼駅","日本の鉄道駅一覧_き","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_き","箇条書き,制限あり","北緯34度12分12.29秒東経135度14分9.54秒","貴志川線","6.4 km（和歌山起点）","和歌山電鐵","1916年（大正5年）2月15日","地上駅","1面1線","和歌山県和歌山市吉礼北緯34度12分12.29秒東経135度14分9.54秒座標:北緯34度12分12.29秒 東経135度14分9.54秒","無人駅","キレ","○08","","410人/日-2019年-","","","","","","",""
"喜連瓜破駅","喜連瓜破駅（きれうりわりえき）","https://ja.wikipedia.org/wiki/喜連瓜破駅","日本の鉄道駅一覧_き","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_き","箇条書き,制限あり","北緯34度36分33.38秒東経135度33分3.40秒","●谷町線","24.6 km（大日起点）","大阪市高速電気軌道(Osaka Metro)","1980年（昭和55年）11月27日","地下駅","1面2線","大阪市平野区喜連二丁目北緯34度36分33.38秒東経135度33分3.40秒﻿ / ﻿北緯34.6092722度 東経135.5509444度﻿ /34.6092722; 135.5509444﻿ (喜連瓜破駅)","",""," T33 ","10,258人/日（降車客含まず）-2020年-","20,339人/日-2020年-","","","","","","",""
"紀和駅","紀和駅（きわえき・西日本旅客鉄道紀勢本線）","https://ja.wikipedia.org/wiki/紀和駅","日本の鉄道駅一覧_き","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_き","箇条書き,制限あり","北緯34度14分31.2秒東経135度10分50.3秒","■紀勢本線**","382.7km（亀山起点）和歌山から1.8 km","西日本旅客鉄道（JR西日本）","1898年（明治31年）5月4日[1]","高架駅","1面1線","和歌山県和歌山市中之島803-1北緯34度14分31.2秒東経135度10分50.3秒﻿ / ﻿北緯34.242000度 東経135.180639度﻿ /34.242000; 135.180639座標:北緯34度14分31.2秒東経135度10分50.3秒﻿ / ﻿北緯34.242000度 東経135.180639度﻿ /34.242000; 135.180639","無人駅（自動券売機 有）*1968年に和歌山駅から改称[1]。** この他和歌山線旧線（1974年廃止）[1]","キワ","","136人/日（降車客含まず）-2019年-","","","","","","","",""
"岐波駅","岐波駅（きわえき・西日本旅客鉄道宇部線）","https://ja.wikipedia.org/wiki/岐波駅","日本の鉄道駅一覧_き","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_き","箇条書き,制限あり","北緯33度59分24.86秒東経131度20分52.53秒","■宇部線","12.7 km（新山口起点）","西日本旅客鉄道（JR西日本）","1924年（大正13年）8月17日","地上駅","1面2線","山口県宇部市大字東岐波字高橋1075北緯33度59分24.86秒東経131度20分52.53秒﻿ / ﻿北緯33.9902389度 東経131.3479250度﻿ /33.9902389; 131.3479250座標:北緯33度59分24.86秒東経131度20分52.53秒﻿ / ﻿北緯33.9902389度 東経131.3479250度﻿ /33.9902389; 131.3479250","無人駅（自動券売機 有）","キワ","","209人/日（降車客含まず）-2019年-","","","","","","","",""
"黄波戸駅","黄波戸駅（きわどえき）","https://ja.wikipedia.org/wiki/黄波戸駅","日本の鉄道駅一覧_き","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_き","箇条書き,制限あり","北緯34度23分7.07秒東経131度8分23.3秒","■山陰本線","604.9 km（京都起点）","西日本旅客鉄道（JR西日本）","1928年（昭和3年）12月9日","地上駅","1面1線","山口県長門市日置上字黄波戸2008-3北緯34度23分7.07秒東経131度8分23.3秒﻿ / ﻿北緯34.3852972度 東経131.139806度﻿ /34.3852972; 131.139806座標:北緯34度23分7.07秒東経131度8分23.3秒﻿ / ﻿北緯34.3852972度 東経131.139806度﻿ /34.3852972; 131.139806","無人駅","キト","","12人/日（降車客含まず）-2019年-","","","","","","","",""
"金華山ロープウェイ","金華山頂駅（きんかさんちょうえき）","https://ja.wikipedia.org/wiki/金華山ロープウェイ","日本の鉄道駅一覧_き","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_き","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"金華山ロープウェイ","金華山麓駅（きんかさんろくえき）","https://ja.wikipedia.org/wiki/金華山ロープウェイ","日本の鉄道駅一覧_き","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_き","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"錦江駅","錦江駅（きんこうえき）","https://ja.wikipedia.org/wiki/錦江駅","日本の鉄道駅一覧_き","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_き","箇条書き,制限あり","北緯31度44分12.86秒東経130度39分12.11秒","日豊本線[1]","443.3 km（小倉起点）","九州旅客鉄道（JR九州）[1]","1986年（昭和61年）3月3日","地上駅","1面1線","鹿児島県姶良市加治木町新生町83北緯31度44分12.86秒東経130度39分12.11秒","無人駅[1]","キコ","","503人/日（降車客含まず）-2019年-","","","","","","","",""
"銀座駅","銀座駅（ぎんざえき）","https://ja.wikipedia.org/wiki/銀座駅","日本の鉄道駅一覧_き","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_き","箇条書き,制限あり","北緯35度40分22.2秒東経139度45分47.7秒","●[1]銀座線","7.1 km（浅草起点）","東京地下鉄（東京メトロ）","1934年（昭和9年）3月3日","地下駅","各1面2線（計3面6線）","東京都中央区銀座四丁目1-2北緯35度40分22.2秒東経139度45分47.7秒﻿ / ﻿北緯35.672833度 東経139.763250度﻿ /35.672833; 139.763250座標:北緯35度40分22.2秒東経139度45分47.7秒﻿ / ﻿北緯35.672833度 東経139.763250度﻿ /35.672833; 139.763250","駅務管区所在駅","キン","G09[1]","","257,440人/日-2019年-","Y19[1]銀座一丁目駅（東京メトロ有楽町線）","","","","","",""
"銀座一丁目駅","銀座一丁目駅（ぎんざいっちょうめえき）","https://ja.wikipedia.org/wiki/銀座一丁目駅","日本の鉄道駅一覧_き","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_き","箇条書き,制限あり","北緯35度40分27.7秒東経139度46分1.3秒","●[1]有楽町線","21.7 km（和光市起点）","東京地下鉄（東京メトロ）","1974年（昭和49年）10月30日","地下駅","2面2線（2層式）","東京都中央区銀座一丁目7-12北緯35度40分27.7秒東経139度46分1.3秒﻿ / ﻿北緯35.674361度 東経139.767028度﻿ /35.674361; 139.767028座標:北緯35度40分27.7秒東経139度46分1.3秒﻿ / ﻿北緯35.674361度 東経139.767028度﻿ /35.674361; 139.767028","","キイ","Y19[1]","","39,562人/日-2019年-","G09M16H09[1]銀座駅（東京メトロ銀座線・丸ノ内線・日比谷線）","","","","","",""
"銀山駅","銀山駅（ぎんざんえき）","https://ja.wikipedia.org/wiki/銀山駅","日本の鉄道駅一覧_き","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_き","箇条書き,制限あり","北緯43度2分27.36秒東経140度42分55.07秒","■函館本線","213.4 km（函館起点）","北海道旅客鉄道（JR北海道）","1905年（明治38年）1月29日","地上駅","2面2線","北海道余市郡仁木町銀山2丁目北緯43度2分27.36秒東経140度42分55.07秒座標:北緯43度2分27.36秒 東経140度42分55.07秒","簡易委託駅（駅外）","キン","○S21","","58人/日-2015年-","","","","","","",""
"錦糸町駅","錦糸町駅（きんしちょうえき）","https://ja.wikipedia.org/wiki/錦糸町駅","日本の鉄道駅一覧_き","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_き","箇条書き,制限あり","","","","東日本旅客鉄道（JR東日本・駅詳細）東京地下鉄（東京メトロ・駅詳細）","","","","東京都墨田区江東橋三丁目","","","","","","","","","","","",""
"金城ふ頭駅","金城ふ頭駅（きんじょうふとうえき）","https://ja.wikipedia.org/wiki/金城ふ頭駅","日本の鉄道駅一覧_き","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_き","箇条書き,制限あり","北緯35度2分55.8秒東経136度50分56.6秒","西名古屋港線（あおなみ線）","15.2 km（名古屋起点）","名古屋臨海高速鉄道","2004年（平成16年）10月6日","高架駅","1面2線","名古屋市港区金城ふ頭三丁目2北緯35度2分55.8秒東経136度50分56.6秒﻿ / ﻿北緯35.048833度 東経136.849056度﻿ /35.048833; 136.849056﻿ (金城ふ頭駅)座標:北緯35度2分55.8秒東経136度50分56.6秒﻿ / ﻿北緯35.048833度 東経136.849056度﻿ /35.048833; 136.849056﻿ (金城ふ頭駅)","終日駅員配置駅","","AN11","4,008人/日（降車客含まず）-2019年-","","","","","","","",""
"銀水駅","銀水駅（ぎんすいえき）","https://ja.wikipedia.org/wiki/銀水駅","日本の鉄道駅一覧_き","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_き","箇条書き,制限あり","北緯33度3分17.5秒東経130度27分39.7秒","JB鹿児島本線","144.3 km（門司港起点）","九州旅客鉄道（JR九州）","1926年（大正15年）4月1日[1]","地上駅","2面3線[1]","福岡県大牟田市大字草木[1]北緯33度3分17.5秒東経130度27分39.7秒﻿ / ﻿北緯33.054861度 東経130.461028度﻿ /33.054861; 130.461028座標:北緯33度3分17.5秒東経130度27分39.7秒﻿ / ﻿北緯33.054861度 東経130.461028度﻿ /33.054861; 130.461028","簡易委託駅","キン","JB  26 ","623人/日（降車客含まず）-2019年-","","","","","","","",""
"金田一温泉駅","金田一温泉駅（きんたいちおんせんえき）","https://ja.wikipedia.org/wiki/金田一温泉駅","日本の鉄道駅一覧_き","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_き","箇条書き,制限あり","北緯40度19分24.77秒東経141度18分14.00秒","■いわて銀河鉄道線","78.4km（盛岡起点）東京から613.7 km","IGRいわて銀河鉄道","1909年（明治42年）10月18日","地上駅","2面3線","岩手県二戸市金田一字水梨14-1北緯40度19分24.77秒東経141度18分14.00秒座標:北緯40度19分24.77秒 東経141度18分14.00秒","簡易委託駅*1987年に金田一駅から改称[1]。","キイ","","","205人/日-2019年-","","","","","","",""
"近鉄蟹江駅","近鉄蟹江駅（きんてつかにええき）","https://ja.wikipedia.org/wiki/近鉄蟹江駅","日本の鉄道駅一覧_き","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_き","箇条書き,制限あり","北緯35度7分47.07秒東経136度47分38.98秒","E名古屋線","69.1 km（伊勢中川起点）","近畿日本鉄道（近鉄）","1938年（昭和13年）6月26日","地上駅","2面4線","愛知県海部郡蟹江町本町十一丁目300北緯35度7分47.07秒東経136度47分38.98秒﻿ / ﻿北緯35.1297417度 東経136.7941611度﻿ /35.1297417; 136.7941611座標:北緯35度7分47.07秒東経136度47分38.98秒﻿ / ﻿北緯35.1297417度 東経136.7941611度﻿ /35.1297417; 136.7941611","","カニ"," E08 ","6,586人/日（降車客含まず）-2018年-","","","","","","","",""
"近鉄郡山駅","近鉄郡山駅（きんてつこおりやまえき）","https://ja.wikipedia.org/wiki/近鉄郡山駅","日本の鉄道駅一覧_き","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_き","箇条書き,制限あり","北緯34度38分47.82秒東経135度46分51.7秒","B橿原線","5.5km（大和西大寺起点）京都から40.1 km","近畿日本鉄道（近鉄）","1921年（大正10年）4月1日","地上駅","2面2線","奈良県大和郡山市南郡山町232北緯34度38分47.82秒東経135度46分51.7秒﻿ / ﻿北緯34.6466167度 東経135.781028度﻿ /34.6466167; 135.781028座標:北緯34度38分47.82秒東経135度46分51.7秒﻿ / ﻿北緯34.6466167度 東経135.781028度﻿ /34.6466167; 135.781028","","コリ"," B30 ","9,596人/日（降車客含まず）-2018年-","","","","","","","",""
"近鉄御所駅","近鉄御所駅（きんてつごせえき）","https://ja.wikipedia.org/wiki/近鉄御所駅","日本の鉄道駅一覧_き","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_き","箇条書き,制限あり","北緯34度27分51.84秒東経135度43分57.15秒","P御所線","5.2 km（尺土起点）","近畿日本鉄道（近鉄）","1930年（昭和5年）12月9日","地上駅","2面2線","奈良県御所市末広町180-1北緯34度27分51.84秒東経135度43分57.15秒﻿ / ﻿北緯34.4644000度 東経135.7325417度﻿ /34.4644000; 135.7325417座標:北緯34度27分51.84秒東経135度43分57.15秒﻿ / ﻿北緯34.4644000度 東経135.7325417度﻿ /34.4644000; 135.7325417","","コセ"," P26 ","1,910人/日（降車客含まず）-2018年-","","西日本旅客鉄道（JR西日本）御所駅","","","","","",""
