"タイトル","コメント","URL","親リストタイトル","親リストURL","一覧抽出方法","座標","所在地","位置","地図","指定文化財","城郭構造","築城主","遺構","別名","築城年","主な城主","史跡","廃城年","形状","規模","築造時期","天守構造","出土品","時代","主な改修者"
"堂之上遺跡","[堂之上遺跡（どうのそらいせき）〔高山市〕] 堂之上遺跡 （どうのそらいせき）は、 岐阜県 高山市 久々野町久々野にある 縄文時代 の集落跡。 飛騨川 と八尺川の合流点の 舌状台地 に存在する。国の 史跡 に指定されている  。","https://ja.wikipedia.org/wiki/堂之上遺跡","中部地方の史跡一覧","https://ja.wikipedia.org/wiki/中部地方の史跡一覧","箇条書き,制限あり","北緯36度03分12.8秒 東経137度16分46.4秒","","","","","","","","","","","","","","","","","","",""
"飛騨国分寺","[飛騨国分寺塔跡（ひだこくぶんじとうあと）〔高山市〕] 飛騨国分寺 （ひだこくぶんじ）は、 岐阜県 高山市 にある 高野山 真言宗 の 寺院 である。山号は医王山（医は旧字体「醫」が正式）。","https://ja.wikipedia.org/wiki/飛騨国分寺","中部地方の史跡一覧","https://ja.wikipedia.org/wiki/中部地方の史跡一覧","箇条書き,制限あり","北緯36度8分36.06秒東経137度15分13.3秒","岐阜県高山市総和町1-83","北緯36度8分36.06秒東経137度15分13.3秒﻿ / ﻿北緯36.1433500度 東経137.253694度﻿ /36.1433500; 137.253694座標:北緯36度8分36.06秒東経137度15分13.3秒﻿ / ﻿北緯36.1433500度 東経137.253694度﻿ /36.1433500; 137.253694","","","","","","","","","","","","","","","","",""
"新居関所","[新居関跡（あらいせきあと）〔湖西市〕] 新居関所 （あらいせきしょ）は、 江戸時代 の 東海道 の 関所 のひとつ。現在、 静岡県 湖西市 新居町 新居に相当する。正式名称が 今切関所 （いまぎれせきしょ）である。","https://ja.wikipedia.org/wiki/新居関所","中部地方の史跡一覧","https://ja.wikipedia.org/wiki/中部地方の史跡一覧","箇条書き,制限あり","北緯34度41分41秒 東経137度33分41秒","","","","","","","","","","","","","","","","","","",""
"遠江国分寺","[遠江国分寺跡（とおとうみこくぶんじあと）〔磐田市〕] 遠江国分寺跡 （とおとうみこくぶんじあと）は、 静岡県 磐田市 にある 国分寺 の 遺跡 。国の 特別史跡 に指定されている。 1923年 3月7日に 国史跡 に指定され、 1952年 3月29日に国の特別史跡に指定された。また、 2012年 1月24日に追加指定が行われた  。","https://ja.wikipedia.org/wiki/遠江国分寺","中部地方の史跡一覧","https://ja.wikipedia.org/wiki/中部地方の史跡一覧","箇条書き,制限あり","北緯34度43分10秒東経137度51分05秒","日本静岡県磐田市見付","","","","","","","","","","","","","","","","","",""
"登呂遺跡","[登呂遺跡（とろいせき）〔静岡市駿河区〕] 登呂遺跡 （とろいせき）は、 静岡県 静岡市 駿河区 登呂五丁目にある、 弥生時代 の集落・ 水田 遺跡 。国の 特別史跡 に指定されている。弥生時代後期に属し、 1世紀 ごろの集落と推定される。「登呂」はこの地域の 小字 （ 1973年 、 住居表示 実施により町名にも採用）。","https://ja.wikipedia.org/wiki/登呂遺跡","中部地方の史跡一覧","https://ja.wikipedia.org/wiki/中部地方の史跡一覧","箇条書き,制限あり","北緯34度57分22秒東経138度24分29秒","静岡県静岡市駿河区登呂五丁目","","","","","","","","","","","","","","","","","弥生時代",""
"大知波峠廃寺跡","[大知波峠廃寺跡（おおちばとうげはいじあと）〔湖西市〕2001年1月29日指定] 大知波峠廃寺跡 （おおちはとうげはいじあと  /おおちばとうげはいじあと  ）は、 静岡県 湖西市 大知波にある 平安時代 中期（ 10世紀 半ば～ 11世紀 末）の 廃寺 跡。国の 史跡  。","https://ja.wikipedia.org/wiki/大知波峠廃寺跡","中部地方の史跡一覧","https://ja.wikipedia.org/wiki/中部地方の史跡一覧","箇条書き,制限あり","北緯34度46分55.3秒東経137度28分59.9秒","静岡県湖西市大知波","","","","","","","","","","","","","","","","","",""
"蜆塚遺跡","[蜆塚遺跡（しじみづかいせき）〔浜松市〕] 蜆塚遺跡 （しじみづかいせき）は、 静岡県 浜松市 中区 蜆塚 にある 縄文時代 後期から晩期（約3～4千年前）頃の 貝塚 、および集落 遺跡 。国の 史跡 に指定されている  。","https://ja.wikipedia.org/wiki/蜆塚遺跡","中部地方の史跡一覧","https://ja.wikipedia.org/wiki/中部地方の史跡一覧","箇条書き,制限あり","北緯34度42分48.8秒東経137度42分11.9秒","静岡県浜松市蜆塚4丁目22番１号","","","","","","","","","","","","","","","","","",""
"三岳城跡","[三岳城跡（みたけじょうあと）〔浜松市〕] 三岳城 （みたけじょう）、または 三嶽城 は、 静岡県 浜松市 北区 引佐町 三岳にあった 日本の城 跡（ 山城 ）。標高467メートルの三岳山の山頂にあり、 井伊氏 の戦時における本城であった。 城跡 は1944年（昭和19年）3月7日に国の 史跡 に指定されている  。","https://ja.wikipedia.org/wiki/三岳城跡","中部地方の史跡一覧","https://ja.wikipedia.org/wiki/中部地方の史跡一覧","箇条書き,制限あり","北緯34度51分08秒東経137度41分32秒","","北緯34度51分08秒東経137度41分32秒﻿ / ﻿北緯34.85222度 東経137.69222度﻿ /34.85222; 137.69222","三岳城","国指定史跡","山城","井伊氏","曲輪、土塁、空堀、石積","三嶽城","不明（南北朝時代）?","宗良親王、斯波義達、井伊直親","","1513年（永正10年）","","","","なし","","",""
"旧見付学校","[旧見付学校附磐田文庫（きゅうみつけがっこう つけたり いわたぶんこ）〔磐田市〕] 見付学校 （みつけがっこう）は、 学制 公布後の1873年（明治6年）に 静岡県 見附 （現・ 静岡県 磐田市 見付）に開校した 学校 。学校としての見付学校は、見付高等小学校、見付第一尋常高等小学校、見付第一尋常高等小学校、磐田町立見付国民学校などという変遷をたどり、1948年（昭和23年）に 磐田市立磐田北小学校 となった  。 坊中学校 、 西之島学校 （いずれも見付学校と同じく見付に所在）とともに、見付学校は「遠州三大学校」と呼ばれる  。","https://ja.wikipedia.org/wiki/旧見付学校","中部地方の史跡一覧","https://ja.wikipedia.org/wiki/中部地方の史跡一覧","箇条書き,制限あり","北緯34度43分39秒東経137度51分25秒","静岡県磐田市見付","","","","","","","","","","","","","","","","","",""
"新豊院山古墳群","[新豊院山古墳群（しんぽういんやまこふんぐん）〔磐田市〕] 新豊院山古墳群 （しんぽういんやまこふんぐん）は、 静岡県 磐田市 向笠竹ノ内に所在する 弥生時代 中期から 古墳時代 前期にわたる墳墓で構成された 古墳群 である。","https://ja.wikipedia.org/wiki/新豊院山古墳群","中部地方の史跡一覧","https://ja.wikipedia.org/wiki/中部地方の史跡一覧","箇条書き,制限あり","北緯34度46分16.2秒 東経137度52分23.2秒","","","","","","","","","","","","","","","","","","",""
"寺谷銚子塚古墳","[銚子塚古墳附 小銚子塚古墳（ちょうしづかこふん つけたり こちょうしづかこふん）〔磐田市〕] 銚子塚古墳 （ちょうしづかこふん、寺谷銚子塚古墳）は、 静岡県 磐田市 寺谷（てらだに）にある 古墳 。形状は 前方後円墳 。銚子塚古墳群を構成する古墳の1つ。国の 史跡 に指定されている（指定名称は「銚子塚古墳 附 小銚子塚古墳」）。","https://ja.wikipedia.org/wiki/寺谷銚子塚古墳","中部地方の史跡一覧","https://ja.wikipedia.org/wiki/中部地方の史跡一覧","箇条書き,制限あり","北緯34度46分48.32秒東経137度50分21.10秒","静岡県磐田市寺谷丁子塚","北緯34度46分48.32秒東経137度50分21.10秒﻿ / ﻿北緯34.7800889度 東経137.8391944度﻿ /34.7800889; 137.8391944座標:北緯34度46分48.32秒東経137度50分21.10秒﻿ / ﻿北緯34.7800889度 東経137.8391944度﻿ /34.7800889; 137.8391944","銚子塚古墳","","","","","寺谷銚子塚古墳","","","国の史跡「銚子塚古墳 附 小銚子塚古墳」","","前方後円墳（柄鏡式）","墳丘長108m高さ8m（後円部）","4世紀後半","","銅鏡・巴形銅器・銅鏃","",""
"御厨古墳群","[御厨古墳群（みくりやこふんぐん）〔磐田市〕1999年11月19日指定] 御厨古墳群 （みくりやこふんぐん）は、 静岡県 磐田市 鎌田・新貝にある 古墳群 。5基が国の 史跡 に指定されている。","https://ja.wikipedia.org/wiki/御厨古墳群","中部地方の史跡一覧","https://ja.wikipedia.org/wiki/中部地方の史跡一覧","箇条書き,制限あり","北緯34度43分10.48秒東経137度53分16.70秒","静岡県磐田市鎌田・新貝","","","","","","","","","","","","","","","","","",""
"高天神城","[高天神城跡（たかてんじんじょうあと）〔掛川市〕1975年10月16日指定] 高天神城 （たかてんじんじょう）は、 遠江国 城東郡 土方（ひじかた）、現在の 静岡県 掛川市 上土方・下土方にあった 日本の城 。小規模ながら、山城として堅固さを誇り、 戦国時代 末期には 武田信玄 ・ 勝頼 と 徳川家康 が激しい争奪戦を繰り広げた。優美な山の形から 鶴舞城 の別称を持つ。国の 史跡 に指定されている。また 2017年 （平成29年）4月6日、 続日本100名城 （147番）に選定された。","https://ja.wikipedia.org/wiki/高天神城","中部地方の史跡一覧","https://ja.wikipedia.org/wiki/中部地方の史跡一覧","箇条書き,制限あり","北緯34度41分54.49秒東経138度2分6.98秒","","北緯34度41分54.49秒東経138度2分6.98秒﻿ / ﻿北緯34.6984694度 東経138.0352722度﻿ /34.6984694; 138.0352722","高天神城","国の史跡","連郭式山城","不明","曲輪、土塁","鶴舞城","16世紀初頭","福島氏、小笠原氏、岡部氏","","天正9年（1581年）","","","","建造されず","","","武田勝頼"
"横須賀城","[横須賀城跡（よこすかじょうあと）〔掛川市〕] 横須賀城 （よこすかじょう）は、 遠江国 城東郡 横須賀 （ 静岡県 掛川市 西大渕）に 戦国時代 から 江戸時代 にあった 日本の城 。平城。国の 史跡 。","https://ja.wikipedia.org/wiki/横須賀城","中部地方の史跡一覧","https://ja.wikipedia.org/wiki/中部地方の史跡一覧","箇条書き,制限あり","北緯34度41分8.46秒東経137度58分17.64秒","","北緯34度41分8.46秒東経137度58分17.64秒﻿ / ﻿北緯34.6856833度 東経137.9715667度﻿ /34.6856833; 137.9715667","横須賀城","国の史跡","平城","大須賀康高","石垣、曲輪、水堀、移築櫓他","松尾城、両頭城","天正6年（1578年）","大須賀氏、渡瀬繁詮、大須賀氏、西尾家、他","","明治元年（1868年）","","","","不明、3重4階","","",""
"和田岡古墳群","[和田岡古墳群（わだおかこふんぐん）〔掛川市〕] 和田岡古墳群 （わだおかこふんぐん）は、 静岡県 掛川市 の和田岡地区にある 古墳群  。 5世紀 前後に築造された  。 原野谷川 によりされた 河岸段丘 にある。この段丘上に 前方後円墳 4基、 円墳 16基、 方墳 3基がある  。このうち、歴史的・学術的な観点から 1996年 3月29日に国の 史跡 に指定されたのが、 春林院古墳 、 瓢塚古墳 、 各和金塚古墳 、 吉岡大塚古墳 、 行人塚古墳 である。ちなみに、付近の掛川市吉岡にある 東登口古墳群 も、 2002年 3月26日に市の史跡となっている  。","https://ja.wikipedia.org/wiki/和田岡古墳群","中部地方の史跡一覧","https://ja.wikipedia.org/wiki/中部地方の史跡一覧","箇条書き,制限あり","北緯34度46分40秒 東経137度57分06秒","","","","","","","","","","","","","","","","","","",""
"横地城","[横地氏城館跡（よこちしじょうかんあと） -横地城跡を含む] 横地城 （よこちじょう/よこじじょう）   は、 静岡県 菊川市 東横地にある 日本の城 跡。別名 金寿城 。城跡は 2004年 （ 平成 16年） 9月30日 に「 菊川城館遺跡群 」の一部として国の 史跡 に指定されている  （菊川城館遺跡群は高田大屋敷遺跡と横地氏城館群で構成されており、横地城跡は後者に属する）。","https://ja.wikipedia.org/wiki/横地城","中部地方の史跡一覧","https://ja.wikipedia.org/wiki/中部地方の史跡一覧","箇条書き,制限あり","北緯34度43分41.7秒東経138度07分04.4秒","","北緯34度43分41.7秒東経138度07分04.4秒﻿ / ﻿北緯34.728250度 東経138.117889度﻿ /34.728250; 138.117889座標:北緯34度43分41.7秒東経138度07分04.4秒﻿ / ﻿北緯34.728250度 東経138.117889度﻿ /34.728250; 138.117889","横地城","国の史跡（菊川城館遺跡群）2004年（平成16年）9月30日","","横地太郎家長","曲輪、土塁、空堀、井戸","金寿城","室町時代初頭","横地氏","","1476年（文明8年）","","","","","","",""
