"タイトル","コメント","URL","親リストタイトル","親リストURL","一覧抽出方法","座標","所在地","球場規模","所有者","グラウンド","照明","開場","管理・運用者","フェンス","スコアボード","設計者","起工","創設","監督","閉場","建設者","建設費","分類","面積","運営者"
"尼崎市記念公園野球場","[尼崎市記念公園野球場（ベイコムスタジアム）] 尼崎市記念公園野球場 （あまがさきしきねんこうえんやきゅうじょう）は 兵庫県 尼崎市 の 尼崎市記念公園 内にある 野球場 。","https://ja.wikipedia.org/wiki/尼崎市記念公園野球場","日本の野球場一覧","https://ja.wikipedia.org/wiki/日本の野球場一覧","表2・箇条書き","北緯34度43分52.2秒東経135度25分22.75秒","兵庫県尼崎市西長洲町1-4-1","グラウンド面積：20,691m2両翼：91 m中堅：119 m","尼崎市","内野：黒土外野：天然芝","照明塔：4基最大照度：投捕間－1100Lx　　　　　：内　野－700Lx　　　　　：外　野－400Lx","","公益財団法人尼崎市スポーツ振興事業団","","","","","","","","","","","",""
"尼崎市小田南公園軟式野球場","[尼崎市小田南公園軟式野球場] 尼崎市小田南公園軟式野球場 （あまがさきしおだみなみこうえんなんしきやきゅうじょう）は、 兵庫県 尼崎市 大物 の小田南公園内にある軟式野球場   。","https://ja.wikipedia.org/wiki/尼崎市小田南公園軟式野球場","日本の野球場一覧","https://ja.wikipedia.org/wiki/日本の野球場一覧","表2・箇条書き","北緯34度42分57.1秒東経135度25分51.1秒","兵庫県尼崎市杭瀬南新町3-15-10","面積：-㎡両翼：90m中堅：110m","","内野：黒土 外野：天然芝","4基","","","","不明","","","","","","","","","",""
"伊丹スポーツセンター","[伊丹市立伊丹スポーツセンター野球場] 伊丹市立伊丹スポーツセンター （いたみしりついたみスポーツセンター、 Itami Sports Center）は、 日本 の 兵庫県 伊丹市 にある 運動公園 と敷地内に立地するスポーツ関連施設群である。運営は 指定管理者制度 に基づき、 公益財団法人 いたみ文化・スポーツ財団が行っている。","https://ja.wikipedia.org/wiki/伊丹スポーツセンター#野球場","日本の野球場一覧","https://ja.wikipedia.org/wiki/日本の野球場一覧","表2・箇条書き","北緯34度47分44.7秒東経135度23分37.9秒","日本兵庫県伊丹市鴻池1-1-1","","","","","","","","","","","","","","","","運動公園","7.671ha","公益財団法人いたみ文化・スポーツ財団"
"加古川市日岡山球場 (存在しないページ)","[加古川市日岡山球場]","https://ja.wikipedia.org/w/index.php?title=加古川市日岡山球場&amp;action=edit&amp;redlink=1","日本の野球場一覧","https://ja.wikipedia.org/wiki/日本の野球場一覧","表2・箇条書き","","","","","","","","","","","","","","","","","","","",""
"春日総合運動公園野球場","[春日総合運動公園野球場（春日スタジアム）] 春日総合運動公園野球場 （かすがそうごううんどうこうえんやきゅうじょう）は、 兵庫県 丹波市 の春日総合運動公園内にある 野球場 。一般的には、愛称である「 春日スタジアム 」の名で親しまれている。","https://ja.wikipedia.org/wiki/春日総合運動公園野球場","日本の野球場一覧","https://ja.wikipedia.org/wiki/日本の野球場一覧","表2・箇条書き","北緯35度9分11.5秒東経135度10分1.3秒","兵庫県丹波市春日町下三井庄735（春日総合運動公園内）","グラウンド面積：-m2両翼：92m、中堅：122m","丹波市","内野：黒土舗装外野：天然芝","6基完備","1996年","","-m","","","","","","","","","","",""
"黒田庄ふれあいスタジアム (存在しないページ)","[黒田庄ふれあいスタジアム]","https://ja.wikipedia.org/w/index.php?title=黒田庄ふれあいスタジアム&amp;action=edit&amp;redlink=1","日本の野球場一覧","https://ja.wikipedia.org/wiki/日本の野球場一覧","表2・箇条書き","","","","","","","","","","","","","","","","","","","",""
"高砂市野球場","[高砂市野球場] 高砂市野球場 （たかさごし やきゅうじょう）は、 兵庫県 高砂市 の 高砂市総合運動公園 内にある 野球場 。施設は高砂市が所有し、高砂市施設利用振興財団が 指定管理者 として運営管理を行っている。","https://ja.wikipedia.org/wiki/高砂市野球場","日本の野球場一覧","https://ja.wikipedia.org/wiki/日本の野球場一覧","表2・箇条書き","北緯34度46分49.7秒東経134度47分56.3秒","兵庫県高砂市米田町島526（高砂市総合運動公園内）","グラウンド面積：21,988.66m2両翼：91.2 m中堅：120 m","高砂市","内野：クレー舗装外野：天然芝","なし","1972年","高砂市施設利用振興財団（指定管理者）","","","","","","","","","","","",""
"多可町加美運動公園野球場 (存在しないページ)","[多可町加美運動公園野球場]","https://ja.wikipedia.org/w/index.php?title=多可町加美運動公園野球場&amp;action=edit&amp;redlink=1","日本の野球場一覧","https://ja.wikipedia.org/wiki/日本の野球場一覧","表2・箇条書き","","","","","","","","","","","","","","","","","","","",""
"こうのとりスタジアム","[こうのとりスタジアム] こうのとりスタジアム は、 兵庫県 豊岡市 にある豊岡市立スポーツ施設のうち豊岡総合スポーツセンター内にある 野球場 。","https://ja.wikipedia.org/wiki/こうのとりスタジアム","日本の野球場一覧","https://ja.wikipedia.org/wiki/日本の野球場一覧","表2・箇条書き","北緯35度32分1.8秒東経134度48分42.2秒","兵庫県豊岡市戸牧368-3","グラウンド面積：12783m2両翼：90 m中堅：120 m","豊岡市","内野：人工芝外野：人工芝","夜間照明、放送施設","","豊岡市","","","","","","","","","","","",""
"西宮市津門中央公園野球場","[西宮市津門中央公園野球場] 西宮市津門中央公園野球場 （にしのみやしつとちゅうおうこうえんやきゅうじょう）は、 兵庫県 西宮市 の津門中央公園内にある 野球場 。","https://ja.wikipedia.org/wiki/西宮市津門中央公園野球場","日本の野球場一覧","https://ja.wikipedia.org/wiki/日本の野球場一覧","表2・箇条書き","北緯34度43分47.5秒東経135度20分51.1秒","兵庫県西宮市津門住江町3番","グラウンド面積：㎡両翼：91m中堅：112m","","内野：土外野：天然芝","なし","","","","パネル式","","","","","","","","","",""
"西宮市鳴尾浜臨海公園野球場","[西宮市鳴尾浜臨海公園野球場] 西宮市鳴尾浜臨海公園野球場 （にしのみやしなるおはまりんかいこうえんやきゅうじょう）は、 兵庫県 西宮市 の 鳴尾浜臨海公園 北地区にある 野球場 。","https://ja.wikipedia.org/wiki/西宮市鳴尾浜臨海公園野球場","日本の野球場一覧","https://ja.wikipedia.org/wiki/日本の野球場一覧","表2・箇条書き","北緯34度41分55.67秒東経135度22分6.46秒","兵庫県西宮市鳴尾浜1丁目5番2","グラウンド面積：14,650㎡両翼：91.25m中堅：120m","","内野：土外野：天然芝","あり","1980年","","","電光掲示板(その他はパネル式)","","","","","","","","","",""
"西脇公園野球場 (存在しないページ)","[西脇公園野球場]","https://ja.wikipedia.org/w/index.php?title=西脇公園野球場&amp;action=edit&amp;redlink=1","日本の野球場一覧","https://ja.wikipedia.org/wiki/日本の野球場一覧","表2・箇条書き","","","","","","","","","","","","","","","","","","","",""
"日本製鉄広畑球場 (存在しないページ)","[日本製鉄広畑球場]","https://ja.wikipedia.org/w/index.php?title=日本製鉄広畑球場&amp;action=edit&amp;redlink=1","日本の野球場一覧","https://ja.wikipedia.org/wiki/日本の野球場一覧","表2・箇条書き","","","","","","","","","","","","","","","","","","","",""
"姫路市立姫路球場","[姫路市立姫路球場（ウインク球場）] 姫路球場 （ひめじきゅうじょう）は、 兵庫県 姫路市 の 手柄山中央公園 内にある 野球場 。施設は姫路市が所有し、姫路市スポーツ振興財団が 指定管理者 として運営管理を行っている。","https://ja.wikipedia.org/wiki/姫路市立姫路球場","日本の野球場一覧","https://ja.wikipedia.org/wiki/日本の野球場一覧","表2・箇条書き","北緯34度49分10.3秒東経134度40分20.8秒","兵庫県姫路市飯田字山田540（手柄山中央公園内","グラウンド面積：12,942m2両翼：100 m中堅：120 m","姫路市","内野：クレー舗装外野：天然芝","なし","1959年3月7日","姫路市スポーツ振興財団（指定管理者）","","","","","","","","","1億3000万円","","",""
"姫路市立豊富球場 (存在しないページ)","[姫路市立豊富球場]","https://ja.wikipedia.org/w/index.php?title=姫路市立豊富球場&amp;action=edit&amp;redlink=1","日本の野球場一覧","https://ja.wikipedia.org/wiki/日本の野球場一覧","表2・箇条書き","","","","","","","","","","","","","","","","","","","",""
"兵庫県立明石公園第一野球場","[兵庫県立明石公園第一野球場（明石トーカロ球場）] 兵庫県立明石公園第一野球場 （ひょうごけんりつあかしこうえん だいいちやきゅうじょう）は、 兵庫県 明石市 の 兵庫県立明石公園 内にある 硬式野球 が行える 野球場 。施設は兵庫県が所有し、公益財団法人兵庫県園芸・公園協会が 指定管理者 として運営管理を行っている。","https://ja.wikipedia.org/wiki/兵庫県立明石公園第一野球場","日本の野球場一覧","https://ja.wikipedia.org/wiki/日本の野球場一覧","表2・箇条書き","北緯34度39分5.51秒東経134度59分22.99秒","兵庫県明石市明石公園1-27（兵庫県立明石公園内）","グラウンド面積：-m2両翼：100m、中堅：122m","兵庫県","内野：黒土クレー舗装外野：天然芝","無し","1932年","公益財団法人兵庫県園芸・公園協会（指定管理者）","","","","","","","","","","","",""
"兵庫県立淡路佐野運動公園","[淡路球場] 兵庫県立淡路佐野運動公園 （ひょうごけんりつあわじさのうんどうこうえん）は、 兵庫県 淡路市 佐野新島にある 運動公園 で、兵庫県の県立 都市公園 でもある。愛称は「 ボールパークあわじ 」だが、後述の第1野球場は「 淡路球場 」（あわじきゅうじょう）とも呼ばれる。","https://ja.wikipedia.org/wiki/兵庫県立淡路佐野運動公園#第1野球場","日本の野球場一覧","https://ja.wikipedia.org/wiki/日本の野球場一覧","表2・箇条書き","北緯34度27分16.2秒 東経134度55分52.5秒","","","","","","","","","","","","","","","","","","",""
"兵庫県立但馬ドーム","[兵庫県立但馬ドーム] 兵庫県立但馬ドーム （ひょうごけんりつたじまドーム）は、多目的ドームを主体とするスポーツ施設。 兵庫県 豊岡市 の 神鍋高原 にある。","https://ja.wikipedia.org/wiki/兵庫県立但馬ドーム","日本の野球場一覧","https://ja.wikipedia.org/wiki/日本の野球場一覧","表2・箇条書き","北緯35度29分37.5秒東経134度41分12.6秒","〒669-5379兵庫県豊岡市日高町名色88-50","","","","","","","","","仙田満+環境デザイン研究所、大建設計","","","","","","","","",""
