"タイトル","コメント","URL","親リストタイトル","親リストURL","一覧抽出方法","座標","所属路線","キロ程","所属事業者","所在地","開業年月日","駅構造","ホーム","備考","駅番号","電報略号","乗車人員,-統計年度-","乗降人員,-統計年度-","乗換","種類","本社所在地","業種","法人番号","代表者","外部リンク"
"薩摩高城駅","薩摩高城駅（さつまたきえき）","https://ja.wikipedia.org/wiki/薩摩高城駅","日本の鉄道駅一覧_さ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_さ","箇条書き,制限あり","北緯31度53分33.16秒東経130度13分14.34秒","肥薩おれんじ鉄道線","102.3km（八代起点）334.6 km（門司港起点）","肥薩おれんじ鉄道","鹿児島県薩摩川内市湯田町北緯31度53分33.16秒東経130度13分14.34秒﻿ / ﻿北緯31.8925444度 東経130.2206500度﻿ /31.8925444; 130.2206500座標:北緯31度53分33.16秒東経130度13分14.34秒﻿ / ﻿北緯31.8925444度 東経130.2206500度﻿ /31.8925444; 130.2206500","1952年（昭和27年）5月1日","地上駅","相対式 2面2線","無人駅・駅舎なし","OR25","オレタキ","1人/日（降車客含まず）-2018年-","4人/日-2018年-","","","","","","",""
"薩摩松元駅","薩摩松元駅（さつままつもとえき）","https://ja.wikipedia.org/wiki/薩摩松元駅","日本の鉄道駅一覧_さ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_さ","箇条書き,制限あり","北緯31度36分19.1秒東経130度26分20.5秒","■鹿児島本線","34.1km（川内起点）門司港から383.3 km","九州旅客鉄道（JR九州）","鹿児島県鹿児島市上谷口町1222北緯31度36分19.1秒東経130度26分20.5秒﻿ / ﻿北緯31.605306度 東経130.439028度﻿ /31.605306; 130.439028座標:北緯31度36分19.1秒東経130度26分20.5秒﻿ / ﻿北緯31.605306度 東経130.439028度﻿ /31.605306; 130.439028","1954年（昭和29年）2月11日","地上駅（盛土上）","1面2線","無人駅（自動券売機 有）","","モト","579人/日（降車客含まず）-2019年-","","","","","","","",""
"里駅","里駅（さとえき）","https://ja.wikipedia.org/wiki/里駅","日本の鉄道駅一覧_さ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_さ","箇条書き,制限あり","北緯33度17分4.84秒東経129度50分8.04秒","■西九州線","17.5 km（有田起点）","松浦鉄道","佐賀県伊万里市東山代町里北緯33度17分4.84秒東経129度50分8.04秒","1990年（平成2年）3月10日","地上駅","1面1線","","","","40人/日（降車客含まず）-2017年-","74人/日-2017年-","","","","","","",""
"左通駅","左通駅（さどおりえき）","https://ja.wikipedia.org/wiki/左通駅","日本の鉄道駅一覧_さ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_さ","箇条書き,制限あり","北緯39度48分6.63秒東経140度35分9.83秒","■秋田内陸線","67.7 km（鷹巣起点）","秋田内陸縦貫鉄道","秋田県仙北市西木町上桧木内字左通北緯39度48分6.63秒東経140度35分9.83秒﻿ / ﻿北緯39.8018417度 東経140.5860639度﻿ /39.8018417; 140.5860639座標:北緯39度48分6.63秒東経140度35分9.83秒﻿ / ﻿北緯39.8018417度 東経140.5860639度﻿ /39.8018417; 140.5860639","1989年（平成元年）4月1日","地上駅","1面1線","無人駅","","","","1人/日-2018年-","","","","","","",""
"里庄駅","里庄駅（さとしょうえき）","https://ja.wikipedia.org/wiki/里庄駅","日本の鉄道駅一覧_さ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_さ","箇条書き,制限あり","北緯34度30分28.25秒東経133度33分3.37秒","W山陽本線","182.4 km（神戸起点）","西日本旅客鉄道（JR西日本）","岡山県浅口郡里庄町大字新庄2784-5北緯34度30分28.25秒東経133度33分3.37秒﻿ / ﻿北緯34.5078472度 東経133.5509361度﻿ /34.5078472; 133.5509361座標:北緯34度30分28.25秒東経133度33分3.37秒﻿ / ﻿北緯34.5078472度 東経133.5509361度﻿ /34.5078472; 133.5509361","1920年（大正9年）11月15日","地上駅","2面3線","無人駅（自動券売機 有）","JR-W10","サト","1,307人/日（降車客含まず）-2019年-","","","","","","","",""
"里白石駅","里白石駅（さとしらいしえき）","https://ja.wikipedia.org/wiki/里白石駅","日本の鉄道駅一覧_さ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_さ","箇条書き,制限あり","","■水郡線","100.0 km（水戸起点）","東日本旅客鉄道（JR東日本）","","1934年（昭和9年）12月4日","地上駅","1面1線","無人駅","","サト","68人/日（降車客含まず）-2004年-","","","","","","","",""
"里見駅","里見駅（さとみえき）","https://ja.wikipedia.org/wiki/里見駅","日本の鉄道駅一覧_さ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_さ","箇条書き,制限あり","北緯35度20分12.0秒東経140度8分43.8秒","小湊鉄道線","25.7 km（五井起点）","小湊鉄道","千葉県市原市平野176-1北緯35度20分12.0秒東経140度8分43.8秒座標:北緯35度20分12.0秒 東経140度8分43.8秒","1925年（大正14年）3月7日","地上駅","2面2線","有人駅","","","56人/日（降車客含まず）-2018年-","","","","","","","",""
"佐土原駅","佐土原駅（さどわらえき）","https://ja.wikipedia.org/wiki/佐土原駅","日本の鉄道駅一覧_さ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_さ","箇条書き,制限あり","北緯32度1分20.86秒東経131度28分37.82秒","日豊本線","326.7 km（小倉起点）","九州旅客鉄道（JR九州）日本貨物鉄道（JR貨物）**","宮崎県宮崎市佐土原町下田島9895-1[1][2]北緯32度1分20.86秒東経131度28分37.82秒﻿ / ﻿北緯32.0224611度 東経131.4771722度﻿ /32.0224611; 131.4771722座標:北緯32度1分20.86秒東経131度28分37.82秒﻿ / ﻿北緯32.0224611度 東経131.4771722度﻿ /32.0224611; 131.4771722","1920年（大正9年）9月11日[1]","地上駅","2面3線[1]","業務委託駅[2]","","サラロセ（広瀬駅時代）","1,130人/日（降車客含まず）-2019年-","","","","","","","",""
"佐奈駅","佐奈駅（さなえき）","https://ja.wikipedia.org/wiki/佐奈駅","日本の鉄道駅一覧_さ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_さ","箇条書き,制限あり","北緯34度28分42.82秒東経136度32分20.66秒","紀勢本線","49.6 km（亀山起点）","東海旅客鉄道（JR東海）","三重県多気郡多気町平谷986北緯34度28分42.82秒東経136度32分20.66秒","1923年（大正12年）3月20日","地上駅","2面2線","駅員無配置駅","","サナ","39人/日（降車客含まず）-2019年-","","","","","","","",""
"佐那具駅","佐那具駅（さなぐえき）","https://ja.wikipedia.org/wiki/佐那具駅","日本の鉄道駅一覧_さ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_さ","箇条書き,制限あり","北緯34度48分15.93秒東経136度9分50.26秒","V関西本線","90.5 km（名古屋起点）亀山から30.6 km","西日本旅客鉄道（JR西日本）","三重県伊賀市外山北緯34度48分15.93秒東経136度9分50.26秒﻿ / ﻿北緯34.8044250度 東経136.1639611度﻿ /34.8044250; 136.1639611座標:北緯34度48分15.93秒東経136度9分50.26秒﻿ / ﻿北緯34.8044250度 東経136.1639611度﻿ /34.8044250; 136.1639611","1897年（明治30年）1月15日","地上駅","2面2線","簡易委託駅","","ナク","105人/日（降車客含まず）-2019年-","","","","","","","",""
"猿投駅","猿投駅（さなげえき）","https://ja.wikipedia.org/wiki/猿投駅","日本の鉄道駅一覧_さ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_さ","箇条書き,制限あり","北緯35度7分19.4秒東経137度10分43.2秒","三河線","0.0km（猿投起点）知立から21.3 km","名古屋鉄道","愛知県豊田市井上町五丁目62北緯35度7分19.4秒東経137度10分43.2秒﻿ / ﻿北緯35.122056度 東経137.178667度﻿ /35.122056; 137.178667座標:北緯35度7分19.4秒東経137度10分43.2秒﻿ / ﻿北緯35.122056度 東経137.178667度﻿ /35.122056; 137.178667","1924年（大正13年）10月31日","地上駅","島式 1面2線","","MY  11 ","","","4,108人/日-2019年[1]-","","","","","","",""
"龍ケ崎市駅","佐貫駅（さぬきえき・関東鉄道竜ヶ崎線）","https://ja.wikipedia.org/wiki/龍ケ崎市駅","日本の鉄道駅一覧_さ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_さ","箇条書き,制限あり","北緯35度55分48.3秒東経140度08分17.7秒","","","東日本旅客鉄道（JR東日本・駅詳細）関東鉄道（駅詳細）","茨城県龍ケ崎市佐貫町北緯35度55分48.3秒東経140度08分17.7秒座標:北緯35度55分48.3秒 東経140度08分17.7秒","","","","","","","","","","","","","","",""
"讃岐相生駅","讃岐相生駅（さぬきあいおいえき）","https://ja.wikipedia.org/wiki/讃岐相生駅","日本の鉄道駅一覧_さ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_さ","箇条書き,制限あり","北緯34度12分43.18秒東経134度25分28.32秒","■高徳線","47.6 km（高松起点）","四国旅客鉄道（JR四国）","香川県東かがわ市南野823北緯34度12分43.18秒東経134度25分28.32秒﻿ / ﻿北緯34.2119944度 東経134.4245333度﻿ /34.2119944; 134.4245333﻿ (讃岐相生駅)座標:北緯34度12分43.18秒東経134度25分28.32秒﻿ / ﻿北緯34.2119944度 東経134.4245333度﻿ /34.2119944; 134.4245333﻿ (讃岐相生駅)","1935年（昭和10年）3月20日","地上駅","2面2線","無人駅","○T09","アオ←アヲ","","28[1]人/日-2019年-","","","","","","",""
"讃岐財田駅","讃岐財田駅（さぬきさいだえき）","https://ja.wikipedia.org/wiki/讃岐財田駅","日本の鉄道駅一覧_さ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_さ","箇条書き,制限あり","北緯34度7分3.31秒東経133度48分51.05秒","■土讃線","23.9 km（多度津起点）","四国旅客鉄道（JR四国）","香川県三豊市財田町財田上7311番地北緯34度7分3.31秒東経133度48分51.05秒﻿ / ﻿北緯34.1175861度 東経133.8141806度﻿ /34.1175861; 133.8141806﻿ (讃岐財田駅)","1923年（大正12年）5月21日","地上駅","2面3線","無人駅","○D18","サタ","16人/日（降車客含まず）-2019年-","","","","","","","",""
"讃岐塩屋駅","讃岐塩屋駅（さぬきしおやえき）","https://ja.wikipedia.org/wiki/讃岐塩屋駅","日本の鉄道駅一覧_さ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_さ","箇条書き,制限あり","北緯34度17分6.68秒東経133度46分38.51秒","■予讃線","30.1km（高松起点）岡山から50.0 km","四国旅客鉄道（JR四国）","香川県丸亀市塩屋町三丁目北緯34度17分6.68秒東経133度46分38.51秒﻿ / ﻿北緯34.2851889度 東経133.7773639度﻿ /34.2851889; 133.7773639座標:北緯34度17分6.68秒東経133度46分38.51秒﻿ / ﻿北緯34.2851889度 東経133.7773639度﻿ /34.2851889; 133.7773639","1952年（昭和27年）1月27日","地上駅","2面2線","無人駅（自動券売機 有）","○Y11","シヤ","347人/日（降車客含まず）-2019年-","","","","","","","",""
"讃岐白鳥駅","讃岐白鳥駅（さぬきしろとりえき）","https://ja.wikipedia.org/wiki/讃岐白鳥駅","日本の鉄道駅一覧_さ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_さ","箇条書き,制限あり","北緯34度14分37.11秒東経134度21分58.33秒","■高徳線","40.7 km（高松起点）","四国旅客鉄道（JR四国）","香川県東かがわ市松原648-2北緯34度14分37.11秒東経134度21分58.33秒﻿ / ﻿北緯34.2436417度 東経134.3662028度﻿ /34.2436417; 134.3662028﻿ (讃岐白鳥駅)","1928年（昭和3年）4月15日","地上駅","2面2線","無人駅","○T11","シロ","","440[1]人/日-2019年-","","","","","","",""
"讃岐津田駅","讃岐津田駅（さぬきつだえき）","https://ja.wikipedia.org/wiki/讃岐津田駅","日本の鉄道駅一覧_さ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_さ","箇条書き,制限あり","北緯34度17分18.39秒東経134度14分53.35秒","■高徳線","27.7 km（高松起点）","四国旅客鉄道（JR四国）","香川県さぬき市津田町津田887北緯34度17分18.39秒東経134度14分53.35秒﻿ / ﻿北緯34.2884417度 東経134.2481528度﻿ /34.2884417; 134.2481528﻿ (讃岐津田駅)座標:北緯34度17分18.39秒東経134度14分53.35秒﻿ / ﻿北緯34.2884417度 東経134.2481528度﻿ /34.2884417; 134.2481528﻿ (讃岐津田駅)","1926年（大正15年）3月21日","地上駅","2面3線","無人駅","○T15","ツタ","533人/日（降車客含まず）-2018年-","1.066人/日-2018年-","","","","","","",""
"讃岐府中駅","讃岐府中駅（さぬきふちゅうえき）","https://ja.wikipedia.org/wiki/讃岐府中駅","日本の鉄道駅一覧_さ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_さ","箇条書き,制限あり","北緯34度17分30.03秒東経133度55分23.66秒","■予讃線","14.2 km（高松起点）","四国旅客鉄道（JR四国）","香川県坂出市府中町992北緯34度17分30.03秒東経133度55分23.66秒﻿ / ﻿北緯34.2916750度 東経133.9232389度﻿ /34.2916750; 133.9232389座標:北緯34度17分30.03秒東経133度55分23.66秒﻿ / ﻿北緯34.2916750度 東経133.9232389度﻿ /34.2916750; 133.9232389","1952年（昭和27年）1月27日","地上駅","2面2線","無人駅","○Y05","フチ","323人/日（降車客含まず）-2019年-","","","","","","","",""
"佐貫町駅","佐貫町駅（さぬきまちえき）","https://ja.wikipedia.org/wiki/佐貫町駅","日本の鉄道駅一覧_さ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_さ","箇条書き,制限あり","北緯35度15分38.1秒東経139度52分33.8秒","■内房線","50.7 km（蘇我起点）千葉から54.5 km","東日本旅客鉄道（JR東日本）","千葉県富津市亀田540-2北緯35度15分38.1秒東経139度52分33.8秒座標:北緯35度15分38.1秒 東経139度52分33.8秒","1915年（大正4年）1月15日[1]","地上駅","1面2線","業務委託駅","","ヌキ","211人/日（降車客含まず）-2019年-","","","","","","","",""
"讃岐牟礼駅","讃岐牟礼駅（さぬきむれえき）","https://ja.wikipedia.org/wiki/讃岐牟礼駅","日本の鉄道駅一覧_さ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_さ","箇条書き,制限あり","","■高徳線","13.4 km（高松起点）","四国旅客鉄道（JR四国）","","1986年（昭和61年）11月1日","地上駅","1面1線","無人駅","○T20","ムレ","275人/日（降車客含まず）-2018年-","514人/日-2018年-","八栗新道駅（高松琴平電気鉄道志度線）","","","","","",""
"佐野駅","佐野駅（さのえき）","https://ja.wikipedia.org/wiki/佐野駅","日本の鉄道駅一覧_さ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_さ","箇条書き,制限あり","","","","東日本旅客鉄道（JR東日本・駅詳細）東武鉄道（駅詳細）","栃木県佐野市若松町","","","","","","","","","","","","","","",""
"佐野市駅","佐野市駅（さのしえき）","https://ja.wikipedia.org/wiki/佐野市駅","日本の鉄道駅一覧_さ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_さ","箇条書き,制限あり","北緯36度18分21.80秒東経139度34分30.63秒","■佐野線","9.0 km（館林起点）","東武鉄道","栃木県佐野市上台町2164北緯36度18分21.80秒東経139度34分30.63秒﻿ / ﻿北緯36.3060556度 東経139.5751750度﻿ /36.3060556; 139.5751750﻿ (佐野市駅)座標:北緯36度18分21.80秒東経139度34分30.63秒﻿ / ﻿北緯36.3060556度 東経139.5751750度﻿ /36.3060556; 139.5751750﻿ (佐野市駅)","1914年（大正3年）8月2日","地上駅","2面3線","1943年（昭和18年）4月1日佐野町駅から改称","TI33","サシ","","696人/日-2019年-","","","","","","",""
"佐野のわたし駅","佐野のわたし駅（さののわたしえき）","https://ja.wikipedia.org/wiki/佐野のわたし駅","日本の鉄道駅一覧_さ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_さ","箇条書き,制限あり","北緯36度18分8.6秒東経139度1分5.3秒","上信線","2.2[1] km（高崎起点）","上信電鉄","群馬県高崎市上佐野町字舟橋167-3北緯36度18分8.6秒東経139度1分5.3秒座標:北緯36度18分8.6秒 東経139度1分5.3秒","2014年（平成26年）12月22日[1]","地上駅","単式1面1線[2]","","","","134人/日（降車客含まず）-2019年-","","","","","","","",""
"鯖石駅","鯖石駅（さばいしえき）","https://ja.wikipedia.org/wiki/鯖石駅","日本の鉄道駅一覧_さ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_さ","箇条書き,制限あり","","大鰐線","2.2 km（大鰐起点）","弘南鉄道","","1952年（昭和27年）1月26日","地上駅","1面2線","無人駅","KW 12","","","80人/日-2017年-","","","","","","",""
