"タイトル","コメント","URL","親リストタイトル","親リストURL","一覧抽出方法","座標","所在地","位置","開館","専門分野","事業主体","管理運営","外部リンク","正式名称","延床面積","前身","アクセス","館長","愛称","建物設計","来館者数","収蔵作品数","閉館","公式サイト","研究職員"
"岐阜女子大学デジタルミュージアム","[岐阜女子大学デジタルミュージアム] 岐阜女子大学デジタルミュージアム （ぎふじょしだいがくデジタルミュージアム、Institute of Digital Archive, Gifu Women's University）は、 岐阜県 岐阜市 明徳町 にある 岐阜女子大学 の 大学博物館 である。","https://ja.wikipedia.org/wiki/岐阜女子大学デジタルミュージアム","日本の博物館の一覧","https://ja.wikipedia.org/wiki/日本の博物館の一覧","箇条書き,制限あり","北緯35度25分20.6秒東経136度45分29.7秒","〒500-8813岐阜県岐阜市明徳町10番地 文化情報教育センター","北緯35度25分20.6秒東経136度45分29.7秒﻿ / ﻿北緯35.422389度 東経136.758250度﻿ /35.422389; 136.758250座標:北緯35度25分20.6秒東経136度45分29.7秒﻿ / ﻿北緯35.422389度 東経136.758250度﻿ /35.422389; 136.758250","2000年4月","","岐阜女子大学","","岐阜女子大学デジタルミュージアム","","","","JR東海岐阜駅より徒歩18分/岐阜バス柳バス（濃姫バス「市庁舎西口」バス停下車徒歩1分","","","","","","","",""
"ふじのくに地球環境史ミュージアム","[ふじのくに地球環境史ミュージアム] 静岡県は、 1986年 （ 昭和 61年）に県立博物館構想の検討を開始した  。県の新総合計画に「博物館構想の推進」を位置付け  、有識者との博物館構想懇話会や文献調査などを行い検討を進めていった  。","https://ja.wikipedia.org/wiki/ふじのくに地球環境史ミュージアム","日本の博物館の一覧","https://ja.wikipedia.org/wiki/日本の博物館の一覧","箇条書き,制限あり","北緯34度57分32.6秒東経138度26分11.2秒","〒422-8017日本静岡県静岡市駿河区大谷5762","北緯34度57分32.6秒東経138度26分11.2秒﻿ / ﻿北緯34.959056度 東経138.436444度﻿ /34.959056; 138.436444座標:北緯34度57分32.6秒東経138度26分11.2秒﻿ / ﻿北緯34.959056度 東経138.436444度﻿ /34.959056; 138.436444","2016年3月26日","地球環境史","静岡県","","https://www.fujimu100.jp","","9334.49m2","静岡県自然学習資料センター","JR静岡駅からしずてつジャストライン美和大谷線「ふじのくに地球環境史ミュージアム」行き（所要時間約30分）東名高速道路静岡ICより約6.3km（所要時間約15分）","安田喜憲","ふじミュー","","","","","",""
"浜松市博物館","[浜松市博物館] 浜松市博物館 （はままつしはくぶつかん、Hamamatsu City Museum）は、 静岡県 浜松市 にある市立 博物館 である。原始から近代まで、浜松地域の歴史資料を紹介しており、縄文時代の貝塚である 蜆塚遺跡 （国の 史跡 ）に隣接している。","https://ja.wikipedia.org/wiki/浜松市博物館","日本の博物館の一覧","https://ja.wikipedia.org/wiki/日本の博物館の一覧","箇条書き,制限あり","北緯34度42分45.3秒東経137度42分12.9秒","〒432-8018　静岡県浜松市中区蜆塚四丁目22-1","北緯34度42分45.3秒東経137度42分12.9秒﻿ / ﻿北緯34.712583度 東経137.703583度﻿ /34.712583; 137.703583座標:北緯34度42分45.3秒東経137度42分12.9秒﻿ / ﻿北緯34.712583度 東経137.703583度﻿ /34.712583; 137.703583","午前9時","浜松市と遠州地域の歴史分野","浜松市","","","","","","","","","","","","午後5時","",""
"名古屋市博物館","[名古屋市博物館] 名古屋市博物館 （なごやしはくぶつかん）は、 愛知県 名古屋市 瑞穂区 にある歴史 博物館 である。","https://ja.wikipedia.org/wiki/名古屋市博物館","日本の博物館の一覧","https://ja.wikipedia.org/wiki/日本の博物館の一覧","箇条書き,制限あり","北緯35度8分10.81秒東経136度56分5.67秒","〒467-0806愛知県名古屋市瑞穂区瑞穂通1-27-1","北緯35度8分10.81秒東経136度56分5.67秒﻿ / ﻿北緯35.1363361度 東経136.9349083度﻿ /35.1363361; 136.9349083座標:北緯35度8分10.81秒東経136度56分5.67秒﻿ / ﻿北緯35.1363361度 東経136.9349083度﻿ /35.1363361; 136.9349083","1977年10月1日","尾張の歴史","","","名古屋市博物館","名古屋市博物館","","","","伊藤彰","","","","","","",""
"岡崎市美術博物館","[岡崎市美術博物館] 岡崎市美術博物館 （おかざきしびじゅつはくぶつかん）は、 愛知県 岡崎市 の 岡崎中央総合公園 内にある 美術館 ・ 博物館 である。愛称は「 マインドスケープ・ミュージアム 」  。","https://ja.wikipedia.org/wiki/岡崎市美術博物館","日本の博物館の一覧","https://ja.wikipedia.org/wiki/日本の博物館の一覧","箇条書き,制限あり","北緯34度56分51秒東経137度13分2秒","〒444-0002愛知県岡崎市高隆寺町峠1番地","北緯34度56分51秒東経137度13分2秒﻿ / ﻿北緯34.94750度 東経137.21722度﻿ /34.94750; 137.21722座標:北緯34度56分51秒東経137度13分2秒﻿ / ﻿北緯34.94750度 東経137.21722度﻿ /34.94750; 137.21722","1996年（平成8年）7月6日","","","岡崎市","岡崎市美術博物館 公式サイト（日本語）","岡崎市美術博物館","6,468m2","","","榊原悟","マインドスケープ・ミュージアム","株式会社栗生総合計画事務所","","","","",""
"豊橋市美術博物館","[豊橋市美術博物館] 豊橋市美術博物館 （とよはししびじゅつはくぶつかん）は、 愛知県 豊橋市 今橋町3-1にある 市立 の 美術館 ・ 博物館 である。 豊橋公園 （ 城跡公園 ）にある。","https://ja.wikipedia.org/wiki/豊橋市美術博物館","日本の博物館の一覧","https://ja.wikipedia.org/wiki/日本の博物館の一覧","箇条書き,制限あり","北緯34度46分9秒東経137度23分41秒","〒440-0801愛知県豊橋市今橋町3-1","北緯34度46分9秒東経137度23分41秒﻿ / ﻿北緯34.76917度 東経137.39472度﻿ /34.76917; 137.39472座標:北緯34度46分9秒東経137度23分41秒﻿ / ﻿北緯34.76917度 東経137.39472度﻿ /34.76917; 137.39472","1979年（昭和54年）6月1日","郷土の美術品","","豊橋市","豊橋市美術博物館 公式サイト（日本語）","豊橋市美術博物館","3781.41m2","","","金原宏行","","株式会社河合松永建築事務所","","","","",""
"蒲郡市博物館","[蒲郡市博物館] 蒲郡市博物館 （がまごおりしはくぶつかん）は、 愛知県 蒲郡市 栄町10番22号にある市立の 博物館 である。","https://ja.wikipedia.org/wiki/蒲郡市博物館","日本の博物館の一覧","https://ja.wikipedia.org/wiki/日本の博物館の一覧","箇条書き,制限あり","北緯34度49分20.88秒東経137度13分9.78秒","〒443-0035愛知県蒲郡市栄町10番22号","北緯34度49分20.88秒東経137度13分9.78秒﻿ / ﻿北緯34.8224667度 東経137.2193833度﻿ /34.8224667; 137.2193833座標:北緯34度49分20.88秒東経137度13分9.78秒﻿ / ﻿北緯34.8224667度 東経137.2193833度﻿ /34.8224667; 137.2193833","1979年（昭和54年）11月1日","郷土の美術品","","蒲郡市","蒲郡市博物館","","2,203.8m2","","","","","","","","","",""
"春日井市立郷土館","[春日井市立郷土館] 春日井市立郷土館 （かすがいしりつきょうどかん）は、 愛知県 春日井市 鳥居松町七丁目にある郷土資料館。 幕末 に建設された建物を使用している  。","https://ja.wikipedia.org/wiki/春日井市立郷土館","日本の博物館の一覧","https://ja.wikipedia.org/wiki/日本の博物館の一覧","箇条書き,制限あり","北緯35度14分53.2秒東経136度58分41.9秒","〒486-0844愛知県春日井市鳥居松町七丁目5番地","北緯35度14分53.2秒東経136度58分41.9秒﻿ / ﻿北緯35.248111度 東経136.978306度﻿ /35.248111; 136.978306座標:北緯35度14分53.2秒東経136度58分41.9秒﻿ / ﻿北緯35.248111度 東経136.978306度﻿ /35.248111; 136.978306","1973年（昭和48年）","","","","www.city.kasugai.lg.jp/shisetsu/bunka/kyoudokan/index.html","","","酒造業飯田重蔵の離れ屋敷、商工会議所","名鉄バス「鳥居松」「鳥居松8丁目」から徒歩5分JR中央本線春日井駅から徒歩15分","","","","","","","",""
"三重県総合博物館","[三重県総合博物館] 「三重県立博物館」として 1953年 （昭和28年）6月に開館した  。博物館の 建物 が 耐震 基準を満たさないため、 2007年 （平成19年） 10月10日 より展示室を閉鎖することとなり、 2011年 （平成23年）1月から 2014年 （平成26年）にかけて三重県総合文化センターの隣接地に新しく博物館が建設され、同年 4月19日 に現名称で再開館となった。なお、前述の展示室閉鎖より再開館までは三重県内各地で移動展示・博物館教室・ フィールドワーク などを実施していた   。","https://ja.wikipedia.org/wiki/三重県総合博物館","日本の博物館の一覧","https://ja.wikipedia.org/wiki/日本の博物館の一覧","箇条書き,制限あり","北緯34度44分44.6秒東経136度29分38.5秒","〒514-0061三重県津市一身田上津部田3060","北緯34度44分44.6秒東経136度29分38.5秒﻿ / ﻿北緯34.745722度 東経136.494028度﻿ /34.745722; 136.494028座標:北緯34度44分44.6秒東経136度29分38.5秒﻿ / ﻿北緯34.745722度 東経136.494028度﻿ /34.745722; 136.494028","1953年（昭和28年）6月（三重県立博物館として）2014年（平成26年）4月19日（三重県総合博物館として）","三重県の歴史・自然・文化","三重県","三重県環境生活部 新博物館整備推進PT","www.bunka.pref.mie.lg.jp/MieMu/","三重県総合博物館","3,176m2","三重県立博物館","津駅より三交バスで約5分、「総合文化センター」または「総合文化センター前」下車すぐ。","大野照文","MieMu（みえむ）","","16,977人（2006年度）","279,550点（2009年3月現在）","2007年（平成19年）10月10日（展示室閉鎖）〜2014年（平成26年）4月18日","",""
"斎宮歴史博物館","[斎宮歴史博物館] 斎宮歴史博物館 （さいくうれきしはくぶつかん）は、 三重県 多気郡 明和町 竹川にある 斎宮 遺跡 （国の 史跡 ）に設置されている三重 県立 の 博物館   である。テーマ博物館であると同時に、 埋蔵文化財センター としての機能  を有する。","https://ja.wikipedia.org/wiki/斎宮歴史博物館","日本の博物館の一覧","https://ja.wikipedia.org/wiki/日本の博物館の一覧","箇条書き,制限あり","北緯34度32分34秒東経136度36分34秒","〒515-0325三重県多気郡明和町竹川503","北緯34度32分34秒東経136度36分34秒﻿ / ﻿北緯34.54278度 東経136.60944度﻿ /34.54278; 136.60944座標:北緯34度32分34秒東経136度36分34秒﻿ / ﻿北緯34.54278度 東経136.60944度﻿ /34.54278; 136.60944","1989年","歴史資料・文化資料・考古資料","三重県","","斎宮歴史博物館","斎宮歴史博物館","","","","","","","","","","",""
"伊賀流忍者博物館","[伊賀流忍者博物館] 伊賀流忍者博物館 （いがりゅうにんじゃはくぶつかん）は、 三重県 伊賀市 の上野公園（ 伊賀上野城 ）内にある 忍者 に関する 博物館 。","https://ja.wikipedia.org/wiki/伊賀流忍者博物館","日本の博物館の一覧","https://ja.wikipedia.org/wiki/日本の博物館の一覧","箇条書き,制限あり","北緯34度46分18.2秒東経136度7分44.8秒","〒518-0873三重県伊賀市上野丸之内117","北緯34度46分18.2秒東経136度7分44.8秒﻿ / ﻿北緯34.771722度 東経136.129111度﻿ /34.771722; 136.129111座標:北緯34度46分18.2秒東経136度7分44.8秒﻿ / ﻿北緯34.771722度 東経136.129111度﻿ /34.771722; 136.129111","1964年（昭和39年）","忍者","","一般社団法人伊賀上野観光協会","http://www.iganinja.jp/","伊賀流忍者博物館","","","伊賀鉄道上野市駅より徒歩約10分","","","","約16万人（2015年4月 - 11月）","","","",""
"鳥羽市立海の博物館","[鳥羽市立海の博物館] 「海民（かいみん）」と呼ばれる海と共に生活する人間と海との関わりについて、様々な視点より調査・研究や展示、社会教育活動を行っている。研究分野は 水産業 、 海運業 、 造船 （主に木造船）、 海産物 の 流通 など海に関わる 経済活動 の他、 宗教 、 民俗 、文化、資源保護や 海洋汚染 等多岐に及ぶ。","https://ja.wikipedia.org/wiki/鳥羽市立海の博物館","日本の博物館の一覧","https://ja.wikipedia.org/wiki/日本の博物館の一覧","箇条書き,制限あり","北緯34度26分57.15秒東経136度53分59.54秒","〒517-0025三重県鳥羽市浦村町大吉1731-68","北緯34度26分57.15秒東経136度53分59.54秒﻿ / ﻿北緯34.4492083度 東経136.8998722度﻿ /34.4492083; 136.8998722座標:北緯34度26分57.15秒東経136度53分59.54秒﻿ / ﻿北緯34.4492083度 東経136.8998722度﻿ /34.4492083; 136.8998722","私立：1971年（昭和46年）12月7日公立：2017年（平成29年）10月3日","海洋に関する人文科学・社会科学","鳥羽市","公益財団法人東海水産科学協会","www.umihaku.com/","鳥羽市立海の博物館","","","鳥羽駅よりかもめバスで約35分","石原義剛（2017年10月現在）","海の博物館","","約27,000人（2016年度）","","","",""
