"タイトル","コメント","URL","親リストタイトル","親リストURL","一覧抽出方法","座標","本部所在地","学校種別","設置者","学部","ウェブサイト","研究科","大学設置","創立","キャンパス","大学設置/創立","学生数","廃止","学校設置/創立","大学校種別","学部相当","学長","大学校設置/創立","大学校設置","設立"
"福井大学","[福井大学　国] 大学通信 の調査によると就職率が複数学部を有する国立大学において10年連続1位、卒業生1000人以上の国公私立大学において1位である  。","https://ja.wikipedia.org/wiki/福井大学","日本の大学一覧","https://ja.wikipedia.org/wiki/日本の大学一覧","箇条書き,制限あり","北緯36度4分37秒東経136度12分42.3秒","福井県福井市文京3-9-1北緯36度4分37秒東経136度12分42.3秒﻿ / ﻿北緯36.07694度 東経136.211750度﻿ /36.07694; 136.211750座標:北緯36度4分37秒東経136度12分42.3秒﻿ / ﻿北緯36.07694度 東経136.211750度﻿ /36.07694; 136.211750","国立","国立大学法人福井大学","教育学部医学部工学部国際地域学部","https://www.u-fukui.ac.jp/","教育学研究科医学系研究科工学研究科国際地域マネジメント研究科","1949年","1873年","文京（福井市文京）松岡（吉田郡永平寺町松岡下合月）敦賀（敦賀市鉄輪町）","","","","","","","","","",""
"福井医療大学","[福井医療大学] 前身は、 1971年 に設立された 福井高等看護学院 まで遡り、 1976年 に 福井医療技術専門学校 、 2006年 に 福井医療短期大学 と改組し 2017年 に4年制大学として本学が開校した  。","https://ja.wikipedia.org/wiki/福井医療大学","日本の大学一覧","https://ja.wikipedia.org/wiki/日本の大学一覧","箇条書き,制限あり","北緯36度7分46.8秒東経136度9分59秒","福井県福井市江上町55字鳥町13-1北緯36度7分46.8秒東経136度9分59秒﻿ / ﻿北緯36.129667度 東経136.16639度﻿ /36.129667; 136.16639座標:北緯36度7分46.8秒東経136度9分59秒﻿ / ﻿北緯36.129667度 東経136.16639度﻿ /36.129667; 136.16639","私立","学校法人新田塚学園","保健医療学部","https://www.fukui-hsu.ac.jp/","なし","","","","2017年","","","","","","","","",""
"福井県立大学","[福井県立大学　公] 日本海側 では唯一の海洋関連学部である海洋生物資源学部を有している。 小浜 と 芦原 に、それぞれ大学固有の生物研究所を有する。また、看護福祉学部は 看護師 、 保健師 、 社会福祉士 、 精神保健福祉士 の国家試験合格率で毎年全国トップクラスの成績を占めている。","https://ja.wikipedia.org/wiki/福井県立大学","日本の大学一覧","https://ja.wikipedia.org/wiki/日本の大学一覧","箇条書き,制限あり","","福井県吉田郡永平寺町松岡兼定島4-1-1","公立","公立大学法人福井県立大学","経済学部生物資源学部海洋生物資源学部看護福祉学部","https://www.fpu.ac.jp/","経済・経営学研究科生物資源学研究科看護福祉学研究科","","","永平寺キャンパス小浜キャンパスあわらキャンパス","1992年","","","","","","","","",""
"福井工業大学","[福井工業大学] 北海道大学 | 北海道科学大学 | 室蘭工業大学 | 秋田大学 | 東北大学","https://ja.wikipedia.org/wiki/福井工業大学","日本の大学一覧","https://ja.wikipedia.org/wiki/日本の大学一覧","箇条書き,制限あり","","福井県福井市学園3-6-1","私立","学校法人金井学園","工学部環境情報学部スポーツ健康科学部","http://www.fukui-ut.ac.jp/","工学研究科","1965年","1950年","福井キャンパス（本部、福井市学園3丁目）あわらキャンパス（福井県あわら市）","","","","","","","","","",""
"福岡大学","[福岡大学] 9学部31学科、2万人以上の学生を有する 西日本 最大級の規模を持つ私立の 総合大学 である。2019年に創立85周年を迎え、25万人以上の卒業生を社会に輩出した。","https://ja.wikipedia.org/wiki/福岡大学","日本の大学一覧","https://ja.wikipedia.org/wiki/日本の大学一覧","箇条書き,制限あり","北緯33度33分1.4秒 東経130度21分58秒","福岡県福岡市城南区七隈8丁目19番1号","私立","学校法人福岡大学","人文学部法学部経済学部商学部商学部二部理学部工学部医学部薬学部スポーツ科学部","https://www.fukuoka-u.ac.jp/","人文科学研究科法学研究科経済学研究科商学研究科理学研究科工学研究科医学研究科薬学研究科スポーツ健康科学研究科法曹実務研究科（法科大学院）","1949年","1934年","七隈（福岡市城南区）ひびきの北九州学術研究都市（北九州市若松区）","","","","","","","","","",""
"福岡看護大学","[福岡看護大学] 口腔ケアに関する高い知識や技術を持った看護師を育成することを目的に、福岡歯科大学に隣接するグラウンド跡地に校舎を建設し開設された。 ","https://ja.wikipedia.org/wiki/福岡看護大学","日本の大学一覧","https://ja.wikipedia.org/wiki/日本の大学一覧","箇条書き,制限あり","北緯33度32分46.4秒東経130度20分1秒","福岡県福岡市早良区田村2－15－1北緯33度32分46.4秒東経130度20分1秒﻿ / ﻿北緯33.546222度 東経130.33361度﻿ /33.546222; 130.33361座標:北緯33度32分46.4秒東経130度20分1秒﻿ / ﻿北緯33.546222度 東経130.33361度﻿ /33.546222; 130.33361","私立","学校法人福岡学園","看護学部","https://www.fdcnet.ac.jp/ncol/index.php","なし","","","","2017年","","","","","","","","",""
"福岡教育大学","[福岡教育大学　国] 日本の多くの教育系大学と同じように、特別支援教育教員養成課程（旧：障害児教育教員養成課程）がある。また、特別支援教育系の専攻科（特別支援教育特別専攻科）と別科（言語障害教育教員養成課程）がある。","https://ja.wikipedia.org/wiki/福岡教育大学","日本の大学一覧","https://ja.wikipedia.org/wiki/日本の大学一覧","箇条書き,制限あり","北緯33度48分39.6秒東経130度35分39秒","福岡県宗像市赤間文教町1-1北緯33度48分39.6秒東経130度35分39秒﻿ / ﻿北緯33.811000度 東経130.59417度﻿ /33.811000; 130.59417座標:北緯33度48分39.6秒東経130度35分39秒﻿ / ﻿北緯33.811000度 東経130.59417度﻿ /33.811000; 130.59417","国立","国立大学法人福岡教育大学","教育学部","https://www.fukuoka-edu.ac.jp/","教育学研究科","","","","1949年","","","","","","","","",""
"福岡県立大学","[福岡県立大学　公] 北海道大学・大学院教育学院 | 札幌学院大学大学院・臨床心理学研究科 | 札幌国際大学大学院・心理学研究科 | 北翔大学大学院・人間福祉学研究科 | 北星学園大学大学院・社会福祉学研究科 | 北海道医療大学大学院・心理科学研究科","https://ja.wikipedia.org/wiki/福岡県立大学","日本の大学一覧","https://ja.wikipedia.org/wiki/日本の大学一覧","箇条書き,制限あり","北緯33度38分56秒 東経130度48分55.2秒","福岡県田川市伊田4395","公立","公立大学法人福岡県立大学","人間社会学部看護学部","http://www.fukuoka-pu.ac.jp/","人間社会学研究科看護学研究科","1992年","1945年","","","","","","","","","","",""
"福岡工業大学","[福岡工業大学] 1963年、福岡電子工業大学工学部として開設。1966年、名称を現在の福岡工業大学に変更。","https://ja.wikipedia.org/wiki/福岡工業大学","日本の大学一覧","https://ja.wikipedia.org/wiki/日本の大学一覧","箇条書き,制限あり","北緯33度41分43.6秒 東経130度26分22秒","福岡市東区和白東3丁目30番1号","私立","学校法人福岡工業大学","工学部情報工学部社会環境学部短期大学部","https://www.fit.ac.jp/","工学研究科社会環境学研究科","1963年","1954年","","","","","","","","","","",""
"福岡国際医療福祉大学","[福岡国際医療福祉大学] 2019年4月、 福岡国際医療福祉学院 を母体としたリハビリ専門職を養成する4年制大学として開校した。  ","https://ja.wikipedia.org/wiki/福岡国際医療福祉大学","日本の大学一覧","https://ja.wikipedia.org/wiki/日本の大学一覧","箇条書き,制限あり","北緯33度35分27.06秒東経130度20分56.70秒","福岡県福岡市早良区百道浜3丁目6−40北緯33度35分27.06秒東経130度20分56.70秒﻿ / ﻿北緯33.5908500度 東経130.3490833度﻿ /33.5908500; 130.3490833座標:北緯33度35分27.06秒東経130度20分56.70秒﻿ / ﻿北緯33.5908500度 東経130.3490833度﻿ /33.5908500; 130.3490833","私立","学校法人高木学園","医療学部看護学部","https://fiuhw.takagigakuen.ac.jp/","なし","","","","2019年","","","","","","","","",""
"福岡歯科大学","[福岡歯科大学] ","https://ja.wikipedia.org/wiki/福岡歯科大学","日本の大学一覧","https://ja.wikipedia.org/wiki/日本の大学一覧","箇条書き,制限あり","北緯33度32分40秒東経130度19分57秒","福岡県福岡市早良区田村二丁目15番1号北緯33度32分40秒東経130度19分57秒﻿ / ﻿北緯33.54444度 東経130.33250度﻿ /33.54444; 130.33250座標:北緯33度32分40秒東経130度19分57秒﻿ / ﻿北緯33.54444度 東経130.33250度﻿ /33.54444; 130.33250","私立","学校法人福岡学園","歯学部","https://www.fdcnet.ac.jp/col/index.php","","","","","1973年","","","","","","","","",""
"福岡女学院大学","[福岡女学院大学] 北海道大学・大学院教育学院 | 札幌学院大学大学院・臨床心理学研究科 | 札幌国際大学大学院・心理学研究科 | 北翔大学大学院・人間福祉学研究科 | 北星学園大学大学院・社会福祉学研究科 | 北海道医療大学大学院・心理科学研究科","https://ja.wikipedia.org/wiki/福岡女学院大学","日本の大学一覧","https://ja.wikipedia.org/wiki/日本の大学一覧","箇条書き,制限あり","北緯33度31分59.9秒東経130度26分28.7秒","福岡県福岡市南区曰佐3丁目42-1北緯33度31分59.9秒東経130度26分28.7秒﻿ / ﻿北緯33.533306度 東経130.441306度﻿ /33.533306; 130.441306座標:北緯33度31分59.9秒東経130度26分28.7秒﻿ / ﻿北緯33.533306度 東経130.441306度﻿ /33.533306; 130.441306","私立","学校法人福岡女学院","人文学部人間関係学部短期大学部","https://www.fukujo.ac.jp/university/","人文科学研究科","1990年","1964年","","","","","","","","","","",""
"福岡女学院看護大学","[福岡女学院看護大学] 　 国立病院機構福岡東医療センター の看護学校が廃止されたが、同敷地内に本校が開校された。","https://ja.wikipedia.org/wiki/福岡女学院看護大学","日本の大学一覧","https://ja.wikipedia.org/wiki/日本の大学一覧","箇条書き,制限あり","北緯33度44分28.6秒 東経130度28分24.3秒","福岡県古賀市千鳥1-1-7","私立","学校法人福岡女学院","看護学部","https://ns.fukujo.ac.jp/","","","","","2008年","","","","","","","","",""
"福岡女子大学","[福岡女子大学　公] 日本で最初の 公立 女子専門学校である 福岡県女子専門学校 を起源とし、 学制改革 を経た 1950年 に、県立の女子大学として設立。 公立 の 女子大学 は、本学と 群馬県立女子大学 のみである。 3 学部 2 研究科 が設置されていたが（ 2011年 度以降、文学部・人間環境学部の募集停止）、 2006年 度以降、 福岡県 に於ける大学の法人化に伴い、本学は、女子大学としての特徴を残しつつ、学校制度の抜本改編作業に則り、 2011年 度より 公立大学法人 福岡女子大学 となる。現在、 国際 文理学部 の1学部3学科、2研究科。","https://ja.wikipedia.org/wiki/福岡女子大学","日本の大学一覧","https://ja.wikipedia.org/wiki/日本の大学一覧","箇条書き,制限あり","北緯33度39分57.3秒 東経130度26分21秒","福岡県福岡市東区香住ヶ丘1-1-1","公立","公立大学法人福岡女子大学","国際文理学部","http://www.fwu.ac.jp/","人文社会科学研究科人間環境学研究科","1950年","1923年","本部のみ（香椎キャンパス）","","","","","","","","","",""
