"タイトル","コメント","URL","親リストタイトル","親リストURL","一覧抽出方法","座標","所在地","位置","標高","山系","種類","初登頂","最新噴火","最高峰","上位山系","山号","宗派","本尊","創建年","正式名","札所等","延長","幅","開基","寺格"
"蕎麦粒山 (静岡県)","[蕎麦粒山（そばつぶやま）] 蕎麦粒山 （そばつぶやま）は、 日本 の 中部地方 南部中央に位置する、 静岡県 浜松市 と 川根本町 の境界に所在する 山 。 南アルプス 深南部の山の一つである。 標高 1,627 m 。","https://ja.wikipedia.org/wiki/蕎麦粒山_(静岡県)","日本の山一覧","https://ja.wikipedia.org/wiki/日本の山一覧","箇条書き,制限あり","北緯35度7分33.9366秒東経138度2分7.3730秒","静岡県浜松市天竜区同県榛原郡川根本町","北緯35度7分33.9366秒東経138度2分7.3730秒﻿ / ﻿北緯35.126093500度 東経138.035381389度﻿ /35.126093500; 138.035381389座標:北緯35度7分33.9366秒東経138度2分7.3730秒﻿ / ﻿北緯35.126093500度 東経138.035381389度﻿ /35.126093500; 138.035381389","1,627.47m","赤石山脈","","","","","","","","","","","","","","",""
"達磨山","[▲達磨山] 達磨山 （だるまやま）は 静岡県 沼津市 と 伊豆市 との境界にある982mの 山 である。","https://ja.wikipedia.org/wiki/達磨山","日本の山一覧","https://ja.wikipedia.org/wiki/日本の山一覧","箇条書き,制限あり","北緯34度57分20秒東経138度50分20秒","静岡県沼津市・伊豆市","北緯34度57分20秒東経138度50分20秒﻿ / ﻿北緯34.9556度 東経138.8389度﻿ /34.9556; 138.8389座標:北緯34度57分20秒東経138度50分20秒﻿ / ﻿北緯34.9556度 東経138.8389度﻿ /34.9556; 138.8389","981.83 m","","複成火山","","50万年前","","","","","","","","","","","",""
"大室山 (静岡県)","[▲大室山] 大室山 （おおむろやま）は、 静岡県 伊東市 にある 標高 580 m の 火山 。 独立峰 で、700年以上続く 山焼き が毎年早春に行われる  ため 一年生植物 で覆われてよく目立ち、伊東市のシンボル的存在である。山体は国の 天然記念物 および 富士箱根伊豆国立公園 に指定されている。","https://ja.wikipedia.org/wiki/大室山_(静岡県)","日本の山一覧","https://ja.wikipedia.org/wiki/日本の山一覧","箇条書き,制限あり","北緯34度54分11秒東経139度5分40秒","静岡県伊東市","北緯34度54分11秒東経139度5分40秒﻿ / ﻿北緯34.90306度 東経139.09444度﻿ /34.90306; 139.09444座標:北緯34度54分11秒東経139度5分40秒﻿ / ﻿北緯34.90306度 東経139.09444度﻿ /34.90306; 139.09444","580m","独立峰 (伊豆東部火山群)","スコリア丘","","約4000年前","","","","","","","","","","","",""
"天城山","[▲天城山- 日本百名山] 天城山 （あまぎさん）は、 静岡県 の 伊豆半島 中央部の東西に広がる山。天城山は連山の総称で、 天城連山 や 天城山脈 と称されることもある。 日本百名山 の一つ。","https://ja.wikipedia.org/wiki/天城山","日本の山一覧","https://ja.wikipedia.org/wiki/日本の山一覧","箇条書き,制限あり","北緯34度51分46秒東経139度00分06秒","静岡県伊豆市・伊東市・賀茂郡東伊豆町・賀茂郡河津町","北緯34度51分46秒東経139度00分06秒﻿ / ﻿北緯34.86278度 東経139.00167度﻿ /34.86278; 139.00167﻿ (万三郎岳)座標:北緯34度51分46秒東経139度00分06秒﻿ / ﻿北緯34.86278度 東経139.00167度﻿ /34.86278; 139.00167﻿ (万三郎岳)","万三郎岳 1,406m","伊豆半島","成層火山","","","","","","","","","","","","","",""
"有度山","[有度山] 日本平 （にほんだいら）は、 静岡県 静岡市 駿河区 と 清水区 の境界にある 丘陵 地、および 景勝地 である。名称は 日本武尊 （やまとたけるのみこと）伝説に由来する。","https://ja.wikipedia.org/wiki/有度山","日本の山一覧","https://ja.wikipedia.org/wiki/日本の山一覧","箇条書き,制限あり","北緯34度58分25.582秒東経138度27分56.664秒","日本静岡県静岡市駿河区・清水区","北緯34度58分25.582秒東経138度27分56.664秒﻿ / ﻿北緯34.97377278度 東経138.46574000度﻿ /34.97377278; 138.46574000座標:北緯34度58分25.582秒東経138度27分56.664秒﻿ / ﻿北緯34.97377278度 東経138.46574000度﻿ /34.97377278; 138.46574000","307m","","","","","","","","","","","","","","","",""
"久能山","[久能山] 久能山 （くのうざん）","https://ja.wikipedia.org/wiki/久能山","日本の山一覧","https://ja.wikipedia.org/wiki/日本の山一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"茶臼山 (愛知県・長野県)","[茶臼山] 茶臼山 （ちゃうすやま）は、 愛知県 北設楽郡 豊根村 と 長野県 下伊那郡 根羽村 にまたがる標高1,416 mの 山 である   。","https://ja.wikipedia.org/wiki/茶臼山_(愛知県・長野県)","日本の山一覧","https://ja.wikipedia.org/wiki/日本の山一覧","箇条書き,制限あり","北緯35度13分39秒東経137度39分20秒","日本愛知県北設楽郡豊根村長野県下伊那郡根羽村","北緯35度13分39秒東経137度39分20秒﻿ / ﻿北緯35.22750度 東経137.65556度﻿ /35.22750; 137.65556座標:北緯35度13分39秒東経137度39分20秒﻿ / ﻿北緯35.22750度 東経137.65556度﻿ /35.22750; 137.65556","1415.23m","美濃三河高原（奥三河）","","","","","","","","","","","","","","",""
"段戸山","[段戸山] 鷹ノ巣山 （たかのすやま）は、 愛知県 北設楽郡 設楽町 にある 山 である。通称、 段戸山 （だんどさん・だんどやま）    。ただし段戸山という名称は鷹ノ巣山自体を指す場合と、鷹ノ巣山を含めて設楽町から 豊田市 内旧 足助町 域・ 下山村 域境まで至る 山塊 を指す場合がある  。","https://ja.wikipedia.org/wiki/段戸山","日本の山一覧","https://ja.wikipedia.org/wiki/日本の山一覧","箇条書き,制限あり","北緯35度09分09秒東経137度29分42秒","日本愛知県北設楽郡設楽町","北緯35度09分09秒東経137度29分42秒﻿ / ﻿北緯35.15250度 東経137.49500度﻿ /35.15250; 137.49500座標:北緯35度09分09秒東経137度29分42秒﻿ / ﻿北緯35.15250度 東経137.49500度﻿ /35.15250; 137.49500","1,153m","","","","","","","","","","","","","","","",""
"鳳来寺山","[鳳来寺山] 鳳来寺山 （ほうらいじさん）は、 愛知県 新城市 鳳来寺にある 山 である。","https://ja.wikipedia.org/wiki/鳳来寺山","日本の山一覧","https://ja.wikipedia.org/wiki/日本の山一覧","箇条書き,制限あり","北緯34度58分58.51秒東経137度34分57.36秒","日本愛知県新城市鳳来寺","北緯34度58分58.51秒東経137度34分57.36秒﻿ / ﻿北緯34.9829194度 東経137.5826000度﻿ /34.9829194; 137.5826000﻿ (鳳来寺山)座標:北緯34度58分58.51秒東経137度34分57.36秒﻿ / ﻿北緯34.9829194度 東経137.5826000度﻿ /34.9829194; 137.5826000﻿ (鳳来寺山)","695m","","","","","","","","","","","","","","","",""
"本宮山 (岡崎市・豊川市・新城市)","[本宮山] 本宮山 （ほんぐうさん）は、 愛知県 岡崎市 ・ 豊川市 ・ 新城市 にまたがる 三河山地 の 標高 789 m の 山 である  。一帯は大きな 杉 が生い茂っており、 本宮山県立自然公園 に指定されている。","https://ja.wikipedia.org/wiki/本宮山_(岡崎市・豊川市・新城市)","日本の山一覧","https://ja.wikipedia.org/wiki/日本の山一覧","箇条書き,制限あり","北緯34度54分35秒東経137度25分14秒","日本愛知県岡崎市石原町愛知県豊川市上長山町愛知県新城市作手保永","北緯34度54分35秒東経137度25分14秒﻿ / ﻿北緯34.90972度 東経137.42056度﻿ /34.90972; 137.42056座標:北緯34度54分35秒東経137度25分14秒﻿ / ﻿北緯34.90972度 東経137.42056度﻿ /34.90972; 137.42056","789.31m","三河山地","","","","","","","","","","","","","","",""
"六所山 (存在しないページ)","[六所山]","https://ja.wikipedia.org/w/index.php?title=六所山&amp;action=edit&amp;redlink=1","日本の山一覧","https://ja.wikipedia.org/wiki/日本の山一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"猿投山","[猿投山] 猿投山 （さなげやま）は、 愛知県 豊田市 と 瀬戸市 にまたがる 標高 629 m の 山 である。","https://ja.wikipedia.org/wiki/猿投山","日本の山一覧","https://ja.wikipedia.org/wiki/日本の山一覧","箇条書き,制限あり","北緯35度12分21秒東経137度10分01秒","愛知県豊田市・瀬戸市","北緯35度12分21秒東経137度10分01秒﻿ / ﻿北緯35.20583度 東経137.16694度﻿ /35.20583; 137.16694","628.92m","美濃三河高原","隆起（花崗岩）","","","","","","","","","","","","","",""
"三ヶ根山","[三ヶ根山] 三ヶ根山 （さんがねさん）は、 愛知県 額田郡 幸田町 、 西尾市 、 蒲郡市 の境界にある 山 である。 三河湾国定公園 に属する。","https://ja.wikipedia.org/wiki/三ヶ根山","日本の山一覧","https://ja.wikipedia.org/wiki/日本の山一覧","箇条書き,制限あり","北緯34度48分57.90秒東経137度09分42.33秒","日本愛知県額田郡幸田町・西尾市・蒲郡市","北緯34度48分57.90秒東経137度09分42.33秒﻿ / ﻿北緯34.8160833度 東経137.1617583度﻿ /34.8160833; 137.1617583座標:北緯34度48分57.90秒東経137度09分42.33秒﻿ / ﻿北緯34.8160833度 東経137.1617583度﻿ /34.8160833; 137.1617583","321m","幡豆山塊","","","","","","","","","","","","","","",""
"三国山 (岐阜県)","[三国山] 三国山 （みくにやま）は、 岐阜県 土岐市 と 愛知県 豊田市  の 境 界にある 標高 701 m の 山 である。山頂には4階建ての 展望台 、 キャンプ場 があり、 県立自然公園 となっている。近くに高い山が無いため展望が良く夜には 濃尾平野 を一望できる 夜景 を見ることができる。","https://ja.wikipedia.org/wiki/三国山_(岐阜県)","日本の山一覧","https://ja.wikipedia.org/wiki/日本の山一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"呉羽山","[呉羽山] 呉羽丘陵 （くれはきゅうりょう）は、 富山県 の 富山平野 にある 丘陵 である。","https://ja.wikipedia.org/wiki/呉羽山","日本の山一覧","https://ja.wikipedia.org/wiki/日本の山一覧","箇条書き,制限あり","北緯36度41分52.8秒東経137度9分50.5秒","富山県（富山平野）","北緯36度41分52.8秒東経137度9分50.5秒﻿ / ﻿北緯36.698000度 東経137.164028度﻿ /36.698000; 137.164028座標:北緯36度41分52.8秒東経137度9分50.5秒﻿ / ﻿北緯36.698000度 東経137.164028度﻿ /36.698000; 137.164028","","","","","","城山（145.3m）","","","","","","","","","","",""
"二上山 (富山県)","[二上山] 二上山 （ふたがみやま）は、 富山県 の 高岡市 と 氷見市 に跨がる 標高 274mの 山 。","https://ja.wikipedia.org/wiki/二上山_(富山県)","日本の山一覧","https://ja.wikipedia.org/wiki/日本の山一覧","箇条書き,制限あり","北緯36度47分24秒東経137度00分55秒","日本富山県高岡市・氷見市","北緯36度47分24秒東経137度00分55秒﻿ / ﻿北緯36.789990度 東経137.015386度﻿ /36.789990; 137.015386座標:北緯36度47分24秒東経137度00分55秒﻿ / ﻿北緯36.789990度 東経137.015386度﻿ /36.789990; 137.015386","274m","二上丘陵","","","","","","","","","","","","","","",""
"城山 (富山県高岡市)","[城山] 城山 （しろやま、じょうやま）は、 富山県 高岡市 にある標高258.9mの 山 。","https://ja.wikipedia.org/wiki/城山_(富山県高岡市)","日本の山一覧","https://ja.wikipedia.org/wiki/日本の山一覧","箇条書き,制限あり","北緯36度47分14秒東経137度00分33秒","日本・富山県高岡市","北緯36度47分14秒東経137度00分33秒﻿ / ﻿北緯36.787145度 東経137.009199度﻿ /36.787145; 137.009199座標:北緯36度47分14秒東経137度00分33秒﻿ / ﻿北緯36.787145度 東経137.009199度﻿ /36.787145; 137.009199","258.9m","二上丘陵","","","","","","","","","","","","","","",""
"鉢伏山 (富山県高岡市)","[鉢伏山] 鉢伏山 （はちぶせやま）は、 富山県 高岡市 にある 山 。","https://ja.wikipedia.org/wiki/鉢伏山_(富山県高岡市)","日本の山一覧","https://ja.wikipedia.org/wiki/日本の山一覧","箇条書き,制限あり","北緯36度47分50秒東経137度01分22秒","日本・富山県高岡市","北緯36度47分50秒東経137度01分22秒﻿ / ﻿北緯36.797184度 東経137.022799度﻿ /36.797184; 137.022799座標:北緯36度47分50秒東経137度01分22秒﻿ / ﻿北緯36.797184度 東経137.022799度﻿ /36.797184; 137.022799","179.2m","二上丘陵","","","","","","","","","","","","","","",""
"大師ヶ岳","[大師ヶ岳] 大師ヶ岳 （たいしがたけ、だいしがたけ）は、 富山県 の 高岡市 と 氷見市 に跨がる 山 。","https://ja.wikipedia.org/wiki/大師ヶ岳","日本の山一覧","https://ja.wikipedia.org/wiki/日本の山一覧","箇条書き,制限あり","北緯36度48分8.6秒東経137度0分48.3秒","日本富山県高岡市・氷見市","北緯36度48分8.6秒東経137度0分48.3秒﻿ / ﻿北緯36.802389度 東経137.013417度﻿ /36.802389; 137.013417座標:北緯36度48分8.6秒東経137度0分48.3秒﻿ / ﻿北緯36.802389度 東経137.013417度﻿ /36.802389; 137.013417","253.6m","二上丘陵","","","","","","","","","","","","","","",""
"金剛堂山","[金剛堂山] 金剛堂山 （こんごうどうざん）は、 富山県 富山市 と 南砺市 にまたがる 標高 1,650 m の 山 。山頂部は富山県にあり、山域の南東面は 岐阜県 飛騨市 に位置する。 日本二百名山 の一つ。 白木水無県立自然公園 内にある。","https://ja.wikipedia.org/wiki/金剛堂山","日本の山一覧","https://ja.wikipedia.org/wiki/日本の山一覧","箇条書き,制限あり","北緯36度22分44秒東経137度02分56秒","日本富山県富山市、南砺市岐阜県飛騨市","北緯36度22分44秒東経137度02分56秒﻿ / ﻿北緯36.37889度 東経137.04889度﻿ /36.37889; 137.04889座標:北緯36度22分44秒東経137度02分56秒﻿ / ﻿北緯36.37889度 東経137.04889度﻿ /36.37889; 137.04889","1,650m","飛騨高地","","","","","","","","","","","","","","",""
"人形山","[人形山] 人形山 （にんぎょうざん）は、 富山県 南砺市 （ 五箇山 地域）と 岐阜県 白川村 （ 白川郷 ）にまたがる 飛騨高地 北部に位置する 標高 1,726 m の 山 である  。 日本三百名山  、 新日本百名山  および ぎふ百山  の一つに選定されている。 登山 口は富山県側にある。","https://ja.wikipedia.org/wiki/人形山","日本の山一覧","https://ja.wikipedia.org/wiki/日本の山一覧","箇条書き,制限あり","北緯36度20分56秒東経136度56分23秒","日本富山県南砺市岐阜県大野郡白川村","北緯36度20分56秒東経136度56分23秒﻿ / ﻿北緯36.34889度 東経136.93972度﻿ /36.34889; 136.93972座標:北緯36度20分56秒東経136度56分23秒﻿ / ﻿北緯36.34889度 東経136.93972度﻿ /36.34889; 136.93972","1,726m","飛騨高地","","","","","","","","","","","","","","",""
