"タイトル","コメント","URL","親リストタイトル","親リストURL","一覧抽出方法","座標","所属路線","キロ程","所属事業者","駅構造","開業年月日","ホーム","所在地","備考","乗車人員,-統計年度-","電報略号","駅番号","乗降人員,-統計年度-","乗換","乗降人員,-統計年次-","種類","本社所在地","設立","業種","法人番号"
"南滋賀駅","南滋賀駅（みなみしがえき）","https://ja.wikipedia.org/wiki/南滋賀駅","日本の鉄道駅一覧_み","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_み","箇条書き,制限あり","北緯35度2分11.82秒東経135度51分27.25秒","▼石山坂本線","10.0 km（石山寺起点）","京阪電気鉄道","地上駅","1927年（昭和2年）5月15日","2面2線","滋賀県大津市南志賀三丁目9番8号北緯35度2分11.82秒東経135度51分27.25秒﻿ / ﻿北緯35.0366167度 東経135.8575694度﻿ /35.0366167; 135.8575694座標:北緯35度2分11.82秒東経135度51分27.25秒﻿ / ﻿北緯35.0366167度 東経135.8575694度﻿ /35.0366167; 135.8575694","無人駅","1,131人/日（降車客含まず）-2019年-","","OT  17","2,145人/日-2019年-","","","","","","",""
"南酒々井駅","南酒々井駅（みなみしすいえき）","https://ja.wikipedia.org/wiki/南酒々井駅","日本の鉄道駅一覧_み","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_み","箇条書き,制限あり","北緯35度42分15.9秒東経140度16分5.4秒","■総武本線[1]","59.3 km（東京起点）","東日本旅客鉄道（JR東日本）","地上駅[1]","1914年（大正3年）9月10日[1]","1面2線[1]","千葉県印旛郡酒々井町馬橋569北緯35度42分15.9秒東経140度16分5.4秒座標:北緯35度42分15.9秒 東経140度16分5.4秒","無人駅[1]（乗車駅証明書発行機 有）","208人/日（降車客含まず）-2006年-","ミス","","","","","","","","",""
"南宿駅","南宿駅（みなみじゅくえき）","https://ja.wikipedia.org/wiki/南宿駅","日本の鉄道駅一覧_み","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_み","箇条書き,制限あり","北緯35度20分52秒東経136度43分43秒","竹鼻線","5.2 km（笠松起点）","名古屋鉄道","地上駅","1921年（大正10年）6月25日","2面2線","岐阜県羽島市足近町南宿916-1北緯35度20分52秒東経136度43分43秒﻿ / ﻿北緯35.34778度 東経136.72861度﻿ /35.34778; 136.72861座標:北緯35度20分52秒東経136度43分43秒﻿ / ﻿北緯35.34778度 東経136.72861度﻿ /35.34778; 136.72861","無人駅（駅集中管理システム導入駅）","","","TH  03 ","817人/日-2019年-","","","","","","",""
"南宍道駅","南宍道駅（みなみしんじえき）","https://ja.wikipedia.org/wiki/南宍道駅","日本の鉄道駅一覧_み","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_み","箇条書き,制限あり","北緯35度22分47.66秒東経132度55分7.02秒","E木次線","3.6 km（宍道起点）","西日本旅客鉄道（JR西日本）","地上駅","1962年（昭和37年）1月1日","1面1線","島根県松江市宍道町白石2312北緯35度22分47.66秒東経132度55分7.02秒﻿ / ﻿北緯35.3799056度 東経132.9186167度﻿ /35.3799056; 132.9186167座標:北緯35度22分47.66秒東経132度55分7.02秒﻿ / ﻿北緯35.3799056度 東経132.9186167度﻿ /35.3799056; 132.9186167","無人駅","3人/日（降車客含まず）-2018年-","ミシ","","","","","","","","",""
"南新宿駅","南新宿駅（みなみしんじゅくえき）","https://ja.wikipedia.org/wiki/南新宿駅","日本の鉄道駅一覧_み","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_み","箇条書き,制限あり","北緯35度41分0.5秒東経139度41分54.7秒","小田原線","0.8 km（新宿起点）","小田急電鉄","地上駅","1927年（昭和2年）4月1日","2面2線","東京都渋谷区代々木二丁目29番16号北緯35度41分0.5秒東経139度41分54.7秒﻿ / ﻿北緯35.683472度 東経139.698528度﻿ /35.683472; 139.698528座標:北緯35度41分0.5秒東経139度41分54.7秒﻿ / ﻿北緯35.683472度 東経139.698528度﻿ /35.683472; 139.698528","","","","OH02","3,977人/日-2019年-","","","","","","",""
"南新庄駅","南新庄駅（みなみしんじょうえき）","https://ja.wikipedia.org/wiki/南新庄駅","日本の鉄道駅一覧_み","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_み","箇条書き,制限あり","北緯38度43分17.33秒東経140度18分58.95秒","■陸羽東線","89.2 km（小牛田起点）","東日本旅客鉄道（JR東日本）","地上駅","1960年（昭和35年）12月20日","1面1線","山形県新庄市大字鳥越北緯38度43分17.33秒東経140度18分58.95秒座標:北緯38度43分17.33秒 東経140度18分58.95秒","無人駅","2人/日（降車客含まず）-2004年-","ミミ","","","","","","","","",""
"南吹田駅","南吹田駅（みなみすいたえき）","https://ja.wikipedia.org/wiki/南吹田駅","日本の鉄道駅一覧_み","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_み","箇条書き,制限あり","北緯34度44分58秒東経135度30分40.5秒","Fおおさか東線","2.0 km（新大阪起点）","西日本旅客鉄道（JR西日本）（大阪外環状鉄道）","高架駅","2019年（平成31年）3月16日[1]","2面2線","大阪府吹田市南吹田二丁目3-50北緯34度44分58秒東経135度30分40.5秒﻿ / ﻿北緯34.74944度 東経135.511250度﻿ /34.74944; 135.511250﻿ (南吹田駅)座標:北緯34度44分58秒東経135度30分40.5秒﻿ / ﻿北緯34.74944度 東経135.511250度﻿ /34.74944; 135.511250﻿ (南吹田駅)","業務委託駅みどりの券売機設置駅大阪市内駅","2,371人/日（降車客含まず）-2019年-","ニタ","JR-F03","","","","","","","",""
"南砂町駅","南砂町駅（みなみすなまちえき）","https://ja.wikipedia.org/wiki/南砂町駅","日本の鉄道駅一覧_み","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_み","箇条書き,制限あり","北緯35度40分7.8秒東経139度49分50.4秒","●[1]東西線","17.0 km（中野起点）","東京地下鉄（東京メトロ）","地下駅","1969年（昭和44年）3月29日","1面2線","東京都江東区南砂三丁目11-85北緯35度40分7.8秒東経139度49分50.4秒﻿ / ﻿北緯35.668833度 東経139.830667度﻿ /35.668833; 139.830667﻿ (南砂町駅)座標:北緯35度40分7.8秒東経139度49分50.4秒﻿ / ﻿北緯35.668833度 東経139.830667度﻿ /35.668833; 139.830667﻿ (南砂町駅)","","","スナ","T15[1]","60,969人/日-2019年-","","","","","","",""
"南瀬高駅","南瀬高駅（みなみせたかえき）","https://ja.wikipedia.org/wiki/南瀬高駅","日本の鉄道駅一覧_み","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_み","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"南摂津駅","南摂津駅（みなみせっつえき）","https://ja.wikipedia.org/wiki/南摂津駅","日本の鉄道駅一覧_み","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_み","箇条書き,制限あり","北緯34度45分55.55秒東経135度34分6.79秒","■本線","17.8 km（大阪空港起点）","大阪モノレール","高架駅","1997年（平成9年）8月22日[1]","島式 1面2線","大阪府摂津市東一津屋北緯34度45分55.55秒東経135度34分6.79秒﻿ / ﻿北緯34.7654306度 東経135.5685528度﻿ /34.7654306; 135.5685528座標:北緯34度45分55.55秒東経135度34分6.79秒﻿ / ﻿北緯34.7654306度 東経135.5685528度﻿ /34.7654306; 135.5685528","","",""," 22 ","","","10,010人/日-2019年-","","","","",""
"南千住駅","南千住駅（みなみせんじゅえき）","https://ja.wikipedia.org/wiki/南千住駅","日本の鉄道駅一覧_み","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_み","箇条書き,制限あり","","","","東日本旅客鉄道（JR東日本・駅詳細）東京地下鉄（東京メトロ・駅詳細）首都圏新都市鉄道（駅詳細）","","","","東京都荒川区南千住四丁目","","","","","","","","","","","",""
"南仙台駅","南仙台駅（みなみせんだいえき）","https://ja.wikipedia.org/wiki/南仙台駅","日本の鉄道駅一覧_み","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_み","箇条書き,制限あり","北緯38度11分50.64秒東経140度53分0.40秒","■東北本線（■常磐線・■仙台空港アクセス線）","344.1 km（東京起点）","東日本旅客鉄道（JR東日本）","地上駅","1924年（大正13年）9月10日","2面3線","仙台市太白区中田五丁目2-1北緯38度11分50.64秒東経140度53分0.40秒﻿ / ﻿北緯38.1974000度 東経140.8834444度﻿ /38.1974000; 140.8834444座標:北緯38度11分50.64秒東経140度53分0.40秒﻿ / ﻿北緯38.1974000度 東経140.8834444度﻿ /38.1974000; 140.8834444","業務委託駅みどりの窓口有仙台市内駅*1963年に陸前中田駅から改称。","10,017人/日（降車客含まず）-2019年-","ナセナタ（改称前）","","","","","","","","",""
"南千里駅","南千里駅（みなみせんりえき）","https://ja.wikipedia.org/wiki/南千里駅","日本の鉄道駅一覧_み","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_み","箇条書き,制限あり","北緯34度47分32.43秒東経135度30分31.68秒","■千里線","10.2 km（天神橋筋六丁目起点）大阪梅田から13.3 km","阪急電鉄","高架駅","1963年（昭和38年）8月29日","2面2線","大阪府吹田市津雲台1丁目1番1号[1]北緯34度47分32.43秒東経135度30分31.68秒﻿ / ﻿北緯34.7923417度 東経135.5088000度﻿ /34.7923417; 135.5088000座標:北緯34度47分32.43秒東経135度30分31.68秒﻿ / ﻿北緯34.7923417度 東経135.5088000度﻿ /34.7923417; 135.5088000","*1967年に新千里山駅から改称","","","HK93","（特定日）23,469人/日-2019年-","","（全日）24,768人/日-2016年-","","","","",""
"南大東駅","南大東駅（みなみだいとうえき）","https://ja.wikipedia.org/wiki/南大東駅","日本の鉄道駅一覧_み","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_み","箇条書き,制限あり","北緯35度18分28.83秒東経132度55分41.45秒","E木次線","17.5 km（宍道起点）","西日本旅客鉄道（JR西日本）","地上駅","1963年（昭和38年）10月1日","1面1線","島根県雲南市大東町上佐世546北緯35度18分28.83秒東経132度55分41.45秒﻿ / ﻿北緯35.3080083度 東経132.9281806度﻿ /35.3080083; 132.9281806座標:北緯35度18分28.83秒東経132度55分41.45秒﻿ / ﻿北緯35.3080083度 東経132.9281806度﻿ /35.3080083; 132.9281806","無人駅","6人/日（降車客含まず）-2018年-","ミナ","","","","","","","","",""
"南平駅","南平駅（みなみだいらえき）","https://ja.wikipedia.org/wiki/南平駅","日本の鉄道駅一覧_み","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_み","箇条書き,制限あり","北緯35度39分16.5秒東経139度23分31秒","■京王線","32.1 km（新宿起点）","京王電鉄","地上駅","1926年（大正15年）4月28日","2面2線","東京都日野市南平六丁目9-31北緯35度39分16.5秒東経139度23分31秒﻿ / ﻿北緯35.654583度 東経139.39194度﻿ /35.654583; 139.39194﻿ (南平駅)座標:北緯35度39分16.5秒東経139度23分31秒﻿ / ﻿北緯35.654583度 東経139.39194度﻿ /35.654583; 139.39194﻿ (南平駅)","","","","KO30","10,722人/日-2019年-","","","","","","",""
"南高崎駅","南高崎駅（みなみたかさきえき）","https://ja.wikipedia.org/wiki/南高崎駅","日本の鉄道駅一覧_み","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_み","箇条書き,制限あり","北緯36度18分44.67秒東経139度0分44.29秒","上信線","0.9 km（高崎起点）","上信電鉄","地上駅","1935年（昭和10年）9月9日","単式1面1線","群馬県高崎市下和田町三丁目北緯36度18分44.67秒東経139度0分44.29秒座標:北緯36度18分44.67秒 東経139度0分44.29秒","","63人/日（降車客含まず）-2019年-","","","","","","","","","",""
"南高田駅","南高田駅（みなみたかだえき）","https://ja.wikipedia.org/wiki/南高田駅","日本の鉄道駅一覧_み","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_み","箇条書き,制限あり","北緯37度5分48.88秒東経138度14分34.70秒","■妙高はねうまライン","29.0 km（妙高高原起点）長野から66.3 km","えちごトキめき鉄道","地上駅","1961年（昭和36年）12月10日[1]","1面1線[1]","新潟県上越市南高田町[1]1北緯37度5分48.88秒東経138度14分34.70秒﻿ / ﻿北緯37.0969111度 東経138.2429722度﻿ /37.0969111; 138.2429722座標:北緯37度5分48.88秒東経138度14分34.70秒﻿ / ﻿北緯37.0969111度 東経138.2429722度﻿ /37.0969111; 138.2429722","無人駅[1]（自動券売機有[2]）","854人/日（降車客含まず）-2019年-","ミタ[2]","","","","","","","","",""
"南巽駅","南巽駅（みなみたつみえき）","https://ja.wikipedia.org/wiki/南巽駅","日本の鉄道駅一覧_み","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_み","箇条書き,制限あり","北緯34度38分35.74秒東経135度33分11.87秒","●千日前線","13.1 km（野田阪神起点）","大阪市高速電気軌道(Osaka Metro)","地下駅","1981年（昭和56年）12月2日","1面2線","大阪市生野区巽東二丁目19-27北緯34度38分35.74秒東経135度33分11.87秒﻿ / ﻿北緯34.6432611度 東経135.5532972度﻿ /34.6432611; 135.5532972﻿ (南巽駅)","","5,137人/日（降車客含まず）-2020年-",""," S24 ","10,095人/日-2020年-","","","","","","",""
"南田辺駅","南田辺駅（みなみたなべえき）","https://ja.wikipedia.org/wiki/南田辺駅","日本の鉄道駅一覧_み","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_み","箇条書き,制限あり","北緯34度37分32.42秒東経135度31分14.32秒","R阪和線","3.0 km（天王寺起点）","西日本旅客鉄道（JR西日本）","高架駅","1929年（昭和4年）7月18日","2面2線","大阪市阿倍野区長池町4-10北緯34度37分32.42秒東経135度31分14.32秒﻿ / ﻿北緯34.6256722度 東経135.5206444度﻿ /34.6256722; 135.5206444﻿ (南田辺駅)座標:北緯34度37分32.42秒東経135度31分14.32秒﻿ / ﻿北緯34.6256722度 東経135.5206444度﻿ /34.6256722; 135.5206444﻿ (南田辺駅)","業務委託駅みどりの券売機プラス設置駅大阪市内駅","4,307人/日（降車客含まず）-2018年-","ミタ","JR-R22","","","","","","","",""
"南多摩駅","南多摩駅（みなみたまえき）","https://ja.wikipedia.org/wiki/南多摩駅","日本の鉄道駅一覧_み","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_み","箇条書き,制限あり","北緯35度38分56.7秒東経139度29分21.4秒","■南武線","25.5 km（川崎起点）","東日本旅客鉄道（JR東日本）","高架駅","1927年（昭和2年）11月1日[1]","1面2線","東京都稲城市大丸1043北緯35度38分56.7秒東経139度29分21.4秒﻿ / ﻿北緯35.649083度 東経139.489278度﻿ /35.649083; 139.489278座標:北緯35度38分56.7秒東経139度29分21.4秒﻿ / ﻿北緯35.649083度 東経139.489278度﻿ /35.649083; 139.489278","業務委託駅","6,814人/日（降車客含まず）-2019年-","ミミ","JN19","","","","","","","",""
"南千歳駅","南千歳駅（みなみちとせえき）","https://ja.wikipedia.org/wiki/南千歳駅","日本の鉄道駅一覧_み","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_み","箇条書き,制限あり","北緯42度48分29.78秒東経141度40分30.67秒","■千歳線","18.4 km（沼ノ端起点）","北海道旅客鉄道（JR北海道）","地上駅（橋上駅）","1980年（昭和55年）10月1日[新聞 1]","2面4線","北海道千歳市北緯42度48分29.78秒東経141度40分30.67秒﻿ / ﻿北緯42.8082722度 東経141.6751861度﻿ /42.8082722; 141.6751861﻿ (南千歳駅)","直営駅（管理駅）みどりの窓口有話せる券売機設置駅[1][報道 1]","1,526人/日（降車客含まず）-2018年-","ミセ","○H14","","","","","","","",""
