"タイトル","コメント","URL","親リストタイトル","親リストURL","一覧抽出方法","座標","国","地方","都道府県","面積","総人口","人口密度","所在地","市町村コード","隣接自治体","外部リンク","法人番号","市長","市の花","市の木","市の鳥","特記事項","他のシンボル","区の木","区の花"
"諏訪市","[諏訪市] 諏訪市 （すわし）は、 長野県 南信地方 の 市 。","https://ja.wikipedia.org/wiki/諏訪市","日本の地方公共団体一覧","https://ja.wikipedia.org/wiki/日本の地方公共団体一覧","箇条書き,制限あり","北緯36度2分20.9秒東経138度6分50.5秒","日本","中部地方、甲信越地方、信越地方","長野県","109.17km2（境界未定部分あり）","48,032人（推計人口、2021年6月1日）","440人/km2","〒392-8511長野県諏訪市高島一丁目22番30号北緯36度2分20.9秒東経138度6分50.5秒﻿ / ﻿北緯36.039139度 東経138.114028度﻿ /36.039139; 138.114028座標:北緯36度2分20.9秒東経138度6分50.5秒﻿ / ﻿北緯36.039139度 東経138.114028度﻿ /36.039139; 138.114028","20206-1","岡谷市、茅野市、伊那市、上伊那郡辰野町、箕輪町、諏訪郡下諏訪町、小県郡長和町","諏訪市","2000020202061","金子ゆかり","あやめ（はなしょうぶ）ニッコウキスゲ","きはだ、かりん","","","","",""
"須坂市","[須坂市] 須坂市 （すざかし）は、 長野県 北部の 市 。 江戸時代 は 須坂藩 の陣屋町であった。 明治 から 昭和 初期にかけては 製糸業 で栄え、当時の繁栄を偲ばせる 土蔵 や大壁造りの商家が残り、蔵の町としても知られる  。 巨峰 の産地として有名。市制前の名称である 須坂町 （すざかまち）についてもここで述べる。","https://ja.wikipedia.org/wiki/須坂市","日本の地方公共団体一覧","https://ja.wikipedia.org/wiki/日本の地方公共団体一覧","箇条書き,制限あり","北緯36度39分4秒東経138度18分26.1秒","日本","中部地方、甲信越地方、信越地方","長野県","149.67km2","49,261人（推計人口、2021年6月1日）","329人/km2","〒382-8511長野県須坂市大字須坂1528番地の1北緯36度39分4秒東経138度18分26.1秒﻿ / ﻿北緯36.65111度 東経138.307250度﻿ /36.65111; 138.307250座標:北緯36度39分4秒東経138度18分26.1秒﻿ / ﻿北緯36.65111度 東経138.307250度﻿ /36.65111; 138.307250","20207-0","長野市、上田市、上高井郡小布施町、高山村、群馬県吾妻郡嬬恋村","公式ウェブサイト","1000020202070","三木正夫","レンゲツツジ","クマスギ","","","","",""
"小諸市","[小諸市] 小諸市 （こもろし）は、 長野県 東部に位置する 市 。 江戸時代 は 小諸藩 の 城下町 であった。","https://ja.wikipedia.org/wiki/小諸市","日本の地方公共団体一覧","https://ja.wikipedia.org/wiki/日本の地方公共団体一覧","箇条書き,制限あり","北緯36度19分39秒東経138度25分33秒","日本","中部地方、甲信越地方、信越地方","長野県","98.55km2","41,049人（推計人口、2021年6月1日）","417人/km2","〒384-8501長野県小諸市相生町三丁目3番3号北緯36度19分39秒東経138度25分33秒﻿ / ﻿北緯36.32750度 東経138.42583度﻿ /36.32750; 138.42583座標:北緯36度19分39秒東経138度25分33秒﻿ / ﻿北緯36.32750度 東経138.42583度﻿ /36.32750; 138.42583小諸市庁舎","20208-8","佐久市、東御市、北佐久郡御代田町群馬県吾妻郡嬬恋村","公式ウェブサイト","9000020202088","小泉俊博","コモロスミレ","ウメ","","","","",""
"伊那市","[伊那市] 伊那市 （いなし）は、 長野県 の南部に位置する 市 。 伊那谷 北部に位置し、 南信地方 に含まれる。","https://ja.wikipedia.org/wiki/伊那市","日本の地方公共団体一覧","https://ja.wikipedia.org/wiki/日本の地方公共団体一覧","箇条書き,制限あり","北緯35度49分39.1秒東経137度57分14.3秒","日本","中部地方、甲信越地方、信越地方","長野県","667.93km2","65,516人（推計人口、2021年6月1日）","98.1人/km2","〒396-8617長野県伊那市下新田3050番地北緯35度49分39.1秒東経137度57分14.3秒﻿ / ﻿北緯35.827528度 東経137.953972度﻿ /35.827528; 137.953972座標:北緯35度49分39.1秒東経137度57分14.3秒﻿ / ﻿北緯35.827528度 東経137.953972度﻿ /35.827528; 137.953972","20209-6","駒ヶ根市、塩尻市、諏訪市、茅野市、上伊那郡箕輪町、南箕輪村、宮田村、下伊那郡大鹿村、木曽郡木曽町、諏訪郡富士見町静岡県静岡市山梨県：南アルプス市、北杜市","公式ウェブサイト","9000020202096","白鳥孝","さくら","かえで","らいちょう","","","",""
"駒ヶ根市","[駒ヶ根市] 駒ヶ根市 （こまがねし）は、 長野県 南部（ 南信地方 ）の 市 。","https://ja.wikipedia.org/wiki/駒ヶ根市","日本の地方公共団体一覧","https://ja.wikipedia.org/wiki/日本の地方公共団体一覧","箇条書き,制限あり","北緯35度43分43.6秒東経137度56分1.9秒","日本","中部地方、甲信越地方、信越地方","長野県","165.86km2（境界未定部分あり）","31,711人（推計人口、2021年6月1日）","191人/km2","〒399-4192長野県駒ヶ根市赤須町20番1号北緯35度43分43.6秒東経137度56分1.9秒﻿ / ﻿北緯35.728778度 東経137.933861度﻿ /35.728778; 137.933861座標:北緯35度43分43.6秒東経137度56分1.9秒﻿ / ﻿北緯35.728778度 東経137.933861度﻿ /35.728778; 137.933861","20210-0","伊那市、上伊那郡飯島町、中川村、宮田村、木曽郡上松町、大桑村、下伊那郡大鹿村","公式ウェブサイト","5000020202100","伊藤祐三","スズラン","アカマツ","","面積は、宮田村との間に境界未定部分があるため参考値。","","",""
"中野市","[中野市] 中野市 （なかのし）は、 長野県 北部にある 市 。","https://ja.wikipedia.org/wiki/中野市","日本の地方公共団体一覧","https://ja.wikipedia.org/wiki/日本の地方公共団体一覧","箇条書き,制限あり","北緯36度44分31.2秒東経138度22分9.9秒","日本","中部地方、甲信越地方、信越地方","長野県","112.18km2","41,739人（推計人口、2021年6月1日）","372人/km2","〒383-8614長野県中野市三好町一丁目3番19号北緯36度44分31.2秒東経138度22分9.9秒﻿ / ﻿北緯36.742000度 東経138.369417度﻿ /36.742000; 138.369417座標:北緯36度44分31.2秒東経138度22分9.9秒﻿ / ﻿北緯36.742000度 東経138.369417度﻿ /36.742000; 138.369417","20211-8","飯山市、長野市、上高井郡小布施町、高山村、下高井郡山ノ内町、木島平村、上水内郡、飯綱町","公式ウェブサイト","4000020202118","湯本隆英","シャクヤク、バラ","リンゴ","チョウゲンボウ","","","",""
"大町市","[大町市] 大町市 （おおまちし）は、 長野県 の北西部にある 市 。 立山黒部アルペンルート の長野県側玄関口として有名。","https://ja.wikipedia.org/wiki/大町市","日本の地方公共団体一覧","https://ja.wikipedia.org/wiki/日本の地方公共団体一覧","箇条書き,制限あり","北緯36度30分10.8秒東経137度51分4秒","日本","中部地方、甲信越地方、信越地方","長野県","565.15km2","25,682人（推計人口、2021年6月1日）","45.4人/km2","〒398-0002長野県大町市大町3887番地北緯36度30分10.8秒東経137度51分4秒﻿ / ﻿北緯36.503000度 東経137.85111度﻿ /36.503000; 137.85111座標:北緯36度30分10.8秒東経137度51分4秒﻿ / ﻿北緯36.503000度 東経137.85111度﻿ /36.503000; 137.85111大町市役所庁舎","20212-6","長野市、松本市、安曇野市、北安曇郡池田町、松川村、白馬村、東筑摩郡生坂村、上水内郡小川村富山県：富山市、立山町、黒部市、岐阜県高山市","公式ウェブサイト","4000020202126","牛越徹","カタクリ","オオヤマザクラ","","","","",""
"飯山市","[飯山市] 飯山市 （いいやまし）は、 長野県 の北東部にある 市 。","https://ja.wikipedia.org/wiki/飯山市","日本の地方公共団体一覧","https://ja.wikipedia.org/wiki/日本の地方公共団体一覧","箇条書き,制限あり","北緯36度51分5.9秒東経138度21分55.9秒","日本","中部地方、甲信越地方、信越地方","長野県","202.43km2（境界未定部分あり）","19,197人（推計人口、2021年6月1日）","94.8人/km2","〒389-2292長野県飯山市大字飯山1110-1北緯36度51分5.9秒東経138度21分55.9秒﻿ / ﻿北緯36.851639度 東経138.365528度﻿ /36.851639; 138.365528座標:北緯36度51分5.9秒東経138度21分55.9秒﻿ / ﻿北緯36.851639度 東経138.365528度﻿ /36.851639; 138.365528","20213-4","中野市、下高井郡木島平村、野沢温泉村、上水内郡信濃町、下水内郡栄村新潟県：妙高市、上越市","公式ウェブサイト","4000020202134","足立正則","ユキツバキ","ブナ","","面積は、栄村との間に境界未定部分があるため参考値。","","",""
"茅野市","[茅野市] 茅野市 （ちのし）は、 長野県 南信地方 の 市 。 八ヶ岳 、 白樺湖 、 蓼科高原 、 車山 など観光資源を多く抱える 諏訪地方 中部の市である。 観光都市 である一方、 工業 も盛んであり工業生産額は長野県77市町村中8位である。また、 諏訪広域連合 に属する一都市である。本項では市制前の名称である 茅野町 （ちのまち）についても述べる。","https://ja.wikipedia.org/wiki/茅野市","日本の地方公共団体一覧","https://ja.wikipedia.org/wiki/日本の地方公共団体一覧","箇条書き,制限あり","北緯35度59分43.9秒東経138度9分31.7秒","日本","中部地方、甲信越地方、信越地方","長野県","266.59km2（境界未定部分あり）","54,919人（推計人口、2021年6月1日）","206人/km2","〒391-8501長野県茅野市塚原二丁目6番1号北緯35度59分43.9秒東経138度9分31.7秒﻿ / ﻿北緯35.995528度 東経138.158806度﻿ /35.995528; 138.158806座標:北緯35度59分43.9秒東経138度9分31.7秒﻿ / ﻿北緯35.995528度 東経138.158806度﻿ /35.995528; 138.158806","20214-2","諏訪市、佐久市、伊那市、南佐久郡小海町、佐久穂町、南牧村、諏訪郡富士見町、原村、北佐久郡立科町、小県郡長和町山梨県北杜市","公式ウェブサイト","4000020202142","今井敦","りんどう","白樺","","","","",""
"塩尻市","[塩尻市] 塩尻市 （しおじりし）は、 長野県 中部（ 中信地方 ）の 市 である。県央部における 交通 の要衝となっている。","https://ja.wikipedia.org/wiki/塩尻市","日本の地方公共団体一覧","https://ja.wikipedia.org/wiki/日本の地方公共団体一覧","箇条書き,制限あり","北緯36度6分53.9秒東経137度57分12.4秒","日本","中部地方、甲信越地方、信越地方","長野県","289.98km2（境界未定部分あり）","65,996人（推計人口、2021年6月1日）","228人/km2","〒399-0786長野県塩尻市大門七番町3番3号北緯36度6分53.9秒東経137度57分12.4秒﻿ / ﻿北緯36.114972度 東経137.953444度﻿ /36.114972; 137.953444座標:北緯36度6分53.9秒東経137度57分12.4秒﻿ / ﻿北緯36.114972度 東経137.953444度﻿ /36.114972; 137.953444","20215-1","松本市、岡谷市、伊那市、上伊那郡辰野町、南箕輪村、木曽郡木曽町、木祖村、東筑摩郡朝日村","公式ウェブサイト","3000020202151","小口利幸","キキョウ","イチイ","","面積は岡谷市との間に境界未定部分があるため公式サイト掲載の参考値","","",""
"佐久市","[佐久市] 佐久市 （さくし）は、 長野県 東信地方 の 市 であり、 群馬県 との県境に位置する。東信地方第二の都市、また 佐久地域 の中心都市である。","https://ja.wikipedia.org/wiki/佐久市","日本の地方公共団体一覧","https://ja.wikipedia.org/wiki/日本の地方公共団体一覧","箇条書き,制限あり","北緯36度14分55.7秒東経138度28分37秒","日本","中部地方、甲信越地方、信越地方","長野県","423.51km2","98,128人（推計人口、2021年6月1日）","232人/km2","〒385-8501長野県佐久市中込3056番地北緯36度14分55.7秒東経138度28分37秒﻿ / ﻿北緯36.248806度 東経138.47694度﻿ /36.248806; 138.47694座標:北緯36度14分55.7秒東経138度28分37秒﻿ / ﻿北緯36.248806度 東経138.47694度﻿ /36.248806; 138.47694佐久市役所","20217-7","小諸市、茅野市、東御市、北佐久郡軽井沢町、御代田町、立科町、南佐久郡佐久穂町群馬県:甘楽郡下仁田町、南牧村","公式ウェブサイト","2000020202177","柳田清二","コスモス","からまつ","","","","",""
"千曲市","[千曲市] 千曲市 （ちくまし）は、 長野県 の北部、 北信地方 の 千曲川 中流域に位置する人口約6万人の 市 。","https://ja.wikipedia.org/wiki/千曲市","日本の地方公共団体一覧","https://ja.wikipedia.org/wiki/日本の地方公共団体一覧","箇条書き,制限あり","北緯36度31分50.51秒東経138度6分53.66秒","日本","中部地方、甲信越地方、信越地方","長野県","119.79km2","58,675人（推計人口、2021年6月1日）","490人/km2","〒387-0011長野県千曲市大字杭瀬下2丁目1番地北緯36度31分50.51秒東経138度6分53.66秒﻿ / ﻿北緯36.5306972度 東経138.1149056度﻿ /36.5306972; 138.1149056座標:北緯36度31分50.51秒東経138度6分53.66秒﻿ / ﻿北緯36.5306972度 東経138.1149056度﻿ /36.5306972; 138.1149056千曲市役所","20218-5","長野市、上田市、東筑摩郡麻績村、筑北村、埴科郡坂城町","公式ウェブサイト","2000020202185","小川修一","アンズ、セツブンソウ","アンズ","","","","",""
"東御市","[東御市] 東御市 （とうみし）は、 長野県 の東部（ 東信地方 ）にある 市 である  。市名は、合併した 東部町 の「 東 」と 北御牧村 の「 御 」の各1文字を取ったもの。 10月3日 は「東御の日」  。","https://ja.wikipedia.org/wiki/東御市","日本の地方公共団体一覧","https://ja.wikipedia.org/wiki/日本の地方公共団体一覧","箇条書き,制限あり","北緯36度21分33.8秒東経138度19分49.4秒","日本","中部地方、甲信越地方、信越地方","長野県","112.37km2","29,101人（推計人口、2021年6月1日）","259人/km2","〒389-0592長野県東御市県281-2北緯36度21分33.8秒東経138度19分49.4秒﻿ / ﻿北緯36.359389度 東経138.330389度﻿ /36.359389; 138.330389座標:北緯36度21分33.8秒東経138度19分49.4秒﻿ / ﻿北緯36.359389度 東経138.330389度﻿ /36.359389; 138.330389東御市役所","20219-3","上田市、小諸市、佐久市、北佐久郡立科町群馬県吾妻郡嬬恋村","公式ウェブサイト","2000020202193","花岡利夫","レンゲツツジ","胡桃（クルミ）","","","","",""
