"タイトル","コメント","URL","親リストタイトル","親リストURL","一覧抽出方法","座標","所在地","開園","公式サイト","管理運営","位置","面積","事業主体","前身","愛称","閉園","キャッチコピー","来園者数","運営者","テーマ","所有者","分類","外部リンク","住所","開業"
"としまえん","[としまえん13東京1926-2020豊島園] としまえん は、かつて 東京都 練馬区 向山 三丁目に存在した 遊園地 。 西武グループ に属する株式会社豊島園が運営していた。1926年より94年間営業を続け、 2020年 8月31日 をもって閉園した    。","https://ja.wikipedia.org/wiki/としまえん","遊園地","https://ja.wikipedia.org/wiki/遊園地","表形式","北緯35度44分42.2秒 東経139度38分43.2秒","","","","","","","","","","","","","","","","","http://www.toshimaen.co.jp/","",""
"ナムコ・ワンダーエッグ","[ナムコ・ワンダーエッグ13東京1992-2000] ナムコ・ワンダーエッグ (NAMCO WonderEggs) は、株式会社 ナムコ （後の バンダイナムコゲームス ）が運営していた テーマパーク 。 1992年 の開園以降、 1996年 に ワンダーエッグ2 、 1999年 に ワンダーエッグ3 と二度のリニューアルオープンをし、 20世紀 最終日の 2000年 12月31日 に閉園した。 ","https://ja.wikipedia.org/wiki/ナムコ・ワンダーエッグ","遊園地","https://ja.wikipedia.org/wiki/遊園地","表形式","","","","","","","","","","","","","","","","","","","",""
"二子玉川園","[二子玉川園13東京1922-1985] 二子玉川園 （ふたこたまがわえん）は、 東京都 の 二子玉川 （ 世田谷区 玉川）にあった 東急グループ の 遊園地 である。現在の 東急田園都市線 ・ 大井町線 二子玉川駅 東口から200 メートル ほど離れた位置にあった。","https://ja.wikipedia.org/wiki/二子玉川園","遊園地","https://ja.wikipedia.org/wiki/遊園地","表形式","","","","","","","","","","","","","","","","","","","",""
"ルナパーク (浅草)","[ルナパーク (浅草)13東京1910-1911] 浅草公園ルナパーク （あさくさこうえんルナパーク）は、日本で最初にできた ルナパーク の名前を冠する 遊園地 である。 東京 ・ 浅草公園六区 で 1910年 に開業し、 1911年 に閉園した  。","https://ja.wikipedia.org/wiki/ルナパーク_(浅草)","遊園地","https://ja.wikipedia.org/wiki/遊園地","表形式","","","","","","","","","","","","","","","","","","","",""
"花月園遊園地","[花月園遊園地14神奈川1914-1946/花月園競輪場] 花月園遊園地 （かげつえんゆうえんち）は、 神奈川県 横浜市 鶴見区 にかつて存在した 遊園地 である。","https://ja.wikipedia.org/wiki/花月園遊園地","遊園地","https://ja.wikipedia.org/wiki/遊園地","表形式","","","","","","","","","","","","","","","","","","","",""
"向ヶ丘遊園","[向ヶ丘遊園14神奈川1927-2002] 向ヶ丘遊園 （むこうがおかゆうえん）は、 神奈川県 川崎市 多摩区 長尾 2丁目8-1で 1927年 （昭和2年）から 2002年 （平成14年）まで営業していた 小田急電鉄 系の 遊園地 。","https://ja.wikipedia.org/wiki/向ヶ丘遊園","遊園地","https://ja.wikipedia.org/wiki/遊園地","表形式","北緯35度36分32秒 東経139度34分19秒","","","","","","","","","","","","","","","","","","",""
"横浜ドリームランド","[横浜ドリームランド14神奈川1964-2002] 横浜ドリームランド （よこはまドリームランド）は、かつて 神奈川県 横浜市 戸塚区 俣野町 字沖原700番地で営業していた 遊園地 。 日本ドリーム観光 株式会社により 1964年 に開園。同社により、翌 1965年 には併設の 高層 ホテル 「 ホテルエンパイア 」、 1966年 にはアクセス路線として ドリームランドモノレール が開業（翌 1967年 運行休止）、一大レジャーランドとなった。 2002年 に経営悪化のため閉園、翌 2003年 にモノレールも廃止された。","https://ja.wikipedia.org/wiki/横浜ドリームランド","遊園地","https://ja.wikipedia.org/wiki/遊園地","表形式","北緯35度23分5秒東経139度29分42秒","〒245-0066神奈川県横浜市戸塚区俣野町700番地","","","日本ドリーム観光","","","日本ドリーム観光","","","","","","","","","","","",""
"横浜ジョイポリス","[横浜ジョイポリス14神奈川1994-2001] 横浜ジョイポリス （よこはま-）は、かつて 神奈川県 横浜市 中区 新山下にあった テーマパーク である。","https://ja.wikipedia.org/wiki/横浜ジョイポリス","遊園地","https://ja.wikipedia.org/wiki/遊園地","表形式","","","","","","","","","","","","","","","","","","","",""
"ワイルドブルーヨコハマ","[ワイルドブルーヨコハマ14神奈川1992-2001] ワイルドブルーヨコハマ （Wild Blue Yokohama）は、かつて 神奈川県 横浜市 鶴見区 にあった、年間を通して営業する大型屋内温水 プール 施設（テーマパーク）である。","https://ja.wikipedia.org/wiki/ワイルドブルーヨコハマ","遊園地","https://ja.wikipedia.org/wiki/遊園地","表形式","北緯35度30分28.1秒東経139度41分39.3秒","","","","","","","","","","","","","","","","","http://www.dkers.com/wb/wby/","",""
"富士ガリバー王国","[富士ガリバー王国19山梨1997-2001] 富士ガリバー王国 （ふじガリバーおうこく）は、かつて 山梨県 西八代郡 上九一色村 （現在の 南都留郡 富士河口湖町 ）に存在したアミューズメントエコロジー テーマパーク である  。","https://ja.wikipedia.org/wiki/富士ガリバー王国","遊園地","https://ja.wikipedia.org/wiki/遊園地","表形式","北緯35度24分55秒東経138度38分55秒","〒409-3715山梨県西八代郡上九一色村富士ケ嶺2-4","1997年7月26日","富士ガリバー王国","","北緯35度24分55秒東経138度38分55秒﻿ / ﻿北緯35.41528度 東経138.64861度﻿ /35.41528; 138.64861座標:北緯35度24分55秒東経138度38分55秒﻿ / ﻿北緯35.41528度 東経138.64861度﻿ /35.41528; 138.64861","370,000m2","","","","2001年10月28日","","","","ガリバー","","","","",""
"光の楽園","[光の楽園19山梨1995-2001] 光の楽園 （ひかりのらくえん）はかつて 山梨県 北巨摩郡 明野村 浅尾に存在した テーマパーク である。","https://ja.wikipedia.org/wiki/光の楽園","遊園地","https://ja.wikipedia.org/wiki/遊園地","表形式","北緯35度47分49.2秒 東経138度28分39秒","〒407-0205日本山梨県北巨摩郡明野村浅尾5260-2","1995年4月8日","なし","有限会社光の楽園","","4.25平方キロメートル","","","光の楽園","","","年間約2万人（2001年）","","地球環境と自然と人間との共生","","","","",""
"とやのレイクランド","[とやのレイクランド15新潟1989-1996] とやのレイクランド は、 新潟県 新潟市 鐘木（現 中央区 ）にかつて存在した 遊園地 。","https://ja.wikipedia.org/wiki/とやのレイクランド","遊園地","https://ja.wikipedia.org/wiki/遊園地","表形式","","","","","","","","","","","","","","","","","","","",""
"新潟遊園","[新潟遊園15新潟] 新潟遊園 （にいがたゆうえん）は、 新潟県 新潟市 にかつて存在した 遊園地 である。","https://ja.wikipedia.org/wiki/新潟遊園","遊園地","https://ja.wikipedia.org/wiki/遊園地","表形式","","新潟県新潟市","1949年（昭和24年）","","","","","","","","1994年（平成6年）10月30日","","","","","","","","",""
"野積ドリームランド","[野積ドリームランド15新潟1981-?] 野積ドリームランド （のづみドリームランド）は、 新潟県 三島郡 寺泊町 （現 長岡市 寺泊地域）にかつて存在した 遊園地 である。","https://ja.wikipedia.org/wiki/野積ドリームランド","遊園地","https://ja.wikipedia.org/wiki/遊園地","表形式","","","","","","","","","","","","","","","","","","","",""
"長崎屋","[ラパーク聖籠ファンタジードーム15新潟] 「長崎屋」の事実上の創業者である 岩田孝八 の先祖は 江戸時代 、 東海道 大磯宿 で 本陣 に次ぐクラスの 旅籠 「長崎屋」を営み、 名主 もつとめたが、 明治 3年に廃業したとされる  。","https://ja.wikipedia.org/wiki/長崎屋","遊園地","https://ja.wikipedia.org/wiki/遊園地","表形式","","","","","","","","","","","","","","","","","","公式ウェブサイト","",""
"大川寺遊園","[大川寺遊園16富山1958-1996] 大川寺遊園 （だいせんじゆうえん）は、 富山県 上新川郡 大山町 （現・ 富山市 ）にかつて存在した 遊園地 である。大川寺遊園株式会社が経営していた。","https://ja.wikipedia.org/wiki/大川寺遊園","遊園地","https://ja.wikipedia.org/wiki/遊園地","表形式","北緯36度36分24.7秒東経137度18分32.7秒","富山県上新川郡大山町","1958年（昭和33年）9月6日","","大川寺遊園","北緯36度36分24.7秒東経137度18分32.7秒﻿ / ﻿北緯36.606861度 東経137.309083度﻿ /36.606861; 137.309083座標:北緯36度36分24.7秒東経137度18分32.7秒﻿ / ﻿北緯36.606861度 東経137.309083度﻿ /36.606861; 137.309083","","富山地方鉄道・大山町","","","","","","","","","","","",""
"粟崎遊園","[粟崎遊園17石川1925-1941] 粟崎遊園 （あわがさきゆうえん、 粟ヶ崎遊園 とも表記）は、 石川県 河北郡 内灘村（現・ 内灘町 ）にかつて存在した総合 レジャー施設 である。","https://ja.wikipedia.org/wiki/粟崎遊園","遊園地","https://ja.wikipedia.org/wiki/遊園地","表形式","","","","","","","","","","","","","","","","","","","",""
"涛々園","[涛々園17石川1926-1943] 涛々園 （とうとうえん）とは、 石川県 石川郡 金石町 （現： 金沢市 ）にかつて存在した 遊園地 。","https://ja.wikipedia.org/wiki/涛々園","遊園地","https://ja.wikipedia.org/wiki/遊園地","表形式","","","","","","","","","","","","","","","","","","","",""
"金沢サニーランド","[金沢サニーランド17石川1958-1993旧・金沢ヘルスセンター/いしかわ動物園] いしかわ動物園 （いしかわどうぶつえん）は、 石川県 能美市 徳山町にある 動物園 。 1999年 （ 平成 11年）10月に開園した  。","https://ja.wikipedia.org/wiki/金沢サニーランド","遊園地","https://ja.wikipedia.org/wiki/遊園地","表形式","北緯36度26分1.06秒東経136度32分43.45秒","〒923-1222石川県能美市徳山町600番地","1999年10月9日","いしかわ動物園","一般財団法人　石川県県民ふれあい公社","石川県石川県の地図を表示いしかわ動物園 (日本)日本の地図を表示北緯36度26分1.06秒東経136度32分43.45秒﻿ / ﻿北緯36.4336278度 東経136.5454028度﻿ /36.4336278; 136.5454028座標:北緯36度26分1.06秒東経136度32分43.45秒﻿ / ﻿北緯36.4336278度 東経136.5454028度﻿ /36.4336278; 136.5454028","約23ヘクタール","","","","","","","","","石川県","","","",""
"山中水無山展望台","[山中水無山展望台17石川1959-?] 山中水無山展望台 （やまなかみずなしやまてんぼうだい）は、かつて 石川県 江沼郡 山中町 （現 加賀市 ）にあった レジャー施設 である。","https://ja.wikipedia.org/wiki/山中水無山展望台","遊園地","https://ja.wikipedia.org/wiki/遊園地","表形式","北緯36度14分34.8秒 東経136度21分58.9秒","","","","","","","","","","","","","","","","","","",""
"手取遊園","[手取遊園17石川1955-1971] 手取温泉駅 （てどりおんせんえき）は、 石川県 石川郡 鳥越村 字上野（かみの、現在の 白山市 上野町）にかつてあった 北陸鉄道金名線 の 駅 である。","https://ja.wikipedia.org/wiki/手取遊園","遊園地","https://ja.wikipedia.org/wiki/遊園地","表形式","北緯36度22分20.2秒東経136度36分22.9秒","石川県白山市上野町座標:北緯36度22分20.2秒東経136度36分22.9秒﻿ / ﻿北緯36.372278度 東経136.606361度﻿ /36.372278; 136.606361","","","","","","","","","","","","","","","","","",""
