"タイトル","コメント","URL","親リストタイトル","親リストURL","一覧抽出方法","座標","所属路線","キロ程","所属事業者","駅構造","開業年月日","ホーム","所在地","備考","電報略号","乗車人員,-統計年度-","駅番号","乗降人員,-統計年度-","乗換","乗降人員,-統計年次-","乗車人員,-統計年次-","Hidden","Hidden","Hidden","Hidden"
"中山寺駅","中山寺駅（なかやまでらえき）","https://ja.wikipedia.org/wiki/中山寺駅","日本の鉄道駅一覧_な","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_な","箇条書き,制限あり","北緯34度49分0.09秒東経135度22分25.69秒","G福知山線（JR宝塚線）","14.5km（尼崎起点）大阪から22.2 km","西日本旅客鉄道（JR西日本）","地上駅（橋上駅）[1]","1897年（明治30年）12月27日[1]","2面2線[1]","兵庫県宝塚市中筋四丁目6-21[1]北緯34度49分0.09秒東経135度22分25.69秒﻿ / ﻿北緯34.8166917度 東経135.3738028度﻿ /34.8166917; 135.3738028﻿ (中山寺駅*)座標:北緯34度49分0.09秒東経135度22分25.69秒﻿ / ﻿北緯34.8166917度 東経135.3738028度﻿ /34.8166917; 135.3738028﻿ (中山寺駅*)","業務委託駅[1]みどりの窓口有*1915年に中山駅から改称[1]。","ヤテ","9,543人/日（降車客含まず）-2019年-","JR-G55","","","","","","","",""
"長与駅","長与駅（ながよえき）","https://ja.wikipedia.org/wiki/長与駅","日本の鉄道駅一覧_な","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_な","箇条書き,制限あり","北緯32度49分8.3秒東経129度52分46秒","長崎本線（長与支線）","15.4 km（喜々津起点）","九州旅客鉄道（JR九州）","地上駅（橋上駅）","1897年（明治30年）7月22日","2面2線","長崎県西彼杵郡長与町吉無田郷275北緯32度49分8.3秒東経129度52分46秒座標:北緯32度49分8.3秒 東経129度52分46秒","業務委託駅みどりの窓口有","ナヨ","1,917人/日（降車客含まず）-2019年-","","","","","","","","",""
"長柄駅","長柄駅（ながらえき）","https://ja.wikipedia.org/wiki/長柄駅","日本の鉄道駅一覧_な","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_な","箇条書き,制限あり","北緯34度34分25.48秒東経135度50分6.27秒","U桜井線（万葉まほろば線）","12.6 km（奈良起点）","西日本旅客鉄道（JR西日本）","地上駅","1914年（大正3年）8月20日[1]","1面1線","奈良県天理市兵庫町176-3北緯34度34分25.48秒東経135度50分6.27秒座標:北緯34度34分25.48秒 東経135度50分6.27秒","無人駅（自動券売機 有）","ナカ","557人/日（降車客含まず）-2019年-","","","","","","","","",""
"流山駅","流山駅（ながれやまえき）","https://ja.wikipedia.org/wiki/流山駅","日本の鉄道駅一覧_な","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_な","箇条書き,制限あり","北緯35度51分21.4秒東経139度54分6.1秒","■流山線","5.7 km（馬橋起点）","流鉄","地上駅","1916年（大正5年）3月14日[2]","島式1面2線","千葉県流山市流山一丁目264番地北緯35度51分21.4秒東経139度54分6.1秒﻿ / ﻿北緯35.855944度 東経139.901694度﻿ /35.855944; 139.901694座標:北緯35度51分21.4秒東経139度54分6.1秒﻿ / ﻿北緯35.855944度 東経139.901694度﻿ /35.855944; 139.901694","","","1,404人/日（降車客含まず）-2018年[1]-","RN6","2,713人/日-2018年[1]-","","","","","","",""
"流山おおたかの森駅","流山おおたかの森駅（ながれやまおおたかのもりえき）","https://ja.wikipedia.org/wiki/流山おおたかの森駅","日本の鉄道駅一覧_な","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_な","箇条書き,制限あり","","","","首都圏新都市鉄道（駅詳細）東武鉄道（駅詳細）","","","","千葉県流山市おおたかの森","","","","","","","","","","","",""
"流山温泉駅","流山温泉駅（ながれやまおんせんえき）","https://ja.wikipedia.org/wiki/流山温泉駅","日本の鉄道駅一覧_な","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_な","箇条書き,制限あり","北緯42度0分12.51秒東経140度42分59.38秒","■函館本線（砂原支線）","5.6 km（大沼起点）","北海道旅客鉄道（JR北海道）","地上駅","2002年（平成14年）4月27日[報道 1]","1面1線","北海道亀田郡七飯町字東大沼北緯42度0分12.51秒東経140度42分59.38秒﻿ / ﻿北緯42.0034750度 東経140.7164944度﻿ /42.0034750; 140.7164944﻿ (流山温泉駅)座標:北緯42度0分12.51秒東経140度42分59.38秒﻿ / ﻿北緯42.0034750度 東経140.7164944度﻿ /42.0034750; 140.7164944﻿ (流山温泉駅)","無人駅","ナオ","","○N70","","","","","","","",""
"流山セントラルパーク駅","流山セントラルパーク駅（ながれやまセントラルパークえき）","https://ja.wikipedia.org/wiki/流山セントラルパーク駅","日本の鉄道駅一覧_な","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_な","箇条書き,制限あり","北緯35度51分16.2秒東経139度54分54.7秒","つくばエクスプレス","24.3 km（秋葉原起点）","首都圏新都市鉄道","高架駅","2005年（平成17年）8月24日[1]","2面2線","千葉県流山市前平井119北緯35度51分16.2秒東経139度54分54.7秒﻿ / ﻿北緯35.854500度 東経139.915194度﻿ /35.854500; 139.915194座標:北緯35度51分16.2秒東経139度54分54.7秒﻿ / ﻿北緯35.854500度 東経139.915194度﻿ /35.854500; 139.915194","","","5,259人/日（降車客含まず）-2019年-","TX11","","","","","","","",""
"長和駅","長和駅（ながわえき）","https://ja.wikipedia.org/wiki/長和駅","日本の鉄道駅一覧_な","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_な","箇条書き,制限あり","北緯42度29分18.60秒東経140度50分1.03秒","■室蘭本線","51.5 km（長万部起点）","北海道旅客鉄道（JR北海道）","地上駅","1928年（昭和3年）9月10日","2面3線","北海道伊達市長和町北緯42度29分18.60秒東経140度50分1.03秒﻿ / ﻿北緯42.4885000度 東経140.8336194度﻿ /42.4885000; 140.8336194﻿ (長和駅)","無人駅","ワナオル（改称前）","","○H39","52人/日-2014年-","","","","","","",""
"那岐駅","那岐駅（なぎえき）","https://ja.wikipedia.org/wiki/那岐駅","日本の鉄道駅一覧_な","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_な","箇条書き,制限あり","","B因美線","38.5 km（鳥取起点）","西日本旅客鉄道（JR西日本）","地上駅","1932年（昭和7年）7月1日","2面2線","","無人駅","ナキ","","","54人/日-2015年-","","","","","","",""
"渚駅 (岐阜県)","渚駅 (岐阜県)（なぎさえき・東海旅客鉄道高山本線）","https://ja.wikipedia.org/wiki/渚駅_(岐阜県)","日本の鉄道駅一覧_な","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_な","箇条書き,制限あり","北緯36度0分5.17秒東経137度17分16.97秒","CG高山本線","115.9 km（岐阜起点）","東海旅客鉄道（JR東海）","地上駅","1934年（昭和9年）10月25日[1]","2面2線[1]","岐阜県高山市久々野町渚北緯36度0分5.17秒東経137度17分16.97秒","無人駅[1]","ナサ","3人/日（降車客含まず）-2019年-","","","","","","","","",""
"渚駅 (長野県)","渚駅 (長野県)（なぎさえき・アルピコ交通上高地線）","https://ja.wikipedia.org/wiki/渚駅_(長野県)","日本の鉄道駅一覧_な","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_な","箇条書き,制限あり","北緯36度13分37.67秒東経137度57分22.53秒","上高地線","1.1 km（松本起点）","アルピコ交通","地上駅","1922年（大正11年）5月3日[2]","1面1線[1]","長野県松本市渚三丁目[1]9-42北緯36度13分37.67秒東経137度57分22.53秒﻿ / ﻿北緯36.2271306度 東経137.9562583度﻿ /36.2271306; 137.9562583座標:北緯36度13分37.67秒東経137度57分22.53秒﻿ / ﻿北緯36.2271306度 東経137.9562583度﻿ /36.2271306; 137.9562583","","","66人/日（降車客含まず）-2017年-","AK-03","140人/日-2017年-","","","","","","",""
"南木曽駅","南木曽駅（なぎそえき）","https://ja.wikipedia.org/wiki/南木曽駅","日本の鉄道駅一覧_な","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_な","箇条書き,制限あり","北緯35度35分56.75秒東経137度36分31.42秒","CF中央本線","298.0km（東京起点）名古屋から98.9 km","東海旅客鉄道（JR東海）","地上駅","1909年（明治42年）7月15日[1]","2面3線[1]","長野県木曽郡南木曽町読書[1]北緯35度35分56.75秒東経137度36分31.42秒﻿ / ﻿北緯35.5990972度 東経137.6087278度﻿ /35.5990972; 137.6087278﻿ (南木曽駅)","簡易委託駅[2]*1968年に三留野駅から改称[1]。標高：408.4m[1]","ナソ[1]","291人/日（降車客含まず）-2018年-","CF  23 ","","","","","","","",""
"椥辻駅","椥辻駅（なぎつじえき）","https://ja.wikipedia.org/wiki/椥辻駅","日本の鉄道駅一覧_な","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_な","箇条書き,制限あり","北緯34度58分21.77秒東経135度48分53.59秒","東西線","4.9 km（六地蔵起点）","京都市交通局（京都市営地下鉄）","地下駅","1997年（平成9年）10月12日","1面2線","京都市山科区椥辻草海道町北緯34度58分21.77秒東経135度48分53.59秒﻿ / ﻿北緯34.9727139度 東経135.8148861度﻿ /34.9727139; 135.8148861座標:北緯34度58分21.77秒東経135度48分53.59秒﻿ / ﻿北緯34.9727139度 東経135.8148861度﻿ /34.9727139; 135.8148861","","","","●T05","17,438人/日-2019年-","","","","","","",""
"名草駅","名草駅（なぐさえき）","https://ja.wikipedia.org/wiki/名草駅","日本の鉄道駅一覧_な","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_な","箇条書き,制限あり","北緯34度21分13.59秒東経131度39分4.74秒","■山口線","41.4 km（新山口起点）","西日本旅客鉄道（JR西日本）","地上駅","1961年（昭和36年）4月1日","1面1線","山口県山口市阿東地福下字名草北緯34度21分13.59秒東経131度39分4.74秒﻿ / ﻿北緯34.3537750度 東経131.6513167度﻿ /34.3537750; 131.6513167座標:北緯34度21分13.59秒東経131度39分4.74秒﻿ / ﻿北緯34.3537750度 東経131.6513167度﻿ /34.3537750; 131.6513167","無人駅","ナク","9人/日（降車客含まず）-2019年-","","","","","","","","",""
"南桑駅","南桑駅（なぐわえき）","https://ja.wikipedia.org/wiki/南桑駅","日本の鉄道駅一覧_な","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_な","箇条書き,制限あり","北緯34度12分33.7秒東経132度1分15.65秒","錦川清流線","20.8 km（川西起点）","錦川鉄道","地上駅","1960年（昭和35年）11月1日","1面1線","山口県岩国市美川町南桑字南桑北緯34度12分33.7秒東経132度1分15.65秒﻿ / ﻿北緯34.209361度 東経132.0210139度﻿ /34.209361; 132.0210139﻿ (南桑駅)座標:北緯34度12分33.7秒東経132度1分15.65秒﻿ / ﻿北緯34.209361度 東経132.0210139度﻿ /34.209361; 132.0210139﻿ (南桑駅)","無人駅[2]1987年（昭和62年）7月25日に、岩日線から現在の第三セクターに転換。","クワ","","","8[1]人/日-2019年-","","","","","","",""
"奈古駅","奈古駅（なごえき）","https://ja.wikipedia.org/wiki/奈古駅","日本の鉄道駅一覧_な","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_な","箇条書き,制限あり","北緯34度30分10.82秒東経131度28分21.73秒","■山陰本線","560.2 km（京都起点）","西日本旅客鉄道（JR西日本）","地上駅","1929年（昭和4年）4月24日","1面1線","山口県阿武郡阿武町大字奈古字岡田橋2844北緯34度30分10.82秒東経131度28分21.73秒﻿ / ﻿北緯34.5030056度 東経131.4727028度﻿ /34.5030056; 131.4727028座標:北緯34度30分10.82秒東経131度28分21.73秒﻿ / ﻿北緯34.5030056度 東経131.4727028度﻿ /34.5030056; 131.4727028","簡易委託駅","ナコ","83人/日（降車客含まず）-2019年-","","","","","","","","",""
"名越駅","名越駅（なごせえき）","https://ja.wikipedia.org/wiki/名越駅","日本の鉄道駅一覧_な","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_な","箇条書き,制限あり","北緯34度25分17.27秒東経135度22分30.04秒","水間線","3.2 km（貝塚起点）","水間鉄道","地上駅","1925年（大正14年）12月24日","島式 1面2線","大阪府貝塚市名越772北緯34度25分17.27秒東経135度22分30.04秒﻿ / ﻿北緯34.4214639度 東経135.3750111度﻿ /34.4214639; 135.3750111座標:北緯34度25分17.27秒東経135度22分30.04秒﻿ / ﻿北緯34.4214639度 東経135.3750111度﻿ /34.4214639; 135.3750111","無人駅","","","","","","423人/日-2019年-","","","","",""
"勿来駅","勿来駅（なこそえき）","https://ja.wikipedia.org/wiki/勿来駅","日本の鉄道駅一覧_な","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_な","箇条書き,制限あり","北緯36度53分3.12秒東経140度47分12.72秒","■常磐線","183.2 km（日暮里起点）","東日本旅客鉄道（JR東日本）","地上駅","1897年（明治30年）2月25日","2面2線","福島県いわき市勿来町関田寺下49-2北緯36度53分3.12秒東経140度47分12.72秒﻿ / ﻿北緯36.8842000度 東経140.7868667度﻿ /36.8842000; 140.7868667座標:北緯36度53分3.12秒東経140度47分12.72秒﻿ / ﻿北緯36.8842000度 東経140.7868667度﻿ /36.8842000; 140.7868667","業務委託駅","コソ","832人/日（降車客含まず）-2019年-","","","","","","","","",""
"長太ノ浦駅","長太ノ浦駅（なごのうらえき）","https://ja.wikipedia.org/wiki/長太ノ浦駅","日本の鉄道駅一覧_な","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_な","箇条書き,制限あり","北緯34度53分30.95秒東経136度37分35.09秒","E名古屋線","33.2 km（伊勢中川起点）","近畿日本鉄道（近鉄）","地上駅","1943年（昭和18年）7月1日[1]","2面2線","三重県鈴鹿市長太栄町二丁目18-19北緯34度53分30.95秒東経136度37分35.09秒﻿ / ﻿北緯34.8919306度 東経136.6264139度﻿ /34.8919306; 136.6264139座標:北緯34度53分30.95秒東経136度37分35.09秒﻿ / ﻿北緯34.8919306度 東経136.6264139度﻿ /34.8919306; 136.6264139","無人駅（自動券売機有）","ナコノ","709人/日（降車客含まず）-2019年-"," E27 ","","","","","","","",""
"那古船形駅","那古船形駅（なこふなかたえき）","https://ja.wikipedia.org/wiki/那古船形駅","日本の鉄道駅一覧_な","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_な","箇条書き,制限あり","北緯35度1分42.6秒東経139度51分5.7秒","■内房線","82.1 km（蘇我起点）千葉から85.9 km","東日本旅客鉄道（JR東日本）","地上駅","1918年（大正7年）8月10日[1]","1面1線","千葉県館山市船形227北緯35度1分42.6秒東経139度51分5.7秒座標:北緯35度1分42.6秒 東経139度51分5.7秒","無人駅","ナコ","175人/日（降車客含まず）-2017年-","","","","","","","","",""
"名古屋駅","名古屋駅（なごやえき）","https://ja.wikipedia.org/wiki/名古屋駅","日本の鉄道駅一覧_な","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_な","箇条書き,制限あり","","","","東海旅客鉄道（JR東海・駅詳細）日本貨物鉄道（JR貨物）名古屋臨海高速鉄道(あおなみ線)（駅詳細）名古屋市交通局（駅詳細）","","","","名古屋市中村区名駅","","","","","","名鉄名古屋駅（名鉄名古屋本線）近鉄名古屋駅（近鉄名古屋線）","","","","","",""
